type,anchor_p,p,E,A,B,C,sum_X,mean_X,Pi,Pi_tilde,K_P,K_P_tilde,abs_K_P_tilde,symmetry_cv,prime_density,is_quadruplet,p_times_abs_K_tilde
control_ap,389561,389561,389561.0,389563.6666666667,389566.3333333333,389569.0,1558260.0,389565.0,-1214087113771.5552,-1214087113763.5552,-0.3333333333255237,7.809641822120739e-12,7.809641822120739e-12,7.653213122316894e-06,0.12195121951219512,1,3.042331877867177e-06
control_consecutive,389561,389561,389561.0,389562.0,389563.0,389564.0,1558250.0,389562.5,-1214071531246.0,-1214071531238.0,-0.3333333333322351,1.0982326159592048e-12,1.0982326159592048e-12,2.869973338680943e-06,0.12195121951219512,1,4.278285961056838e-07
control_random,389561,211535,211535.0,212592.0,500301.0,633832.0,1558260.0,389565.0,-965707800618.2732,-965707800610.2732,-0.2664994586824946,0.06683387465083873,0.06683387465083873,0.4714820653230035,0.024390243902439025,0,14137.70367426517
prime,392261,392261,392261.0,392263.0,392267.0,392269.0,1569060.0,392265.0,-1230974641743.9998,-1230974641735.9998,-0.3333333333181691,1.5164203226447626e-11,1.5164203226447626e-11,8.061585051351457e-06,0.17073170731707318,1,5.948325521809572e-06
control_ap,392261,392261,392261.0,392263.6666666667,392266.3333333333,392269.0,1569060.0,392265.0,-1230974641771.5552,-1230974641763.5552,-0.3333333333256308,7.702505300244411e-12,7.702505300244411e-12,7.600535275885895e-06,0.17073170731707318,1,3.021392431579173e-06
control_consecutive,392261,392261,392261.0,392262.0,392263.0,392264.0,1569050.0,392262.5,-1230958951245.9998,-1230958951237.9998,-0.3333333333322501,1.083189093975534e-12,1.083189093975534e-12,2.850218893597769e-06,0.17073170731707318,1,4.2489283719193693e-07
control_random,392261,209473,209473.0,98143.0,1175378.0,86066.0,1569060.0,392265.0,-1283695582804.2144,-1283695582796.2144,-0.5298661846089416,-0.19653285127560832,0.19653285127560832,1.1591205801571796,0.07317073170731707,0,41168.3259552555
prime,394811,394811,394811.0,394813.0,394817.0,394819.0,1579260.0,394815.0,-1247031073744.0,-1247031073736.0,-0.33333333331836446,1.496885948526483e-11,1.496885948526483e-11,8.00951752129068e-06,0.12195121951219512,1,5.9098703822368925e-06
control_ap,394811,394811,394811.0,394813.6666666667,394816.3333333333,394819.0,1579260.0,394815.0,-1247031073771.5557,-1247031073763.5557,-0.3333333333257301,7.60319585069169e-12,7.60319585069169e-12,7.5514455377718195e-06,0.12195121951219512,1,3.001825357007437e-06
control_consecutive,394811,394811,394811.0,394812.0,394813.0,394814.0,1579250.0,394812.5,-1247015281245.9998,-1247015281237.9998,-0.33333333333226406,1.0692557950164883e-12,1.0692557950164883e-12,2.8318100079148834e-06,0.12195121951219512,1,4.2215394968625475e-07
control_random,394811,540990,540990.0,16530.0,455951.0,565789.0,1579260.0,394815.0,-1225997500251.9287,-1225997500243.9287,-0.3047979287366922,0.028535404596641112,0.028535404596641112,0.5627169046401591,0.07317073170731707,0,15437.368532736875
prime,397541,397541,397541.0,397543.0,397547.0,397549.0,1590180.0,397545.0,-1264336216144.0,-1264336216136.0,-0.33333333331856935,1.4763967826070257e-11,1.4763967826070257e-11,7.954514986148436e-06,0.0975609756097561,1,5.869282533543796e-06
control_ap,397541,397541,397541.0,397543.6666666667,397546.3333333333,397549.0,1590180.0,397545.0,-1264336216171.5557,-1264336216163.5557,-0.33333333332583415,7.499167953284314e-12,7.499167953284314e-12,7.499588650329852e-06,0.0975609756097561,1,2.9812267273165993e-06
control_consecutive,397541,397541,397541.0,397542.0,397543.0,397544.0,1590170.0,397542.5,-1264320314446.0005,-1264320314438.0005,-0.3333333333322789,1.0544343176377424e-12,1.0544343176377424e-12,2.8123634296959318e-06,0.0975609756097561,1,4.1918087306802576e-07
control_random,397541,480561,480561.0,356276.0,707126.0,46217.0,1590180.0,397545.0,-1725032696727.687,-1725032696719.687,-0.43981523355267976,-0.10648190021934645,0.10648190021934645,0.6003769264166521,0.0975609756097561,0,51171.04845130935
prime,397751,397751,397751.0,397753.0,397757.0,397759.0,1591020.0,397755.0,-1265672320144.0,-1265672320136.0,-0.3333333333185849,1.4748424703725505e-11,1.4748424703725505e-11,7.950315295014217e-06,0.12195121951219512,1,5.866200674331523e-06
control_ap,397751,397751,397751.0,397753.6666666667,397756.3333333333,397759.0,1591020.0,397755.0,-1265672320171.5554,-1265672320163.5554,-0.33333333332584203,7.491285369809475e-12,7.491285369809475e-12,7.4956291435566635e-06,0.12195121951219512,1,2.9796662471270885e-06
control_consecutive,397751,397751,397751.0,397752.0,397753.0,397754.0,1591010.0,397752.5,-1265656410046.0002,-1265656410038.0002,-0.33333333333227994,1.0533796057643485e-12,1.0533796057643485e-12,2.8108785959859332e-06,0.12195121951219512,1,4.189827915723754e-07
control_random,397751,539698,539698.0,716826.0,261235.0,73261.0,1591020.0,397755.0,-838535697013.306,-838535697005.306,-0.21799505084315796,0.11533828249017536,0.11533828249017536,0.6233374026952879,0.07317073170731707,0,62247.84038338266
prime,402131,402131,402131.0,402133.0,402137.0,402139.0,1608540.0,402135.0,-1293700465744.0002,-1293700465736.0002,-0.3333333333189045,1.4428791494935922e-11,1.4428791494935922e-11,7.863721536718713e-06,0.0975609756097561,1,5.802264352650077e-06
control_ap,402131,402131,402131.0,402133.6666666667,402136.3333333333,402139.0,1608540.0,402135.0,-1293700465771.5554,-1293700465763.5554,-0.33333333332600434,7.328970763609277e-12,7.328970763609277e-12,7.41398776529121e-06,0.0975609756097561,1,2.9472063421409622e-06
control_consecutive,402131,402131,402131.0,402132.0,402133.0,402134.0,1608530.0,402132.5,-1293684380445.9998,-1293684380437.9998,-0.33333333333230264,1.030675544910764e-12,1.030675544910764e-12,2.7802626963746898e-06,0.0975609756097561,1,4.1446658755051047e-07
control_random,402131,298521,298521.0,368791.0,49193.0,892035.0,1608540.0,402135.0,-1666076202379.4429,-1666076202371.4429,-0.44845541503044906,-0.11512208169711574,0.11512208169711574,0.7628395073923535,0.024390243902439025,0,34366.35895030469
prime,402761,402761,402761.0,402763.0,402767.0,402769.0,1611060.0,402765.0,-1297757161744.0,-1297757161736.0,-0.33333333331894954,1.4383771951287372e-11,1.4383771951287372e-11,7.851421201366503e-06,0.14634146341463414,1,5.793222374872453e-06
control_ap,402761,402761,402761.0,402763.6666666667,402766.3333333333,402769.0,1611060.0,402765.0,-1297757161771.556,-1297757161763.556,-0.3333333333260274,7.305933635848305e-12,7.305933635848305e-12,7.4023908979066725e-06,0.14634146341463414,1,2.9425451371078992e-06
control_consecutive,402761,402761,402761.0,402762.0,402763.0,402764.0,1611050.0,402762.5,-1297741051246.0002,-1297741051238.0002,-0.33333333333230597,1.0273448758368886e-12,1.0273448758368886e-12,2.775913817075559e-06,0.14634146341463414,1,4.137744495369411e-07
control_random,402761,360873,360873.0,193960.0,125251.0,930976.0,1611060.0,402765.0,-961198817064.2079,-961198817056.2079,-0.2738751843563087,0.059458148977024616,0.059458148977024616,0.786490766798824,0.07317073170731707,0,21456.840595785805
prime,412031,412031,412031.0,412033.0,412037.0,412039.0,1648140.0,412035.0,-1358182729744.0,-1358182729736.0,-0.3333333333195895,1.3743839399893432e-11,1.3743839399893432e-11,7.674779230328442e-06,0.14634146341463414,1,5.6628878917774905e-06
control_ap,412031,412031,412031.0,412033.6666666667,412036.3333333333,412039.0,1648140.0,412035.0,-1358182729771.5552,-1358182729763.5552,-0.33333333332635223,6.981082378842984e-12,6.981082378842984e-12,7.235851250489353e-06,0.14634146341463414,1,2.8764223536370537e-06
control_consecutive,412031,412031,412031.0,412032.0,412033.0,412034.0,1648130.0,412032.5,-1358166248445.9995,-1358166248437.9995,-0.3333333333323515,9.818257318272572e-13,9.818257318272572e-13,2.7134606827128805e-06,0.14634146341463414,1,4.045426381105166e-07
control_random,412031,192625,192625.0,339357.0,962019.0,154139.0,1648140.0,412035.0,-1011511916881.5917,-1011511916873.5917,-0.27955316921365897,0.053780164119674345,0.053780164119674345,0.7886891448161703,0.14634146341463414,0,10359.404113552271
prime,419051,419051,419051.0,419053.0,419057.0,419059.0,1676220.0,419055.0,-1404856744144.0002,-1404856744136.0002,-0.33333333332004617,1.3287149158713873e-11,1.3287149158713873e-11,7.54621150008562e-06,0.12195121951219512,1,5.567993142108207e-06
control_ap,419051,419051,419051.0,419053.6666666667,419056.3333333333,419059.0,1676220.0,419055.0,-1404856744171.5554,-1404856744163.5554,-0.3333333333265842,6.749101277847558e-12,6.749101277847558e-12,7.114636431960914e-06,0.12195121951219512,1,2.828217639583297e-06
control_consecutive,419051,419051,419051.0,419052.0,419053.0,419054.0,1676210.0,419052.5,-1404839982045.9998,-1404839982037.9998,-0.3333333333323842,9.491296637520463e-13,9.491296637520463e-13,2.668004578781644e-06,0.12195121951219512,1,3.9773373472495877e-07
control_random,419051,1360368,1360368.0,168781.0,24530.0,122541.0,1676220.0,419055.0,-337597658481.96716,-337597658473.96716,-0.1465711783565581,0.1867621549767752,0.1867621549767752,1.3028298494098802,0.04878048780487805,0,254065.25924144572
prime,420851,420851,420851.0,420853.0,420857.0,420859.0,1683420.0,420855.0,-1416951448144.0,-1416951448136.0,-0.3333333333201595,1.3173795387899645e-11,1.3173795387899645e-11,7.513936296749188e-06,0.0975609756097561,1,5.5442049627929535e-06
control_ap,420851,420851,420851.0,420853.6666666667,420856.3333333333,420859.0,1683420.0,420855.0,-1416951448171.5552,-1416951448163.5552,-0.3333333333266418,6.6915362140207435e-12,6.6915362140207435e-12,7.0842070784364705e-06,0.0975609756097561,1,2.816139707206844e-06
control_consecutive,420851,420851,420851.0,420852.0,420853.0,420854.0,1683410.0,420852.5,-1416934614046.0002,-1416934614038.0002,-0.3333333333323924,9.409140133698202e-13,9.409140133698202e-13,2.6565934353482395e-06,0.0975609756097561,1,3.959846034407022e-07
control_random,420851,339887,339887.0,228625.0,73082.0,1041826.0,1683420.0,420855.0,-1178659100194.6912,-1178659100186.6912,-0.31759220633353097,0.015741126999802346,0.015741126999802346,0.8811345737117388,0.04878048780487805,0,5350.20443258182
prime,427241,427241,427241.0,427243.0,427247.0,427249.0,1708980.0,427245.0,-1460306320144.0,-1460306320136.0,-0.33333333332055065,1.2782663816324202e-11,1.2782663816324202e-11,7.4015556885823815e-06,0.12195121951219512,1,5.4612780715501685e-06
control_ap,427241,427241,427241.0,427243.6666666667,427246.3333333333,427249.0,1708980.0,427245.0,-1460306320171.5552,-1460306320163.5552,-0.33333333332684045,6.492861803764072e-12,6.492861803764072e-12,6.978253624958469e-06,0.12195121951219512,1,2.7740167699019658e-06
control_consecutive,427241,427241,427241.0,427242.0,427243.0,427244.0,1708970.0,427242.5,-1460289230446.0002,-1460289230438.0002,-0.3333333333324203,9.129919043004975e-13,9.129919043004975e-13,2.616860421774273e-06,0.12195121951219512,1,3.9006757418524884e-07
control_random,427241,154432,154432.0,411631.0,1082790.0,60127.0,1708980.0,427245.0,-819177405572.6313,-819177405564.6313,-0.21520428593503618,0.11812904739829713,0.11812904739829713,0.9356351037386952,0.07317073170731707,0,18242.905047813823
prime,442571,442571,442571.0,442573.0,442577.0,442579.0,1770300.0,442575.0,-1566981044944.0,-1566981044936.0,-0.33333333332142084,1.1912471009623005e-11,1.1912471009623005e-11,7.145179145158176e-06,0.0975609756097561,1,5.272114207199863e-06
control_ap,442571,442571,442571.0,442573.6666666667,442576.3333333333,442579.0,1770300.0,442575.0,-1566981044971.5557,-1566981044963.5557,-0.33333333332728254,6.050770995358334e-12,6.050770995358334e-12,6.736539501768923e-06,0.0975609756097561,1,2.6778957701867334e-06
control_consecutive,442571,442571,442571.0,442572.0,442573.0,442574.0,1770290.0,442572.5,-1566963342046.0002,-1566963342038.0002,-0.3333333333324825,8.508194149214887e-13,8.508194149214887e-13,2.526216583158454e-06,0.0975609756097561,1,3.765479992812182e-07
control_random,442571,608599,608599.0,580602.0,210670.0,370429.0,1770300.0,442575.0,-1396302137577.0208,-1396302137569.0208,-0.2951023194446676,0.03823101388866573,0.03823101388866573,0.3671266394883,0.12195121951219512,0,23267.356821628076
prime,444341,444341,444341.0,444343.0,444347.0,444349.0,1777380.0,444345.0,-1579539832144.0002,-1579539832136.0002,-0.3333333333215156,1.1817713474471248e-11,1.1817713474471248e-11,7.116717100830165e-06,0.0975609756097561,1,5.251094622960029e-06
control_ap,444341,444341,444341.0,444343.6666666667,444346.3333333333,444349.0,1777380.0,444345.0,-1579539832171.5557,-1579539832163.5557,-0.33333333332733067,6.002642827240834e-12,6.002642827240834e-12,6.7097052290346035e-06,0.0975609756097561,1,2.6672203164990194e-06
control_consecutive,444341,444341,444341.0,444342.0,444343.0,444344.0,1777370.0,444342.5,-1579522058446.0002,-1579522058438.0002,-0.33333333333248927,8.440470544712753e-13,8.440470544712753e-13,2.51615361742326e-06,0.0975609756097561,1,3.750447122308209e-07
control_random,444341,234334,234334.0,26637.0,531191.0,985218.0,1777380.0,444345.0,-756342835882.6907,-756342835874.6907,-0.16359212637916115,0.16974120695417216,0.16974120695417216,0.8103925659402563,0.14634146341463414,0,39776.13599039898
prime,452531,452531,452531.0,452533.0,452537.0,452539.0,1810140.0,452535.0,-1638303409744.0,-1638303409736.0,-0.33333333332193943,1.1393885834820594e-11,1.1393885834820594e-11,6.98791841552229e-06,0.17073170731707318,1,5.156086550717198e-06
control_ap,452531,452531,452531.0,452533.6666666667,452536.3333333333,452539.0,1810140.0,452535.0,-1638303409771.5552,-1638303409763.5552,-0.3333333333275459,5.787426093917247e-12,5.787426093917247e-12,6.588272663982633e-06,0.17073170731707318,1,2.618989717706466e-06
control_consecutive,452531,452531,452531.0,452532.0,452533.0,452534.0,1810130.0,452532.5,-1638285308446.0005,-1638285308438.0005,-0.3333333333325196,8.137379658990085e-13,8.137379658990085e-13,2.470615897752968e-06,0.17073170731707318,1,3.682416554462442e-07
control_random,452531,126041,126041.0,794398.0,675732.0,213969.0,1810140.0,452535.0,-1039027577970.1823,-1039027577962.1823,-0.21121771212589732,0.12211562120743599,0.12211562120743599,0.6349008247164921,0.12195121951219512,0,15391.57501260644
prime,463451,463451,463451.0,463453.0,463457.0,463459.0,1853820.0,463455.0,-1718324296144.0,-1718324296136.0,-0.33333333332247006,1.0863254740201e-11,1.0863254740201e-11,6.8232679767580016e-06,0.14634146341463414,1,5.034586272600894e-06
control_ap,463451,463451,463451.0,463453.6666666667,463456.3333333333,463459.0,1853820.0,463455.0,-1718324296171.5554,-1718324296163.5554,-0.33333333332781545,5.517863943538259e-12,5.517863943538259e-12,6.433038741615434e-06,0.14634146341463414,1,2.55725956249675e-06
control_consecutive,463451,463451,463451.0,463452.0,463453.0,463454.0,1853810.0,463452.5,-1718305758045.9998,-1718305758037.9998,-0.3333333333325573,7.759903830617532e-13,7.759903830617532e-13,2.4124025412526523e-06,0.14634146341463414,1,3.5963351902035257e-07
control_random,463451,371352,371352.0,408391.0,957545.0,116532.0,1853820.0,463455.0,-1822497909247.4626,-1822497909239.4626,-0.3672069950885773,-0.03387366175524398,0.03387366175524398,0.6615364183612114,0.12195121951219512,0,12579.052040133362
prime,465161,465161,465161.0,465163.0,465167.0,465169.0,1860660.0,465165.0,-1731027817743.9998,-1731027817735.9998,-0.3333333333225497,1.0783596238184145e-11,1.0783596238184145e-11,6.798184859497983e-06,0.14634146341463414,1,5.016108409749975e-06
control_ap,465161,465161,465161.0,465163.6666666667,465166.3333333333,465169.0,1860660.0,465165.0,-1731027817771.5552,-1731027817763.5552,-0.33333333332785586,5.4774518254419036e-12,5.4774518254419036e-12,6.40939015187166e-06,0.14634146341463414,1,2.5478969685743813e-06
control_consecutive,465161,465161,465161.0,465162.0,465163.0,465164.0,1860650.0,465162.5,-1731009211245.9998,-1731009211237.9998,-0.33333333333256304,7.702727344849336e-13,7.702727344849336e-13,2.4035342245987045e-06,0.14634146341463414,1,3.583008354457462e-07
control_random,465161,99901,99901.0,489452.0,2509.0,1268798.0,1860660.0,465165.0,-3488621357078.2534,-3488621357070.2534,-0.7931914958096955,-0.4598581624763622,0.4598581624763622,1.0715954777868857,0.07317073170731707,0,45940.290289551056
prime,467471,467471,467471.0,467473.0,467477.0,467479.0,1869900.0,467475.0,-1748263004943.9998,-1748263004935.9998,-0.333333333322656,1.0677292383576287e-11,1.0677292383576287e-11,6.764592032019636e-06,0.12195121951219512,1,4.99132454784279e-06
control_ap,467471,467471,467471.0,467473.6666666667,467476.3333333333,467479.0,1869900.0,467475.0,-1748263004971.556,-1748263004963.556,-0.33333333332791004,5.423272941840196e-12,5.423272941840196e-12,6.377718530392814e-06,0.12195121951219512,1,2.5352228253949782e-06
control_consecutive,467471,467471,467471.0,467472.0,467473.0,467474.0,1869890.0,467472.5,-1748244306046.0005,-1748244306038.0005,-0.33333333333257076,7.625566844637888e-13,7.625566844637888e-13,2.3916572391956637e-06,0.12195121951219512,1,3.564731358429718e-07
control_random,467471,55305,55305.0,17928.0,244030.0,1552637.0,1869900.0,467475.0,-245058528590.70203,-245058528582.70203,-0.08918805985311071,0.2441452734802226,0.2441452734802226,1.3526988980386763,0.04878048780487805,0,13502.45434982371
prime,470081,470081,470081.0,470083.0,470087.0,470089.0,1880340.0,470085.0,-1767839257743.9998,-1767839257735.9998,-0.33333333332277426,1.0559053631453708e-11,1.0559053631453708e-11,6.727033749573757e-06,0.12195121951219512,1,4.96361049012739e-06
control_ap,470081,470081,470081.0,470083.6666666667,470086.3333333333,470089.0,1880340.0,470085.0,-1767839257771.5554,-1767839257763.5554,-0.33333333332797,5.3633208985104375e-12,5.3633208985104375e-12,6.342308242116598e-06,0.12195121951219512,1,2.521195251292685e-06
control_consecutive,470081,470081,470081.0,470082.0,470083.0,470084.0,1880330.0,470082.5,-1767820454446.0005,-1767820454438.0005,-0.3333333333325792,7.541189894766376e-13,7.541189894766376e-13,2.3783782394577437e-06,0.12195121951219512,1,3.5449700869216727e-07
control_random,470081,484411,484411.0,752519.0,554418.0,88992.0,1880340.0,470085.0,-1481737456079.3447,-1481737456071.3447,-0.26990719759080367,0.06342613574252964,0.06342613574252964,0.5126667611725049,0.07317073170731707,0,30724.31784117453
prime,477011,477011,477011.0,477013.0,477017.0,477019.0,1908060.0,477015.0,-1820346481744.0,-1820346481736.0,-0.33333333332307885,1.0254463944647796e-11,1.0254463944647796e-11,6.629304445705857e-06,0.12195121951219512,1,4.89149210070039e-06
control_ap,477011,477011,477011.0,477013.6666666667,477016.3333333333,477019.0,1908060.0,477015.0,-1820346481771.5552,-1820346481763.5552,-0.33333333332812465,5.208666831180153e-12,5.208666831180153e-12,6.2501681708025555e-06,0.12195121951219512,1,2.484591373808076e-06
control_consecutive,477011,477011,477011.0,477012.0,477013.0,477014.0,1908050.0,477012.5,-1820327401246.0,-1820327401238.0,-0.33333333333260085,7.32469640496447e-13,7.32469640496447e-13,2.343825347868022e-06,0.12195121951219512,1,3.493960756828507e-07
control_random,477011,296828,296828.0,22551.0,940137.0,648544.0,1908060.0,477015.0,-1347803465017.3518,-1347803465009.3518,-0.2412835327927861,0.0920498005405472,0.0920498005405472,0.7284011927839048,0.12195121951219512,0,27322.958194849547
prime,490571,490571,490571.0,490573.0,490577.0,490579.0,1962300.0,490575.0,-1925310644943.9998,-1925310644935.9998,-0.3333333333236379,9.695411140597798e-12,9.695411140597798e-12,6.44606361956557e-06,0.14634146341463414,1,4.7562875386542025e-06
control_ap,490571,490571,490571.0,490573.6666666667,490576.3333333333,490579.0,1962300.0,490575.0,-1925310644971.5554,-1925310644963.5554,-0.33333333332840864,4.924671781481038e-12,4.924671781481038e-12,6.077407063130777e-06,0.14634146341463414,1,2.4159011605129344e-06
control_consecutive,490571,490571,490571.0,490572.0,490573.0,490574.0,1962290.0,490572.5,-1925291022046.0,-1925291022038.0,-0.3333333333326408,6.925016116099414e-13,6.925016116099414e-13,2.2790392627998816e-06,0.14634146341463414,1,3.3972120810910056e-07
control_random,490571,765943,765943.0,382355.0,396652.0,417350.0,1962300.0,490575.0,-1897803885630.629,-1897803885622.629,-0.3322943107960118,0.0010390225373215212,0.0010390225373215212,0.3250672204635993,0.07317073170731707,0,795.8320393036579
prime,495611,495611,495611.0,495613.0,495617.0,495619.0,1982460.0,495615.0,-1965073825744.0,-1965073825736.0,-0.33333333332383414,9.499179220995302e-12,9.499179220995302e-12,6.380512414209375e-06,0.12195121951219512,1,4.7078977128967026e-06
control_ap,495611,495611,495611.0,495613.6666666667,495616.3333333333,495619.0,1982460.0,495615.0,-1965073825771.5554,-1965073825763.5554,-0.3333333333285083,4.82502926502093e-12,4.82502926502093e-12,6.015604794034444e-06,0.12195121951219512,1,2.3913375790662883e-06
control_consecutive,495611,495611,495611.0,495612.0,495613.0,495614.0,1982450.0,495612.5,-1965054001246.0002,-1965054001238.0002,-0.33333333333265486,6.784572903484332e-13,6.784572903484332e-13,2.2558631768768846e-06,0.12195121951219512,1,3.362508961268773e-07
control_random,495611,236297,236297.0,1030640.0,89091.0,626432.0,1982460.0,495615.0,-3456467378456.766,-3456467378448.766,-0.6006716572480959,-0.2673383239147626,0.2673383239147626,0.7385098080107297,0.07317073170731707,0,63171.24392608665
prime,500231,500231,500231.0,500233.0,500237.0,500239.0,2000940.0,500235.0,-2001880441744.0,-2001880441736.0,-0.3333333333240088,9.324541139221765e-12,9.324541139221765e-12,6.321584175774145e-06,0.12195121951219512,1,4.664424538614043e-06
control_ap,500231,500231,500231.0,500233.6666666667,500236.3333333333,500239.0,2000940.0,500235.0,-2001880441771.5554,-2001880441763.5554,-0.33333333332859705,4.736266934202149e-12,4.736266934202149e-12,5.960046718033286e-06,0.12195121951219512,1,2.3692275447628752e-06
control_consecutive,500231,500231,500231.0,500232.0,500233.0,500234.0,2000930.0,500232.5,-2001860432446.0002,-2001860432438.0002,-0.33333333333266735,6.659672813214002e-13,6.659672813214002e-13,2.2350286891593307e-06,0.12195121951219512,1,3.331374791026853e-07
control_random,500231,713032,713032.0,277169.0,314337.0,696402.0,2000940.0,500235.0,-1670648430908.6692,-1670648430900.6692,-0.27809483278605135,0.055238500547281966,0.055238500547281966,0.40978369592637565,0.04878048780487805,0,39386.81852222956
prime,510611,510611,510611.0,510613.0,510617.0,510619.0,2042460.0,510615.0,-2085821425744.0,-2085821425736.0,-0.33333333332438403,8.949285756898462e-12,8.949285756898462e-12,6.1930763102697324e-06,0.0975609756097561,1,4.5696037496156805e-06
control_ap,510611,510611,510611.0,510613.6666666667,510616.3333333333,510619.0,2042460.0,510615.0,-2085821425771.5557,-2085821425763.5557,-0.3333333333287877,4.54564164087401e-12,4.54564164087401e-12,5.838888340521491e-06,0.0975609756097561,1,2.321054623888319e-06
control_consecutive,510611,510611,510611.0,510612.0,510613.0,510614.0,2042450.0,510612.5,-2085801001246.0002,-2085801001238.0002,-0.3333333333326941,6.392109064279339e-13,6.392109064279339e-13,2.1895938480744105e-06,0.0975609756097561,1,3.2638812014207375e-07
control_random,510611,1129351,1129351.0,42115.0,572945.0,298049.0,2042460.0,510615.0,-3379143272929.963,-3379143272921.963,-0.55651768583993,-0.22318435250659668,0.22318435250659668,0.7903126249778621,0.07317073170731707,0,252053.47168767746
prime,518801,518801,518801.0,518803.0,518807.0,518809.0,2075220.0,518805.0,-2153269024143.9995,-2153269024135.9995,-0.33333333332466425,8.669065465483072e-12,8.669065465483072e-12,6.095310685456732e-06,0.12195121951219512,1,4.497519832558083e-06
control_ap,518801,518801,518801.0,518803.6666666667,518806.3333333333,518809.0,2075220.0,518805.0,-2153269024171.5557,-2153269024163.5557,-0.33333333332893006,4.403255537965833e-12,4.403255537965833e-12,5.7467140254920075e-06,0.12195121951219512,1,2.2844133763522123e-06
control_consecutive,518801,518801,518801.0,518802.0,518803.0,518804.0,2075210.0,518802.5,-2153248272046.0,-2153248272038.0,-0.3333333333327141,6.192268919846811e-13,6.192268919846811e-13,2.155028144139427e-06,0.12195121951219512,1,3.212555307885445e-07
control_random,518801,130697,130697.0,705851.0,1196219.0,42453.0,2075220.0,518805.0,-775660258940.7882,-775660258932.7882,-0.12579137508876279,0.20754195824457053,0.20754195824457053,0.8996598978641683,0.0975609756097561,0,27125.111316690636
prime,536441,536441,536441.0,536443.0,536447.0,536449.0,2145780.0,536445.0,-2302185904143.9995,-2302185904135.9995,-0.333333333325225,8.108291815744906e-12,8.108291815744906e-12,5.89487768581752e-06,0.17073170731707318,1,4.349620169930013e-06
control_ap,536441,536441,536441.0,536443.6666666666,536446.3333333334,536449.0,2145780.0,536445.0,-2302185904171.5557,-2302185904163.5557,-0.3333333333292149,4.1184278209982494e-12,4.1184278209982494e-12,5.557743981225282e-06,0.17073170731707318,1,2.209293538724122e-06
control_consecutive,536441,536441,536441.0,536442.0,536443.0,536444.0,2145770.0,536442.5,-2302164446445.9995,-2302164446437.9995,-0.3333333333327541,5.792033519469442e-13,5.792033519469442e-13,2.084163705802383e-06,0.17073170731707318,1,3.107084253217707e-07
control_random,536441,1109145,1109145.0,302657.0,475224.0,258754.0,2145780.0,536445.0,-2784719985032.9766,-2784719985024.9766,-0.42921404394810403,-0.09588071061477071,0.09588071061477071,0.6345572438004701,0.04878048780487805,0,106345.61077481987
prime,536771,536771,536771.0,536773.0,536777.0,536779.0,2147100.0,536775.0,-2305019204944.0,-2305019204936.0,-0.33333333332523507,8.098244297372048e-12,8.098244297372048e-12,5.891253616819672e-06,0.12195121951219512,1,4.346902689744692e-06
control_ap,536771,536771,536771.0,536773.6666666666,536776.3333333334,536779.0,2147100.0,536775.0,-2305019204971.556,-2305019204963.556,-0.33333333332921994,4.113376306236205e-12,4.113376306236205e-12,5.554327176206784e-06,0.12195121951219512,1,2.207941113274714e-06
control_consecutive,536771,536771,536771.0,536772.0,536773.0,536774.0,2147090.0,536772.5,-2304997734046.0005,-2304997734038.0005,-0.33333333333275494,5.783706846784753e-13,5.783706846784753e-13,2.0828823919815098e-06,0.12195121951219512,1,3.1045261078554987e-07
control_random,536771,153241,153241.0,1152411.0,112798.0,728650.0,2147100.0,536775.0,-4636092402091.34,-4636092402083.34,-0.6945717018041913,-0.36123836847085794,0.36123836847085794,0.8027460126999877,0.04878048780487805,0,55356.52882284274
prime,539501,539501,539501.0,539503.0,539507.0,539509.0,2158020.0,539505.0,-2328525160144.0005,-2328525160136.0005,-0.3333333333253169,8.016420860457174e-12,8.016420860457174e-12,5.8614427302219244e-06,0.0975609756097561,1,4.324867070637506e-06
control_ap,539501,539501,539501.0,539503.6666666666,539506.3333333334,539509.0,2158020.0,539505.0,-2328525160171.556,-2328525160163.556,-0.3333333333292615,4.071798453963993e-12,4.071798453963993e-12,5.5262212027847686e-06,0.0975609756097561,1,2.196739337712028e-06
control_consecutive,539501,539501,539501.0,539502.0,539503.0,539504.0,2158010.0,539502.5,-2328503580046.0,-2328503580038.0,-0.3333333333327607,5.725975249504245e-13,5.725975249504245e-13,2.0723425540194805e-06,0.0975609756097561,1,3.0891693730827896e-07
control_random,539501,141585,141585.0,1405849.0,82018.0,528568.0,2158020.0,539505.0,-4077342819178.992,-4077342819170.992,-0.688014093757151,-0.35468076042381763,0.35468076042381763,0.9800650490661883,0.04878048780487805,0,50217.47546460622
prime,549161,549161,549161.0,549163.0,549167.0,549169.0,2196660.0,549165.0,-2412657577744.0,-2412657577736.0,-0.33333333332559634,7.736977725159022e-12,7.736977725159022e-12,5.75833794973893e-06,0.12195121951219512,1,4.248846424526054e-06
control_ap,549161,549161,549161.0,549163.6666666666,549166.3333333334,549169.0,2196660.0,549165.0,-2412657577771.5557,-2412657577763.5557,-0.33333333332940346,3.929856440265667e-12,3.929856440265667e-12,5.4290130835147844e-06,0.12195121951219512,1,2.1581238925927337e-06
