type,anchor_p,p,E,A,B,C,sum_X,mean_X,Pi,Pi_tilde,K_P,K_P_tilde,abs_K_P_tilde,symmetry_cv,prime_density,is_quadruplet,p_times_abs_K_tilde
control_consecutive,55331,55331,55331.0,55332.0,55333.0,55334.0,221330.0,55332.5,-24493484445.999996,-24493484437.999996,-0.333333333278897,5.443628880996698e-11,5.443628880996698e-11,2.020573783490525e-05,0.17073170731707318,1,3.012014296144283e-06
control_random,55331,113642,113642.0,12959.0,82864.0,11875.0,221340.0,55335.0,-52520323705.35429,-52520323697.35429,-0.727739285860291,-0.3944059525269577,0.3944059525269577,0.8001747957851876,0.07317073170731707,0,44821.08125706853
prime,62981,62981,62981.0,62983.0,62987.0,62989.0,251940.0,62985.0,-31736881744.0,-31736881736.0,-0.3333333327451638,5.881695130938169e-10,5.881695130938169e-10,5.020683750366563e-05,0.14634146341463414,1,3.7043504104161684e-05
control_ap,62981,62981,62981.0,62983.666666666664,62986.333333333336,62989.0,251940.0,62985.0,-31736881771.55555,-31736881763.55555,-0.3333333330345805,2.987528002762474e-10,2.987528002762474e-10,4.733546034770599e-05,0.14634146341463414,1,1.8815750114198337e-05
control_consecutive,62981,62981,62981.0,62982.0,62983.0,62984.0,251930.0,62982.5,-31734362446.0,-31734362438.0,-0.33333333329131787,4.201544667736812e-11,4.201544667736812e-11,1.775150222283801e-05,0.14634146341463414,1,2.6461748471873214e-06
control_random,62981,137832,137832.0,49254.0,50371.0,14483.0,251940.0,62985.0,-35386322446.166336,-35386322438.166336,-0.3952895205051355,-0.06195618717180218,0.06195618717180218,0.7233170489855374,0.07317073170731707,0,8539.545190263838
prime,67211,67211,67211.0,67213.0,67217.0,67219.0,268860.0,67215.0,-36142849744.0,-36142849736.0,-0.33333333281686417,5.164691452286263e-10,5.164691452286263e-10,4.7047201668799816e-05,0.12195121951219512,1,3.47124077199612e-05
control_ap,67211,67211,67211.0,67213.66666666667,67216.33333333333,67219.0,268860.0,67215.0,-36142849771.55556,-36142849763.55556,-0.3333333330709998,2.623334882656536e-10,2.623334882656536e-10,4.435652711446307e-05,0.12195121951219512,1,1.7631696079822845e-05
control_consecutive,67211,67211,67211.0,67212.0,67213.0,67214.0,268850.0,67212.5,-36140161246.0,-36140161238.0,-0.33333333329643994,3.689337724210873e-11,3.689337724210873e-11,1.6634316366001783e-05,0.12195121951219512,1,2.4796407778193696e-06
control_random,67211,38489,38489.0,22166.0,187876.0,20329.0,268860.0,67215.0,-37300920420.70134,-37300920412.70134,-0.46753833986680154,-0.13420500653346823,0.13420500653346823,1.0417521484144776,0.024390243902439025,0,5165.416496466659
prime,69491,69491,69491.0,69493.0,69497.0,69499.0,277980.0,69495.0,-38636440144.0,-38636440136.0,-0.33333333285019706,4.831362532264905e-10,4.831362532264905e-10,4.5503671633475494e-05,0.14634146341463414,1,3.357362137296205e-05
control_ap,69491,69491,69491.0,69493.66666666667,69496.33333333333,69499.0,277980.0,69495.0,-38636440171.55556,-38636440163.55556,-0.3333333330879308,2.4540253162896875e-10,2.4540253162896875e-10,4.2901273041206345e-05,0.14634146341463414,1,1.7053267325428667e-05
control_consecutive,69491,69491,69491.0,69492.0,69493.0,69494.0,277970.0,69492.5,-38633660445.999985,-38633660437.999985,-0.333333333298821,3.4512337432346385e-11,3.4512337432346385e-11,1.6088556157137748e-05,0.14634146341463414,1,2.3982968405111826e-06
control_random,69491,25018,25018.0,19681.0,109280.0,124001.0,277980.0,69495.0,-20802222426.642963,-20802222418.642963,-0.17976309281973984,0.15357024051359347,0.15357024051359347,0.6830625697685179,0.0975609756097561,0,3842.0202771690815
prime,72221,72221,72221.0,72223.0,72227.0,72229.0,288900.0,72225.0,-41731604944.0,-41731604936.0,-0.33333333288603045,4.473028614171426e-10,4.473028614171426e-10,4.3783698998523774e-05,0.12195121951219512,1,3.2304659954407455e-05
control_ap,72221,72221,72221.0,72223.66666666667,72226.33333333333,72229.0,288900.0,72225.0,-41731604971.55556,-41731604963.55556,-0.3333333331061319,2.2720142434096147e-10,2.2720142434096147e-10,4.127966728970073e-05,0.12195121951219512,1,1.6408714067328578e-05
control_consecutive,72221,72221,72221.0,72222.0,72223.0,72224.0,288890.0,72222.5,-41728716046.0,-41728716038.0,-0.33333333330138093,3.19523851821657e-11,3.19523851821657e-11,1.5480411073417494e-05,0.12195121951219512,1,2.307633210241189e-06
control_random,72221,15949,15949.0,4680.0,205169.0,63102.0,288900.0,72225.0,-15094252672.08641,-15094252664.08641,-0.15536231737041972,0.1779710159629136,0.1779710159629136,1.1051948277904644,0.04878048780487805,0,2838.459733592509
prime,77261,77261,77261.0,77263.0,77267.0,77269.0,309060.0,77265.0,-47759041744.0,-47759041736.0,-0.3333333329424824,3.908509071948174e-10,3.908509071948174e-10,4.092768601783964e-05,0.17073170731707318,1,3.0197531940778788e-05
control_ap,77261,77261,77261.0,77263.66666666667,77266.33333333333,77269.0,309060.0,77265.0,-47759041771.55556,-47759041763.55556,-0.3333333331348059,1.985274167282114e-10,1.985274167282114e-10,3.8586992428636964e-05,0.17073170731707318,1,1.533842674383834e-05
control_consecutive,77261,77261,77261.0,77262.0,77263.0,77264.0,309050.0,77262.5,-47755951245.99999,-47755951237.99999,-0.33333333330541354,2.7919777600970974e-11,2.7919777600970974e-11,1.4470590373724575e-05,0.17073170731707318,1,2.1571099372286184e-06
control_random,77261,14374,14374.0,15903.0,141268.0,137515.0,309060.0,77265.0,-16884146637.017784,-16884146629.017784,-0.11784829991348117,0.21548503341985215,0.21548503341985215,0.8042842087197828,0.07317073170731707,0,3097.381870376955
prime,79691,79691,79691.0,79693.0,79697.0,79699.0,318780.0,79695.0,-50810344143.99999,-50810344135.99999,-0.333333332965954,3.6737929365315836e-10,3.6737929365315836e-10,3.967974979821042e-05,0.12195121951219512,1,2.9276823290513843e-05
control_ap,79691,79691,79691.0,79693.66666666667,79696.33333333333,79699.0,318780.0,79695.0,-50810344171.55556,-50810344163.55556,-0.33333333314672803,1.8660528677827415e-10,1.8660528677827415e-10,3.741042687745323e-05,0.12195121951219512,1,1.4870761908647445e-05
control_consecutive,79691,79691,79691.0,79692.0,79693.0,79694.0,318770.0,79692.5,-50807156446.0,-50807156438.0,-0.3333333333070903,2.62430077668796e-11,2.62430077668796e-11,1.4029350174105405e-05,0.12195121951219512,1,2.0913315319504022e-06
control_random,79691,131168,131168.0,54785.0,60787.0,72040.0,318780.0,79695.0,-48988067489.77293,-48988067481.77293,-0.3264764328667933,0.006856900466540028,0.006856900466540028,0.38090954592248455,0.04878048780487805,0,899.4059203951224
prime,81041,81041,81041.0,81043.0,81047.0,81049.0,324180.0,81045.0,-52546336144.00001,-52546336136.00001,-0.33333333297809137,3.5524194696989753e-10,3.5524194696989753e-10,3.9018787835997034e-05,0.14634146341463414,1,2.8789162624387465e-05
control_ap,81041,81041,81041.0,81043.66666666667,81046.33333333333,81049.0,324180.0,81045.0,-52546336171.555565,-52546336163.555565,-0.333333333152893,1.8044032934483312e-10,1.8044032934483312e-10,3.678726596333685e-05,0.14634146341463414,1,1.462306473043462e-05
control_consecutive,81041,81041,81041.0,81042.0,81043.0,81044.0,324170.0,81042.5,-52543094446.0,-52543094438.0,-0.33333333330795734,2.5375979095798584e-11,2.5375979095798584e-11,1.3795650291512415e-05,0.14634146341463414,1,2.056494721902613e-06
control_random,81041,57146,57146.0,40748.0,202676.0,23610.0,324180.0,81045.0,-59802844541.8012,-59802844533.8012,-0.4496163056866917,-0.11628297235335838,0.11628297235335838,0.8787436835277451,0.12195121951219512,0,6645.106738105018
prime,82721,82721,82721.0,82723.0,82727.0,82729.0,330900.0,82725.0,-54747404944.0,-54747404936.0,-0.3333333329923735,3.409598159365146e-10,3.409598159365146e-10,3.822638452908286e-05,0.0975609756097561,1,2.8204536934084423e-05
control_ap,82721,82721,82721.0,82723.66666666667,82726.33333333333,82729.0,330900.0,82725.0,-54747404971.55556,-54747404963.55556,-0.3333333331601474,1.7318591005732742e-10,1.7318591005732742e-10,3.604018096099891e-05,0.0975609756097561,1,1.4326111665852181e-05
control_consecutive,82721,82721,82721.0,82722.0,82723.0,82724.0,330890.0,82722.5,-54744096046.0,-54744096038.0,-0.3333333333089776,2.4355739647319297e-11,2.4355739647319297e-11,1.3515476306324094e-05,0.0975609756097561,1,2.0147311393658995e-06
control_random,82721,4861,4861.0,68289.0,89838.0,167912.0,330900.0,82725.0,-55941268498.02398,-55941268490.02398,-0.3359500433608795,-0.0026167100275462096,0.0026167100275462096,0.7043054533979758,0.07317073170731707,0,12.719827443902124
prime,88811,88811,88811.0,88813.0,88817.0,88819.0,355260.0,88815.0,-63104833744.0,-63104833736.0,-0.33333333303752927,2.95804047922843e-10,2.95804047922843e-10,3.560522051644857e-05,0.1951219512195122,1,2.6270653300075608e-05
control_ap,88811,88811,88811.0,88813.66666666667,88816.33333333333,88819.0,355260.0,88815.0,-63104833771.55556,-63104833763.55556,-0.33333333318308367,1.5024964605814262e-10,1.5024964605814262e-10,3.356892383041868e-05,0.1951219512195122,1,1.3343821316069704e-05
control_consecutive,88811,88811,88811.0,88812.0,88813.0,88814.0,355250.0,88812.5,-63101281246.000015,-63101281238.000015,-0.3333333333122034,2.1129931138119673e-11,2.1129931138119673e-11,1.2588700788176157e-05,0.1951219512195122,1,1.8765703143075463e-06
control_random,88811,45146,45146.0,101804.0,33666.0,174644.0,355260.0,88815.0,-94259411570.70975,-94259411562.70975,-0.514017676151129,-0.18068434281779572,0.18068434281779572,0.629007440807276,0.12195121951219512,0,8157.175340852205
prime,97841,97841,97841.0,97843.0,97847.0,97849.0,391380.0,97845.0,-76589152144.0,-76589152136.0,-0.33333333308960866,2.4372465157185275e-10,2.4372465157185275e-10,3.231925658100444e-05,0.17073170731707318,1,2.3846263634441645e-05
control_ap,97841,97841,97841.0,97843.66666666667,97846.33333333333,97849.0,391380.0,97845.0,-76589152171.55554,-76589152163.55554,-0.3333333332095366,1.237966951173064e-10,1.237966951173064e-10,3.0470887321770504e-05,0.17073170731707318,1,1.2112392446972375e-05
control_consecutive,97841,97841,97841.0,97842.0,97843.0,97844.0,391370.0,97842.5,-76585238446.0,-76585238438.0,-0.3333333333159235,1.74097958272057e-11,1.74097958272057e-11,1.1426874709353245e-05,0.17073170731707318,1,1.7033918335296327e-06
control_random,97841,80844,80844.0,40350.0,269439.0,747.0,391380.0,97845.0,-114428777955.59882,-114428777947.59882,-0.6054841324625377,-0.2721507991292044,0.2721507991292044,1.0530726689501841,0.0975609756097561,0,22001.7592048014
prime,99131,99131,99131.0,99133.0,99137.0,99139.0,396540.0,99135.0,-78621985744.00002,-78621985736.00002,-0.3333333330959104,2.374229146617779e-10,2.374229146617779e-10,3.189870035979603e-05,0.14634146341463414,1,2.3535970953336705e-05
control_ap,99131,99131,99131.0,99133.66666666667,99136.33333333333,99139.0,396540.0,99135.0,-78621985771.55556,-78621985763.55556,-0.33333333321273756,1.2059575560385838e-10,1.2059575560385838e-10,3.0074383113921776e-05,0.14634146341463414,1,1.1954777848766085e-05
control_consecutive,99131,99131,99131.0,99132.0,99133.0,99134.0,396530.0,99132.5,-78618020446.0,-78618020438.0,-0.3333333333163737,1.6959600390720198e-11,1.6959600390720198e-11,1.1278178082363452e-05,0.14634146341463414,1,1.681222146332484e-06
control_random,99131,204655,204655.0,114426.0,21182.0,56277.0,396540.0,99135.0,-46285293184.502884,-46285293176.502884,-0.20193484095100117,0.13139849238233214,0.13139849238233214,0.7003519928247659,0.04878048780487805,0,26891.358458506184
prime,101111,101111,101111.0,101113.0,101117.0,101119.0,404460.0,101115.0,-81793945744.0,-81793945736.0,-0.3333333331051176,2.28215724096259e-10,2.28215724096259e-10,3.127407071323127e-05,0.12195121951219512,1,2.3075120079096845e-05
control_ap,101111,101111,101111.0,101113.66666666667,101116.33333333333,101119.0,404460.0,101115.0,-81793945771.55553,-81793945763.55553,-0.3333333332174141,1.1591921866838106e-10,1.1591921866838106e-10,2.948547663550052e-05,0.12195121951219512,1,1.1720708118778678e-05
control_consecutive,101111,101111,101111.0,101112.0,101113.0,101114.0,404450.0,101112.5,-81789901246.0,-81789901238.0,-0.3333333333170314,1.6301904270932255e-11,1.6301904270932255e-11,1.1057327123252762e-05,0.12195121951219512,1,1.6483018427382312e-06
control_random,101111,37137,37137.0,118095.0,55227.0,194001.0,404460.0,101115.0,-121321948099.51164,-121321948091.51164,-0.5066965364584007,-0.17336320312506742,0.17336320312506742,0.6079373359814871,0.07317073170731707,0,6438.189274455629
prime,109841,109841,109841.0,109843.0,109847.0,109849.0,439380.0,109845.0,-96527392144.00002,-96527392136.00002,-0.33333333313995134,1.9338197709828364e-10,1.9338197709828364e-10,2.878854440501051e-05,0.17073170731707318,1,2.1241269746452573e-05
control_ap,109841,109841,109841.0,109843.66666666667,109846.33333333333,109849.0,439380.0,109845.0,-96527392171.55553,-96527392163.55553,-0.33333333323510744,9.82258718806861e-11,9.82258718806861e-11,2.714209995902076e-05,0.17073170731707318,1,1.0789227993246442e-05
control_consecutive,109841,109841,109841.0,109842.0,109843.0,109844.0,439370.0,109842.5,-96522998445.99998,-96522998437.99998,-0.33333333331951964,1.3813672428142354e-11,1.3813672428142354e-11,1.01785191410419e-05,0.17073170731707318,1,1.5173075931795843e-06
control_random,109841,179023,179023.0,39628.0,203528.0,17201.0,439380.0,109845.0,-200491490784.2105,-200491490776.2105,-0.689290754294759,-0.35595742096142563,0.35595742096142563,0.7489924787286087,0.0975609756097561,0,63724.5653727773
prime,116531,116531,116531.0,116533.0,116537.0,116539.0,466140.0,116535.0,-108643249744.0,-108643249736.0,-0.33333333316151714,1.7181617240069613e-10,1.7181617240069613e-10,2.713586184552606e-05,0.12195121951219512,1,2.002191038602552e-05
control_ap,116531,116531,116531.0,116533.66666666667,116536.33333333333,116539.0,466140.0,116535.0,-108643249771.55554,-108643249763.55554,-0.33333333324606157,8.727174538591953e-11,8.727174538591953e-11,2.55839358990744e-05,0.12195121951219512,1,1.0169863761566589e-05
control_consecutive,116531,116531,116531.0,116532.0,116533.0,116534.0,466130.0,116532.5,-108638588446.00003,-108638588438.00003,-0.3333333333210603,1.2273015936870024e-11,1.2273015936870024e-11,9.594181784050757e-06,0.12195121951219512,1,1.4301868201394008e-06
control_random,116531,177008,177008.0,28262.0,217055.0,43815.0,466140.0,116535.0,-209430702000.1701,-209430701992.1701,-0.645089992628152,-0.3117566592948187,0.3117566592948187,0.7029389722945469,0.12195121951219512,0,55183.42274845727
prime,119291,119291,119291.0,119293.0,119297.0,119299.0,477180.0,119295.0,-113850376144.0,-113850376136.0,-0.33333333316937547,1.6395784729894558e-10,1.6395784729894558e-10,2.6508048620381234e-05,0.12195121951219512,1,1.9558695562138517e-05
control_ap,119291,119291,119291.0,119293.66666666667,119296.33333333333,119299.0,477180.0,119295.0,-113850376171.55557,-113850376163.55557,-0.33333333325005327,8.328004952318224e-11,8.328004952318224e-11,2.4992027913983276e-05,0.12195121951219512,1,9.934560387669933e-06
control_consecutive,119291,119291,119291.0,119292.0,119293.0,119294.0,477170.0,119292.5,-113845604445.99997,-113845604437.99997,-0.33333333332162146,1.1711853709073239e-11,1.1711853709073239e-11,9.372206875955276e-06,0.12195121951219512,1,1.3971187408090557e-06
control_random,119291,33049,33049.0,200437.0,173145.0,70549.0,477180.0,119295.0,-82218129824.96014,-82218129816.96014,-0.23898411592551105,0.09434921740782226,0.09434921740782226,0.5822484234928007,0.0975609756097561,0,3118.147286111118
prime,122201,122201,122201.0,122203.0,122207.0,122209.0,488820.0,122205.0,-119472496144.00002,-119472496136.00002,-0.333333333177091,1.5624229687816182e-10,1.5624229687816182e-10,2.5876827136110466e-05,0.12195121951219512,1,1.9092964920808253e-05
control_ap,122201,122201,122201.0,122203.66666666667,122206.33333333333,122209.0,488820.0,122205.0,-119472496171.55556,-119472496163.55556,-0.33333333325397213,7.936118429086036e-11,7.936118429086036e-11,2.4396906591372163e-05,0.12195121951219512,1,9.698016081527427e-06
control_consecutive,122201,122201,122201.0,122202.0,122203.0,122204.0,488810.0,122202.5,-119467608045.99998,-119467608037.99998,-0.3333333333221727,1.1160627977346849e-11,1.1160627977346849e-11,9.149027137332664e-06,0.12195121951219512,1,1.3638398994597623e-06
control_random,122201,121712,121712.0,142994.0,89525.0,134589.0,488820.0,122205.0,-122889348460.84515,-122889348452.84515,-0.34245889962060794,-0.009125566287274622,0.009125566287274622,0.16638676228862675,0.0975609756097561,0,1110.6909239567688
prime,135461,135461,135461.0,135463.0,135467.0,135469.0,541860.0,135465.0,-146806129744.0,-146806129736.0,-0.3333333332061815,1.2715178909772362e-10,1.2715178909772362e-10,2.3343872292978846e-05,0.14634146341463414,1,1.722410850296674e-05
control_ap,135461,135461,135461.0,135463.66666666666,135466.33333333334,135469.0,541860.0,135465.0,-146806129771.55554,-146806129763.55554,-0.33333333326874826,6.458505952267046e-11,6.458505952267046e-11,2.2008813863373484e-05,0.14634146341463414,1,8.748756748000464e-06
control_consecutive,135461,135461,135461.0,135462.0,135463.0,135464.0,541850.0,135462.5,-146800711246.0,-146800711238.0,-0.33333333332425075,9.082568031004712e-12,9.082568031004712e-12,8.253457515916913e-06,0.14634146341463414,1,1.2303337480479293e-06
control_random,135461,187849,187849.0,196153.0,27545.0,130313.0,541860.0,135465.0,-135561472509.4629,-135561472501.4629,-0.29687791979728667,0.036455413536046644,0.036455413536046644,0.4965772566736285,0.04878048780487805,0,6848.112977332826
prime,144161,144161,144161.0,144163.0,144167.0,144169.0,576660.0,144165.0,-166268377744.0,-166268377736.0,-0.33333333322106506,1.1226825025190124e-10,1.1226825025190124e-10,2.193512752865383e-05,0.12195121951219512,1,1.6184703224564334e-05
control_ap,144161,144161,144161.0,144163.66666666666,144166.33333333334,144169.0,576660.0,144165.0,-166268377771.55557,-166268377763.55557,-0.3333333332763082,5.702510685878792e-11,5.702510685878792e-11,2.06806365622855e-05,0.12195121951219512,1,8.220796429869726e-06
control_consecutive,144161,144161,144161.0,144162.0,144163.0,144164.0,576650.0,144162.5,-166262611246.0,-166262611238.0,-0.3333333333253139,8.019418462623662e-12,8.019418462623662e-12,7.75537319864663e-06,0.12195121951219512,1,1.1560873849902897e-06
control_random,144161,257722,257722.0,16413.0,21910.0,280615.0,576660.0,144165.0,-41320526824.81189,-41320526816.81189,-0.08292506756278403,0.2504082657705493,0.2504082657705493,0.8690066168512705,0.12195121951219512,0,64535.71907091751
prime,157271,157271,157271.0,157273.0,157277.0,157279.0,629100.0,157275.0,-197883404944.00003,-197883404936.00003,-0.3333333332390017,9.433159808835967e-11,9.433159808835967e-11,2.010667722249804e-05,0.17073170731707318,1,1.4835624762954414e-05
control_ap,157271,157271,157271.0,157273.66666666666,157276.33333333334,157279.0,629100.0,157275.0,-197883404971.55563,-197883404963.55563,-0.333333333285419,4.791433916295773e-11,4.791433916295773e-11,1.8956757081557076e-05,0.17073170731707318,1,7.535536034497525e-06
control_consecutive,157271,157271,157271.0,157272.0,157273.0,157274.0,629090.0,157272.5,-197877114045.99994,-197877114037.99994,-0.33333333332659504,6.7382766033574626e-12,6.7382766033574626e-12,7.1088969066422604e-06,0.17073170731707318,1,1.0597354996866315e-06
control_random,157271,163355,163355.0,206913.0,212057.0,46775.0,629100.0,157275.0,-190718779155.06882,-190718779147.06882,-0.3128349374579759,0.0204983958753574,0.0204983958753574,0.42310362645033944,0.0975609756097561,0,3348.515458219008
prime,165701,165701,165701.0,165703.0,165707.0,165709.0,662820.0,165705.0,-219665176144.0,-219665176136.0,-0.3333333332483555,8.497780257243903e-11,8.497780257243903e-11,1.9083779367963426e-05,0.17073170731707318,1,1.408090686405572e-05
control_ap,165701,165701,165701.0,165703.66666666666,165706.33333333334,165709.0,662820.0,165705.0,-219665176171.55557,-219665176163.55557,-0.33333333329017,4.316330626252807e-11,4.316330626252807e-11,1.7992359735686243e-05,0.17073170731707318,1,7.152203011007163e-06
control_consecutive,165701,165701,165701.0,165702.0,165703.0,165704.0,662810.0,165702.5,-219658548046.0,-219658548038.0,-0.3333333333272633,6.070033364835581e-12,6.070033364835581e-12,6.747236696790301e-06,0.17073170731707318,1,1.0058105985866206e-06
control_random,165701,309288,309288.0,13709.0,327776.0,12047.0,662820.0,165705.0,-592813351222.5332,-592813351214.5332,-0.9002093066397817,-0.5668759733064483,0.5668759733064483,0.9231335776813525,0.12195121951219512,0,175327.9360320048
prime,166841,166841,166841.0,166843.0,166847.0,166849.0,667380.0,166845.0,-222698032144.0,-222698032136.0,-0.3333333332495128,8.382050609156977e-11,8.382050609156977e-11,1.895338583816344e-05,0.17073170731707318,1,1.3984697056823592e-05
control_ap,166841,166841,166841.0,166843.66666666666,166846.33333333334,166849.0,667380.0,166845.0,-222698032171.5555,-222698032163.5555,-0.33333333329075776,4.257555419329151e-11,4.257555419329151e-11,1.786942353682693e-05,0.17073170731707318,1,7.103348037162949e-06
control_consecutive,166841,166841,166841.0,166842.0,166843.0,166844.0,667370.0,166842.5,-222691358445.99997,-222691358437.99997,-0.33333333332734594,5.987377260652238e-12,5.987377260652238e-12,6.701134235880515e-06,0.17073170731707318,1,9.9894000954448e-07
control_random,166841,154580,154580.0,411068.0,29816.0,71916.0,667380.0,166845.0,-147234516282.81866,-147234516274.81866,-0.25033461917946226,0.08299871415387106,0.08299871415387106,0.886887666366053,0.12195121951219512,0,12829.941233905387
prime,171161,171161,171161.0,171163.0,171167.0,171169.0,684660.0,171165.0,-234379657744.00003,-234379657736.00003,-0.3333333332536905,7.964279236105654e-11,7.964279236105654e-11,1.8475025035307332e-05,0.12195121951219512,1,1.3631739983310798e-05
control_ap,171161,171161,171161.0,171163.66666666666,171166.33333333334,171169.0,684660.0,171165.0,-234379657771.5555,-234379657763.5555,-0.33333333329287973,4.045358492632545e-11,4.045358492632545e-11,1.7418420646755406e-05,0.12195121951219512,1,6.92407604957479e-06
control_consecutive,171161,171161,171161.0,171162.0,171163.0,171164.0,684650.0,171162.5,-234372811246.0,-234372811238.0,-0.33333333332764437,5.688949311632996e-12,5.688949311632996e-12,6.532003147593047e-06,0.12195121951219512,1,9.737262531284152e-07
control_random,171161,213449,213449.0,86928.0,309660.0,74623.0,684660.0,171165.0,-351488293707.4782,-351488293699.4782,-0.5072975416154942,-0.17396420828216091,0.17396420828216091,0.5648120011232151,0.07317073170731707,0,37132.48629361897
prime,187631,187631,187631.0,187633.0,187637.0,187639.0,750540.0,187635.0,-281655145744.0,-281655145736.0,-0.33333333326705844,6.627487447730118e-11,6.627487447730118e-11,1.6853346444791108e-05,0.12195121951219512,1,1.2435220973050498e-05
control_ap,187631,187631,187631.0,187633.66666666666,187636.33333333334,187639.0,750540.0,187635.0,-281655145771.55554,-281655145763.55554,-0.3333333332996698,3.366351641886922e-11,3.366351641886922e-11,1.588948740907554e-05,0.12195121951219512,1,6.316319249188851e-06
control_consecutive,187631,187631,187631.0,187632.0,187633.0,187634.0,750530.0,187632.5,-281647640446.0,-281647640438.0,-0.33333333332859927,4.734046488152899e-12,4.734046488152899e-12,5.958637169732828e-06,0.12195121951219512,1,8.882538766186165e-07
control_random,187631,12683,12683.0,284940.0,161147.0,291770.0,750540.0,187635.0,-423325402257.9509,-423325402249.9509,-0.4746901536533765,-0.1413568203200432,0.1413568203200432,0.6054444653812511,0.0975609756097561,0,1792.828552119108
prime,194861,194861,194861.0,194863.0,194867.0,194869.0,779460.0,194865.0,-303778945744.00006,-303778945736.00006,-0.3333333332718852,6.144812436659208e-11,6.144812436659208e-11,1.622804331290062e-05,0.0975609756097561,1,1.19738429621985e-05
control_ap,194861,194861,194861.0,194863.66666666666,194866.33333333334,194869.0,779460.0,194865.0,-303778945771.5556,-303778945763.5556,-0.33333333330212156,3.121175540243826e-11,3.121175540243826e-11,1.529994596259918e-05,0.0975609756097561,1,6.081953869474521e-06
control_consecutive,194861,194861,194861.0,194862.0,194863.0,194864.0,779450.0,194862.5,-303771151246.00006,-303771151238.00006,-0.3333333333289441,4.389211216704325e-12,4.389211216704325e-12,5.737553345307049e-06,0.0975609756097561,1,8.552860868982215e-07
control_random,194861,308928,308928.0,62218.0,173679.0,234635.0,779460.0,194865.0,-292631070076.96313,-292631070068.96313,-0.3166392657972659,0.016694067536067392,0.016694067536067392,0.4635379018676193,0.12195121951219512,0,5157.2648957822275
prime,195731,195731,195731.0,195733.0,195737.0,195739.0,782940.0,195735.0,-306497521744.0,-306497521736.0,-0.3333333332724302,6.090311588380359e-11,6.090311588380359e-11,1.6155913148738753e-05,0.14634146341463414,1,1.1920627775052761e-05
control_ap,195731,195731,195731.0,195733.66666666666,195736.33333333334,195739.0,782940.0,195735.0,-306497521771.5556,-306497521763.5556,-0.3333333333023984,3.0934921291247974e-11,3.0934921291247974e-11,1.523194099165652e-05,0.14634146341463414,1,6.054923079257257e-06
control_consecutive,195731,195731,195731.0,195732.0,195733.0,195734.0,782930.0,195732.5,-306489692446.0,-306489692438.0,-0.333333333328983,4.350297899691213e-12,4.350297899691213e-12,5.712050828298289e-06,0.14634146341463414,1,8.514881582044609e-07
control_random,195731,93924,93924.0,67799.0,325456.0,295761.0,782940.0,195735.0,-203994936217.9756,-203994936209.9756,-0.22169392156350312,0.1116394117698302,0.1116394117698302,0.5912150313817289,0.12195121951219512,0,10485.620111069531
prime,201491,201491,201491.0,201493.0,201497.0,201499.0,805980.0,201495.0,-324801880144.0,-324801880136.0,-0.33333333327586234,5.7470972425477385e-11,5.7470972425477385e-11,1.569407508954753e-05,0.14634146341463414,1,1.1579883704981864e-05
control_ap,201491,201491,201491.0,201493.66666666666,201496.33333333334,201499.0,805980.0,201495.0,-324801880171.55566,-324801880163.55566,-0.3333333333041419,2.919142705337663e-11,2.919142705337663e-11,1.4796515893704008e-05,0.14634146341463414,1,5.88180982841191e-06
control_consecutive,201491,201491,201491.0,201492.0,201493.0,201494.0,805970.0,201492.5,-324793820446.0,-324793820438.0,-0.33333333332922815,4.105160655853979e-12,4.105160655853979e-12,5.548762305048053e-06,0.14634146341463414,1,8.27152925708674e-07
control_random,201491,254189,254189.0,295334.0,189566.0,66891.0,805980.0,201495.0,-284920108271.9132,-284920108263.9132,-0.287034211458801,0.046299121874532334,0.046299121874532334,0.42867349423206136,0.0975609756097561,0,11768.7274901655
prime,201821,201821,201821.0,201823.0,201827.0,201829.0,807300.0,201825.0,-325866644944.0,-325866644936.0,-0.3333333332760502,5.728312268971081e-11,5.728312268971081e-11,1.566841402288309e-05,0.14634146341463414,1,1.1560937104360125e-05
control_ap,201821,201821,201821.0,201823.66666666666,201826.33333333334,201829.0,807300.0,201825.0,-325866644971.5556,-325866644963.5556,-0.3333333333042372,2.909611440671256e-11,2.909611440671256e-11,1.4772322408036116e-05,0.14634146341463414,1,5.872206905677135e-06
control_consecutive,201821,201821,201821.0,201822.0,201823.0,201824.0,807290.0,201822.5,-325858572045.99994,-325858572037.99994,-0.33333333332924153,4.091782468407246e-12,4.091782468407246e-12,5.539689522971397e-06,0.14634146341463414,1,8.258076295564187e-07
control_random,201821,438482,438482.0,11711.0,53113.0,303994.0,807300.0,201825.0,-114525266429.54881,-114525266421.54881,-0.11893976638335468,0.21439356694997863,0.21439356694997863,0.8748520114792869,0.07317073170731707,0,94007.72002336053
prime,217361,217361,217361.0,217363.0,217367.0,217369.0,869460.0,217365.0,-377980345744.0,-377980345736.0,-0.33333333328394804,4.93852736482836e-11,4.93852736482836e-11,1.4548237573520942e-05,0.12195121951219512,1,1.0734432465464572e-05
control_ap,217361,217361,217361.0,217363.66666666666,217366.33333333334,217369.0,869460.0,217365.0,-377980345771.5554,-377980345763.5554,-0.3333333333082486,2.5084712085288174e-11,2.5084712085288174e-11,1.3716209923409422e-05,0.12195121951219512,1,5.452438103570323e-06
