n,factorization_str,sB,mB,kL,sigma,epsilon,kappa,fam_support,fam_E_part,fam_A_part,fam_B_part,fam_C_part,rho_E,rho_A,rho_B,rho_C,C_fam,K,K2,K3
179,179,1,179,1,0.0,1.0,0.0,C,1,1,1,179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
180,2^2 * 3^2 * 5,36,5,180,0.6900729278815017,0.30992707211849835,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181,181,1,181,1,0.0,1.0,0.0,E,181,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2 * 7 * 13,2,91,182,0.13319490581771357,0.8668050941822865,1.0,E·B,13,1,7,1,0.5686165471914938,0.0,0.43138345280850626,0.0,0.6837009379553649,0.5926354559169177,2.8072495705736125,2.6101734981004934
183,3 * 61,3,61,3,0.2108868814381801,0.7891131185618199,0.2108868814381801,E,61,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2^3 * 23,8,23,8,0.3987472978254379,0.6012527021745621,0.3987472978254379,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
185,5 * 37,1,185,5,0.0,1.0,0.3083004236420901,E·A,37,5,1,1,0.6916995763579099,0.3083004236420901,0.0,0.0,0.6177340416317141,0.6177340416317141,4.652390708674903,3.2247915025812945
186,2 * 3 * 31,6,31,6,0.3428714748537368,0.6571285251462631,0.3428714748537368,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
187,11 * 17,1,187,11,0.0,1.0,0.4583914134515144,A·C,1,17,1,11,0.0,0.5416085865484855,0.0,0.4583914134515144,0.6896806240842714,0.6896806240842714,5.204946880993436,3.6077942555248814
188,2^2 * 47,4,47,4,0.2647397547724735,0.7352602452275264,0.2647397547724735,C,1,1,1,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
189,3^3 * 7,27,7,189,0.6287668703841153,0.3712331296158847,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,2 * 5 * 19,2,95,10,0.13210291605819502,0.867897083941805,0.43883638827026494,A·B,1,5,19,1,0.0,0.35342148036602605,0.646578519633974,0.0,0.6495389792872432,0.5637329860299348,2.6924153120078245,2.507694435813242
191,191,1,191,1,0.0,1.0,0.0,C,1,1,1,191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
192,2^6 * 3,192,1,192,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,193,1,193,1,0.0,1.0,0.0,E,193,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2 * 97,2,97,2,0.13158045635063056,0.8684195436493695,0.13158045635063056,E,97,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,3 * 5 * 13,3,65,195,0.20834674391047142,0.7916532560895285,1.0,E·A,13,5,1,1,0.6144493051612968,0.38555069483870325,0.0,0.0,0.6667161941484542,0.527808045985242,2.00760507403224,2.05066898954105
196,2^2 * 7^2,4,49,196,0.26264953503719357,0.7373504649628064,1.0,B,1,1,49,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,197,1,197,1,0.0,1.0,0.0,A,1,197,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2 * 3^2 * 11,18,11,198,0.546563125712008,0.453436874287992,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
199,199,1,199,1,0.0,1.0,0.0,B,1,1,199,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,2^3 * 5^2,8,25,200,0.3924720619434383,0.6075279380565617,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
201,3 * 67,3,67,3,0.20715616162265582,0.7928438383773442,0.20715616162265582,B,1,1,67,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
202,2 * 101,2,101,2,0.13057879143873863,0.8694212085612614,0.13057879143873863,A,1,101,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203,7 * 29,1,203,7,0.0,1.0,0.3662402994973384,A·B,1,29,7,1,0.0,0.6337597005026616,0.3662402994973384,0.0,0.6569243417287531,0.6569243417287531,5.03554575152664,3.4903743402513014
204,2^2 * 3 * 17,12,17,12,0.467252836089503,0.532747163910497,0.467252836089503,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
205,5 * 41,1,205,5,0.0,1.0,0.30235485538101636,A,1,205,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2 * 103,2,103,2,0.130098215236376,0.869901784763624,0.130098215236376,B,1,1,103,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,3^2 * 23,9,23,9,0.4120270845916477,0.5879729154083524,0.4120270845916477,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208,2^4 * 13,16,13,208,0.5194508555890119,0.4805491444109881,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,11 * 19,1,209,11,0.0,1.0,0.4488478555823177,B·C,1,1,19,11,0.0,0.0,0.5511521444176823,0.4488478555823177,0.6879049299829808,0.6879049299829808,5.301930344107787,3.6750180695435333
210,2 * 3 * 5 * 7,6,35,210,0.33508947761662816,0.6649105223833719,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.4578987857483797,1.2582461974260188,1.214516912834414
211,211,1,211,1,0.0,1.0,0.0,B,1,1,211,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
212,2^2 * 53,4,53,4,0.25880183572788146,0.7411981642721186,0.25880183572788146,A,1,53,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
213,3 * 71,3,71,3,0.20491557906408883,0.7950844209359111,0.20491557906408883,C,1,1,1,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
214,2 * 107,2,107,2,0.12917448356450073,0.8708255164354992,0.12917448356450073,C,1,1,1,107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
215,5 * 43,1,215,5,0.0,1.0,0.2996735032234504,A·B,1,5,43,1,0.0,0.2996735032234504,0.7003264967765497,0.0,0.6105874081721778,0.6105874081721778,4.730948990049029,3.2792439538254055
216,2^3 * 3^3,216,1,216,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,7 * 31,1,217,7,0.0,1.0,0.3617002372312416,B,1,1,217,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
218,2 * 109,2,109,2,0.12873021007115668,0.8712697899288433,0.12873021007115668,E,109,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,3 * 73,3,73,3,0.20385928110582371,0.7961407188941763,0.20385928110582371,E,73,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2^2 * 5 * 11,4,55,220,0.2570244884738886,0.7429755115261114,1.0,A·C,1,5,1,11,0.0,0.4016231838083946,0.0,0.5983768161916053,0.6736643248589924,0.5005160963590024,1.6773541767956863,1.7657003498750088
221,13 * 17,1,221,13,0.0,1.0,0.4751522877849482,E·A,13,17,1,1,0.4751522877849482,0.5248477122150519,0.0,0.0,0.6919118541943787,0.6919118541943787,5.388542100153673,3.7350527640500846
222,2 * 3 * 37,6,37,6,0.33164287677809234,0.6683571232219077,0.33164287677809234,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,223,1,223,1,0.0,1.0,0.0,B,1,1,223,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
224,2^5 * 7,32,7,224,0.6404217625451907,0.3595782374548094,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
225,3^2 * 5^2,9,25,225,0.40568387108221293,0.5943161289177871,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2 * 113,2,113,2,0.12787431141999842,0.8721256885800015,0.12787431141999842,A,1,113,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
227,227,1,227,1,0.0,1.0,0.0,C,1,1,1,227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
228,2^2 * 3 * 19,12,19,12,0.4576806892779328,0.5423193107220671,0.4576806892779328,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
229,229,1,229,1,0.0,1.0,0.0,E,229,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2 * 5 * 23,2,115,10,0.1274617638294791,0.8725382361705208,0.4234188142890445,A·C,1,5,1,23,0.0,0.33919092389405175,0.0,0.6608090761059482,0.6404973632512694,0.558858439603132,2.766323068083768,2.595157575529199
231,3 * 7 * 11,3,77,231,0.20186107482051024,0.7981389251794899,1.0,B·C,1,1,7,11,0.0,0.0,0.4479735992007008,0.5520264007992992,0.6877238766120716,0.5488991956994309,2.1549093668335257,2.2317968019092578
232,2^3 * 29,8,29,8,0.38177745681240294,0.6182225431875971,0.38177745681240294,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
233,233,1,233,1,0.0,1.0,0.0,A,1,233,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
234,2 * 3^2 * 13,18,13,234,0.5298261452949584,0.47017385470504147,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,5 * 47,1,235,5,0.0,1.0,0.29479122696485405,A·C,1,5,1,47,0.0,0.29479122696485405,0.0,0.7052087730351458,0.6063861053233548,0.6063861053233548,4.776210434740953,3.310616796601682
236,2^2 * 59,4,59,4,0.2537220051035946,0.7462779948964053,0.2537220051035946,C,1,1,1,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
237,3 * 79,3,79,3,0.2009144486914962,0.7990855513085038,0.2009144486914962,B,1,1,79,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
238,2 * 7 * 17,2,119,14,0.1266653683442337,0.8733346316557663,0.4822600136196576,A·B,1,17,7,1,0.0,0.5928311641538279,0.40716883584617214,0.0,0.6758115214904612,0.590209606189595,2.9398785655184194,2.76134986855947
239,239,1,239,1,0.0,1.0,0.0,C,1,1,1,239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
240,2^4 * 3 * 5,48,5,240,0.7063411885100624,0.2936588114899376,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241,241,1,241,1,0.0,1.0,0.0,E,241,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2 * 11^2,2,121,242,0.12628075142059988,0.8737192485794001,1.0,C,1,1,1,121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
243,3^5,243,1,243,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2^2 * 61,4,61,4,0.25218336137893066,0.7478166386210693,0.25218336137893066,E,61,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,5 * 7^2,1,245,245,0.0,1.0,1.0,A·B,1,5,49,1,0.0,0.2925581477613893,0.7074418522386106,0.0,0.6044263432735723,0.6044263432735723,4.797113047357626,3.3251053836032654
246,2 * 3 * 41,6,41,6,0.3254589587445453,0.6745410412554548,0.3254589587445453,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,13 * 19,1,247,13,0.0,1.0,0.4655597319958416,E·B,13,1,19,1,0.4655597319958416,0.0,0.5344402680041583,0.0,0.69077303699139,0.69077303699139,5.490517771684595,3.8057369132574506
248,2^3 * 31,8,31,8,0.37715941157782235,0.6228405884221776,0.37715941157782235,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249,3 * 83,3,83,3,0.19911584372057667,0.8008841562794234,0.19911584372057667,C,1,1,1,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
250,2 * 5^3,2,125,250,0.1255369169267456,0.8744630830732545,1.0,A,1,125,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,1,251,1,0.0,1.0,0.0,C,1,1,1,251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
252,2^2 * 3^2 * 7,36,7,252,0.6480811819342654,0.35191881806573455,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
253,11 * 23,1,253,11,0.0,1.0,0.43335016949074373,C,1,1,1,253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
254,2 * 127,2,127,2,0.12517705219431444,0.8748229478056855,0.12517705219431444,B,1,1,127,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
255,3 * 5 * 17,3,85,15,0.19826024871673925,0.8017397512832609,0.4887062632977126,A,1,85,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2^8,256,1,256,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,257,1,257,1,0.0,1.0,0.0,A,1,257,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2 * 3 * 43,6,43,6,0.3226674788149654,0.6773325211850346,0.3226674788149654,B,1,1,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
259,7 * 37,1,259,7,0.0,1.0,0.3501836168852349,E·B,37,1,7,1,0.6498163831147652,0.0,0.3501836168852349,0.0,0.6475602309926423,0.6475602309926423,5.191366226598033,3.598380863220549
260,2^2 * 5 * 13,4,65,260,0.24930295476504677,0.7506970452349532,1.0,E·A,13,5,1,1,0.6144493051612968,0.38555069483870325,0.0,0.0,0.6667161941484542,0.5005018769575379,1.7292568865097695,1.8588666930712585
261,3^2 * 29,9,29,9,0.3948632436399653,0.6051367563600347,0.3948632436399653,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2 * 131,2,131,2,0.12447993835362813,0.8755200616463719,0.12447993835362813,C,1,1,1,131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
263,263,1,263,1,0.0,1.0,0.0,C,1,1,1,263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
264,2^3 * 3 * 11,24,11,264,0.5699574676093581,0.430042532390642,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
265,5 * 53,1,265,5,0.0,1.0,0.2884436993595171,A,1,265,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2 * 7 * 19,2,133,14,0.124142140018928,0.875857859981072,0.4726531878358297,B,1,1,133,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
267,3 * 89,3,89,3,0.19662849388605272,0.8033715061139473,0.19662849388605272,A,1,89,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2^2 * 67,4,67,4,0.2479516346491694,0.7520483653508305,0.2479516346491694,B,1,1,67,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
269,269,1,269,1,0.0,1.0,0.0,A,1,269,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2 * 3^3 * 5,54,5,270,0.7125193627380584,0.28748063726194156,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
271,271,1,271,1,0.0,1.0,0.0,B,1,1,271,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
272,2^4 * 17,16,17,16,0.49459268976147663,0.5054073102385233,0.49459268976147663,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273,3 * 7 * 13,3,91,273,0.1958495075438534,0.8041504924561466,1.0,E·B,13,1,7,1,0.5686165471914938,0.0,0.43138345280850626,0.0,0.6837009379553649,0.549798445949536,2.2246926497623725,2.3329566233787675
274,2 * 137,2,137,2,0.12348679157546805,0.876513208424532,0.12348679157546805,A,1,137,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
275,5^2 * 11,1,275,275,0.0,1.0,1.0,A·C,1,25,1,11,0.0,0.5730829633070589,0.0,0.42691703669294107,0.6824265759401598,0.6824265759401598,5.529898952952259,3.833033868020251
276,2^2 * 3 * 23,12,23,12,0.44212267223593,0.5578773277640701,0.44212267223593,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
277,277,1,277,1,0.0,1.0,0.0,E,277,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2 * 139,2,139,2,0.12316877176995558,0.8768312282300444,0.12316877176995558,B,1,1,139,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
279,3^2 * 31,9,31,9,0.3901868127974307,0.6098131872025693,0.3901868127974307,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
280,2^3 * 5 * 7,8,35,280,0.3690362352678205,0.6309637647321795,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.43452093476648007,1.1143303560484823,1.0164011254874727
281,281,1,281,1,0.0,1.0,0.0,A,1,281,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2 * 3 * 47,6,47,6,0.3175804646725825,0.6824195353274174,0.3175804646725825,C,1,1,1,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
283,283,1,283,1,0.0,1.0,0.0,B,1,1,283,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
284,2^2 * 71,4,71,4,0.2454063875446425,0.7545936124553575,0.2454063875446425,C,1,1,1,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
285,3 * 5 * 19,3,95,15,0.19435902548970382,0.8056409745102961,0.47908985134466053,A·B,1,5,19,1,0.0,0.35342148036602605,0.646578519633974,0.0,0.6495389792872432,0.5232952162553978,2.1336886529499273,2.244329043356073
286,2 * 11 * 13,2,143,286,0.12255095193630976,0.8774490480636902,1.0,E·C,13,1,1,11,0.5168304769853754,0.0,0.0,0.4831695230146247,0.6925805436149368,0.6077041387023594,3.128646627527615,2.957109380784509
287,7 * 41,1,287,7,0.0,1.0,0.34383183387990046,A·B,1,41,7,1,0.0,0.6561681661200994,0.34383183387990046,0.0,0.6435444541865178,0.6435444541865178,5.254480571611225,3.64212839351933
288,2^5 * 3^2,288,1,288,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,17^2,1,289,1,0.0,1.0,0.0,A,1,289,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
290,2 * 5 * 29,2,145,10,0.12225074740997816,0.8777492525900218,0.40610819244218493,A,1,145,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
291,3 * 97,3,97,3,0.1936452828318801,0.8063547171681199,0.1936452828318801,E,97,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2^2 * 73,4,73,4,0.24420547541906146,0.7557945245809385,0.24420547541906146,E,73,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,293,1,293,1,0.0,1.0,0.0,A,1,293,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2 * 3 * 7^2,6,49,294,0.3152519261759285,0.6847480738240714,1.0,B,1,1,49,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
295,5 * 59,1,295,5,0.0,1.0,0.28300420022743805,A·C,1,5,1,59,0.0,0.28300420022743805,0.0,0.7169957997725619,0.5957683338486945,0.5957683338486945,4.8880236805524255,3.3881198326851605
296,2^3 * 37,8,37,8,0.3654323700235992,0.6345676299764008,0.3654323700235992,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,3^3 * 11,27,11,297,0.5788535157007563,0.42114648429924373,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
298,2 * 149,2,149,2,0.12166680820699005,0.87833319179301,0.12166680820699005,A,1,149,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
299,13 * 23,1,299,13,0.0,1.0,0.4499560998085411,E·C,13,1,1,23,0.4499560998085411,0.0,0.0,0.5500439001914588,0.6881300003382269,0.6881300003382269,5.659182274847522,3.9226462380853766
300,2^2 * 3 * 5^2,12,25,300,0.4356594349152103,0.5643405650847897,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
301,7 * 43,1,301,7,0.0,1.0,0.3409624238512829,B,1,1,301,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
302,2 * 151,2,151,2,0.121382722947152,0.878617277052848,0.121382722947152,B,1,1,151,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
303,3 * 101,3,101,3,0.19227575493358592,0.8077242450664142,0.19227575493358592,A,1,101,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2^4 * 19,16,19,16,0.4849703144796387,0.5150296855203612,0.4849703144796387,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
305,5 * 61,1,305,5,0.0,1.0,0.28135492876729556,E·A,61,5,1,1,0.7186450712327044,0.28135492876729556,0.0,0.0,0.5942284469708898,0.5942284469708898,4.903968563295258,3.399171983202714
306,2 * 3^2 * 17,18,17,18,0.5049932352556836,0.4950067647443164,0.5049932352556836,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
307,307,1,307,1,0.0,1.0,0.0,B,1,1,307,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
308,2^2 * 7 * 11,4,77,308,0.24193197564187754,0.7580680243581226,1.0,B·C,1,1,7,11,0.0,0.0,0.4479735992007008,0.5520264007992992,0.6877238766120716,0.5213414804472224,1.8561378981359553,2.033950971810924
309,3 * 103,3,103,3,0.191618156954117,0.808381843045883,0.191618156954117,B,1,1,103,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310,2 * 5 * 31,2,155,10,0.1208295031624605,0.8791704968375395,0.4013869212466589,A·B,1,5,31,1,0.0,0.31911605211206506,0.6808839478879348,0.0,0.6262013662895005,0.5505377663210862,2.8747172515450594,2.7241499874872632
311,311,1,311,1,0.0,1.0,0.0,C,1,1,1,311,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
312,2^3 * 3 * 13,24,13,312,0.5533783852138398,0.4466216147861602,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,313,1,313,1,0.0,1.0,0.0,E,313,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2 * 157,2,157,2,0.1205600629942756,0.8794399370057244,0.1205600629942756,E,157,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,3^2 * 5 * 7,9,35,315,0.3819551208283004,0.6180448791716996,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.42562418578714106,1.06334139530012,0.935288393483331
316,2^2 * 79,4,79,4,0.24085414351035847,0.7591458564896415,0.24085414351035847,B,1,1,79,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
317,317,1,317,1,0.0,1.0,0.0,A,1,317,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
318,2 * 3 * 53,6,53,6,0.3109586066140797,0.6890413933859203,0.3109586066140797,A,1,53,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
319,11 * 29,1,319,11,0.0,1.0,0.4159264159760602,A·C,1,29,1,11,0.0,0.5840735840239398,0.0,0.4159264159760602,0.6789430647399898,0.6789430647399898,5.647049610696569,3.9142365161364636
320,2^6 * 5,64,5,320,0.7209867631139644,0.2790132368860356,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321,3 * 107,3,107,3,0.19035320039309372,0.8096467996069062,0.19035320039309372,C,1,1,1,107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
322,2 * 7 * 23,2,161,14,0.12003480704831034,0.8799651929516896,0.4570151134336191,B·C,1,1,7,23,0.0,0.0,0.38294731323970577,0.6170526867602942,0.6654885616623426,0.5856067705703457,3.078079971395481,2.9203349618671135
323,17 * 19,1,323,1,0.0,1.0,0.0,A·B,1,17,19,1,0.0,0.49037449565257113,0.5096255043474288,0.0,0.6929618684449177,0.6929618684449177,5.776107674406447,4.0036927491254914
324,2^2 * 3^4,324,1,324,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,5^2 * 13,1,325,325,0.0,1.0,1.0,E·A,13,25,1,1,0.44346937824084953,0.5565306217591505,0.0,0.0,0.6867420713019425,0.6867420713019425,5.730379055358431,3.971996085761459
326,2 * 163,2,163,2,0.11977872336078003,0.8802212766392199,0.11977872336078003,B,1,1,163,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
327,3 * 109,3,109,3,0.18974436027905542,0.8102556397209445,0.18974436027905542,E,109,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2^3 * 41,8,41,8,0.35895678523355967,0.6410432147664402,0.35895678523355967,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
329,7 * 47,1,329,7,0.0,1.0,0.33572994485749474,B·C,1,1,7,47,0.0,0.0,0.33572994485749474,0.6642700551425053,0.6381624647883999,0.6381624647883999,5.336278649068896,3.698826500284339
330,2 * 3 * 5 * 11,6,55,330,0.30897238171386615,0.6910276182861339,1.0,A·C,1,5,1,11,0.0,0.4016231838083946,0.0,0.5983768161916053,0.6736643248589924,0.46552065393164593,1.387318631348549,1.4925529715674442
331,331,1,331,1,0.0,1.0,0.0,B,1,1,331,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
332,2^2 * 83,4,83,4,0.23880484580337646,0.7611951541966236,0.23880484580337646,C,1,1,1,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
333,3^2 * 37,9,37,9,0.3783007357561604,0.6216992642438396,0.3783007357561604,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,2 * 167,2,167,2,0.11927901618592243,0.8807209838140776,0.11927901618592243,C,1,1,1,167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
