state,diag_energy,nu2,nu3,sigma5,eps5
"|0,0,0;0;1,1,1,1>",16.6,0,0,0,0
"|1,0,0;0;1,1,1,1>",17.6,1,0,0,0
"|0,0,0;1;1,1,1,1>",17.700000000000003,0,0,0,1
"|0,1,0;0;1,1,1,1>",17.799999999999997,0,1,0,0
"|1,0,0;1;1,1,1,1>",18.700000000000003,1,0,0,1
"|0,1,0;1;1,1,1,1>",18.9,0,1,0,1
"|0,0,1;0;1,1,1,1>",22.4,0,0,1,0
"|0,0,1;1;1,1,1,1>",23.5,0,0,1,1
