Index,E_Restklasse_1,,A_Restklasse_5,,B_Restklasse_7,,C_Restklasse_11,Mittel,Norm_Mittel_unter_1,Dreiteilungen_wie_oft_v3,Potenz_3_teilt_Mittel
788,8318413,,8318417,,8318419,,8318411,8318415,0.999999519139,1,3
789,8326609,,8326601,,8326603,,8326607,8326605,0.999999519612,1,3
790,8336593,,8336597,,8336599,,8336591,8336595,0.999999520188,1,3
791,8339629,,8339621,,8339623,,8339627,8339625,0.999999520362,3,27
792,8344153,,8344157,,8344159,,8344151,8344155,0.999999520623,1,3
793,8348533,,8348537,,8348539,,8348531,8348535,0.999999520874,3,27
794,8381533,,8381537,,8381539,,8381531,8381535,0.999999522761,1,3
795,8385109,,8385101,,8385103,,8385107,8385105,0.999999522964,1,3
796,8431069,,8431061,,8431063,,8431067,8431065,0.999999525564,2,9
797,8445973,,8445977,,8445979,,8445971,8445975,0.999999526402,1,3
798,8460589,,8460581,,8460583,,8460587,8460585,0.99999952722,3,27
799,8467633,,8467637,,8467639,,8467631,8467635,0.999999527613,1,3
800,8487373,,8487377,,8487379,,8487371,8487375,0.999999528712,1,3
801,8497033,,8497037,,8497039,,8497031,8497035,0.999999529248,3,27
802,8513173,,8513177,,8513179,,8513171,8513175,0.99999953014,1,3
803,8519473,,8519477,,8519479,,8519471,8519475,0.999999530488,1,3
804,8540509,,8540501,,8540503,,8540507,8540505,0.999999531644,3,27
805,8557729,,8557721,,8557723,,8557727,8557725,0.999999532586,1,3
806,8561809,,8561801,,8561803,,8561807,8561805,0.999999532809,1,3
807,8568409,,8568401,,8568403,,8568407,8568405,0.999999533169,2,9
808,8573449,,8573441,,8573443,,8573447,8573445,0.999999533443,4,81
809,8576593,,8576597,,8576599,,8576591,8576595,0.999999533615,2,9
810,8594689,,8594681,,8594683,,8594687,8594685,0.999999534596,2,9
811,8604649,,8604641,,8604643,,8604647,8604645,0.999999535135,1,3
812,8616913,,8616917,,8616919,,8616911,8616915,0.999999535797,3,27
813,8619433,,8619437,,8619439,,8619431,8619435,0.999999535933,2,9
814,8621869,,8621861,,8621863,,8621867,8621865,0.999999536063,2,9
815,8623033,,8623037,,8623039,,8623031,8623035,0.999999536126,2,9
816,8648833,,8648837,,8648839,,8648831,8648835,0.99999953751,1,3
817,8658109,,8658101,,8658103,,8658107,8658105,0.999999538005,1,3
818,8669629,,8669621,,8669623,,8669627,8669625,0.999999538619,1,3
819,8677393,,8677397,,8677399,,8677391,8677395,0.999999539032,3,27
820,8685373,,8685377,,8685379,,8685371,8685375,0.999999539456,1,3
821,8691589,,8691581,,8691583,,8691587,8691585,0.999999539785,1,3
822,8717749,,8717741,,8717743,,8717747,8717745,0.999999541166,1,3
823,8729053,,8729057,,8729059,,8729051,8729055,0.99999954176,2,9
824,8741149,,8741141,,8741143,,8741147,8741145,0.999999542394,1,3
825,8748589,,8748581,,8748583,,8748587,8748585,0.999999542783,2,9
826,8773153,,8773157,,8773159,,8773151,8773155,0.999999544064,2,9
827,8799613,,8799617,,8799619,,8799611,8799615,0.999999545435,2,9
828,8827549,,8827541,,8827543,,8827547,8827545,0.999999546873,1,3
829,8831989,,8831981,,8831983,,8831987,8831985,0.999999547101,1,3
830,8833249,,8833241,,8833243,,8833247,8833245,0.999999547165,1,3
831,8844373,,8844377,,8844379,,8844371,8844375,0.999999547735,1,3
832,8868529,,8868521,,8868523,,8868527,8868525,0.999999548967,1,3
833,8878273,,8878277,,8878279,,8878271,8878275,0.999999549462,3,27
834,8898313,,8898317,,8898319,,8898311,8898315,0.999999550477,1,3
835,8914189,,8914181,,8914183,,8914187,8914185,0.999999551277,3,27
836,8926453,,8926457,,8926459,,8926451,8926455,0.999999551894,1,3
837,9020989,,9020981,,9020983,,9020987,9020985,0.99999955659,1,3
838,9081469,,9081461,,9081463,,9081467,9081465,0.999999559543,1,3
839,9081889,,9081881,,9081883,,9081887,9081885,0.999999559563,1,3
840,9083029,,9083021,,9083023,,9083027,9083025,0.999999559618,2,9
841,9127633,,9127637,,9127639,,9127631,9127635,0.999999561771,1,3
842,9138133,,9138137,,9138139,,9138131,9138135,0.999999562274,1,3
843,9146989,,9146981,,9146983,,9146987,9146985,0.999999562698,1,3
844,9154969,,9154961,,9154963,,9154967,9154965,0.999999563079,1,3
845,9165253,,9165257,,9165259,,9165251,9165255,0.999999563569,1,3
846,9220249,,9220241,,9220243,,9220247,9220245,0.999999566172,1,3
847,9276853,,9276857,,9276859,,9276851,9276855,0.99999956882,1,3
848,9280549,,9280541,,9280543,,9280547,9280545,0.999999568991,1,3
849,9291649,,9291641,,9291643,,9291647,9291645,0.999999569506,3,27
850,9299449,,9299441,,9299443,,9299447,9299445,0.999999569867,1,3
851,9320329,,9320321,,9320323,,9320327,9320325,0.999999570831,1,3
852,9324433,,9324437,,9324439,,9324431,9324435,0.99999957102,1,3
853,9353293,,9353297,,9353299,,9353291,9353295,0.999999572343,2,9
854,9365593,,9365597,,9365599,,9365591,9365595,0.999999572905,1,3
855,9369553,,9369557,,9369559,,9369551,9369555,0.999999573086,1,3
856,9394969,,9394961,,9394963,,9394967,9394965,0.99999957424,2,9
857,9426493,,9426497,,9426499,,9426491,9426495,0.999999575664,1,3
858,9439273,,9439277,,9439279,,9439271,9439275,0.999999576239,1,3
859,9440449,,9440441,,9440443,,9440447,9440445,0.999999576291,1,3
860,9446869,,9446861,,9446863,,9446867,9446865,0.999999576579,1,3
861,9463249,,9463241,,9463243,,9463247,9463245,0.999999577312,1,3
862,9479413,,9479417,,9479419,,9479411,9479415,0.999999578033,1,3
863,9494209,,9494201,,9494203,,9494207,9494205,0.999999578691,1,3
864,9503953,,9503957,,9503959,,9503951,9503955,0.999999579123,2,9
865,9508069,,9508061,,9508063,,9508067,9508065,0.999999579305,1,3
866,9511429,,9511421,,9511423,,9511427,9511425,0.999999579453,4,81
867,9538093,,9538097,,9538099,,9538091,9538095,0.999999580629,1,3
868,9541993,,9541997,,9541999,,9541991,9541995,0.999999580801,1,3
869,9549109,,9549101,,9549103,,9549107,9549105,0.999999581113,1,3
870,9550393,,9550397,,9550399,,9550391,9550395,0.999999581169,2,9
871,9585889,,9585881,,9585883,,9585887,9585885,0.99999958272,1,3
872,9589429,,9589421,,9589423,,9589427,9589425,0.999999582874,1,3
873,9600553,,9600557,,9600559,,9600551,9600555,0.999999583358,1,3
874,9600589,,9600581,,9600583,,9600587,9600585,0.999999583359,1,3
875,9617989,,9617981,,9617983,,9617987,9617985,0.999999584113,2,9
876,9627469,,9627461,,9627463,,9627467,9627465,0.999999584522,1,3
877,9640489,,9640481,,9640483,,9640487,9640485,0.999999585083,3,27
878,9721429,,9721421,,9721423,,9721427,9721425,0.999999588538,1,3
879,9723013,,9723017,,9723019,,9723011,9723015,0.999999588605,2,9
880,9725953,,9725957,,9725959,,9725951,9725955,0.99999958873,1,3
881,9733813,,9733817,,9733819,,9733811,9733815,0.999999589062,2,9
882,9739909,,9739901,,9739903,,9739907,9739905,0.999999589319,1,3
883,9743473,,9743477,,9743479,,9743471,9743475,0.999999589469,1,3
884,9744409,,9744401,,9744403,,9744407,9744405,0.999999589508,1,3
885,9750073,,9750077,,9750079,,9750071,9750075,0.999999589747,1,3
886,9774469,,9774461,,9774463,,9774467,9774465,0.999999590771,1,3
887,9778033,,9778037,,9778039,,9778031,9778035,0.99999959092,1,3
888,9783889,,9783881,,9783883,,9783887,9783885,0.999999591165,1,3
889,9792709,,9792701,,9792703,,9792707,9792705,0.999999591533,1,3
890,9835753,,9835757,,9835759,,9835751,9835755,0.999999593321,1,3
891,9876109,,9876101,,9876103,,9876107,9876105,0.999999594982,2,9
892,9892033,,9892037,,9892039,,9892031,9892035,0.999999595634,2,9
893,9910753,,9910757,,9910759,,9910751,9910755,0.999999596398,6,729
894,9917053,,9917057,,9917059,,9917051,9917055,0.999999596655,2,9
895,9923989,,9923981,,9923983,,9923987,9923985,0.999999596936,3,27
896,9933613,,9933617,,9933619,,9933611,9933615,0.999999597327,2,9
897,9950209,,9950201,,9950203,,9950207,9950205,0.999999597998,1,3
898,9950533,,9950537,,9950539,,9950531,9950535,0.999999598012,2,9
899,9973213,,9973217,,9973219,,9973211,9973215,0.999999598926,2,9
900,10013953,,10013957,,10013959,,10013951,10013955,0.999999600558,1,3
901,10018033,,10018037,,10018039,,10018031,10018035,0.99999960072,2,9
902,10035169,,10035161,,10035163,,10035167,10035165,0.999999601402,1,3
903,10037389,,10037381,,10037383,,10037387,10037385,0.99999960149,3,27
904,10039453,,10039457,,10039459,,10039451,10039455,0.999999601572,2,9
905,10054393,,10054397,,10054399,,10054391,10054395,0.999999602164,3,27
906,10059853,,10059857,,10059859,,10059851,10059855,0.99999960238,1,3
907,10079989,,10079981,,10079983,,10079987,10079985,0.999999603174,1,3
908,10109929,,10109921,,10109923,,10109927,10109925,0.999999604349,2,9
909,10119589,,10119581,,10119583,,10119587,10119585,0.999999604727,1,3
910,10120633,,10120637,,10120639,,10120631,10120635,0.999999604768,2,9
911,10134409,,10134401,,10134403,,10134407,10134405,0.999999605305,2,9
912,10152013,,10152017,,10152019,,10152011,10152015,0.99999960599,1,3
913,10161493,,10161497,,10161499,,10161491,10161495,0.999999606357,2,9
914,10187929,,10187921,,10187923,,10187927,10187925,0.999999607378,1,3
915,10190569,,10190561,,10190563,,10190567,10190565,0.99999960748,2,9
916,10192993,,10192997,,10192999,,10192991,10192995,0.999999607574,2,9
917,10226893,,10226897,,10226899,,10226891,10226895,0.999999608875,1,3
918,10230769,,10230761,,10230763,,10230767,10230765,0.999999609023,1,3
919,10247053,,10247057,,10247059,,10247051,10247055,0.999999609644,1,3
920,10264153,,10264157,,10264159,,10264151,10264155,0.999999610294,1,3
921,10337773,,10337777,,10337779,,10337771,10337775,0.99999961307,1,3
922,10344073,,10344077,,10344079,,10344071,10344075,0.999999613305,1,3
923,10364149,,10364141,,10364143,,10364147,10364145,0.999999614054,1,3
924,10368649,,10368641,,10368643,,10368647,10368645,0.999999614222,1,3
925,10373269,,10373261,,10373263,,10373267,10373265,0.999999614393,4,81
926,10381753,,10381757,,10381759,,10381751,10381755,0.999999614709,1,3
927,10440169,,10440161,,10440163,,10440167,10440165,0.999999616864,1,3
928,10468693,,10468697,,10468699,,10468691,10468695,0.999999617909,1,3
929,10471753,,10471757,,10471759,,10471751,10471755,0.99999961802,1,3
930,10483633,,10483637,,10483639,,10483631,10483635,0.999999618453,1,3
931,10485193,,10485197,,10485199,,10485191,10485195,0.99999961851,1,3
932,10504849,,10504841,,10504843,,10504847,10504845,0.999999619223,2,9
933,10509469,,10509461,,10509463,,10509467,10509465,0.999999619391,1,3
934,10526569,,10526561,,10526563,,10526567,10526565,0.999999620009,1,3
935,10531069,,10531061,,10531063,,10531067,10531065,0.999999620172,1,3
936,10531093,,10531097,,10531099,,10531091,10531095,0.999999620173,1,3
937,10544113,,10544117,,10544119,,10544111,10544115,0.999999620642,1,3
938,10547353,,10547357,,10547359,,10547351,10547355,0.999999620758,1,3
939,10606369,,10606361,,10606363,,10606367,10606365,0.999999622868,2,9
940,10615729,,10615721,,10615723,,10615727,10615725,0.999999623201,3,27
941,10627033,,10627037,,10627039,,10627031,10627035,0.999999623602,1,3
942,10629253,,10629257,,10629259,,10629251,10629255,0.99999962368,1,3
943,10641733,,10641737,,10641739,,10641731,10641735,0.999999624122,2,9
944,10676713,,10676717,,10676719,,10676711,10676715,0.999999625353,1,3
945,10728793,,10728797,,10728799,,10728791,10728795,0.999999627172,1,3
946,10739629,,10739621,,10739623,,10739627,10739625,0.999999627548,1,3
947,10758289,,10758281,,10758283,,10758287,10758285,0.999999628194,3,27
948,10759033,,10759037,,10759039,,10759031,10759035,0.99999962822,1,3
949,10775953,,10775957,,10775959,,10775951,10775955,0.999999628803,1,3
950,10782049,,10782041,,10782043,,10782047,10782045,0.999999629013,3,27
951,10811233,,10811237,,10811239,,10811231,10811235,0.999999630015,1,3
952,10852609,,10852601,,10852603,,10852607,10852605,0.999999631425,2,9
953,10857853,,10857857,,10857859,,10857851,10857855,0.999999631603,1,3
954,10865293,,10865297,,10865299,,10865291,10865295,0.999999631856,2,9
955,10866133,,10866137,,10866139,,10866131,10866135,0.999999631884,1,3
956,10872133,,10872137,,10872139,,10872131,10872135,0.999999632087,2,9
957,10879873,,10879877,,10879879,,10879871,10879875,0.999999632349,2,9
958,10936489,,10936481,,10936483,,10936487,10936485,0.999999634252,3,27
959,10939549,,10939541,,10939543,,10939547,10939545,0.999999634354,2,9
960,10994449,,10994441,,10994443,,10994447,10994445,0.99999963618,2,9
961,11011153,,11011157,,11011159,,11011151,11011155,0.999999636732,1,3
962,11021869,,11021861,,11021863,,11021867,11021865,0.999999637085,1,3
963,11047453,,11047457,,11047459,,11047451,11047455,0.999999637926,3,27
964,11048833,,11048837,,11048839,,11048831,11048835,0.999999637971,1,3
965,11079373,,11079377,,11079379,,11079371,11079375,0.999999638969,1,3
966,11086849,,11086841,,11086843,,11086847,11086845,0.999999639212,1,3
967,11138713,,11138717,,11138719,,11138711,11138715,0.999999640892,4,81
968,11147233,,11147237,,11147239,,11147231,11147235,0.999999641167,1,3
969,11148289,,11148281,,11148283,,11148287,11148285,0.999999641201,1,3
970,11155849,,11155841,,11155843,,11155847,11155845,0.999999641444,1,3
971,11186509,,11186501,,11186503,,11186507,11186505,0.999999642426,8,6561
972,11192809,,11192801,,11192803,,11192807,11192805,0.999999642628,2,9
973,11201389,,11201381,,11201383,,11201387,11201385,0.999999642901,1,3
974,11223133,,11223137,,11223139,,11223131,11223135,0.999999643593,2,9
975,11238769,,11238761,,11238763,,11238767,11238765,0.999999644089,1,3
976,11241073,,11241077,,11241079,,11241071,11241075,0.999999644162,1,3
977,11310709,,11310701,,11310703,,11310707,11310705,0.999999646353,3,27
978,11328433,,11328437,,11328439,,11328431,11328435,0.999999646906,2,9
979,11343049,,11343041,,11343043,,11343047,11343045,0.999999647361,1,3
980,11344513,,11344517,,11344519,,11344511,11344515,0.999999647407,1,3
981,11374633,,11374637,,11374639,,11374631,11374635,0.99999964834,1,3
982,11387869,,11387861,,11387863,,11387867,11387865,0.999999648749,1,3
983,11440393,,11440397,,11440399,,11440391,11440395,0.999999650362,2,9
984,11471569,,11471561,,11471563,,11471567,11471565,0.999999651312,1,3
985,11477233,,11477237,,11477239,,11477231,11477235,0.999999651484,1,3
986,11489089,,11489081,,11489083,,11489087,11489085,0.999999651844,2,9
987,11495593,,11495597,,11495599,,11495591,11495595,0.999999652041,1,3
988,11502853,,11502857,,11502859,,11502851,11502855,0.99999965226,2,9
989,11503369,,11503361,,11503363,,11503367,11503365,0.999999652276,1,3
990,11529433,,11529437,,11529439,,11529431,11529435,0.999999653062,1,3
991,11533729,,11533721,,11533723,,11533727,11533725,0.999999653191,3,27
992,11554009,,11554001,,11554003,,11554007,11554005,0.9999996538,1,3
993,11584453,,11584457,,11584459,,11584451,11584455,0.99999965471,1,3
994,11622133,,11622137,,11622139,,11622131,11622135,0.999999655829,1,3
995,11644909,,11644901,,11644903,,11644907,11644905,0.999999656502,1,3
996,11652169,,11652161,,11652163,,11652167,11652165,0.999999656716,2,9
997,11664553,,11664557,,11664559,,11664551,11664555,0.999999657081,1,3
998,11680189,,11680181,,11680183,,11680187,11680185,0.99999965754,1,3
999,11718829,,11718821,,11718823,,11718827,11718825,0.999999658669,1,3
1000,11721793,,11721797,,11721799,,11721791,11721795,0.999999658755,1,3
