Index,E_Restklasse_1,,A_Restklasse_5,,B_Restklasse_7,,C_Restklasse_11,Mittel,Norm_Mittel_unter_1,Dreiteilungen_wie_oft_v3,Potenz_3_teilt_Mittel
402,3066829,,3066821,,3066823,,3066827,3066825,0.999998695721,1,3
403,3076393,,3076397,,3076399,,3076391,3076395,0.999998699779,1,3
404,3089329,,3089321,,3089323,,3089327,3089325,0.99999870522,1,3
405,3092569,,3092561,,3092563,,3092567,3092565,0.999998706577,1,3
406,3101473,,3101477,,3101479,,3101471,3101475,0.999998710293,1,3
407,3103273,,3103277,,3103279,,3103271,3103275,0.999998711041,1,3
408,3129613,,3129617,,3129619,,3129611,3129615,0.999998721889,2,9
409,3153589,,3153581,,3153583,,3153587,3153585,0.999998731604,1,3
410,3157573,,3157577,,3157579,,3157571,3157575,0.999998733207,1,3
411,3171733,,3171737,,3171739,,3171731,3171735,0.999998738862,2,9
412,3187609,,3187601,,3187603,,3187607,3187605,0.999998745141,1,3
413,3200209,,3200201,,3200203,,3200207,3200205,0.999998750082,1,3
414,3207433,,3207437,,3207439,,3207431,3207435,0.999998752899,1,3
415,3208813,,3208817,,3208819,,3208811,3208815,0.999998753435,5,243
416,3215749,,3215741,,3215743,,3215747,3215745,0.999998756122,2,9
417,3224869,,3224861,,3224863,,3224867,3224865,0.99999875964,1,3
418,3243349,,3243341,,3243343,,3243347,3243345,0.999998766707,1,3
419,3277693,,3277697,,3277699,,3277691,3277695,0.999998779632,1,3
420,3295549,,3295541,,3295543,,3295547,3295545,0.999998786242,1,3
421,3308953,,3308957,,3308959,,3308951,3308955,0.999998791161,1,3
422,3326629,,3326621,,3326623,,3326627,3326625,0.999998797582,2,9
423,3328909,,3328901,,3328903,,3328907,3328905,0.999998798405,1,3
424,3340873,,3340877,,3340879,,3340871,3340875,0.99999880271,1,3
425,3366829,,3366821,,3366823,,3366827,3366825,0.999998811938,1,3
426,3371449,,3371441,,3371443,,3371447,3371445,0.999998813567,2,9
427,3374473,,3374477,,3374479,,3374471,3374475,0.999998814632,1,3
428,3378049,,3378041,,3378043,,3378047,3378045,0.999998815885,1,3
429,3400213,,3400217,,3400219,,3400211,3400215,0.999998823605,1,3
430,3416053,,3416057,,3416059,,3416051,3416055,0.99999882906,1,3
431,3436249,,3436241,,3436243,,3436247,3436245,0.99999883594,2,9
432,3437713,,3437717,,3437719,,3437711,3437715,0.999998836438,1,3
433,3467533,,3467537,,3467539,,3467531,3467535,0.999998846444,1,3
434,3479893,,3479897,,3479899,,3479891,3479895,0.999998850541,3,27
435,3512053,,3512057,,3512059,,3512051,3512055,0.999998861067,1,3
436,3512233,,3512237,,3512239,,3512231,3512235,0.999998861125,1,3
437,3512989,,3512981,,3512983,,3512987,3512985,0.999998861368,1,3
438,3513073,,3513077,,3513079,,3513071,3513075,0.999998861398,1,3
439,3514549,,3514541,,3514543,,3514547,3514545,0.999998861874,2,9
440,3518329,,3518321,,3518323,,3518327,3518325,0.999998863097,2,9
441,3550693,,3550697,,3550699,,3550691,3550695,0.999998873461,1,3
442,3584929,,3584921,,3584923,,3584927,3584925,0.999998884218,3,27
443,3586909,,3586901,,3586903,,3586907,3586905,0.999998884834,2,9
444,3593509,,3593501,,3593503,,3593507,3593505,0.999998886882,1,3
445,3621469,,3621461,,3621463,,3621467,3621465,0.999998895476,2,9
446,3652933,,3652937,,3652939,,3652931,3652935,0.999998904991,1,3
447,3669769,,3669761,,3669763,,3669767,3669765,0.999998910013,1,3
448,3690529,,3690521,,3690523,,3690527,3690525,0.999998916145,1,3
449,3713449,,3713441,,3713443,,3713447,3713445,0.999998922834,4,81
450,3727729,,3727721,,3727723,,3727727,3727725,0.999998926961,1,3
451,3735169,,3735161,,3735163,,3735167,3735165,0.999998929098,1,3
452,3741169,,3741161,,3741163,,3741167,3741165,0.999998930815,2,9
453,3798073,,3798077,,3798079,,3798071,3798075,0.999998946836,1,3
454,3817813,,3817817,,3817819,,3817811,3817815,0.999998952281,1,3
455,3837133,,3837137,,3837139,,3837131,3837135,0.999998957557,1,3
456,3837853,,3837857,,3837859,,3837851,3837855,0.999998957752,1,3
457,3849829,,3849821,,3849823,,3849827,3849825,0.999998960993,1,3
458,3854113,,3854117,,3854119,,3854111,3854115,0.999998962149,3,27
459,3894049,,3894041,,3894043,,3894047,3894045,0.999998972792,1,3
460,3919213,,3919217,,3919219,,3919211,3919215,0.999998979388,1,3
461,3919249,,3919241,,3919243,,3919247,3919245,0.999998979396,1,3
462,3951553,,3951557,,3951559,,3951551,3951555,0.999998987741,1,3
463,3974353,,3974357,,3974359,,3974351,3974355,0.999998993548,2,9
464,3974689,,3974681,,3974683,,3974687,3974685,0.999998993632,1,3
465,3975709,,3975701,,3975703,,3975707,3975705,0.99999899389,2,9
466,3995449,,3995441,,3995443,,3995447,3995445,0.999998998861,1,3
467,3996529,,3996521,,3996523,,3996527,3996525,0.999998999131,1,3
468,4015933,,4015937,,4015939,,4015931,4015935,0.999999003969,2,9
469,4016569,,4016561,,4016563,,4016567,4016565,0.999999004125,2,9
470,4032409,,4032401,,4032403,,4032407,4032405,0.999999008037,2,9
471,4039669,,4039661,,4039663,,4039667,4039665,0.99999900982,1,3
472,4042609,,4042601,,4042603,,4042607,4042605,0.99999901054,1,3
473,4058473,,4058477,,4058479,,4058471,4058475,0.999999014409,1,3
474,4059193,,4059197,,4059199,,4059191,4059195,0.999999014584,1,3
475,4092709,,4092701,,4092703,,4092707,4092705,0.999999022652,2,9
476,4098469,,4098461,,4098463,,4098467,4098465,0.999999024026,3,27
477,4110349,,4110341,,4110343,,4110347,4110345,0.999999026847,5,243
478,4138249,,4138241,,4138243,,4138247,4138245,0.999999033408,2,9
479,4144969,,4144961,,4144963,,4144967,4144965,0.999999034975,1,3
480,4155913,,4155917,,4155919,,4155911,4155915,0.999999037517,1,3
481,4157893,,4157897,,4157899,,4157891,4157895,0.999999037976,1,3
482,4174609,,4174601,,4174603,,4174607,4174605,0.999999041826,3,27
483,4185913,,4185917,,4185919,,4185911,4185915,0.999999044415,1,3
484,4208629,,4208621,,4208623,,4208627,4208625,0.999999049572,3,27
485,4218289,,4218281,,4218283,,4218287,4218285,0.999999051748,1,3
486,4224373,,4224377,,4224379,,4224371,4224375,0.999999053115,2,9
487,4234429,,4234421,,4234423,,4234427,4234425,0.999999055363,1,3
488,4257529,,4257521,,4257523,,4257527,4257525,0.999999060488,1,3
489,4262173,,4262177,,4262179,,4262171,4262175,0.999999061513,2,9
490,4265089,,4265081,,4265083,,4265087,4265085,0.999999062153,1,3
491,4265713,,4265717,,4265719,,4265711,4265715,0.999999062292,1,3
492,4285669,,4285661,,4285663,,4285667,4285665,0.999999066657,2,9
493,4300189,,4300181,,4300183,,4300187,4300185,0.999999069808,1,3
494,4316773,,4316777,,4316779,,4316771,4316775,0.999999073383,1,3
495,4326409,,4326401,,4326403,,4326407,4326405,0.999999075446,1,3
496,4332613,,4332617,,4332619,,4332611,4332615,0.999999076771,1,3
497,4336093,,4336097,,4336099,,4336091,4336095,0.999999077512,1,3
498,4353313,,4353317,,4353319,,4353311,4353315,0.999999081161,1,3
499,4361473,,4361477,,4361479,,4361471,4361475,0.99999908288,1,3
500,4370089,,4370081,,4370083,,4370087,4370085,0.999999084687,3,27
501,4377673,,4377677,,4377679,,4377671,4377675,0.999999086274,1,3
502,4396789,,4396781,,4396783,,4396787,4396785,0.999999090245,1,3
503,4404553,,4404557,,4404559,,4404551,4404555,0.99999909185,2,9
504,4405693,,4405697,,4405699,,4405691,4405695,0.999999092085,1,3
505,4413589,,4413581,,4413583,,4413587,4413585,0.999999093708,1,3
506,4415449,,4415441,,4415443,,4415447,4415445,0.99999909409,3,27
507,4453489,,4453481,,4453483,,4453487,4453485,0.999999101828,1,3
508,4467013,,4467017,,4467019,,4467011,4467015,0.999999104548,3,27
509,4487809,,4487801,,4487803,,4487807,4487805,0.999999108696,4,81
510,4510489,,4510481,,4510483,,4510487,4510485,0.999999113178,4,81
511,4529389,,4529381,,4529383,,4529387,4529385,0.999999116879,3,27
512,4540093,,4540097,,4540099,,4540091,4540095,0.999999118962,2,9
513,4543249,,4543241,,4543243,,4543247,4543245,0.999999119573,2,9
514,4544209,,4544201,,4544203,,4544207,4544205,0.999999119759,1,3
515,4561633,,4561637,,4561639,,4561631,4561635,0.999999123122,1,3
516,4575289,,4575281,,4575283,,4575287,4575285,0.999999125738,4,81
517,4579873,,4579877,,4579879,,4579871,4579875,0.999999126614,3,27
518,4596073,,4596077,,4596079,,4596071,4596075,0.999999129693,3,27
519,4606573,,4606577,,4606579,,4606571,4606575,0.999999131677,1,3
520,4609309,,4609301,,4609303,,4609307,4609305,0.999999132191,4,81
521,4615609,,4615601,,4615603,,4615607,4615605,0.999999133375,2,9
522,4627873,,4627877,,4627879,,4627871,4627875,0.999999135673,1,3
523,4635973,,4635977,,4635979,,4635971,4635975,0.999999137183,1,3
524,4647289,,4647281,,4647283,,4647287,4647285,0.999999139283,2,9
525,4660549,,4660541,,4660543,,4660547,4660545,0.999999141732,1,3
526,4675249,,4675241,,4675243,,4675247,4675245,0.999999144431,1,3
527,4693693,,4693697,,4693699,,4693691,4693695,0.999999147794,1,3
528,4706413,,4706417,,4706419,,4706411,4706415,0.999999150097,2,9
529,4707973,,4707977,,4707979,,4707971,4707975,0.999999150379,1,3
530,4734673,,4734677,,4734679,,4734671,4734675,0.99999915517,2,9
531,4740649,,4740641,,4740643,,4740647,4740645,0.999999156234,1,3
532,4743709,,4743701,,4743703,,4743707,4743705,0.999999156778,1,3
533,4796089,,4796081,,4796083,,4796087,4796085,0.999999165987,1,3
534,4809949,,4809941,,4809943,,4809947,4809945,0.99999916839,1,3
535,4832413,,4832417,,4832419,,4832411,4832415,0.999999172257,2,9
536,4833133,,4833137,,4833139,,4833131,4833135,0.999999172381,3,27
537,4852453,,4852457,,4852459,,4852451,4852455,0.999999175676,1,3
538,4868653,,4868657,,4868659,,4868651,4868655,0.999999178419,1,3
539,4875253,,4875257,,4875259,,4875251,4875255,0.999999179531,3,27
540,4900453,,4900457,,4900459,,4900451,4900455,0.99999918375,2,9
541,4950133,,4950137,,4950139,,4950131,4950135,0.999999191942,2,9
542,4956829,,4956821,,4956823,,4956827,4956825,0.999999193032,1,3
543,4959049,,4959041,,4959043,,4959047,4959045,0.999999193394,2,9
544,4972069,,4972061,,4972063,,4972067,4972065,0.999999195506,1,3
545,4977433,,4977437,,4977439,,4977431,4977435,0.999999196374,1,3
546,4997389,,4997381,,4997383,,4997387,4997385,0.999999199582,2,9
547,5025073,,5025077,,5025079,,5025071,5025075,0.999999203993,1,3
548,5037913,,5037917,,5037919,,5037911,5037915,0.999999206021,1,3
549,5047129,,5047121,,5047123,,5047127,5047125,0.99999920747,1,3
550,5073373,,5073377,,5073379,,5073371,5073375,0.999999211571,1,3
551,5074873,,5074877,,5074879,,5074871,5074875,0.999999211804,2,9
552,5146489,,5146481,,5146483,,5146487,5146485,0.999999222771,1,3
553,5154769,,5154761,,5154763,,5154767,5154765,0.99999922402,1,3
554,5158033,,5158037,,5158039,,5158031,5158035,0.999999224511,2,9
555,5168929,,5168921,,5168923,,5168927,5168925,0.999999226145,2,9
556,5184793,,5184797,,5184799,,5184791,5184795,0.999999228514,1,3
557,5201293,,5201297,,5201299,,5201291,5201295,0.999999230961,1,3
558,5205469,,5205461,,5205463,,5205467,5205465,0.999999231577,4,81
559,5229409,,5229401,,5229403,,5229407,5229405,0.999999235095,2,9
560,5234689,,5234681,,5234683,,5234687,5234685,0.999999235867,1,3
561,5239189,,5239181,,5239183,,5239187,5239185,0.999999236523,1,3
562,5248093,,5248097,,5248099,,5248091,5248095,0.999999237819,1,3
563,5251789,,5251781,,5251783,,5251787,5251785,0.999999238355,1,3
564,5253769,,5253761,,5253763,,5253767,5253765,0.999999238642,1,3
565,5261749,,5261741,,5261743,,5261747,5261745,0.999999239797,1,3
566,5274169,,5274161,,5274163,,5274167,5274165,0.999999241587,1,3
567,5274673,,5274677,,5274679,,5274671,5274675,0.99999924166,2,9
568,5278573,,5278577,,5278579,,5278571,5278575,0.99999924222,1,3
569,5318893,,5318897,,5318899,,5318891,5318895,0.999999247965,1,3
570,5327893,,5327897,,5327899,,5327891,5327895,0.999999249235,1,3
571,5381869,,5381861,,5381863,,5381867,5381865,0.999999256764,2,9
572,5382109,,5382101,,5382103,,5382107,5382105,0.999999256797,1,3
573,5417389,,5417381,,5417383,,5417387,5417385,0.999999261637,1,3
574,5425753,,5425757,,5425759,,5425751,5425755,0.999999262776,1,3
575,5436289,,5436281,,5436283,,5436287,5436285,0.999999264204,1,3
576,5450113,,5450117,,5450119,,5450111,5450115,0.999999266071,1,3
577,5461993,,5461997,,5461999,,5461991,5461995,0.999999267667,1,3
578,5465353,,5465357,,5465359,,5465351,5465355,0.999999268118,1,3
579,5484133,,5484137,,5484139,,5484131,5484135,0.999999270624,1,3
580,5499073,,5499077,,5499079,,5499071,5499075,0.999999272605,1,3
581,5527009,,5527001,,5527003,,5527007,5527005,0.999999276281,1,3
582,5610469,,5610461,,5610463,,5610467,5610465,0.999999287047,4,81
583,5614153,,5614157,,5614159,,5614151,5614155,0.999999287516,2,9
584,5651749,,5651741,,5651743,,5651747,5651745,0.999999292254,1,3
585,5675149,,5675141,,5675143,,5675147,5675145,0.999999295173,1,3
586,5698573,,5698577,,5698579,,5698571,5698575,0.999999298071,2,9
587,5732149,,5732141,,5732143,,5732147,5732145,0.999999302181,2,9
588,5733529,,5733521,,5733523,,5733527,5733525,0.999999302349,1,3
589,5734693,,5734697,,5734699,,5734691,5734695,0.999999302492,1,3
590,5760109,,5760101,,5760103,,5760107,5760105,0.999999305569,1,3
591,5774149,,5774141,,5774143,,5774147,5774145,0.999999307257,1,3
592,5805253,,5805257,,5805259,,5805251,5805255,0.99999931097,1,3
593,5839573,,5839577,,5839579,,5839571,5839575,0.999999315019,1,3
594,5841469,,5841461,,5841463,,5841467,5841465,0.999999315241,1,3
595,5851429,,5851421,,5851423,,5851427,5851425,0.999999316406,1,3
596,5860249,,5860241,,5860243,,5860247,5860245,0.999999317435,1,3
597,5892709,,5892701,,5892703,,5892707,5892705,0.999999321195,2,9
598,5908453,,5908457,,5908459,,5908451,5908455,0.999999323005,2,9
599,5922229,,5922221,,5922223,,5922227,5922225,0.999999324579,2,9
600,5928829,,5928821,,5928823,,5928827,5928825,0.999999325331,1,3
601,5930929,,5930921,,5930923,,5930927,5930925,0.999999325569,1,3
602,5937853,,5937857,,5937859,,5937851,5937855,0.999999326357,1,3
603,5938789,,5938781,,5938783,,5938787,5938785,0.999999326462,3,27
604,5969653,,5969657,,5969659,,5969651,5969655,0.999999329945,2,9
605,5977333,,5977337,,5977339,,5977331,5977335,0.999999330806,1,3
606,5986033,,5986037,,5986039,,5986031,5986035,0.999999331778,3,27
607,6005893,,6005897,,6005899,,6005891,6005895,0.999999333988,1,3
608,6013153,,6013157,,6013159,,6013151,6013155,0.999999334792,1,3
609,6016093,,6016097,,6016099,,6016091,6016095,0.999999335117,2,9
610,6023653,,6023657,,6023659,,6023651,6023655,0.999999335952,2,9
611,6024049,,6024041,,6024043,,6024047,6024045,0.999999335995,1,3
612,6054289,,6054281,,6054283,,6054287,6054285,0.999999339311,1,3
613,6056209,,6056201,,6056203,,6056207,6056205,0.999999339521,1,3
614,6066589,,6066581,,6066583,,6066587,6066585,0.999999340651,2,9
615,6102913,,6102917,,6102919,,6102911,6102915,0.999999344576,1,3
616,6106489,,6106481,,6106483,,6106487,6106485,0.999999344959,1,3
617,6130549,,6130541,,6130543,,6130547,6130545,0.99999934753,1,3
618,6136213,,6136217,,6136219,,6136211,6136215,0.999999348133,1,3
619,6144373,,6144377,,6144379,,6144371,6144375,0.999999348998,1,3
620,6153313,,6153317,,6153319,,6153311,6153315,0.999999349944,1,3
621,6156973,,6156977,,6156979,,6156971,6156975,0.999999350331,1,3
622,6177889,,6177881,,6177883,,6177887,6177885,0.99999935253,1,3
623,6187453,,6187457,,6187459,,6187451,6187455,0.999999353531,3,27
624,6193309,,6193301,,6193303,,6193307,6193305,0.999999354142,2,9
625,6201493,,6201497,,6201499,,6201491,6201495,0.999999354995,3,27
626,6213793,,6213797,,6213799,,6213791,6213795,0.999999356271,1,3
627,6250429,,6250421,,6250423,,6250427,6250425,0.999999360044,1,3
628,6261373,,6261377,,6261379,,6261371,6261375,0.999999361163,1,3
629,6287929,,6287921,,6287923,,6287927,6287925,0.999999363861,1,3
630,6297589,,6297581,,6297583,,6297587,6297585,0.999999364836,1,3
631,6299149,,6299141,,6299143,,6299147,6299145,0.999999364994,2,9
632,6324553,,6324557,,6324559,,6324551,6324555,0.999999367545,1,3
633,6329509,,6329501,,6329503,,6329507,6329505,0.999999368039,1,3
634,6332869,,6332861,,6332863,,6332867,6332865,0.999999368375,1,3
635,6334873,,6334877,,6334879,,6334871,6334875,0.999999368575,3,27
636,6359233,,6359237,,6359239,,6359231,6359235,0.999999370994,1,3
637,6378133,,6378137,,6378139,,6378131,6378135,0.999999372858,1,3
638,6402169,,6402161,,6402163,,6402167,6402165,0.999999375212,1,3
639,6404773,,6404777,,6404779,,6404771,6404775,0.999999375466,1,3
640,6406573,,6406577,,6406579,,6406571,6406575,0.999999375642,1,3
641,6419293,,6419297,,6419299,,6419291,6419295,0.999999376879,2,9
642,6438193,,6438197,,6438199,,6438191,6438195,0.999999378708,2,9
643,6464209,,6464201,,6464203,,6464207,6464205,0.999999381208,4,81
644,6471133,,6471137,,6471139,,6471131,6471135,0.999999381871,2,9
645,6474829,,6474821,,6474823,,6474827,6474825,0.999999382223,2,9
646,6484069,,6484061,,6484063,,6484067,6484065,0.999999383103,1,3
647,6495949,,6495941,,6495943,,6495947,6495945,0.999999384232,1,3
648,6498229,,6498221,,6498223,,6498227,6498225,0.999999384448,4,81
649,6501793,,6501797,,6501799,,6501791,6501795,0.999999384786,1,3
650,6503593,,6503597,,6503599,,6503591,6503595,0.999999384956,1,3
651,6509689,,6509681,,6509683,,6509687,6509685,0.999999385531,1,3
652,6510193,,6510197,,6510199,,6510191,6510195,0.999999385579,2,9
653,6512089,,6512081,,6512083,,6512087,6512085,0.999999385758,2,9
654,6528673,,6528677,,6528679,,6528671,6528675,0.999999387319,1,3
655,6556609,,6556601,,6556603,,6556607,6556605,0.999999389929,1,3
656,6561013,,6561017,,6561019,,6561011,6561015,0.999999390339,1,3
657,6578653,,6578657,,6578659,,6578651,6578655,0.999999391973,1,3
658,6582469,,6582461,,6582463,,6582467,6582465,0.999999392325,4,81
659,6595573,,6595577,,6595579,,6595571,6595575,0.999999393533,1,3
660,6600493,,6600497,,6600499,,6600491,6600495,0.999999393985,1,3
661,6601789,,6601781,,6601783,,6601787,6601785,0.999999394104,1,3
662,6602209,,6602201,,6602203,,6602207,6602205,0.999999394142,1,3
663,6613333,,6613337,,6613339,,6613331,6613335,0.999999395162,2,9
664,6616789,,6616781,,6616783,,6616787,6616785,0.999999395477,1,3
665,6621289,,6621281,,6621283,,6621287,6621285,0.999999395888,1,3
666,6631909,,6631901,,6631903,,6631907,6631905,0.999999396855,1,3
667,6641353,,6641357,,6641359,,6641351,6641355,0.999999397714,1,3
668,6655549,,6655541,,6655543,,6655547,6655545,0.999999398998,2,9
669,6655633,,6655637,,6655639,,6655631,6655635,0.999999399006,3,27
670,6692269,,6692261,,6692263,,6692267,6692265,0.999999402295,2,9
671,6699613,,6699617,,6699619,,6699611,6699615,0.999999402951,1,3
672,6700693,,6700697,,6700699,,6700691,6700695,0.999999403047,1,3
673,6708853,,6708857,,6708859,,6708851,6708855,0.999999403773,1,3
674,6715273,,6715277,,6715279,,6715271,6715275,0.999999404343,1,3
675,6715993,,6715997,,6715999,,6715991,6715995,0.999999404407,1,3
676,6727549,,6727541,,6727543,,6727547,6727545,0.99999940543,2,9
677,6735013,,6735017,,6735019,,6735011,6735015,0.999999406089,3,27
678,6740473,,6740477,,6740479,,6740471,6740475,0.99999940657,1,3
679,6753829,,6753821,,6753823,,6753827,6753825,0.999999407743,2,9
680,6758953,,6758957,,6758959,,6758951,6758955,0.999999408193,2,9
681,6760009,,6760001,,6760003,,6760007,6760005,0.999999408285,1,3
682,6787633,,6787637,,6787639,,6787631,6787635,0.999999410693,1,3
683,6796633,,6796637,,6796639,,6796631,6796635,0.999999411474,1,3
684,6843373,,6843377,,6843379,,6843371,6843375,0.999999415493,2,9
685,6880873,,6880877,,6880879,,6880871,6880875,0.999999418679,1,3
686,6884749,,6884741,,6884743,,6884747,6884745,0.999999419006,1,3
687,6900913,,6900917,,6900919,,6900911,6900915,0.999999420367,1,3
688,6915193,,6915197,,6915199,,6915191,6915195,0.999999421564,2,9
689,6918013,,6918017,,6918019,,6918011,6918015,0.9999994218,1,3
690,6918349,,6918341,,6918343,,6918347,6918345,0.999999421827,3,27
691,6925153,,6925157,,6925159,,6925151,6925155,0.999999422396,1,3
692,6937969,,6937961,,6937963,,6937967,6937965,0.999999423462,2,9
693,6942493,,6942497,,6942499,,6942491,6942495,0.999999423839,1,3
694,6945553,,6945557,,6945559,,6945551,6945555,0.999999424092,1,3
695,6949333,,6949337,,6949339,,6949331,6949335,0.999999424406,1,3
696,7014613,,7014617,,7014619,,7014611,7014615,0.999999429762,1,3
697,7016749,,7016741,,7016743,,7016747,7016745,0.999999429935,1,3
698,7025653,,7025657,,7025659,,7025651,7025655,0.999999430658,1,3
699,7027453,,7027457,,7027459,,7027451,7027455,0.999999430804,1,3
700,7039849,,7039841,,7039843,,7039847,7039845,0.999999431806,3,27
701,7045693,,7045697,,7045699,,7045691,7045695,0.999999432278,2,9
702,7051393,,7051397,,7051399,,7051391,7051395,0.999999432737,1,3
703,7079713,,7079717,,7079719,,7079711,7079715,0.999999435006,2,9
704,7081189,,7081181,,7081183,,7081187,7081185,0.999999435123,1,3
705,7097809,,7097801,,7097803,,7097807,7097805,0.999999436446,2,9
706,7130869,,7130861,,7130863,,7130867,7130865,0.999999439059,1,3
707,7151149,,7151141,,7151143,,7151147,7151145,0.999999440649,1,3
708,7159513,,7159517,,7159519,,7159511,7159515,0.999999441303,1,3
709,7161853,,7161857,,7161859,,7161851,7161855,0.999999441486,1,3
710,7166149,,7166141,,7166143,,7166147,7166145,0.99999944182,1,3
711,7177069,,7177061,,7177063,,7177067,7177065,0.999999442669,1,3
712,7187773,,7187777,,7187779,,7187771,7187775,0.9999994435,1,3
713,7201633,,7201637,,7201639,,7201631,7201635,0.999999444571,1,3
714,7235953,,7235957,,7235959,,7235951,7235955,0.999999447205,2,9
715,7267453,,7267457,,7267459,,7267451,7267455,0.999999449601,3,27
716,7273993,,7273997,,7273999,,7273991,7273995,0.999999450096,1,3
717,7286689,,7286681,,7286683,,7286687,7286685,0.999999451054,1,3
718,7305373,,7305377,,7305379,,7305371,7305375,0.999999452458,1,3
719,7316293,,7316297,,7316299,,7316291,7316295,0.999999453275,1,3
720,7328773,,7328777,,7328779,,7328771,7328775,0.999999454206,1,3
721,7335949,,7335941,,7335943,,7335947,7335945,0.99999945474,2,9
722,7340233,,7340237,,7340239,,7340231,7340235,0.999999455059,1,3
723,7348633,,7348637,,7348639,,7348631,7348635,0.999999455682,2,9
724,7356073,,7356077,,7356079,,7356071,7356075,0.999999456232,1,3
725,7367029,,7367021,,7367023,,7367027,7367025,0.99999945704,1,3
726,7369333,,7369337,,7369339,,7369331,7369335,0.99999945721,2,9
727,7371649,,7371641,,7371643,,7371647,7371645,0.999999457381,1,3
728,7417513,,7417517,,7417519,,7417511,7417515,0.999999460736,1,3
729,7422229,,7422221,,7422223,,7422227,7422225,0.999999461078,1,3
730,7433053,,7433057,,7433059,,7433051,7433055,0.999999461864,2,9
731,7448473,,7448477,,7448479,,7448471,7448475,0.999999462978,1,3
732,7464553,,7464557,,7464559,,7464551,7464555,0.999999464134,4,81
733,7465489,,7465481,,7465483,,7465487,7465485,0.999999464201,1,3
734,7475389,,7475381,,7475383,,7475387,7475385,0.999999464911,1,3
735,7477993,,7477997,,7477999,,7477991,7477995,0.999999465098,1,3
736,7483789,,7483781,,7483783,,7483787,7483785,0.999999465511,1,3
737,7499209,,7499201,,7499203,,7499207,7499205,0.99999946661,2,9
738,7527253,,7527257,,7527259,,7527251,7527255,0.999999468598,1,3
739,7534069,,7534061,,7534063,,7534067,7534065,0.999999469078,1,3
740,7534609,,7534601,,7534603,,7534607,7534605,0.999999469116,1,3
741,7537333,,7537337,,7537339,,7537331,7537335,0.999999469309,1,3
742,7540453,,7540457,,7540459,,7540451,7540455,0.999999469528,1,3
743,7541929,,7541921,,7541923,,7541927,7541925,0.999999469632,1,3
744,7545913,,7545917,,7545919,,7545911,7545915,0.999999469912,2,9
745,7580389,,7580381,,7580383,,7580387,7580385,0.999999472323,5,243
746,7583509,,7583501,,7583503,,7583507,7583505,0.99999947254,1,3
747,7599049,,7599041,,7599043,,7599047,7599045,0.999999473618,1,3
748,7610929,,7610921,,7610923,,7610927,7610925,0.99999947444,1,3
749,7641373,,7641377,,7641379,,7641371,7641375,0.999999476534,1,3
750,7645669,,7645661,,7645663,,7645667,7645665,0.999999476828,1,3
751,7659013,,7659017,,7659019,,7659011,7659015,0.99999947774,1,3
752,7669813,,7669817,,7669819,,7669811,7669815,0.999999478475,1,3
753,7681369,,7681361,,7681363,,7681367,7681365,0.999999479259,3,27
754,7701769,,7701761,,7701763,,7701767,7701765,0.999999480639,1,3
755,7703233,,7703237,,7703239,,7703231,7703235,0.999999480738,3,27
756,7734829,,7734821,,7734823,,7734827,7734825,0.999999482859,3,27
757,7754893,,7754897,,7754899,,7754891,7754895,0.999999484197,2,9
758,7774309,,7774301,,7774303,,7774307,7774305,0.999999485485,1,3
759,7802233,,7802237,,7802239,,7802231,7802235,0.999999487327,2,9
760,7806433,,7806437,,7806439,,7806431,7806435,0.999999487602,1,3
761,7813369,,7813361,,7813363,,7813367,7813365,0.999999488057,1,3
762,7814293,,7814297,,7814299,,7814291,7814295,0.999999488118,2,9
763,7846549,,7846541,,7846543,,7846547,7846545,0.999999490222,1,3
764,7861033,,7861037,,7861039,,7861031,7861035,0.999999491161,1,3
765,7879849,,7879841,,7879843,,7879847,7879845,0.999999492376,1,3
766,7882873,,7882877,,7882879,,7882871,7882875,0.999999492571,2,9
767,7913233,,7913237,,7913239,,7913231,7913235,0.999999494518,1,3
768,7934653,,7934657,,7934659,,7934651,7934655,0.999999495883,1,3
769,7945033,,7945037,,7945039,,7945031,7945035,0.999999496541,1,3
770,7960153,,7960157,,7960159,,7960151,7960155,0.999999497497,1,3
771,7961953,,7961957,,7961959,,7961951,7961955,0.999999497611,1,3
772,7989469,,7989461,,7989463,,7989467,7989465,0.999999499341,1,3
773,8023669,,8023661,,8023663,,8023667,8023665,0.999999501475,1,3
774,8059069,,8059061,,8059063,,8059067,8059065,0.999999503665,1,3
775,8062009,,8062001,,8062003,,8062007,8062005,0.999999503846,1,3
776,8070913,,8070917,,8070919,,8070911,8070915,0.999999504393,1,3
777,8101789,,8101781,,8101783,,8101787,8101785,0.999999506282,1,3
778,8108533,,8108537,,8108539,,8108531,8108535,0.999999506693,1,3
779,8166073,,8166077,,8166079,,8166071,8166075,0.999999510169,1,3
780,8178253,,8178257,,8178259,,8178251,8178255,0.999999510898,2,9
781,8183893,,8183897,,8183899,,8183891,8183895,0.999999511235,1,3
782,8194933,,8194937,,8194939,,8194931,8194935,0.999999511894,1,3
783,8208913,,8208917,,8208919,,8208911,8208915,0.999999512725,1,3
784,8248069,,8248061,,8248063,,8248067,8248065,0.999999515038,1,3
785,8281573,,8281577,,8281579,,8281571,8281575,0.999999517,3,27
786,8312413,,8312417,,8312419,,8312411,8312415,0.999999518792,1,3
787,8313913,,8313917,,8313919,,8313911,8313915,0.999999518879,1,3
