obs_gap_abs_corr,p_gap_perm,p_gap_block_perm,obs_acf_peak,p_acf_perm,p_acf_block_perm,gap_ci_low,gap_ci_high,gap_block_ci_low,gap_block_ci_high,acf_ci_low,acf_ci_high,acf_block_ci_low,acf_block_ci_high,block_len_gap,block_len_resid,r2_mult,r2_mult_sieve,auc_resid_mult,auc_resid_mult_sieve
0.5720487213601915,0.04488778054862843,0.029925187032418952,0.4559621620826798,0.0024937655860349127,0.0024937655860349127,-0.9075398718788109,0.02359084152084537,-0.8899444055382105,-0.5071825580930042,0.12136619019141472,0.23012351652342333,0.14721510963233875,0.28145022946939113,4,7,1.0,1.0,0.7468605419695968,0.507270323859881
