choice,mean_axis_distance,mean_family_tension,mean_prime_projection_defect,mean_gap_vs_canonical,corr_defect_f5_axis2,corr_defect_BridgeP_M,corr_defect_abc_eps,corr_defect_d_e
nearest_e,1266.2364788863845,33.77679771053576,0.9709267093701288,0.01273336938311598,-0.12004673821773641,-0.1350921749654675,0.9729891322799652,0.11852033893268131
min_tension,13734.451251121913,19.687401867421695,0.9575574352097704,-0.0006359047772424867,0.07573287871711251,0.05050615916481126,0.8544991885816666,-0.10114150981168578
combo,4158.712520991717,24.866534167509247,0.9678392454616196,0.009645905474606666,0.2670768723594402,0.22047682491835363,0.8950079375696568,-0.3622715883568168
