n,e,a1,a2,b1,b2,c1,c2,abc_block,P_A,P_B,P_C,R_A,R_B,R_C,logR_A,logR_B,logR_C,logR_sum,excA,excB,excC,exc_combo,sigA,sigB,sigC,Faktorisierung,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum,shell,state_key
390330325,349,5,5,7,7,11,83,1118425,25,49,913,1.0,1.0,7.545454545454546,0.0,0.0,2.0209453349982276,2.0209453349982276,False,False,True,C,5·5,7·7,11·83,349 * 5 * 5 * 7 * 7 * 11 * 83,3.514146912044657,94.0,1.0578796561604586,S2,5·5 | 7·7 | 11·83
390395005,13,5,1013,7,7,11,11,30030385,5065,49,121,202.6,1.0,1.0,5.311233591814583,0.0,0.0,5.311233591814583,True,False,False,A,5·1013,7·7,11·11,13 * 5 * 1013 * 7 * 7 * 11 * 11,2.8975591697655867,514.0,1.3610448781228643,S7,5·1013 | 7·7 | 11·11
390517897,109,17,17,7,7,11,23,3582733,289,49,253,11.56,1.0,2.090909090909091,2.4475508632442313,0.0,0.7375989431307791,3.1851498063750103,True,False,True,A+C,17·17,7·7,11·23,109 * 17 * 17 * 7 * 7 * 11 * 23,3.9309748596530945,38.0,0.7458175930922828,S3,17·17 | 7·7 | 11·23
390584425,181,5,5,7,19,11,59,2157925,25,133,649,1.0,2.7142857142857144,5.363636363636363,0.0,0.9985288301111273,1.6796421711073488,2.678171001218476,False,True,True,B+C,5·5,7·19,11·59,181 * 5 * 5 * 7 * 19 * 11 * 59,3.0522786605965706,94.0,1.2972375690607736,S2,5·5 | 7·19 | 11·59
390709825,37,5,5,19,43,11,47,10559725,25,817,517,1.0,16.6734693877551,4.2727272727272725,0.0,2.813818796749376,1.452252328911688,4.266071125661064,False,True,True,B+C,5·5,19·43,11·47,37 * 5 * 5 * 19 * 43 * 11 * 47,3.6199450849684505,10.0,0.9621621621621622,S5,5·5 | 19·43 | 11·47
390772525,13,5,5,19,523,11,11,30059425,25,9937,121,1.0,202.79591836734693,1.0,0.0,5.312200145120737,0.0,5.312200145120737,False,True,False,B,5·5,19·523,11·11,13 * 5 * 5 * 19 * 523 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 19·523 | 11·11
390954025,37,5,5,7,499,11,11,10566325,25,3493,121,1.0,71.28571428571429,1.0,0.0,4.266695946696205,0.0,4.266695946696205,False,True,False,B,5·5,7·499,11·11,37 * 5 * 5 * 7 * 499 * 11 * 11,3.6199450849684505,10.0,0.9621621621621622,S5,5·5 | 7·499 | 11·11
391135525,97,5,5,31,43,11,11,4032325,25,1333,121,1.0,27.20408163265306,1.0,0.0,3.303367022068082,0.0,3.303367022068082,False,True,False,B,5·5,31·43,11·11,97 * 5 * 5 * 31 * 43 * 11 * 11,3.366869432803848,40.0,1.1711340206185568,S3,5·5 | 31·43 | 11·11
391300525,409,5,5,7,7,11,71,956725,25,49,781,1.0,1.0,6.454545454545454,0.0,0.0,1.8647846042429448,1.8647846042429448,False,False,True,C,5·5,7·7,11·71,409 * 5 * 5 * 7 * 7 * 11 * 71,3.6362038147735802,64.0,0.9466992665036675,S1,5·5 | 7·7 | 11·71
391476085,13,5,17,7,43,11,107,30113545,85,301,1177,3.4,6.142857142857143,9.727272727272727,1.2237754316221157,1.8152899666382492,2.2749335616635356,5.3139989599239,True,True,True,A+B+C,5·17,7·43,11·107,13 * 5 * 17 * 7 * 43 * 11 * 107,3.4157601047094523,12.0,1.0968325791855205,S7,5·17 | 7·43 | 11·107
391513525,13,5,5,19,19,47,71,30116425,25,361,3337,1.0,7.36734693877551,27.578512396694215,0.0,1.9970576602222543,3.317036933154633,5.314094593376887,False,True,True,B+C,5·5,19·19,47·71,13 * 5 * 5 * 19 * 19 * 47 * 71,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 19·19 | 47·71
391568905,13,5,17,7,31,23,71,30120685,85,217,1633,3.4,4.428571428571429,13.49586776859504,1.2237754316221157,1.488077055429833,2.602383547373724,5.314236034425672,True,True,True,A+B+C,5·17,7·31,23·71,13 * 5 * 17 * 7 * 31 * 23 * 71,3.4157601047094523,12.0,1.0968325791855205,S7,5·17 | 7·31 | 23·71
391572181,13,29,41,7,7,11,47,30120937,1189,49,517,47.56,1.0,4.2727272727272725,3.861992071822581,0.0,1.452252328911688,5.314244400734269,True,False,True,A+C,29·41,7·7,11·47,13 * 29 * 41 * 7 * 7 * 11 * 47,3.0691390575012045,36.0,1.2941709257941385,S7,29·41 | 7·7 | 11·47
391716325,13,5,5,7,1423,11,11,30132025,25,9961,121,1.0,203.28571428571428,1.0,0.0,5.314612449034539,0.0,5.314612449034539,False,True,False,B,5·5,7·1423,11·11,13 * 5 * 5 * 7 * 1423 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·1423 | 11·11
391781425,109,5,5,7,19,23,47,3594325,25,133,1081,1.0,2.7142857142857144,8.933884297520661,0.0,0.9985288301111273,2.189851272042467,3.1883801021535945,False,True,True,B+C,5·5,7·19,23·47,109 * 5 * 5 * 7 * 19 * 23 * 47,3.4936369679052106,34.0,1.075229357798165,S3,5·5 | 7·19 | 23·47
392071225,13,5,5,7,127,23,59,30159325,25,889,1357,1.0,18.142857142857142,11.214876033057852,0.0,2.8982769374032777,2.417241114238128,5.315518051641406,False,True,True,B+C,5·5,7·127,23·59,13 * 5 * 5 * 7 * 127 * 23 * 59,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·127 | 23·59
392344225,13,5,5,7,7,71,347,30180325,25,49,24637,1.0,1.0,203.61157024793388,0.0,0.0,5.316214111391433,5.316214111391433,False,False,True,C,5·5,7·7,71·347,13 * 5 * 5 * 7 * 7 * 71 * 347,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·7 | 71·347
392387149,229,17,17,7,7,11,11,1713481,289,49,121,11.56,1.0,1.0,2.4475508632442313,0.0,0.0,2.4475508632442313,True,False,False,A,17·17,7·7,11·11,229 * 17 * 17 * 7 * 7 * 11 * 11,4.0898801218342875,38.0,0.6015926021063447,S2,17·17 | 7·7 | 11·11
392497105,13,5,17,7,7,11,659,30192085,85,49,7249,3.4,1.0,59.90909090909091,1.2237754316221157,0.0,4.0928282617041365,5.316603693326252,True,False,True,A+C,5·17,7·7,11·659,13 * 5 * 17 * 7 * 7 * 11 * 659,3.4157601047094523,12.0,1.0968325791855205,S7,5·17 | 7·7 | 11·659
392573545,13,5,233,7,7,23,23,30197965,1165,49,529,46.6,1.0,4.371900826446281,3.8416005411316,0.0,1.4751978862615585,5.3167984273931586,True,False,True,A+C,5·233,7·7,23·23,13 * 5 * 233 * 7 * 7 * 23 * 23,3.109083785307769,112.0,1.3078903928689338,S7,5·233 | 7·7 | 23·23
392844025,73,5,5,7,7,23,191,5381425,25,49,4393,1.0,1.0,36.30578512396694,0.0,0.0,3.5919770983790387,3.5919770983790387,False,False,True,C,5·5,7·7,23·191,73 * 5 * 5 * 7 * 7 * 23 * 191,3.426323092112505,28.0,1.1287671232876713,S3,5·5 | 7·7 | 23·191
392885185,457,5,29,7,7,11,11,859705,145,49,121,5.8,1.0,1.0,1.7578579175523736,0.0,0.0,1.7578579175523736,True,False,False,A,5·29,7·7,11·11,457 * 5 * 29 * 7 * 7 * 11 * 11,3.6800134889667477,96.0,0.9286350260318419,S1,5·29 | 7·7 | 11·11
392917525,13,5,5,7,7,11,2243,30224425,25,49,24673,1.0,1.0,203.9090909090909,0.0,0.0,5.317674261721837,5.317674261721837,False,False,True,C,5·5,7·7,11·2243,13 * 5 * 5 * 7 * 7 * 11 * 2243,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·7 | 11·2243
392936005,73,5,41,7,31,11,11,5382685,205,217,121,8.2,4.428571428571429,1.0,2.1041341542702074,1.488077055429833,0.0,3.5922112097000403,True,True,False,A+B,5·41,7·31,11·11,73 * 5 * 41 * 7 * 31 * 11 * 11,3.215229758889759,46.0,1.2165720013364516,S3,5·41 | 7·31 | 11·11
392986825,277,5,5,7,67,11,11,1418725,25,469,121,1.0,9.571428571428571,1.0,0.0,2.2587824703356527,0.0,2.2587824703356527,False,True,False,B,5·5,7·67,11·11,277 * 5 * 5 * 7 * 67 * 11 * 11,3.2137562825494506,130.0,1.2548736462093864,S2,5·5 | 7·67 | 11·11
393029725,37,5,5,19,19,11,107,10622425,25,361,1177,1.0,7.36734693877551,9.727272727272727,0.0,1.9970576602222543,2.2749335616635356,4.27199122188579,False,True,True,B+C,5·5,19·19,11·107,37 * 5 * 5 * 19 * 19 * 11 * 107,3.6199450849684505,10.0,0.9621621621621622,S5,5·5 | 19·19 | 11·107
393046885,373,5,17,7,7,11,23,1053745,85,49,253,3.4,1.0,2.090909090909091,1.2237754316221157,0.0,0.7375989431307791,1.9613743747528947,True,False,True,A+C,5·17,7·7,11·23,373 * 5 * 17 * 7 * 7 * 11 * 23,3.632871419444357,132.0,0.9730957262261473,S1,5·17 | 7·7 | 11·23
393217825,13,5,5,7,19,11,827,30247525,25,133,9097,1.0,2.7142857142857144,75.18181818181819,0.0,0.9985288301111273,4.3199094222253205,5.318438252336447,False,True,True,B+C,5·5,7·19,11·827,13 * 5 * 5 * 7 * 19 * 11 * 827,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·19 | 11·827
393452605,13,5,41,7,7,23,131,30265585,205,49,3013,8.2,1.0,24.90082644628099,2.1041341542702074,0.0,3.21490099353356,5.319035147803767,True,False,True,A+C,5·41,7·7,23·131,13 * 5 * 41 * 7 * 7 * 23 * 131,2.9859978256127633,28.0,1.349343339587242,S7,5·41 | 7·7 | 23·131
393656725,229,5,5,7,19,11,47,1719025,25,133,517,1.0,2.7142857142857144,4.2727272727272725,0.0,0.9985288301111273,1.452252328911688,2.4507811590228155,False,True,True,B+C,5·5,7·19,11·47,229 * 5 * 5 * 7 * 19 * 11 * 47,3.6525422300864037,34.0,0.9310043668122271,S2,5·5 | 7·19 | 11·47
393681925,13,5,5,7,7,59,419,30283225,25,49,24721,1.0,1.0,204.30578512396696,0.0,0.0,5.319617818231116,5.319617818231116,False,False,True,C,5·5,7·7,59·419,13 * 5 * 5 * 7 * 7 * 59 * 419,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·7 | 59·419
393726025,61,5,5,7,7,11,479,6454525,25,49,5269,1.0,1.0,43.54545454545455,0.0,0.0,3.7738053246125447,3.7738053246125447,False,False,True,C,5·5,7·7,11·479,61 * 5 * 5 * 7 * 7 * 11 * 479,3.0903554861863745,34.0,1.2918032786885245,S4,5·5 | 7·7 | 11·479
393952405,97,5,137,7,7,11,11,4061365,685,49,121,27.4,1.0,1.0,3.3105430133940246,0.0,0.0,3.3105430133940246,True,False,False,A,5·137,7·7,11·11,97 * 5 * 137 * 7 * 7 * 11 * 11,3.4817460382207477,82.0,1.0923019038302355,S3,5·137 | 7·7 | 11·11
394130737,13,17,53,7,19,11,23,30317749,901,133,253,36.04,2.7142857142857144,2.090909090909091,3.584629432740137,0.9985288301111273,0.7375989431307791,5.320757205982043,True,True,True,A+B+C,17·53,7·19,11·23,13 * 17 * 53 * 7 * 19 * 11 * 23,3.601108054705147,24.0,0.9609835225817467,S7,17·53 | 7·19 | 11·23
394257325,433,5,5,7,43,11,11,910525,25,301,121,1.0,6.142857142857143,1.0,0.0,1.8152899666382492,0.0,1.8152899666382492,False,True,False,B,5·5,7·43,11·11,433 * 5 * 5 * 7 * 43 * 11 * 11,3.170430810460912,208.0,1.2711316397228638,S1,5·5 | 7·43 | 11·11
394511425,601,5,5,7,31,11,11,656425,25,217,121,1.0,4.428571428571429,1.0,0.0,1.488077055429833,0.0,1.488077055429833,False,True,False,B,5·5,7·31,11·11,601 * 5 * 5 * 7 * 31 * 11 * 11,3.57969837319331,124.0,0.9996672212978369,S1,5·5 | 7·31 | 11·11
394547725,13,5,5,79,127,11,11,30349825,25,10033,121,1.0,204.75510204081633,1.0,0.0,5.321814640814986,0.0,5.321814640814986,False,True,False,B,5·5,79·127,11·11,13 * 5 * 5 * 79 * 127 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 79·127 | 11·11
394765525,181,5,5,7,103,11,11,2181025,25,721,121,1.0,14.714285714285714,1.0,0.0,2.6888188391743224,0.0,2.6888188391743224,False,True,False,B,5·5,7·103,11·11,181 * 5 * 5 * 7 * 103 * 11 * 11,3.0522786605965706,94.0,1.2972375690607736,S2,5·5 | 7·103 | 11·11
394853305,61,5,17,7,43,11,23,6473005,85,301,253,3.4,6.142857142857143,2.090909090909091,1.2237754316221157,1.8152899666382492,0.7375989431307791,3.776664341391144,True,True,True,A+B+C,5·17,7·43,11·23,61 * 5 * 17 * 7 * 43 * 11 * 23,3.3090244320603164,36.0,1.1270973963355835,S4,5·17 | 7·43 | 11·23
395227525,37,5,5,7,31,11,179,10681825,25,217,1969,1.0,4.428571428571429,16.272727272727273,0.0,1.488077055429833,2.7894905330423847,4.277567588472218,False,True,True,B+C,5·5,7·31,11·179,37 * 5 * 5 * 7 * 31 * 11 * 179,3.6199450849684505,10.0,0.9621621621621622,S5,5·5 | 7·31 | 11·179
395461885,13,5,53,7,31,23,23,30420145,265,217,529,10.6,4.428571428571429,4.371900826446281,2.3608540011180215,1.488077055429833,1.4751978862615585,5.324128942809413,True,True,True,A+B+C,5·53,7·31,23·23,13 * 5 * 53 * 7 * 31 * 23 * 23,3.382439108831205,22.0,1.125689404934688,S7,5·53 | 7·31 | 23·23
395534425,13,5,5,31,43,11,83,30425725,25,1333,913,1.0,27.20408163265306,7.545454545454546,0.0,3.303367022068082,2.0209453349982276,5.32431235706631,False,True,True,B+C,5·5,31·43,11·83,13 * 5 * 5 * 31 * 43 * 11 * 83,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 31·43 | 11·83
395698765,61,5,29,7,7,11,83,6486865,145,49,913,5.8,1.0,7.545454545454546,1.7578579175523736,0.0,2.0209453349982276,3.7788032525506012,True,False,True,A+C,5·29,7·7,11·83,61 * 5 * 29 * 7 * 7 * 11 * 83,3.1734967180748157,42.0,1.2366308648954212,S4,5·29 | 7·7 | 11·83
395793541,13,17,41,19,19,11,11,30445657,697,361,121,27.88,7.36734693877551,1.0,3.327909585892323,1.9970576602222543,0.0,5.324967246114578,True,True,False,A+B,17·41,19·19,11·11,13 * 17 * 41 * 19 * 19 * 11 * 11,3.204666771486705,30.0,1.1846374572343008,S7,17·41 | 19·19 | 11·11
396082225,37,5,5,7,67,11,83,10704925,25,469,913,1.0,9.571428571428571,7.545454545454546,0.0,2.2587824703356527,2.0209453349982276,4.279727805333881,False,True,True,B+C,5·5,7·67,11·83,37 * 5 * 5 * 7 * 67 * 11 * 83,3.6199450849684505,10.0,0.9621621621621622,S5,5·5 | 7·67 | 11·83
396220825,13,5,5,7,223,11,71,30478525,25,1561,781,1.0,31.857142857142858,6.454545454545454,0.0,3.4612616224048054,1.8647846042429448,5.32604622664775,False,True,True,B+C,5·5,7·223,11·71,13 * 5 * 5 * 7 * 223 * 11 * 71,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·223 | 11·71
396369925,73,5,5,7,19,23,71,5429725,25,133,1633,1.0,2.7142857142857144,13.49586776859504,0.0,0.9985288301111273,2.602383547373724,3.600912377484851,False,True,True,B+C,5·5,7·19,23·71,73 * 5 * 5 * 7 * 19 * 23 * 71,3.426323092112505,28.0,1.1287671232876713,S3,5·5 | 7·19 | 23·71
396519025,97,5,5,7,7,47,71,4087825,25,49,3337,1.0,1.0,27.578512396694215,0.0,0.0,3.317036933154633,3.317036933154633,False,False,True,C,5·5,7·7,47·71,97 * 5 * 5 * 7 * 7 * 47 * 71,3.366869432803848,40.0,1.1711340206185568,S3,5·5 | 7·7 | 47·71
396544225,61,5,5,7,307,11,11,6500725,25,2149,121,1.0,43.857142857142854,1.0,0.0,3.780937598531884,0.0,3.780937598531884,False,True,False,B,5·5,7·307,11·11,61 * 5 * 5 * 7 * 307 * 11 * 11,3.0903554861863745,34.0,1.2918032786885245,S4,5·5 | 7·307 | 11·11
396581185,13,5,17,7,79,11,59,30506245,85,553,649,3.4,11.285714285714286,5.363636363636363,1.2237754316221157,2.423537703411708,1.6796421711073488,5.326955306141173,True,True,True,A+B+C,5·17,7·79,11·59,13 * 5 * 17 * 7 * 79 * 11 * 59,3.4157601047094523,12.0,1.0968325791855205,S7,5·17 | 7·79 | 11·59
396765985,37,5,173,7,7,11,23,10723405,865,49,253,34.6,1.0,2.090909090909091,3.543853682063679,0.0,0.7375989431307791,4.281452625194458,True,False,True,A+C,5·173,7·7,11·23,37 * 5 * 173 * 7 * 7 * 11 * 23,3.9309433655739916,34.0,0.7124511795032027,S5,5·173 | 7·7 | 11·23
396798325,2677,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,2677 * 5 * 5 * 7 * 7 * 11 * 11,3.0680819425761325,1330.0,1.2953305939484498,S1,5·5 | 7·7 | 11·11
397012525,13,5,5,7,79,47,47,30539425,25,553,2209,1.0,11.285714285714286,18.25619834710744,0.0,2.423537703411708,2.904504657823376,5.3280423612350845,False,True,True,B+C,5·5,7·79,47·47,13 * 5 * 5 * 7 * 79 * 47 * 47,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·79 | 47·47
397121725,13,5,5,7,7,11,2267,30547825,25,49,24937,1.0,1.0,206.0909090909091,0.0,0.0,5.328317377709158,5.328317377709158,False,False,True,C,5·5,7·7,11·2267,13 * 5 * 5 * 7 * 7 * 11 * 2267,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·7 | 11·2267
397130305,13,5,41,19,31,11,23,30548485,205,589,253,8.2,12.020408163265307,2.090909090909091,2.1041341542702074,2.48660588554096,0.7375989431307791,5.328338982941947,True,True,True,A+B+C,5·41,19·31,11·23,13 * 5 * 41 * 19 * 31 * 11 * 23,2.9859978256127633,28.0,1.349343339587242,S7,5·41 | 19·31 | 11·23
397239325,613,5,5,7,7,23,23,648025,25,49,529,1.0,1.0,4.371900826446281,0.0,0.0,1.4751978862615585,1.4751978862615585,False,False,True,C,5·5,7·7,23·23,613 * 5 * 5 * 7 * 7 * 23 * 23,3.028259256824389,310.0,1.299184339314845,S1,5·5 | 7·7 | 23·23
397662265,13,5,233,7,31,11,11,30589405,1165,217,121,46.6,4.428571428571429,1.0,3.8416005411316,1.488077055429833,0.0,5.329677596561433,True,True,False,A+B,5·233,7·31,11·11,13 * 5 * 233 * 7 * 31 * 11 * 11,3.109083785307769,112.0,1.3078903928689338,S7,5·233 | 7·31 | 11·11
397671505,61,5,41,7,7,11,59,6519205,205,49,649,8.2,1.0,5.363636363636363,2.1041341542702074,0.0,1.6796421711073488,3.7837763253775565,True,False,True,A+C,5·41,7·7,11·59,61 * 5 * 41 * 7 * 7 * 11 * 59,2.8792621529636278,52.0,1.379608156737305,S4,5·41 | 7·7 | 11·59
397722325,13,5,5,7,691,11,23,30594025,25,4837,253,1.0,98.71428571428571,2.090909090909091,0.0,4.592229674712357,0.7375989431307791,5.329828617843136,False,True,True,B+C,5·5,7·691,11·23,13 * 5 * 5 * 7 * 691 * 11 * 23,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·691 | 11·23
397782385,13,5,89,7,19,11,47,30598645,445,133,517,17.8,2.7142857142857144,4.2727272727272725,2.8791984572980396,0.9985288301111273,1.452252328911688,5.329979616320855,True,True,True,A+B+C,5·89,7·19,11·47,13 * 5 * 89 * 7 * 19 * 11 * 47,3.1021394524927537,48.0,1.3109766637856526,S7,5·89 | 7·19 | 11·47
397851025,13,5,5,67,151,11,11,30603925,25,10117,121,1.0,206.46938775510205,1.0,0.0,5.330152158095264,0.0,5.330152158095264,False,True,False,B,5·5,67·151,11·11,13 * 5 * 5 * 67 * 151 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 67·151 | 11·11
398190793,13,29,29,7,43,11,11,30630061,841,301,121,33.64,6.142857142857143,1.0,3.5157158351047473,1.8152899666382492,0.0,5.331005801742997,True,True,False,A+B,29·29,7·43,11·11,13 * 29 * 29 * 7 * 43 * 11 * 11,3.3633736226123925,26.0,1.1511936339522548,S7,29·29 | 7·43 | 11·11
398322925,13,5,5,7,1447,11,11,30640225,25,10129,121,1.0,206.71428571428572,1.0,0.0,5.33133757757617,0.0,5.33133757757617,False,True,False,B,5·5,7·1447,11·11,13 * 5 * 5 * 7 * 1447 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·1447 | 11·11
398350225,13,5,5,7,331,23,23,30642325,25,2317,529,1.0,47.285714285714285,4.371900826446281,0.0,3.8562082263217494,1.4751978862615585,5.331406112583307,False,True,True,B+C,5·5,7·331,23·23,13 * 5 * 5 * 7 * 331 * 23 * 23,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·331 | 23·23
398382985,13,5,137,7,7,11,83,30644845,685,49,913,27.4,1.0,7.545454545454546,3.3105430133940246,0.0,2.0209453349982276,5.331488348392252,True,False,True,A+C,5·137,7·7,11·83,13 * 5 * 137 * 7 * 7 * 11 * 83,3.311967764252409,52.0,1.1827063447501405,S7,5·137 | 7·7 | 11·83
398459425,13,5,5,7,7,131,191,30650725,25,49,25021,1.0,1.0,206.78512396694214,0.0,0.0,5.331680205651041,5.331680205651041,False,False,True,C,5·5,7·7,131·191,13 * 5 * 5 * 7 * 7 * 131 * 191,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·7 | 131·191
398577025,2689,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,2689 * 5 * 5 * 7 * 7 * 11 * 11,3.0952937176494695,1324.0,1.2908888062476758,S1,5·5 | 7·7 | 11·11
398794585,181,5,17,7,7,23,23,2203285,85,49,529,3.4,1.0,4.371900826446281,1.2237754316221157,0.0,1.4751978862615585,2.698973317883674,True,False,True,A+C,5·17,7·7,23·23,181 * 5 * 17 * 7 * 7 * 23 * 23,3.270947606470513,96.0,1.1325316867078323,S2,5·17 | 7·7 | 23·23
398923525,13,5,5,7,19,11,839,30686425,25,133,9229,1.0,2.7142857142857144,76.27272727272727,0.0,0.9985288301111273,4.334315433668835,5.332844263779963,False,True,True,B+C,5·5,7·19,11·839,13 * 5 * 5 * 7 * 19 * 11 * 839,3.19709115883551,10.0,1.2615384615384615,S7,5·5 | 7·19 | 11·839
398997445,157,5,41,7,7,11,23,2541385,205,49,253,8.2,1.0,2.090909090909091,2.1041341542702074,0.0,0.7375989431307791,2.8417330974009865,True,False,True,A+C,5·41,7·7,11·23,157 * 5 * 41 * 7 * 7 * 11 * 23,3.074653707480201,88.0,1.308187043653876,S2,5·41 | 7·7 | 11·23
399267925,37,5,5,7,7,23,383,10791025,25,49,8809,1.0,1.0,72.80165289256199,0.0,0.0,4.287738659513055,4.287738659513055,False,False,True,C,5·5,7·7,23·383,37 * 5 * 5 * 7 * 7 * 23 * 383,3.6199450849684505,10.0,0.9621621621621622,S5,5·5 | 7·7 | 23·383
399362425,61,5,5,7,19,11,179,6546925,25,133,1969,1.0,2.7142857142857144,16.272727272727273,0.0,0.9985288301111273,2.7894905330423847,3.788019363153512,False,True,True,B+C,5·5,7·19,11·179,61 * 5 * 5 * 7 * 19 * 11 * 179,3.0903554861863745,34.0,1.2918032786885245,S4,5·5 | 7·19 | 11·179
399385525,277,5,5,7,7,11,107,1441825,25,49,1177,1.0,1.0,9.727272727272727,0.0,0.0,2.2749335616635356,2.2749335616635356,False,False,True,C,5·5,7·7,11·107,277 * 5 * 5 * 7 * 7 * 11 * 107,3.2137562825494506,130.0,1.2548736462093864,S2,5·5 | 7·7 | 11·107
399501025,37,5,5,7,79,11,71,10797325,25,553,781,1.0,11.285714285714286,6.454545454545454,0.0,2.423537703411708,1.8647846042429448,4.288322307654653,False,True,True,B+C,5·5,7·79,11·71,37 * 5 * 5 * 7 * 79 * 11 * 71,3.6199450849684505,10.0,0.9621621621621622,S5,5·5 | 7·79 | 11·71
