pair_index,p_start,q_start,start_gap,Qp,Qq,sig_p,sig_q,sig_8,p_mod12,q_mod12,p_mod420,q_mod420,P_E,P_A,P_B,P_C,n_E,n_A,n_B,n_C,log_P_EAB,log_P_CE,log_raw_sqrt_EAB_times_CE,shadow_center_mu_geomean,shadow_start_mu_minus_4,root_1,root_2,root_3,root_4,poly_c4,poly_c3,poly_c2,poly_c1,poly_c0,projected_quad_start,projection_distance,projected_quad,projected_mod12,projected_mod420,projection_equals_left,projection_equals_right,projection_between_pair,model_note,p_mod60,q_mod60,R_11_47,typ_11_47_pfeil,mischung_homogen_gemischt,u_E,u_A,u_B,u_C,E_diag,E_1,E_2,Ptolemy_defect,Ptolemy_energy_norm
1542,21179861,21183551,3690,"(21179861,21179863,21179867,21179869)","(21183551,21183553,21183557,21183559)",ABCE,CEAB,ABCECEAB,5,11,101,11,448664877494557.0,448664792745577.0,448664877472417.0,448664792767717.0,2,2,2,2,101.21189186016986,67.47459451056497,84.34324318536741,21181710.119699106,21181706.119699106,21181706.119699106,21181708.119699106,21181712.119699106,21181714.119699106,1.0,-84726840.47879642,2691989061569761.0,-3.801395463171377e+22,2.0130014187808408e+29,21183551,1844.8803008943796,"(21183551,21183553,21183557,21183559)",11,11,False,True,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.737297349703574,33.73729716081206,33.73729734965423,33.7372971608614,2.4347948239398997e-21,3.566136219511614e-14,3.5661364629910964e-14,-7.132272439023228e-14,0.999999931724575
1543,21183551,21213341,29790,"(21183551,21183553,21183557,21183559)","(21213341,21213343,21213347,21213349)",CEAB,ABCE,CEABABCE,11,5,11,401,449374102848997.0,449374018233937.0,449374103027737.0,449374018055197.0,2,2,2,2,101.2166303559828,67.47775350722713,84.34719193160495,21198444.96662361,21198440.96662361,21198440.96662361,21198442.96662361,21198446.96662361,21198448.96662361,1.0,-84793779.86649445,2696244414017799.5,-3.810412588474787e+22,2.0193705389227705e+29,21183551,14889.966623611748,"(21183551,21183553,21183557,21183559)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,33.738876847960135,33.738876659664754,33.73887684835789,33.738876659267,1.5820881573194703e-19,3.5604941282831987e-14,3.560509949164772e-14,-7.120988256566397e-14,0.9999955565686379
1544,21213341,21219431,6090,"(21213341,21213343,21213347,21213349)","(21219431,21219433,21219437,21219439)",ABCE,CEAB,ABCECEAB,5,11,401,191,450135237811117.0,450135152909017.0,450135237774577.0,450135152945557.0,2,2,2,2,101.22170735734144,67.48113817549137,84.3514227664164,21216389.981574975,21216385.981574975,21216385.981574975,21216387.981574975,21216391.981574975,21216393.981574975,1.0,-84865559.9262999,2700811223101630.0,-3.820097611729189e+22,2.026217017453196e+29,21213341,3044.981574974954,"(21213341,21213343,21213347,21213349)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.74056918201243,33.74056899339776,33.74056918193125,33.74056899347894,6.590112447780124e-21,3.55448706540692e-14,3.554487724418165e-14,-7.10897413081384e-14,0.999999814597406
1545,21219431,21273011,53580,"(21219431,21219433,21219437,21219439)","(21273011,21273013,21273017,21273019)",CEAB,CEAB,CEABCEAB,11,11,191,11,451401274061629.0,451401444031429.0,451401529016341.0,451401189076741.0,2,2,2,2,101.23013434967037,67.48675541728105,84.3584448834757,21246207.709837012,21246203.709837012,21246203.709837012,21246205.709837012,21246209.709837012,21246211.709837012,1.0,-84984830.83934805,2708408052297206.0,-3.83622666947338e+22,2.0376317160411467e+29,21219431,26772.709837011993,"(21219431,21219433,21219437,21219439)",11,191,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,11,-2,11→11,homogen,33.74337780277506,33.74337817931313,33.743378367582146,33.74337761450599,3.190070789981329e-13,2.8356184710651976e-13,3.544523189161315e-14,0.0,0.0
1546,21273011,21275321,2310,"(21273011,21273013,21273017,21273019)","(21275321,21275323,21275327,21275329)",CEAB,ABCE,CEABABCE,11,5,11,221,452590350396277.0,452590265313457.0,452590350410137.0,452590265299597.0,2,2,2,2,101.23802539760366,67.49201686902114,84.36502113331241,21274170.16861401,21274166.16861401,21274166.16861401,21274168.16861401,21274172.16861401,21274174.16861401,1.0,-85096680.67445605,2715541898178857.5,-3.851393362790486e+22,2.0483799446568383e+29,21275321,1154.831385988742,"(21275321,21275323,21275327,21275329)",5,221,False,True,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,33.74600852852129,33.74600834053047,33.74600852855191,33.74600834049985,9.378533799344664e-22,3.535206036717343e-14,3.535206130502681e-14,-7.070412073434686e-14,0.9999999734710412
1547,21275321,21283511,8190,"(21275321,21275323,21275327,21275329)","(21283511,21283513,21283517,21283519)",ABCE,CEAB,ABCECEAB,5,11,221,11,452813741350777.0,452813656183957.0,452813741301637.0,452813656233097.0,2,2,2,2,101.23950578139744,67.4930037917513,84.36625478657437,21279419.806095432,21279415.806095432,21279415.806095432,21279417.806095432,21279421.806095432,21279423.806095432,1.0,-85117679.22438173,2716882243704259.5,-3.854245188500572e+22,2.0504025350431317e+29,21275321,4094.80609543249,"(21275321,21275323,21275327,21275329)",5,221,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.74650198986318,33.7465018017796,33.746501989754655,33.74650180188812,1.177684912018515e-20,3.533460922046419e-14,3.533462099731331e-14,-7.066921844092838e-14,0.9999996667050958
1548,21283511,21289811,6300,"(21283511,21283513,21283517,21283519)","(21289811,21289813,21289817,21289819)",CEAB,CEAB,CEABCEAB,11,11,11,11,453122011753069.0,453122182046389.0,453122267193061.0,453121926606421.0,2,2,2,2,101.24154857984702,67.49436490561669,84.36795674273185,21286664.366931304,21286660.366931304,21286660.366931304,21286662.366931304,21286666.366931304,21286668.366931304,1.0,-85146657.46772522,2718732479222277.5,-3.8581830525785865e+22,2.0531961926605255e+29,21283511,3149.3669313043356,"(21283511,21283513,21283517,21283519)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,11,-2,11→11,homogen,33.747182546763895,33.74718292258604,33.74718311049709,33.7471823588528,3.1779514344963937e-13,2.8248457195523555e-13,3.5310571494403825e-14,0.0,0.0
1549,21289811,21321191,31380,"(21289811,21289813,21289817,21289819)","(21321191,21321193,21321197,21321199)",CEAB,CEAB,CEABCEAB,11,11,11,311,453924211906909.0,453924382350949.0,453924467572981.0,453924126684901.0,2,2,2,2,101.24685503645227,67.49790254407316,84.37237879026272,21305498.822710436,21305494.822710436,21305494.822710436,21305496.822710436,21305500.822710436,21305502.822710436,1.0,-85221995.29084174,2723545680507074.5,-3.868433285976047e+22,2.0604725205023685e+29,21289811,15683.822710435838,"(21289811,21289813,21289817,21289819)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,11,-2,11→11,homogen,33.74895136590909,33.748951741399104,33.748951929144084,33.74895117816406,3.1723368320359306e-13,2.8198549618097216e-13,3.52481870226209e-14,0.0,0.0
1550,21321191,21328661,7470,"(21321191,21321193,21321197,21321199)","(21328661,21328663,21328667,21328669)",CEAB,ABCE,CEABABCE,11,5,311,221,454752668182117.0,454752582927217.0,454752668226937.0,454752582882397.0,2,2,2,2,101.25232421463296,67.50154941376593,84.37693681419944,21324929.8728074,21324925.8728074,21324925.8728074,21324927.8728074,21324931.8728074,21324933.8728074,1.0,-85299719.49122961,2728515804480901.5,-3.879027212493403e+22,2.0679995820282895e+29,21321191,3734.872807402164,"(21321191,21321193,21321197,21321199)",11,311,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,33.75077480066991,33.75077461319458,33.75077480076847,33.75077461309602,9.713951953150963e-21,3.518395407024991e-14,3.518396378420186e-14,-7.036790814049982e-14,0.9999997239096762
1551,21328661,21353531,24870,"(21328661,21328663,21328667,21328669)","(21353531,21353533,21353537,21353539)",ABCE,CEAB,ABCECEAB,5,11,221,311,455442437337577.0,455442351823957.0,455442437188357.0,455442351973177.0,2,2,2,2,101.25687116841615,67.50458071690369,84.38072594265992,21341096.57754559,21341092.57754559,21341092.57754559,21341094.57754559,21341098.57754559,21341100.57754559,1.0,-85364386.31018238,2732654418792749.5,-3.887856124300796e+22,2.0742778257075893e+29,21328661,12431.577545594424,"(21328661,21328663,21328667,21328669)",5,221,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.752290452167756,33.75229026440829,33.75229045184012,33.752290264735926,1.0734689552428744e-19,3.513058357144786e-14,3.5130690918343385e-14,-7.026116714289572e-14,0.9999969443556982
1552,21353531,21369371,15840,"(21353531,21353533,21353537,21353539)","(21369371,21369373,21369377,21369379)",CEAB,CEAB,CEABCEAB,11,11,311,191,456311611544809.0,456311782436449.0,456311867882281.0,456311526099001.0,2,2,2,2,101.26259208839778,67.50839391416804,84.38549300128291,21361453.13178516,21361449.13178516,21361449.13178516,21361451.13178516,21361455.13178516,21361457.13178516,1.0,-85445812.52714063,2737870079408704.0,-3.898992225480338e+22,2.0822034921447782e+29,21353531,7918.131785158068,"(21353531,21353533,21353537,21353539)",11,311,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,11,-2,11→11,homogen,33.75419705071062,33.754197425217,33.754197612470165,33.75419686345741,3.1557381096309814e-13,2.805100541894211e-13,3.506375677367702e-14,0.0,0.0
1553,21369371,21404561,35190,"(21369371,21369373,21369377,21369379)","(21404561,21404563,21404567,21404569)",CEAB,ABCE,CEABABCE,11,5,191,101,457402218865237.0,457402133528497.0,457402219076377.0,457402133317357.0,2,2,2,2,101.2697525595267,67.51316831005903,84.39146043479286,21386962.96182654,21386958.96182654,21386958.96182654,21386960.96182654,21386964.96182654,21386966.96182654,1.0,-85547851.84730616,2744413108383221.5,-3.912977433396157e+22,2.0921675859626213e+29,21369371,17587.96182654053,"(21369371,21369373,21369377,21369379)",11,191,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,33.756584248544456,33.75658406197617,33.75658424900607,33.756584061514566,2.130816142171735e-19,3.4979968091163264e-14,3.498018117277748e-14,-6.995993618232653e-14,0.9999939085045568
1554,21404561,21423161,18600,"(21404561,21404563,21404567,21404569)","(21423161,21423163,21423167,21423169)",ABCE,ABCE,ABCEABCE,5,5,101,221,458553699059161.0,458553356437321.0,458553442092769.0,458553613403689.0,2,2,2,2,101.27729425172195,67.51819685272926,84.39774555222562,21413863.780513767,21413859.780513767,21413859.780513767,21413861.780513767,21413865.780513767,21413867.780513767,1.0,-85655455.12205507,2751321372062376.5,-3.9277614051839405e+22,2.10271369232416e+29,21404561,9298.780513767151,"(21404561,21404563,21404567,21404569)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,33.75909851976207,33.75909777258248,33.7590979593774,33.7590983329672,3.1403100649323866e-13,2.791386733232733e-13,3.4892333169965364e-14,0.0,0.0
1555,21423161,21428081,4920,"(21423161,21423163,21423167,21423169)","(21428081,21428083,21428087,21428089)",ABCE,ABCE,ABCEABCE,5,5,221,101,459057571994041.0,459057229184041.0,459057314886529.0,459057486291529.0,2,2,2,2,101.28058893506694,67.52039330791655,84.40049112149174,21425625.658776324,21425621.658776324,21425621.658776324,21425623.658776324,21425627.658776324,21425629.658776324,1.0,-85702502.6351053,2754344609220066.0,-3.934237102161123e+22,2.1073372850942833e+29,21428081,2459.3412236757576,"(21428081,21428083,21428087,21428089)",5,101,False,True,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,33.76019674730443,33.760196000535075,33.760196187227436,33.760196560612115,3.1368626371307866e-13,2.788322352959786e-13,3.485402841710007e-14,0.0,0.0
1556,21428081,21432401,4320,"(21428081,21428083,21428087,21428089)","(21432401,21432403,21432407,21432409)",ABCE,ABCE,ABCEABCE,5,5,101,221,459255567536401.0,459255224652481.0,459255310373449.0,459255481815409.0,2,2,2,2,101.2818825826041,67.5212557394604,84.40156916103226,21430245.6911442,21430241.6911442,21430241.6911442,21430243.6911442,21430247.6911442,21430249.6911442,1.0,-85720982.7645768,2755532582296807.0,-3.936782683238182e+22,2.1091555033608577e+29,21432401,2159.3088558018208,"(21432401,21432403,21432407,21432409)",5,221,False,True,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,33.76062796305624,33.76062721644787,33.76062740309999,33.76062777640417,3.1355102806331517e-13,2.787120249451696e-13,3.483900311814558e-14,0.0,0.0
1557,21432401,21439211,6810,"(21432401,21432403,21432407,21432409)","(21439211,21439213,21439217,21439219)",ABCE,CEAB,ABCECEAB,5,11,221,311,459493981654117.0,459493895870017.0,459493981613257.0,459493895910877.0,2,2,2,2,101.28344069334264,67.52229373347913,84.4028672134109,21435809.92965922,21435805.92965922,21435805.92965922,21435807.92965922,21435811.92965922,21435813.92965922,1.0,-85743239.71863689,2756963684042841.5,-3.939849967607637e+22,2.1113468764252376e+29,21432401,3404.9296592213213,"(21432401,21432403,21432407,21432409)",5,221,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.76114696004138,33.76114677334882,33.761146959952455,33.761146773437744,7.907553073532458e-21,3.482090893195862e-14,3.482091683951169e-14,-6.964181786391724e-14,0.999999772907959
1558,21439211,21444581,5370,"(21439211,21439213,21439217,21439219)","(21444581,21444583,21444587,21444589)",CEAB,ABCE,CEABABCE,11,5,311,221,459755111268457.0,459755025533077.0,459755111300677.0,459755025500857.0,2,2,2,2,101.28514510412892,67.5234300071423,84.4042875556356,21441900.03181404,21441896.03181404,21441896.03181404,21441898.03181404,21441902.03181404,21441904.03181404,1.0,-85767600.12725616,2758530461845821.5,-3.943208959840737e+22,2.1137473080364167e+29,21444581,2684.9681859612465,"(21444581,21444583,21444587,21444589)",5,221,False,True,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,33.761715096846466,33.76171491036591,33.76171509691655,33.76171491029583,4.911322737416045e-21,3.480113498213978e-14,3.4801139893462515e-14,-6.960226996427955e-14,0.9999998588746589
1559,21444581,21464291,19710,"(21444581,21444583,21444587,21444589)","(21464291,21464293,21464297,21464299)",ABCE,CEAB,ABCECEAB,5,11,221,191,460292941560577.0,460292855624557.0,460292941442317.0,460292855742817.0,2,2,2,2,101.2886525096486,67.52576827796108,84.40721039380483,21454437.936850455,21454433.936850455,21454433.936850455,21454435.936850455,21454439.936850455,21454441.936850455,1.0,-85817751.74740182,2761757443116988.0,-3.950130243999158e+22,2.1186956040588503e+29,21444581,9852.936850454658,"(21444581,21444583,21444587,21444589)",5,221,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.76288423220136,33.7628840455028,33.76288423194443,33.762884045759726,6.601053158412457e-20,3.4760416099045055e-14,3.476048210957664e-14,-6.952083219809011e-14,0.9999981009891814
1560,21464291,21472721,8430,"(21464291,21464293,21464297,21464299)","(21472721,21472723,21472727,21472729)",CEAB,ABCE,CEABABCE,11,5,191,221,460896946765597.0,460896860942137.0,460896946816177.0,460896860891557.0,2,2,2,2,101.29258658728396,67.52839099593652,84.41048879161025,21468509.786107965,21468505.786107965,21468505.786107965,21468507.786107965,21468511.786107965,21468513.786107965,1.0,-85874039.14443186,2765381474617260.5,-3.957907950009432e+22,2.1242596389322535e+29,21464291,4214.786107964814,"(21464291,21464293,21464297,21464299)",11,191,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,33.764195591127965,33.7641954049183,33.76419559123771,33.764195404808554,1.2043597500171811e-20,3.471491104128811e-14,3.471492308488561e-14,-6.942982208257623e-14,0.9999996530714623
1561,21472721,21508601,35880,"(21472721,21472723,21472727,21472729)","(21508601,21508603,21508607,21508609)",ABCE,ABCE,ABCEABCE,5,5,221,401,461848532223961.0,461848188373321.0,461848274335969.0,461848446261289.0,2,2,2,2,101.29877299988549,67.53251601572433,84.4156445078049,21490658.312012702,21490654.312012702,21490654.312012702,21490656.312012702,21490660.312012702,21490662.312012702,1.0,-85962633.24805082,2771090368102065.0,-3.970170416839343e+22,2.1330393967188375e+29,21472721,17933.312012705952,"(21472721,21472723,21472727,21472729)",5,221,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,33.766258100925874,33.766257356416055,33.766257542543535,33.766257914798445,3.117908648129007e-13,2.7714743538924563e-13,3.4643429423655085e-14,0.0,0.0
1562,21508601,21540221,31620,"(21508601,21508603,21508607,21508609)","(21540221,21540223,21540227,21540229)",ABCE,ABCE,ABCEABCE,5,5,401,101,463300363331461.0,463300018940821.0,463300105038469.0,463300277233789.0,2,2,2,2,101.3081887768786,67.53879319931622,84.42349098809741,21524409.99366019,21524405.99366019,21524405.99366019,21524407.99366019,21524411.99366019,21524413.99366019,1.0,-86097639.97464076,2779801353451052.0,-3.988905602174071e+22,2.1464709901800213e+29,21508601,15804.993660189211,"(21508601,21508603,21508607,21508609)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,33.76939669257588,33.76939594923356,33.769396135069165,33.76939650674033,3.1081376650204664e-13,2.762789044376695e-13,3.453486206437716e-14,0.0,0.0
1563,21540221,21609011,68790,"(21540221,21540223,21540227,21540229)","(21609011,21609013,21609017,21609019)",ABCE,CEAB,ABCECEAB,5,11,101,11,465463088483977.0,465463001772757.0,465463088071237.0,465463002185497.0,2,2,2,2,101.32216155830328,67.54810764491668,84.43513460160999,21574592.78409412,21574588.78409412,21574588.78409412,21574590.78409412,21574594.78409412,21574596.78409412,1.0,-86298371.13637649,2792778322796896.5,-4.016870336705836e+22,2.16655854452334e+29,21540221,34367.78409412131,"(21540221,21540223,21540227,21540229)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.77405391516009,33.77405372886985,33.77405391427336,33.77405372975659,7.862944648853118e-19,3.4373673039909796e-14,3.437445933437468e-14,-6.874734607981959e-14,0.9999771256194246
1564,21609011,21633371,24360,"(21609011,21609013,21609017,21609019)","(21633371,21633373,21633377,21633379)",CEAB,CEAB,CEABCEAB,11,11,11,11,467475838390849.0,467476011360409.0,467476097845201.0,467475751906081.0,2,2,2,2,101.33510726722436,67.55673737646683,84.4459223218456,21621191.169282462,21621187.169282462,21621187.169282462,21621189.169282462,21621193.169282462,21621195.169282462,1.0,-86484764.67712986,2804855445471928.5,-4.042954385916709e+22,2.185337241664807e+29,21609011,12176.169282466171,"(21609011,21609013,21609017,21609019)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,11,-2,11→11,homogen,33.77836878073528,33.7783691507427,33.77836933574638,33.77836859573154,3.080373548541029e-13,2.7381098209253645e-13,3.422637276156644e-14,0.0,0.0
1565,21633371,21644801,11430,"(21633371,21633373,21633377,21633379)","(21644801,21644803,21644807,21644809)",CEAB,ABCE,CEABABCE,11,5,11,101,468250226610757.0,468250140122977.0,468250226679337.0,468250140054397.0,2,2,2,2,101.34007163905764,67.56004769755958,84.4500596683086,21639089.44516027,21639085.44516027,21639085.44516027,21639087.44516027,21639091.44516027,21639093.44516027,1.0,-86556357.78064108,2809501152093859.5,-4.0530031150959325e+22,2.1925824232268056e+29,21633371,5714.445160269737,"(21633371,21633373,21633377,21633379)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,33.78002394120513,33.78002375650092,33.78002394135159,33.78002375635446,2.1449672970694412e-20,3.416974870617073e-14,3.41697701558437e-14,-6.833949741234146e-14,0.9999993722617134
1566,21644801,21670211,25410,"(21644801,21644803,21644807,21644809)","(21670211,21670213,21670217,21670219)",ABCE,CEAB,ABCECEAB,5,11,101,311,469047621374317.0,469047534591817.0,469047621221857.0,469047534744277.0,2,2,2,2,101.34517606665162,67.56345064996997,84.4543133583108,21657506.47376824,21657502.47376824,21657502.47376824,21657504.47376824,21657508.47376824,21657510.47376824,1.0,-86630025.89507297,2814285519967860.0,-4.063360457849019e+22,2.200056385527928e+29,21644801,12701.473768241704,"(21644801,21644803,21644807,21644809)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.781725417331735,33.781725232313185,33.78172541700669,33.78172523263823,1.0565417394973553e-19,3.4111585110753475e-14,3.4111690764927425e-14,-6.822317022150695e-14,0.9999969026989991
1567,21670211,21720701,50490,"(21670211,21670213,21670217,21670219)","(21720701,21720703,21720707,21720709)",CEAB,ABCE,CEABABCE,11,5,311,401,470692390541017.0,470692304062117.0,470692390843957.0,470692303759177.0,2,2,2,2,101.35567751074896,67.57045161151761,84.46306456113328,21695445.511661105,21695441.511661105,21695441.511661105,21695443.511661105,21695447.511661105,21695449.511661105,1.0,-86781782.04664442,2824154135696716.0,-4.08475214450264e+22,2.2155129394923994e+29,21670211,25230.511661104854,"(21670211,21670213,21670217,21670219)",11,311,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,33.785225897944116,33.785225714217106,33.785225898587726,33.785225713573496,4.142333301506423e-19,3.399211132433093e-14,3.399252555766108e-14,-6.798422264866186e-14,0.9999878139878295
1568,21720701,21734261,13560,"(21720701,21720703,21720707,21720709)","(21734261,21734263,21734267,21734269)",ABCE,ABCE,ABCEABCE,5,5,401,101,472083732276721.0,472083384636961.0,472083471546889.0,472083645366769.0,2,2,2,2,101.364531165326,67.57635478524567,84.47044297528583,21727484.74215986,21727480.74215986,21727480.74215986,21727482.74215986,21727486.74215986,21727488.74215986,1.0,-86909938.96863943,2832501559324716.5,-4.102875627491394e+22,2.2286291898824235e+29,21720701,6779.742159858346,"(21720701,21720703,21720707,21720709)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,33.78817748467214,33.788176748277586,33.78817693237625,33.78817730057353,3.050307784633939e-13,2.7113846974523976e-13,3.389230871815416e-14,0.0,0.0
1569,21734261,21836201,101940,"(21734261,21734263,21734267,21734269)","(21836201,21836203,21836207,21836209)",ABCE,ABCE,ABCEABCE,5,5,101,401,474594040346221.0,474593691782461.0,474593778923389.0,474593953205269.0,2,2,2,2,101.38044142263082,67.58696162166311,84.48370152214696,21785176.17373547,21785172.17373547,21785172.17373547,21785174.17373547,21785178.17373547,21785180.17373547,1.0,-87140704.69494188,2847563405524129.5,-4.135644697014962e+22,2.252393707911097e+29,21734261,50911.17373546958,"(21734261,21734263,21734267,21734269)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,33.79348090263734,33.79348016819093,33.79348035180256,33.79348071902576,3.034189827563613e-13,2.6970576158034005e-13,3.371322117602123e-14,0.0,0.0
1570,21836201,21838511,2310,"(21836201,21836203,21836207,21836209)","(21838511,21838513,21838517,21838519)",ABCE,CEAB,ABCECEAB,5,11,401,191,476870334117217.0,476870246753917.0,476870334103357.0,476870246767777.0,2,2,2,2,101.39479701766096,67.59653128408863,84.4956641508748,21837360.16948696,21837356.16948696,21837356.16948696,21837358.16948696,21837362.16948696,21837364.16948696,1.0,-87349440.67794785,2861221795031354.0,-4.1654353908589866e+22,2.274052822322837e+29,21838511,1154.8305130377412,"(21838511,21838513,21838517,21838519)",11,191,False,True,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,33.79826573363047,33.798265550429086,33.79826573360141,33.79826555045815,8.445532229521669e-22,3.355209991404859e-14,3.355210075860181e-14,-6.710419982809717e-14,0.9999999748286038
