family,prime,occurrences,first_n,first_shell,first_e,first_partner_in_family,first_partner_type,double_share_overall,top_shells (3),top_e (5),top_other_pairs (5)
C,599,24,104929825,S4,13,11,baseline,0.0,"S4×6, S8×5, S6×4","13×17, 37×3, 61×1, 73×1, 97×1","5·5 | 7·7×12, 5·5 | 7·19×3, 5·17 | 7·7×2, 5·5 | 7·31×2, 5·29 | 7·7×1"
C,647,22,113338225,S4,13,11,baseline,0.0,"S4×6, S8×4, S9×4","13×15, 37×3, 61×1, 73×1, 97×1","5·5 | 7·7×12, 5·5 | 7·19×3, 5·17 | 7·7×2, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,659,22,115440325,S4,13,11,baseline,0.0,"S4×6, S9×5, S7×3","13×15, 37×3, 61×1, 73×1, 97×1","5·5 | 7·7×12, 5·5 | 7·19×3, 5·17 | 7·7×2, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,683,21,119644525,S5,13,11,baseline,0.0,"S5×5, S9×4, S10×4","13×15, 37×3, 61×1, 73×1, 97×1","5·5 | 7·7×11, 5·5 | 7·19×3, 5·17 | 7·7×2, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,719,20,125950825,S5,13,11,baseline,0.0,"S5×5, S9×5, S7×3","13×14, 37×3, 61×1, 73×1, 97×1","5·5 | 7·7×11, 5·5 | 7·19×3, 5·17 | 7·7×2, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,743,19,130155025,S5,13,11,baseline,0.0,"S5×5, S9×4, S10×4","13×14, 37×2, 61×1, 73×1, 97×1","5·5 | 7·7×11, 5·5 | 7·19×2, 5·17 | 7·7×2, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,827,15,144869725,S5,13,11,baseline,0.0,"S5×4, S7×3, S8×3","13×11, 37×2, 61×1, 73×1","5·5 | 7·7×9, 5·5 | 7·19×2, 5·17 | 7·7×1, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,839,15,146971825,S5,13,11,baseline,0.0,"S5×4, S10×4, S7×3","13×11, 37×2, 61×1, 73×1","5·5 | 7·7×9, 5·5 | 7·19×2, 5·17 | 7·7×1, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,863,15,151176025,S5,13,11,baseline,0.0,"S5×4, S10×4, S7×3","13×11, 37×2, 61×1, 73×1","5·5 | 7·7×9, 5·5 | 7·19×2, 5·17 | 7·7×1, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,887,14,155380225,S5,13,11,baseline,0.0,"S5×4, S10×4, S7×3","13×10, 37×2, 61×1, 73×1","5·5 | 7·7×8, 5·5 | 7·19×2, 5·17 | 7·7×1, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,911,14,159584425,S5,13,11,baseline,0.0,"S5×4, S10×4, S7×3","13×10, 37×2, 61×1, 73×1","5·5 | 7·7×8, 5·5 | 7·19×2, 5·17 | 7·7×1, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,947,13,165890725,S5,13,11,baseline,0.0,"S5×4, S10×3, S7×2","13×9, 37×2, 61×1, 73×1","5·5 | 7·7×8, 5·5 | 7·19×2, 5·17 | 7·7×1, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,971,12,170094925,S5,13,11,baseline,0.0,"S5×4, S10×3, S8×2","13×9, 37×1, 61×1, 73×1","5·5 | 7·7×7, 5·5 | 7·19×2, 5·17 | 7·7×1, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,983,12,172197025,S5,13,11,baseline,0.0,"S5×4, S10×3, S8×2","13×9, 37×1, 61×1, 73×1","5·5 | 7·7×7, 5·5 | 7·19×2, 5·17 | 7·7×1, 5·5 | 7·31×1, 5·29 | 7·7×1"
C,1019,9,178503325,S5,13,11,baseline,0.0,"S5×3, S8×2, S9×2","13×7, 37×1, 61×1","5·5 | 7·7×6, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1031,9,180605425,S5,13,11,baseline,0.0,"S5×3, S8×2, S9×2","13×7, 37×1, 61×1","5·5 | 7·7×6, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1091,8,191115925,S6,13,11,baseline,0.0,"S6×3, S9×2, S7×1","13×6, 37×1, 61×1","5·5 | 7·7×5, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1103,8,193218025,S6,13,11,baseline,0.0,"S6×3, S9×2, S7×1","13×6, 37×1, 61×1","5·5 | 7·7×5, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1151,8,201626425,S6,13,11,baseline,0.0,"S6×3, S10×2, S7×1","13×6, 37×1, 61×1","5·5 | 7·7×5, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1163,8,203728525,S6,13,11,baseline,0.0,"S6×3, S10×2, S7×1","13×6, 37×1, 61×1","5·5 | 7·7×5, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1187,8,207932725,S6,13,11,baseline,0.0,"S6×3, S10×2, S7×1","13×6, 37×1, 61×1","5·5 | 7·7×5, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1223,7,214239025,S6,13,11,baseline,0.0,"S6×2, S10×2, S7×1","13×6, 37×1","5·5 | 7·7×4, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1259,7,220545325,S6,13,11,baseline,0.0,"S6×2, S8×2, S10×2","13×6, 37×1","5·5 | 7·7×4, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1283,7,224749525,S6,13,11,baseline,0.0,"S6×2, S8×2, S10×2","13×6, 37×1","5·5 | 7·7×4, 5·5 | 7·19×1, 5·17 | 7·7×1, 5·5 | 7·31×1"
C,1307,6,228953725,S6,13,11,baseline,0.0,"S6×2, S8×2, S9×1","13×5, 37×1","5·5 | 7·7×4, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1319,6,231055825,S6,13,11,baseline,0.0,"S6×2, S8×2, S9×1","13×5, 37×1","5·5 | 7·7×4, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1367,5,239464225,S6,13,11,baseline,0.0,"S6×2, S9×2, S8×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1427,5,249974725,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1439,5,252076825,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1451,5,254178925,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1487,5,260485225,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1499,5,262587325,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1511,5,264689425,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1523,5,266791525,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1559,5,273097825,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1571,5,275199925,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1583,5,277302025,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1607,5,281506225,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1619,5,283608325,S6,13,11,baseline,0.0,"S6×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1667,5,292016725,S7,13,11,baseline,0.0,"S7×2, S8×1, S9×1","13×4, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1, 5·17 | 7·7×1"
C,1787,4,313037725,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,1811,4,317241925,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,1823,4,319344025,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,1847,4,323548225,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,1871,4,327752425,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,1907,4,334058725,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,1931,4,338262925,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,1979,4,346671325,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,2003,4,350875525,S7,13,11,baseline,0.0,"S7×2, S9×1, S10×1","13×3, 37×1","5·5 | 7·7×3, 5·5 | 7·19×1"
C,2027,3,355079725,S7,13,11,baseline,0.0,"S7×1, S9×1, S10×1",13×3,"5·5 | 7·7×2, 5·5 | 7·19×1"
C,2039,3,357181825,S7,13,11,baseline,0.0,"S7×1, S9×1, S10×1",13×3,"5·5 | 7·7×2, 5·5 | 7·19×1"
C,2063,3,361386025,S7,13,11,baseline,0.0,"S7×1, S9×1, S10×1",13×3,"5·5 | 7·7×2, 5·5 | 7·19×1"
C,2087,3,365590225,S7,13,11,baseline,0.0,"S7×1, S9×1, S10×1",13×3,"5·5 | 7·7×2, 5·5 | 7·19×1"
C,2099,3,367692325,S7,13,11,baseline,0.0,"S7×1, S9×1, S10×1",13×3,"5·5 | 7·7×2, 5·5 | 7·19×1"
C,2111,2,369794425,S7,13,11,baseline,0.0,"S7×1, S9×1",13×2,5·5 | 7·7×2
C,2207,2,386611225,S7,13,11,baseline,0.0,"S7×1, S9×1",13×2,5·5 | 7·7×2
C,2243,2,392917525,S7,13,11,baseline,0.0,"S7×1, S9×1",13×2,5·5 | 7·7×2
C,2267,2,397121725,S7,13,11,baseline,0.0,"S7×1, S9×1",13×2,5·5 | 7·7×2
C,2339,2,409734325,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2351,2,411836425,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2399,2,420244825,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2411,2,422346925,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2423,2,424449025,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2447,2,428653225,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2459,2,430755325,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2531,2,443367925,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2543,2,445470025,S7,13,11,baseline,0.0,"S7×1, S10×1",13×2,5·5 | 7·7×2
C,2579,2,451776325,S8,13,11,baseline,0.0,"S8×1, S10×1",13×2,5·5 | 7·7×2
C,2591,2,453878425,S8,13,11,baseline,0.0,"S8×1, S10×1",13×2,5·5 | 7·7×2
C,2663,2,466491025,S8,13,11,baseline,0.0,"S8×1, S10×1",13×2,5·5 | 7·7×2
C,2687,2,470695225,S8,13,11,baseline,0.0,"S8×1, S10×1",13×2,5·5 | 7·7×2
C,2699,2,472797325,S8,13,11,baseline,0.0,"S8×1, S10×1",13×2,5·5 | 7·7×2
C,2711,2,474899425,S8,13,11,baseline,0.0,"S8×1, S10×1",13×2,5·5 | 7·7×2
C,2819,1,493818325,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,2843,1,498022525,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,2879,1,504328825,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,2903,1,508533025,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,2927,1,512737225,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,2939,1,514839325,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,2963,1,519043525,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,2999,1,525349825,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3011,1,527451925,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3023,1,529554025,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3083,1,540064525,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3119,1,546370825,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3167,1,554779225,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3191,1,558983425,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3203,1,561085525,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3251,1,569493925,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3299,1,577902325,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3323,1,582106525,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3347,1,586310725,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3359,1,588412825,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3371,1,590514925,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3407,1,596821225,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3467,1,607331725,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3491,1,611535925,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3527,1,617842225,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3539,1,619944325,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3623,1,634659025,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3659,1,640965325,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3671,1,643067425,S8,13,11,baseline,0.0,S8×1,13×1,5·5 | 7·7×1
C,3719,1,651475825,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,3767,1,659884225,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,3779,1,661986325,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,3803,1,666190525,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,3851,1,674598925,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,3863,1,676701025,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,3911,1,685109425,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,3923,1,687211525,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,3947,1,691415725,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4007,1,701926225,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4019,1,704028325,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4079,1,714538825,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4091,1,716640925,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4127,1,722947225,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4139,1,725049325,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4211,1,737661925,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4259,1,746070325,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4271,1,748172425,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4283,1,750274525,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4391,1,769193425,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4451,1,779703925,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4463,1,781806025,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4523,1,792316525,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4547,1,796520725,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4583,1,802827025,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4643,1,813337525,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4679,1,819643825,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4691,1,821745925,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4703,1,823848025,S9,13,11,baseline,0.0,S9×1,13×1,5·5 | 7·7×1
C,4751,1,832256425,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,4787,1,838562725,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,4799,1,840664825,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,4871,1,853277425,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,4919,1,861685825,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,4931,1,863787925,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,4943,1,865890025,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,4967,1,870094225,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5003,1,876400525,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5039,1,882706825,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5051,1,884808925,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5087,1,891115225,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5099,1,893217325,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5147,1,901625725,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5171,1,905829925,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5231,1,916340425,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5279,1,924748825,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5303,1,928953025,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5351,1,937361425,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5387,1,943667725,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5399,1,945769825,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5471,1,958382425,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5483,1,960484525,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5507,1,964688725,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5519,1,966790825,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5531,1,968892925,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5591,1,979403425,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5639,1,987811825,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
C,5651,1,989913925,S10,13,11,baseline,0.0,S10×1,13×1,5·5 | 7·7×1
