n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_units,min_resid_E8_rel_over_units,best_unit_abs_idx,best_unit_rel_idx,pol_E8_axial_mean_deg,pol_E8_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,H_balance_alpha_min,H_balance_alpha_max,H_balance_alpha_range,H_balance_alpha_absmax,improve_abs,improve_rel,stability_score
3785665,13,5,139,419,1,0.151765921616358,0.1453605924733464,0.0037791868204855735,0.010184515963497395,8,8,44.948848980726844,0.6337597919495255,4,4,-0.0005020730345646689,6.0003300783813154e-05,0.000562076335348482,0.0005020730345646689,0.1479867347958724,0.135176076509849,1.4200941608134043
9878089,13,41,43,431,1,0.0038180608463892307,0.05117309804734088,0.0038180608463892307,0.028639450907703215,0,8,44.92673442449205,0.457525624696937,4,4,-0.0028553138694190337,-2.9841938127769903e-05,0.0028254719312912637,0.0028553138694190337,0.0,0.022533647139637666,1.967098637365978
9875305,409,5,439,11,1,0.1573764765209185,0.10240281924528755,0.00383606263676131,0.05880971991239239,8,8,18.688839302069,0.1549261589243408,8,0,-0.008347670061390759,0.00032118260923302117,0.00866885267062378,0.008347670061390759,0.15354041388415718,0.04359309933289516,5.809181593780584
6253345,373,5,7,479,1,0.33253679365688427,0.306343743505462,0.0038569309930157098,0.030049981144437837,9,9,25.619754446757447,0.2609700210816025,8,0,-0.017963250165690656,0.0015738911880692425,0.019537141353759897,0.017963250165690656,0.32867986266386856,0.27629376236102415,3.4486587678199756
9995869,13,101,331,23,1,0.5594105122753426,0.5036836895504777,0.004080950988693413,0.05162885581456468,9,8,44.80813933158524,0.600079383340042,8,8,-0.0038917486790980027,0.006825179870630358,0.01071692854972836,0.006825179870630358,0.5553295612866491,0.45205483373591304,2.8329537961861297
9324601,13,197,331,11,1,0.559423570344756,0.5080190858258402,0.004126614053620405,0.047277870465295524,8,8,44.63909209076232,0.598381405862372,8,8,-0.01825262326018926,0.0002513609551024377,0.0185039842152917,0.01825262326018926,0.5552969562911356,0.4607412153605447,2.8409926216831316
8188609,13,173,331,11,1,0.5594328624693679,0.5161564601094265,0.004129674519281559,0.03914672784066014,8,8,44.69373345616809,0.5989299129216454,8,8,-0.016957651290158807,0.0005040094920406869,0.017461660782199493,0.016957651290158807,0.5553031879500863,0.47700973226876636,2.8383908115666103
4780633,13,101,331,11,1,0.559444746223847,0.5505614879467708,0.004133588511778273,0.004749669765297635,8,8,44.80709722963064,0.6000740941107621,8,8,-0.013037672036235593,0.00025395586364313546,0.013291627899878727,0.013037672036235593,0.5553111577120687,0.5458118181814732,2.8329787666311868
5281885,229,5,7,659,1,0.00421284597098295,0.01955824430508459,0.00421284597098295,0.01955824430508459,0,0,35.82569179293026,0.46198254246554005,4,0,-0.005515280495809004,0.0038218315637769994,0.009337112059586004,0.005515280495809004,0.0,0.0,1.0822896359718175
8228245,37,5,79,563,1,0.004364157859789076,0.039215542408147654,0.004364157859789076,0.039215542408147654,0,0,44.29930500631267,0.5200104271871067,4,4,-0.0023382470437803343,0.00022454685302801398,0.0025627938968083483,0.0023382470437803343,0.0,0.0,1.7307311973284167
