W,S_real,mean_perm,std_perm,D_excess,z,p_value,hot_channel,hot_delta,cold_channel,cold_delta,Delta_11,Delta_17,Delta_29,Delta_41,Delta_47,Delta_59
1000,0.008458978019010632,0.00444803582998187,0.001355952002444415,0.004010942189028762,2.958026671886702,0.0038,47,-0.023549491661821964,11,-0.032008469680832596,-0.032008469680832596,-0.029026237650816356,-0.026221329988654007,-0.02921521104844249,-0.023549491661821964,-0.02905401582002043
