n,e(E),a(A),b(B),c(C),k_ABC,R,ratio_e_over_R,resid_log,K_fit,alpha,K_over_alpha
99385,13,5,139,11,1,1818.3893453604624,0.007149183992509035,0.7647385312281963,0.0033276278475209225,0.0072973525693,0.45600480666375776
100165,13,5,67,23,1,1942.066965259339,0.006693898939918383,0.6989368135181634,0.0033276278475209225,0.0072973525693,0.45600480666375776
100345,61,5,7,47,1,144.42222871338674,0.4223726537350258,4.84362829804274,0.0033276278475209225,0.0072973525693,0.45600480666375776
101101,13,101,7,11,1,1983.9657174050142,0.006552532579546651,0.6775919362389775,0.0033276278475209225,0.0072973525693,0.45600480666375776
101269,37,17,7,23,1,371.11988362556673,0.09969824208430271,3.3998883527162795,0.0033276278475209225,0.0072973525693,0.45600480666375776
101365,97,5,19,11,1,70.98652696421578,1.3664564833394028,6.017716467475563,0.0033276278475209225,0.0072973525693,0.45600480666375776
102505,13,5,19,83,1,1997.2990800596147,0.006508789860160543,0.6708938575217116,0.0033276278475209225,0.0072973525693,0.45600480666375776
103285,13,5,7,227,1,1819.6389420467397,0.007144274448961578,0.7640515675013088,0.0033276278475209225,0.0072973525693,0.45600480666375776
104005,61,5,31,11,1,159.76664859034778,0.3818068447840326,4.742655146757036,0.0033276278475209225,0.0072973525693,0.45600480666375776
104533,13,17,43,11,1,2272.118893242102,0.005721531579472152,0.5419768361568007,0.0033276278475209225,0.0072973525693,0.45600480666375776
106645,277,5,7,11,1,12.90484223937638,21.464811026886746,8.771910484798113,0.0033276278475209225,0.0072973525693,0.45600480666375776
107485,37,5,7,83,1,363.09466930272504,0.10190179897450319,3.421749902342993,0.0033276278475209225,0.0072973525693,0.45600480666375776
107965,13,5,151,11,1,2076.078788239385,0.006261804741536147,0.6322087488893635,0.0033276278475209225,0.0072973525693,0.45600480666375776
108745,13,5,7,239,1,1975.129240193724,0.006581847777578817,0.6820558311337233,0.0033276278475209225,0.0072973525693,0.45600480666375776
109837,13,17,7,71,1,2346.920344976302,0.005539173933971443,0.5095856882069116,0.0033276278475209225,0.0072973525693,0.45600480666375776
110929,13,53,7,23,1,2418.3893740267617,0.005375478464972838,0.4795878947481703,0.0033276278475209225,0.0072973525693,0.45600480666375776
111397,13,41,19,11,1,2531.9523121379916,0.005134377901858169,0.43369899538275997,0.0033276278475209225,0.0072973525693,0.45600480666375776
113113,13,113,7,11,1,2376.232112027969,0.005470846023078652,0.497173578442124,0.0033276278475209225,0.0072973525693,0.45600480666375776
113905,109,5,19,11,1,70.98652696421578,1.5355026462267518,6.134353371201324,0.0033276278475209225,0.0072973525693,0.45600480666375776
114205,13,5,7,251,1,2135.2222708177383,0.006088359126668961,0.6041189160455354,0.0033276278475209225,0.0072973525693,0.45600480666375776
116545,13,5,163,11,1,2346.088962400041,0.005541136848749778,0.5099399950196646,0.0033276278475209225,0.0072973525693,0.45600480666375776
116809,37,41,7,11,1,460.2907980303951,0.08038396630635385,3.1845550402040415,0.0033276278475209225,0.0072973525693,0.45600480666375776
118105,13,5,79,23,1,2534.7713388657,0.0051286677423997735,0.4325862340747556,0.0033276278475209225,0.0072973525693,0.45600480666375776
118885,13,5,31,59,1,2587.968512504537,0.005023245042274142,0.4118164555832773,0.0033276278475209225,0.0072973525693,0.45600480666375776
119665,13,5,7,263,1,2299.819465754651,0.005652617604805883,0.5298590387143991,0.0033276278475209225,0.0072973525693,0.45600480666375776
120085,73,5,7,47,1,144.42222871338674,0.5054623561091293,5.02321387501782,0.0033276278475209225,0.0072973525693,0.45600480666375776
120505,313,5,7,11,1,12.90484223937638,24.254461557456867,8.894096169150927,0.0033276278475209225,0.0072973525693,0.45600480666375776
124033,13,29,7,47,1,2917.9614873481564,0.004455165037772449,0.29180441370937155,0.0033276278475209225,0.0072973525693,0.45600480666375776
124465,73,5,31,11,1,159.76664859034778,0.45691638802023576,4.922240723732116,0.0033276278475209225,0.0072973525693,0.45600480666375776
125965,61,5,7,59,1,209.0381545148234,0.2918127561046486,4.4738526583221,0.0033276278475209225,0.0072973525693,0.45600480666375776
126385,157,5,7,23,1,44.61627642476702,3.5188951786403995,6.963642657577371,0.0033276278475209225,0.0072973525693,0.45600480666375776
126973,97,17,7,11,1,107.34296839314665,0.9036455899443246,5.604177544957148,0.0033276278475209225,0.0072973525693,0.45600480666375776
128401,13,17,7,83,1,3020.2352642294622,0.004304300447705893,0.2573549350032967,0.0033276278475209225,0.0072973525693,0.45600480666375776
128557,13,29,31,11,1,3227.9859665820904,0.004027278970411658,0.1908312624236681,0.0033276278475209225,0.0072973525693,0.45600480666375776
129745,337,5,7,11,1,12.90484223937638,26.114228577836947,8.967975908963135,0.0033276278475209225,0.0072973525693,0.45600480666375776
131365,13,5,43,47,1,3056.9722393178063,0.004252573782907849,0.24526470357246405,0.0033276278475209225,0.0072973525693,0.45600480666375776
131461,37,17,19,11,1,590.4686302176209,0.06266209262694179,2.9354969894593963,0.0033276278475209225,0.0072973525693,0.45600480666375776
131905,37,5,31,23,1,552.3657573445886,0.06698460125021449,3.0022030688462396,0.0033276278475209225,0.0072973525693,0.45600480666375776
132145,13,5,19,107,1,3006.3351753652714,0.004324201807744372,0.2619678781861969,0.0033276278475209225,0.0072973525693,0.45600480666375776
133285,61,5,19,23,1,245.42372938165266,0.24854972318157686,4.313383226763781,0.0033276278475209225,0.0072973525693,0.45600480666375776
134365,349,5,7,11,1,12.90484223937638,27.044112088026985,9.0029649008132,0.0033276278475209225,0.0072973525693,0.45600480666375776
136213,61,29,7,11,1,260.73432732805924,0.2339546181935953,4.252867465162491,0.0033276278475209225,0.0072973525693,0.45600480666375776
136345,37,5,67,11,1,561.7247743037553,0.06586855644004776,2.985401495082561,0.0033276278475209225,0.0072973525693,0.45600480666375776
137137,13,137,7,11,1,3236.108988353586,0.004017170017074711,0.18831798682857961,0.0033276278475209225,0.0072973525693,0.45600480666375776
138565,37,5,7,107,1,546.5302053209887,0.06769982635867147,3.012823923007478,0.0033276278475209225,0.0072973525693,0.45600480666375776
141505,13,5,7,311,1,3001.4924934905885,0.004331178581386901,0.26358000263131337,0.0033276278475209225,0.0072973525693,0.45600480666375776
142285,13,5,199,11,1,3226.170493919131,0.0040295452532664155,0.19139383716816077,0.0033276278475209225,0.0072973525693,0.45600480666375776
142681,109,17,7,11,1,107.34296839314665,1.0154367969477462,5.7208144486829084,0.0033276278475209225,0.0072973525693,0.45600480666375776
143065,13,5,31,71,1,3493.0988367311265,0.0037216238668372516,0.11190040433687158,0.0033276278475209225,0.0072973525693,0.45600480666375776
143605,373,5,7,11,1,12.90484223937638,28.903879108407065,9.069471398254588,0.0033276278475209225,0.0072973525693,0.45600480666375776
144001,13,53,19,11,1,3847.767592143254,0.0033785824347979496,0.015196531491286977,0.0033276278475209225,0.0072973525693,0.45600480666375776
144265,61,5,43,11,1,273.1556272880918,0.22331591922748315,4.206327755025583,0.0033276278475209225,0.0072973525693,0.45600480666375776
145705,181,5,7,23,1,44.61627642476702,4.056815460725556,7.10589388349489,0.0033276278475209225,0.0072973525693,0.45600480666375776
149149,13,149,7,11,1,3701.658095214519,0.0035119396944861873,0.053908812308643556,0.0033276278475209225,0.0072973525693,0.45600480666375776
150745,73,5,7,59,1,209.0381545148234,0.34921854419080894,4.65343823529718,0.0033276278475209225,0.0072973525693,0.45600480666375776
150865,13,5,211,11,1,3541.7689592128936,0.00367048222221956,0.0980633570920386,0.0033276278475209225,0.0072973525693,0.45600480666375776
150997,37,53,7,11,1,699.4965928594415,0.05289518258945239,2.766052576312568,0.0033276278475209225,0.0072973525693,0.45600480666375776
151585,61,5,7,71,1,282.1483069983337,0.21619835557035702,4.173936607075695,0.0033276278475209225,0.0072973525693,0.45600480666375776
152845,397,5,7,11,1,12.90484223937638,30.763646128787144,9.131829259297964,0.0033276278475209225,0.0072973525693,0.45600480666375776
153985,13,5,103,23,1,3886.44816534972,0.003344956486465889,0.005193992922269187,0.0033276278475209225,0.0072973525693,0.45600480666375776
155365,193,5,7,23,1,44.61627642476702,4.325775601768134,7.170087041133949,0.0033276278475209225,0.0072973525693,0.45600480666375776
155701,13,29,7,59,1,4223.486160645637,0.003078025949542288,0.0779712260112683,0.0033276278475209225,0.0072973525693,0.45600480666375776
157465,409,5,7,11,1,12.90484223937638,31.693529638977182,9.161608134653575,0.0033276278475209225,0.0072973525693,0.45600480666375776
157573,13,17,31,23,1,4594.599370705827,0.0028294088235168427,0.16219189849345664,0.0033276278475209225,0.0072973525693,0.45600480666375776
157885,13,5,7,347,1,3571.0476594920674,0.0036403882668564194,0.08983065063602197,0.0033276278475209225,0.0072973525693,0.45600480666375776
159445,13,5,223,11,1,3868.001428047204,0.003360908790192244,0.009951718632378852,0.0033276278475209225,0.0072973525693,0.45600480666375776
159505,73,5,19,23,1,245.42372938165266,0.2974447506927067,4.492968803738861,0.0033276278475209225,0.0072973525693,0.45600480666375776
159565,97,5,7,47,1,144.42222871338674,0.6716417608573361,5.307465412372811,0.0033276278475209225,0.0072973525693,0.45600480666375776
160765,37,5,79,11,1,733.1589917888472,0.05046654329332177,2.7190509156391536,0.0033276278475209225,0.0072973525693,0.45600480666375776
161785,13,5,19,131,1,4159.822866588357,0.003125133068625549,0.06278282780097945,0.0033276278475209225,0.0072973525693,0.45600480666375776
162085,421,5,7,11,1,12.90484223937638,32.62341314916722,9.190525812293155,0.0033276278475209225,0.0072973525693,0.45600480666375776
162877,13,17,67,11,1,4672.448029604838,0.0027822674361772295,0.1789934722571349,0.0033276278475209225,0.0072973525693,0.45600480666375776
163009,73,29,7,11,1,260.73432732805924,0.27997847751036814,4.4324530421375705,0.0033276278475209225,0.0072973525693,0.45600480666375776
163345,13,5,7,359,1,3768.7867346521543,0.0034493859470665577,0.03593653680136339,0.0033276278475209225,0.0072973525693,0.45600480666375776
164065,157,5,19,11,1,70.98652696421578,2.211687297776147,6.499251294320488,0.0033276278475209225,0.0072973525693,0.45600480666375776
164749,13,29,19,23,1,4958.6341160696875,0.0026216897023860395,0.23844065756958713,0.0033276278475209225,0.0072973525693,0.45600480666375776
164905,13,5,43,59,1,4424.691690489118,0.0029380578149531913,0.12451093614817571,0.0033276278475209225,0.0072973525693,0.45600480666375776
165205,37,5,19,47,1,794.4329920991263,0.04657409796417831,2.6387848568750596,0.0033276278475209225,0.0072973525693,0.45600480666375776
165385,97,5,31,11,1,159.76664859034778,0.607135474492642,5.206492261087108,0.0033276278475209225,0.0072973525693,0.45600480666375776
165529,13,17,7,107,1,4546.0590271040655,0.002859619710719258,0.1515710443322179,0.0033276278475209225,0.0072973525693,0.45600480666375776
166705,433,5,7,11,1,12.90484223937638,33.553296659357265,9.218630706613263,0.0033276278475209225,0.0072973525693,0.45600480666375776
166957,61,17,7,23,1,371.11988362556673,0.1643673720849315,3.8998443042453665,0.0033276278475209225,0.0072973525693,0.45600480666375776
167245,13,5,31,83,1,4495.244293534295,0.0028919451649598808,0.14033034886674342,0.0033276278475209225,0.0072973525693,0.45600480666375776
169645,37,5,7,131,1,756.2260070017811,0.04892717211180606,2.688073217020302,0.0033276278475209225,0.0072973525693,0.45600480666375776
172645,73,5,43,11,1,273.1556272880918,0.2672469197312503,4.385913332000664,0.0033276278475209225,0.0072973525693,0.45600480666375776
172753,37,29,7,23,1,901.4441715528122,0.04104524846642964,2.512415387251694,0.0033276278475209225,0.0072973525693,0.45600480666375776
173173,13,173,7,11,1,4699.721174183679,0.0027661215459783193,0.18481351689586353,0.0033276278475209225,0.0072973525693,0.45600480666375776
174265,13,5,7,383,1,4175.740333635088,0.003113220401969576,0.06660200258549981,0.0033276278475209225,0.0072973525693,0.45600480666375776
175357,13,41,7,47,1,5151.2619584743925,0.0025236534474069156,0.2765520597199916,0.0033276278475209225,0.0072973525693,0.45600480666375776
175945,457,5,7,11,1,12.90484223937638,35.41306367973734,9.272576369504979,0.0033276278475209225,0.0072973525693,0.45600480666375776
177205,61,5,7,83,1,363.09466930272504,0.16800026317418093,3.9217058538720795,0.0033276278475209225,0.0072973525693,0.45600480666375776
178321,13,29,43,11,1,5518.939899901977,0.0023555248355269995,0.3454961293077849,0.0033276278475209225,0.0072973525693,0.45600480666375776
179305,109,5,7,47,1,144.42222871338674,0.7547314632314396,5.424102316098573,0.0033276278475209225,0.0072973525693,0.45600480666375776
181405,73,5,7,71,1,282.1483069983337,0.25872917961698466,4.3535221840507745,0.0033276278475209225,0.0072973525693,0.45600480666375776
181753,13,41,31,11,1,5698.567778992595,0.0022812749631448918,0.3775252110056952,0.0033276278475209225,0.0072973525693,0.45600480666375776
182965,37,5,43,23,1,944.3886835655791,0.03917878374008565,2.4658756771147865,0.0033276278475209225,0.0072973525693,0.45600480666375776
184345,229,5,7,23,1,44.61627642476702,5.132656024895869,7.341118855783304,0.0033276278475209225,0.0072973525693,0.45600480666375776
185845,109,5,31,11,1,159.76664859034778,0.6822450177288452,5.323129164812869,0.0033276278475209225,0.0072973525693,0.45600480666375776
186277,13,89,7,23,1,5595.558286534593,0.0023232713045423536,0.35928345448338417,0.0033276278475209225,0.0072973525693,0.45600480666375776
187369,13,29,7,71,1,5700.631411633306,0.0022804491399796237,0.3778872772576738,0.0033276278475209225,0.0072973525693,0.45600480666375776
189145,181,5,19,11,1,70.98652696421578,2.5497796235508448,6.641502520238006,0.0033276278475209225,0.0072973525693,0.45600480666375776
189865,13,5,127,23,1,5440.025129062557,0.0023896948436045555,0.33109401475154954,0.0033276278475209225,0.0072973525693,0.45600480666375776
190645,13,5,7,419,1,4814.0601549692,0.002700423256361069,0.2088511697032579,0.0033276278475209225,0.0072973525693,0.45600480666375776
192049,13,17,79,11,1,6098.444368626748,0.00213169116814086,0.44534405170054236,0.0033276278475209225,0.0072973525693,0.45600480666375776
192577,61,41,7,11,1,460.2907980303951,0.13252491742398878,3.684510991733128,0.0033276278475209225,0.0072973525693,0.45600480666375776
193765,13,5,271,11,1,5274.415541057314,0.0024647280630062016,0.30017820990115945,0.0033276278475209225,0.0072973525693,0.45600480666375776
194005,241,5,7,23,1,44.61627642476702,5.401616165938448,7.392193785719718,0.0033276278475209225,0.0072973525693,0.45600480666375776
196105,13,5,7,431,1,5034.073402232044,0.0025824017572401636,0.25353981248182766,0.0033276278475209225,0.0072973525693,0.45600480666375776
197197,13,197,7,11,1,5782.406215972468,0.0022481990220767807,0.3921302309779954,0.0033276278475209225,0.0072973525693,0.45600480666375776
197353,13,17,19,47,1,6608.123832863717,0.001967275482240211,0.5256101104646365,0.0033276278475209225,0.0072973525693,0.45600480666375776
198445,13,5,43,71,1,5972.207668780253,0.0021767494904702607,0.4244269873945815,0.0033276278475209225,0.0072973525693,0.45600480666375776
199801,73,17,7,23,1,371.11988362556673,0.1967019370852459,4.079429881220446,0.0033276278475209225,0.0072973525693,0.45600480666375776
200305,97,5,7,59,1,209.0381545148234,0.4640301203631297,4.937689772652172,0.0033276278475209225,0.0072973525693,0.45600480666375776
201565,13,5,7,443,1,5257.630359879301,0.002472596799349439,0.2969907579004497,0.0033276278475209225,0.0072973525693,0.45600480666375776
201685,193,5,19,11,1,70.98652696421578,2.7188257864381935,6.705695677877066,0.0033276278475209225,0.0072973525693,0.45600480666375776
202345,13,5,283,11,1,5650.320265248962,0.0023007545395176284,0.36902256224812374,0.0033276278475209225,0.0072973525693,0.45600480666375776
202657,13,17,7,131,1,6290.316678182844,0.0020666686059048235,0.47632175031939444,0.0033276278475209225,0.0072973525693,0.45600480666375776
204685,13,5,67,47,1,6286.44212177466,0.002067942366791425,0.4757056048414715,0.0033276278475209225,0.0072973525693,0.45600480666375776
205513,157,17,7,11,1,107.34296839314665,1.4626016249614326,6.085712371802074,0.0033276278475209225,0.0072973525693,0.45600480666375776
206245,13,5,19,167,1,6134.74309098965,0.00211907814348308,0.4512785359081424,0.0033276278475209225,0.0072973525693,0.45600480666375776
206941,37,17,7,47,1,1201.3095894148669,0.030799720843002625,2.2252459343566446,0.0033276278475209225,0.0072973525693,0.45600480666375776
207385,37,5,19,59,1,1149.8701275664332,0.03217754693593633,2.2690092171544203,0.0033276278475209225,0.0072973525693,0.45600480666375776
207805,13,5,139,23,1,6286.768964358458,0.002067834856617258,0.4757575951535137,0.0033276278475209225,0.0072973525693,0.45600480666375776
208285,541,5,7,11,1,12.90484223937638,41.92224825106762,9.441312257457255,0.0033276278475209225,0.0072973525693,0.45600480666375776
209605,37,5,103,11,1,1124.118919469282,0.0329146670865289,2.291658674486667,0.0033276278475209225,0.0072973525693,0.45600480666375776
211393,13,101,7,23,1,6859.22084308106,0.001895258994775359,0.5629041901427325,0.0033276278475209225,0.0072973525693,0.45600480666375776
211945,97,5,19,23,1,245.42372938165266,0.3952348057149665,4.7772203410938525,0.0033276278475209225,0.0072973525693,0.45600480666375776
212065,73,5,7,83,1,363.09466930272504,0.2010494952740198,4.1012914308471595,0.0033276278475209225,0.0072973525693,0.45600480666375776
212485,13,5,7,467,1,5715.204803085205,0.002274634146615759,0.38044046724647823,0.0033276278475209225,0.0072973525693,0.45600480666375776
214489,37,17,31,11,1,1328.945057350924,0.027841632575657117,2.1242727830709414,0.0033276278475209225,0.0072973525693,0.45600480666375776
215605,13,5,31,107,1,6766.243061158769,0.0019213025430058455,0.549256328202258,0.0033276278475209225,0.0072973525693,0.45600480666375776
216265,37,5,7,167,1,1115.2523606096984,0.03317634762034705,2.299577508913139,0.0033276278475209225,0.0072973525693,0.45600480666375776
216601,97,29,7,11,1,260.73432732805924,0.37202619614391386,4.716704579492562,0.0033276278475209225,0.0072973525693,0.45600480666375776
216733,61,17,19,11,1,590.4686302176209,0.10330777433090403,3.4354529409884833,0.0033276278475209225,0.0072973525693,0.45600480666375776
217465,61,5,31,23,1,552.3657573445886,0.1104340723314347,3.5021590203753266,0.0033276278475209225,0.0072973525693,0.45600480666375776
217945,13,5,7,479,1,5949.140983162115,0.0021851894310109593,0.42055717113841595,0.0033276278475209225,0.0072973525693,0.45600480666375776
218569,13,17,43,23,1,7855.460975842519,0.0016548996984363119,0.6985192902249094,0.0033276278475209225,0.0072973525693,0.45600480666375776
219037,13,29,7,83,1,7336.102418066063,0.0017720581392083466,0.6301180304612888,0.0033276278475209225,0.0072973525693,0.45600480666375776
219505,13,5,307,11,1,6429.980116055205,0.0020217791914379207,0.49828178045525817,0.0033276278475209225,0.0072973525693,0.45600480666375776
220129,13,41,7,59,1,7455.987231431572,0.0017435652176544783,0.6463276994406314,0.0033276278475209225,0.0072973525693,0.45600480666375776
221065,13,5,19,179,1,6853.708297400771,0.0018967833814768824,0.5621001976593236,0.0033276278475209225,0.0072973525693,0.45600480666375776
222145,577,5,7,11,1,12.90484223937638,44.711898781637736,9.505735245118872,0.0033276278475209225,0.0072973525693,0.45600480666375776
222985,277,5,7,23,1,44.61627642476702,6.208496589066183,7.531414358416402,0.0033276278475209225,0.0072973525693,0.45600480666375776
223405,13,5,7,491,1,6186.4580654454385,0.0021013639569646015,0.45967305483307136,0.0033276278475209225,0.0072973525693,0.45600480666375776
