n,e(E),a(A),b(B),c(C),k_ABC,R,ratio_e_over_R,resid_log,K_fit,alpha,K_over_alpha
5005,13,5,7,11,1,12.90484223937638,1.0073738027058763,5.712842336072311,0.0033276278475209225,0.0072973525693,0.45600480666375776
10465,13,5,7,23,1,44.61627642476702,0.29137348612945985,4.472346209690601,0.0033276278475209225,0.0072973525693,0.45600480666375776
13585,13,5,19,11,1,70.98652696421578,0.1831333431279612,4.007954846433717,0.0033276278475209225,0.0072973525693,0.45600480666375776
14245,37,5,7,11,1,12.90484223937638,2.8671408230859554,6.758810891254998,0.0033276278475209225,0.0072973525693,0.45600480666375776
17017,13,17,7,11,1,107.34296839314665,0.1211071409203734,3.594415923915302,0.0033276278475209225,0.0072973525693,0.45600480666375776
21385,13,5,7,47,1,144.42222871338674,0.09001384423861206,3.2977037913309655,0.0033276278475209225,0.0072973525693,0.45600480666375776
22165,13,5,31,11,1,159.76664859034778,0.08136867183922007,3.1967306400452618,0.0033276278475209225,0.0072973525693,0.45600480666375776
23485,61,5,7,11,1,12.90484223937638,4.7269078434660345,7.258766842784085,0.0033276278475209225,0.0072973525693,0.45600480666375776
26845,13,5,7,59,1,209.0381545148234,0.062189603760007074,2.9279281516103257,0.0033276278475209225,0.0072973525693,0.45600480666375776
28105,73,5,7,11,1,12.90484223937638,5.656791353656074,7.438352419759164,0.0033276278475209225,0.0072973525693,0.45600480666375776
28405,13,5,19,23,1,245.42372938165266,0.052969613137057364,2.767458720052007,0.0033276278475209225,0.0072973525693,0.45600480666375776
29029,13,29,7,11,1,260.73432732805924,0.04985918092650392,2.7069429584507168,0.0033276278475209225,0.0072973525693,0.45600480666375776
29785,37,5,7,23,1,44.61627642476702,0.8292937682146164,5.518314764873288,0.0033276278475209225,0.0072973525693,0.45600480666375776
30745,13,5,43,11,1,273.1556272880918,0.04759191721241444,2.660403248313809,0.0033276278475209225,0.0072973525693,0.45600480666375776
32305,13,5,7,71,1,282.1483069983337,0.04607505938384658,2.62801210036392,0.0033276278475209225,0.0072973525693,0.45600480666375776
35581,13,17,7,23,1,371.11988362556673,0.03502911208367392,2.353919797533592,0.0033276278475209225,0.0072973525693,0.45600480666375776
37345,97,5,7,11,1,12.90484223937638,7.516558374036154,7.722603957114156,0.0033276278475209225,0.0072973525693,0.45600480666375776
37765,13,5,7,83,1,363.09466930272504,0.035803334774825446,2.375781347160305,0.0033276278475209225,0.0072973525693,0.45600480666375776
38665,37,5,19,11,1,70.98652696421578,0.5212256689026589,5.053923401616405,0.0033276278475209225,0.0072973525693,0.45600480666375776
41041,13,41,7,11,1,460.2907980303951,0.02824301518871892,2.1385864850213534,0.0033276278475209225,0.0072973525693,0.45600480666375776
41965,109,5,7,11,1,12.90484223937638,8.446441884226193,7.839240860839917,0.0033276278475209225,0.0072973525693,0.45600480666375776
46189,13,17,19,11,1,590.4686302176209,0.022016410922979547,1.8895284342767087,0.0033276278475209225,0.0072973525693,0.45600480666375776
46345,13,5,31,23,1,552.3657573445886,0.023535130168994278,1.9562345136635517,0.0033276278475209225,0.0072973525693,0.45600480666375776
47905,13,5,67,11,1,561.7247743037553,0.02314300631677354,1.9394329398998735,0.0033276278475209225,0.0072973525693,0.45600480666375776
48433,37,17,7,11,1,107.34296839314665,0.34468955492721665,4.64038447909799,0.0033276278475209225,0.0072973525693,0.45600480666375776
48685,13,5,7,107,1,546.5302053209887,0.023786425477371056,1.9668553678247904,0.0033276278475209225,0.0072973525693,0.45600480666375776
49105,61,5,7,23,1,44.61627642476702,1.3672140502997732,6.018270716402375,0.0033276278475209225,0.0072973525693,0.45600480666375776
53053,13,53,7,11,1,699.4965928594415,0.01858479388278057,1.7200840211298805,0.0033276278475209225,0.0072973525693,0.45600480666375776
56485,13,5,79,11,1,733.1589917888472,0.017731488184140082,1.6730823604564657,0.0033276278475209225,0.0072973525693,0.45600480666375776
58045,13,5,19,47,1,794.4329920991263,0.01636387225768427,1.592816301692372,0.0033276278475209225,0.0072973525693,0.45600480666375776
58765,73,5,7,23,1,44.61627642476702,1.6361741913423513,6.197856293377455,0.0033276278475209225,0.0072973525693,0.45600480666375776
59605,13,5,7,131,1,756.2260070017811,0.01719062803928321,1.6421046618376143,0.0033276278475209225,0.0072973525693,0.45600480666375776
60445,157,5,7,11,1,12.90484223937638,12.165975924986352,8.204138783959081,0.0033276278475209225,0.0072973525693,0.45600480666375776
60697,13,29,7,23,1,901.4441715528122,0.014421303515232034,1.4664468320690065,0.0033276278475209225,0.0072973525693,0.45600480666375776
60865,37,5,7,47,1,144.42222871338674,0.25619324898681894,4.343672346513653,0.0033276278475209225,0.0072973525693,0.45600480666375776
63085,37,5,31,11,1,159.76664859034778,0.23158775831162634,4.242699195227949,0.0033276278475209225,0.0072973525693,0.45600480666375776
63745,61,5,19,11,1,70.98652696421578,0.8593179946773565,5.553879353145492,0.0033276278475209225,0.0072973525693,0.45600480666375776
64285,13,5,43,23,1,944.3886835655791,0.013765518611381445,1.419907121932099,0.0033276278475209225,0.0072973525693,0.45600480666375776
69685,181,5,7,11,1,12.90484223937638,14.025742945366432,8.346390009876599,0.0033276278475209225,0.0072973525693,0.45600480666375776
72709,13,17,7,47,1,1201.3095894148669,0.010821523539433355,1.179277379173957,0.0033276278475209225,0.0072973525693,0.45600480666375776
72865,13,5,19,59,1,1149.8701275664332,0.011305624599112765,1.2230406619717322,0.0033276278475209225,0.0072973525693,0.45600480666375776
73645,13,5,103,11,1,1124.118919469282,0.011564612760131774,1.2456901193039793,0.0033276278475209225,0.0072973525693,0.45600480666375776
74305,193,5,7,11,1,12.90484223937638,14.95562645555647,8.410583167515659,0.0033276278475209225,0.0072973525693,0.45600480666375776
75361,13,17,31,11,1,1328.945057350924,0.009782195229284934,1.0783042278882535,0.0033276278475209225,0.0072973525693,0.45600480666375776
75985,13,5,7,167,1,1115.2523606096984,0.011656554569311127,1.2536089537304511,0.0033276278475209225,0.0072973525693,0.45600480666375776
76285,73,5,19,11,1,70.98652696421578,1.0283641575647053,5.733464930120571,0.0033276278475209225,0.0072973525693,0.45600480666375776
76405,37,5,7,59,1,209.0381545148234,0.17700117993232783,3.9738967067930133,0.0033276278475209225,0.0072973525693,0.45600480666375776
78085,97,5,7,23,1,44.61627642476702,2.174094473427508,6.4821078307324465,0.0033276278475209225,0.0072973525693,0.45600480666375776
78793,13,29,19,11,1,1434.2387155183358,0.009064042031037896,1.0020554688121228,0.0033276278475209225,0.0072973525693,0.45600480666375776
79849,61,17,7,11,1,107.34296839314665,0.5682719689340598,5.140340430627076,0.0033276278475209225,0.0072973525693,0.45600480666375776
80845,37,5,19,23,1,245.42372938165266,0.1507596681593171,3.8134272752346945,0.0033276278475209225,0.0072973525693,0.45600480666375776
81445,13,5,7,179,1,1245.9550863397976,0.010433762936182301,1.1427872919792696,0.0033276278475209225,0.0072973525693,0.45600480666375776
82621,37,29,7,11,1,260.73432732805924,0.14190689956004962,3.7529115136334044,0.0033276278475209225,0.0072973525693,0.45600480666375776
85813,13,41,7,23,1,1591.3764073797101,0.008169028986300748,0.8980903586396431,0.0033276278475209225,0.0072973525693,0.45600480666375776
86905,13,5,7,191,1,1381.886202242437,0.009407431653130646,1.0392402862692414,0.0033276278475209225,0.0072973525693,0.45600480666375776
87505,37,5,43,11,1,273.1556272880918,0.1354539182199488,3.7063718034964968,0.0033276278475209225,0.0072973525693,0.45600480666375776
87685,13,5,19,71,1,1552.03202264121,0.008376115834180353,0.9231246107253266,0.0033276278475209225,0.0072973525693,0.45600480666375776
87745,109,5,7,23,1,44.61627642476702,2.4430546144700864,6.598744734458207,0.0033276278475209225,0.0072973525693,0.45600480666375776
88165,229,5,7,11,1,12.90484223937638,17.74527698612659,8.581614982165014,0.0033276278475209225,0.0072973525693,0.45600480666375776
89089,13,89,7,11,1,1618.463097222511,0.008032311655613068,0.881212671898326,0.0033276278475209225,0.0072973525693,0.45600480666375776
90805,13,5,127,11,1,1573.4765806190203,0.008261959637737779,0.9094021116301607,0.0033276278475209225,0.0072973525693,0.45600480666375776
91273,13,17,7,59,1,1738.7873169483034,0.007476475054359111,0.8095017394533174,0.0033276278475209225,0.0072973525693,0.45600480666375776
91945,37,5,7,71,1,282.1483069983337,0.1311367074771018,3.6739806555466075,0.0033276278475209225,0.0072973525693,0.45600480666375776
92785,241,5,7,11,1,12.90484223937638,18.67516049631663,8.632689912101428,0.0033276278475209225,0.0072973525693,0.45600480666375776
94705,13,5,31,47,1,1787.999809333704,0.007270694287626594,0.7815920953039168,0.0033276278475209225,0.0072973525693,0.45600480666375776
95557,73,17,7,11,1,107.34296839314665,0.6800631759374814,5.319926007602156,0.0033276278475209225,0.0072973525693,0.45600480666375776
96577,13,17,19,23,1,2041.4439120811758,0.006368041719425436,0.6490323078949984,0.0033276278475209225,0.0072973525693,0.45600480666375776
