metric,value
mean_abc_q,0.48487924782303804
max_abc_q,0.4864779837807506
mean_abc_eps_eff,-0.515120752176962
corr_eps_de,-0.026043355301720934
corr_eps_K_add,-0.012106195785452176
corr_eps_GP_235,-0.5943471673850491
corr_eps_BridgeP_M,0.009701738193717424
