n,e(E),a(A),b(B),c(C),k_ABC,e_share,resid_E8_abs,resid_E8_rel,bal_lam_alpha_std,bal_lam_alpha_min,bal_lam_alpha_max,bal_lam_alpha_argmin_u,bal_lam_alpha_argmax_u,blank_wedge_norm,P_E8_renorm_BC,pol_E8_deg,pol_BC_deg
5761105,241,5,7,683,1,0.3523430223053044,0.0239255571519074,0.0029855399283122,0.003547000461860122,-0.009568878954651796,0.0016088291390254808,10,12,20.615528128088304,205.05639616557343,26.532306607814053,35.19489110589084
7469665,457,5,7,467,1,0.3869925312016903,0.0240913367125448,0.0133954760827156,0.0053592240863281,-0.014976779334720315,0.002056862875243666,10,12,18.788294228055936,228.94144173668053,14.449143420274574,44.7699805877109
8049685,349,5,7,659,1,0.3682170351775618,0.0253288149973442,0.0168720746501222,0.005488773732745916,-0.01595924787260264,0.0009627828862619029,1,0,16.0312195418814,218.5926597414234,23.13889120018474,38.20683425759067
7334965,193,5,691,11,1,0.332909657056319,0.0254992373075305,0.0108370910228685,0.0015318065788006085,-0.0042753325991713885,0.0008028304743450307,14,11,42.72001872658765,196.44325918283477,38.35002974969212,42.96842810272703
8399185,37,5,547,83,1,0.2264800714864238,0.0262529618418283,0.0186172337738856,0.0005671787079793651,-0.0003699591220395468,0.0014715359438110802,8,13,50.51732376126036,134.68511580030625,54.16524478814658,55.10647403910444
7184845,37,5,547,71,1,0.228720282297377,0.0266646577303261,0.0083627120681463,0.0013964223850788649,-0.0002707967471814178,0.003941195014153909,8,13,20.518284528683196,134.62967790444932,54.797776563372594,55.75386877894232
4756165,37,5,547,47,1,0.234857179314285,0.0268422358599702,0.0182926655913805,0.0004644969936687029,1.7312575573799423e-05,0.0015055499808146436,0,1,61.68468205316454,134.60577274063243,54.2510963286653,55.21381555084109
5970505,37,5,547,59,1,0.2314343510812939,0.026847785364007,0.0036168859708133,0.0009325545235369639,-0.0017666348185070716,0.0011708595684172454,10,12,30.72458299147443,134.60502574742597,55.30179708346956,56.26964315789132
7755601,61,41,7,443,1,0.2591334517728469,0.026931855469748,0.0129257252546123,0.003356558857476901,9.090309358752341e-05,0.011077508191754076,0,1,31.38470965295043,153.2291173491047,4.23679093749862,3.765824470317921
6456241,37,29,547,11,1,0.2302799399478943,0.0270849267255444,0.0011465263060526,0.0019470330595201246,-0.006041918318751851,-3.444217135200435e-05,1,0,35.4400902933387,134.5731091128771,55.25884310263038,56.24925015272556
6477445,13,5,439,227,1,0.1635409374918818,0.0273192418319169,0.0011212943121368,0.0005223884161133337,-0.001377855203250141,0.0001962181265732406,10,12,32.51153641401772,95.56914565124798,48.91803507753384,48.98299468361392
2429605,37,5,571,23,1,0.2455865575663051,0.0279580527066092,0.0081642569717237,0.002447913178171292,-0.005412434116951299,0.0030036184625704186,13,8,11.704699910719626,142.1880664519414,50.98839019675624,51.869820900059736
7876645,313,5,7,719,1,0.3618649714418119,0.0283286764348972,0.0125046530136192,0.005052250470138651,0.00011060352797150239,0.015025974451435931,0,1,16.492422502470642,213.8855751362474,46.351954732158354,48.59584082069398
8392237,109,17,7,647,1,0.2942609003867358,0.0283748095393757,0.0164434790675251,0.0031900375518860544,-0.0021413057728044325,0.008660362490998882,8,13,28.42534080710379,174.61362177034383,44.02323518831896,47.82408463716963
2237305,97,5,7,659,1,0.3128909793435799,0.0331112566141758,0.0086348992054256,0.00289380226087531,-0.00860375433852242,2.7911293814490588e-05,1,0,16.0312195418814,181.0702921078181,36.18447582450942,38.20683425759067
6893845,457,5,7,431,1,0.3889641251030541,0.0339755847059861,0.001570494267758,0.0037710359148897307,-0.009879614189352614,0.001460137796395174,14,11,26.70205984563738,226.68967459580077,19.22628310388196,64.08511071844494
8059345,409,5,7,563,1,0.3781653567907786,0.0340885629640644,0.0081877478158152,0.0033574749781042847,-0.00774789328402336,0.0021690545927249313,10,12,28.372521918222212,222.55732031396576,18.60941791289549,42.42608912064663
8446585,373,5,7,647,1,0.3712757630360597,0.0342635277938925,0.010959570017456,0.005217416869869906,-0.014492803472165479,0.003078922089247053,14,11,17.435595774162696,219.10915741375985,19.3294258918986,30.820134076080013
7181473,13,29,43,443,1,0.1624720914986613,0.0349382486329638,5.9386324974564135e-05,0.0014248862061904868,-0.0017732698669055626,0.0030798463995008393,12,10,28.705400188814647,94.84377050858792,57.163187139115934,57.26334651026588
7319689,13,41,31,443,1,0.1622761378732073,0.0350587565236711,0.0011456819301006,0.0014104118394250298,-0.0014486186453660636,0.0032464955415698205,15,9,34.48187929913333,94.83234177449737,33.094227543955654,33.145859504863886
9738469,13,89,19,443,1,0.1593968429432189,0.0350761471321175,0.0190307699391382,0.0019422512055101702,0.0003853158612311718,0.006036520248731675,0,1,36.89173349139343,94.83069259671362,57.22796867027262,57.349218834924926
9392929,13,233,7,443,1,0.1597555051385064,0.0351000986728789,0.0167592250566371,0.008521162043832079,-0.0010146297747322742,0.02414598585203174,15,9,13.601470508735444,94.82842128271533,56.90528390196429,57.134553522759695
5522881,13,137,7,443,1,0.1652204060587526,0.0351036770123878,0.0168801764746393,0.006535562139271289,-0.0024282233565177925,0.01689800392229423,15,9,13.601470508735444,94.828081955036,56.95384837433829,57.134553522759695
6006637,13,149,7,443,1,0.164331601575254,0.035104378151626,0.0114868480347507,0.006814767853807938,-0.019386979908494723,0.000569307791189369,10,12,13.601470508735444,94.82801546737016,32.79313705120361,32.865446477240305
8060005,109,5,643,23,1,0.2950083374363659,0.0352531988233657,0.0070282614459983,0.0024934021637818683,-0.004898009136332596,0.0030559464092809957,9,15,19.72308292331602,173.41668253168896,45.97450507173185,49.92679057418048
2196565,97,5,7,647,1,0.3132847550599786,0.0362203054473318,0.0067835668460056,0.002660739912236148,-0.007510807697420138,0.0014188959834923768,14,11,17.435595774162696,181.6341245252993,29.1966856633186,30.820134076080013
8603245,373,5,7,659,1,0.3708484600955887,0.0363979408401467,0.0099767242543412,0.005674292261846199,-0.016791710726341096,0.00035700695238390204,1,0,16.0312195418814,218.6419867145979,23.75796752677246,38.20683425759067
9069865,541,5,7,479,1,0.3928361707848851,0.0368864944217506,0.0127905200131127,0.007436480087769676,-0.022151046745433927,0.0013195797914355063,14,11,14.730919862656236,232.25794012474384,15.358628398358958,36.43369537582362
8842645,541,5,7,467,1,0.3934592854932501,0.0373383595713016,0.0107537166985757,0.009497894356043056,-0.028209642393852114,0.002568973026546134,14,11,11.532562594670797,232.15301456378245,12.878456569864367,28.984030747206976
2573857,13,41,439,11,1,0.1737662715742304,0.0383175225617803,0.0061102705079279,0.0013872674015636582,-0.0016019167898106558,0.002394097950882432,8,13,35.05709628591621,102.05243890864963,21.962038035781465,21.986159733163845
7085785,457,5,7,443,1,0.3882869425014633,0.0399182100930411,0.0057706125006605,0.004107367588693322,-0.010439626166575455,0.002491503084615666,10,12,24.515301344262525,225.34653761324503,13.194709061022811,43.45000814349025
9401305,73,5,43,599,1,0.2672124747049154,0.0418528727349467,0.0100619655730247,0.0010676355797166572,-0.0031397271080992975,0.0003215059986409849,13,8,37.69615364994153,157.55450803009572,54.46837885212589,56.70457696305852
6777685,73,5,31,599,1,0.2727712870454715,0.041896538645663,0.0105712406590804,0.000916572160003577,-0.0012335198480744663,0.0013856504541197095,15,9,43.9089968002003,157.54762841921843,54.81065111163833,57.0647900992535
8876581,73,29,7,599,1,0.2681716990295249,0.0419133909176099,0.006418131341623,0.003980074174938249,-0.011752447029706322,0.0005529791900131856,14,11,24.35159132377184,157.54497340611132,54.75280193539066,57.02076996745338
8277685,13,5,367,347,1,0.161023131281986,0.0423100587452831,0.0016457913855591,0.00024389631786415238,-0.0002681635672888783,0.0005369681981645063,3,2,69.63476143421474,94.14717099636644,57.1882314077701,57.25770062953633
7913449,37,17,547,23,1,0.2273294527661418,0.0469488628391903,0.005822009864662,0.0011323235677651593,-0.0020116987354290797,0.0013704877517065033,13,8,46.65833258915282,131.92633220353355,38.54258875997321,39.30554217498283
8286157,73,17,607,11,1,0.2693304053202222,0.0486398793402553,0.0046198121477773,0.002021192989373424,-1.0979263408420318e-05,0.006961563015666831,0,1,36.71511950137164,156.48880510063717,39.85765283546316,41.6211994704759
7038805,97,5,631,23,1,0.2901456069515771,0.0489129819680859,0.0151872066381002,0.004363891321879084,-0.012556495205560776,0.0011337449499949801,14,11,10.63014581273465,166.8109393622118,42.92552896304873,45.496561994822855
8185285,61,5,571,47,1,0.258255620503843,0.0493614197475789,0.0061105237857586,0.0015107582259629253,-0.0030327052135848778,0.001914249603332541,13,8,24.35159132377184,149.83051211079334,61.22496685701575,61.89245693583975
2581645,73,5,643,11,1,0.2906040129578752,0.0503655067546688,0.0183629121494073,0.001057633032340503,-0.00356768048607668,-5.003833193769584e-05,1,0,38.05259518088089,172.77494654960813,48.08779983129533,49.95727422821057
7734337,13,17,79,443,1,0.1617123886786409,0.0503708869155759,0.0106863884144841,0.0009271025611386512,-0.001341347985289027,0.0017413244949068497,3,2,33.77869150810907,93.39131732428297,53.57395063304963,53.66381504025792
9462037,13,53,31,443,1,0.1596825981533505,0.0517051401162979,0.0006106538067892,0.001780917408333312,-0.004335240731919879,0.0014784302311639003,14,11,31.04834939252005,93.26679275235128,53.05779663436575,53.16552074090578
2117005,61,5,631,11,1,0.2822333747547929,0.0557052945019163,0.0101717632930254,0.0010778548204801533,-0.0030970304396643515,0.0004357647463198702,14,11,34.132096331752024,166.42944240146778,44.278633116094944,44.595412218281616
7698505,61,5,43,587,1,0.2592542078264038,0.0567333639076671,0.0173416741184207,0.0007026995455008426,-0.001005043849847381,0.0013377785109985225,11,14,52.354560450833695,148.7300312675475,38.67191920791002,38.907894781307455
2353429,13,17,463,23,1,0.1748266804575699,0.0568915283356991,0.0186003199193646,0.004951203195051996,-0.010688421413106866,0.005000971035798496,10,12,6.324555320336759,103.96567472048196,29.935679953394672,29.97698024693261
9650005,157,5,19,647,1,0.3143948735754729,0.0576328514811579,0.0040931916485981,0.0018153868466988827,-0.004616779510916947,0.0016588526477513308,9,15,32.51153641401772,182.7687973396457,53.72835652249403,59.134191085164176
8388205,541,5,7,443,1,0.3947613976089146,0.0590173223581161,0.0142291768986386,0.008053775390769794,-0.023128710260764608,0.0008100252720180827,14,11,13.601470508735444,227.1743392459036,13.455192055747872,32.865446477240305
8240245,13,5,331,383,1,0.1610689699841119,0.0602400780444558,0.0165688589384361,0.00013767873186271205,-0.00017871791507793338,0.00023657466852249187,12,10,123.3572048969982,92.47415383906733,52.84704372296149,52.91252049245013
9828985,157,5,19,659,1,0.3140360284586439,0.0607032982870394,0.0060216030941261,0.0015259546715282592,-0.003450551750951354,0.0016810305174773507,9,15,38.67815921162743,182.20847612808555,46.97381784554691,51.75839125602482
8323105,397,5,7,599,1,0.3755322745379411,0.0608358405616616,0.0165365239648891,0.00385402499320227,-0.010913910668206224,0.001071685690137372,14,11,24.35159132377184,215.61044468286687,30.056171381772856,57.02076996745338
2011321,13,17,19,479,1,0.176718750120875,0.0657316697965944,0.0166760607164147,0.0019237248440722547,-0.0029762866763943037,0.002696348443955854,9,15,16.278820596099706,104.88882034923002,42.71070937730216,42.77620732353938
1742377,13,41,7,467,1,0.1784838943215977,0.0781875646043032,0.0191930726999105,0.004216730617768863,-0.011962330663552938,0.0012054873628147774,14,11,11.532562594670797,106.20347506515876,28.94607054534722,28.984030747206976
1305265,13,5,43,467,1,0.18214490416612,0.0783207273560604,0.0009779423227796,0.0004688828885076966,-0.0006462840915481923,0.0008443338517812774,12,10,36.22154055254967,106.21761835380332,60.98113505357903,61.0713324331324
1264081,13,29,7,479,1,0.1825605450707957,0.0803430231085949,0.0012349713540909,0.002776563060671978,-0.0010756532904621662,0.007634016545232871,8,13,14.730919862656236,106.43263913677208,53.48112586321666,53.56630462417638
1338805,13,5,43,479,1,0.1818173245312926,0.0804756140994512,0.002977019799057,0.0005378778199926139,-0.0006126178098183853,0.0011879334700111864,12,10,31.575306807693888,106.44675208145864,53.6559471784766,53.735750268119965
775705,37,5,7,599,1,0.2662618863108928,0.0990895577515145,0.017863649636296,0.0011766080983902614,-0.0031908784330185905,0.000574700904713598,10,12,24.35159132377184,152.67051430811475,46.29933401542159,47.06558422515703
728065,13,5,487,23,1,0.1900223506085855,0.1137354595489299,0.0079023631208456,0.0012801889523510052,-0.0016667539284232684,0.002479475993029149,15,9,13.2664991614216,110.04668943092037,35.009001038557685,35.056269815468106
517465,13,5,19,419,1,0.1949538949264702,0.1463078776668948,0.0009513393125665,0.000363333573523837,-0.0009539980472238098,0.000261670930346129,9,15,46.74398357008097,113.69019294212292,79.28467221373471,79.38797482563392
621205,13,5,19,503,1,0.1922834760430026,0.1497108543131431,0.0162440107782505,0.0004198939759981657,-0.0008659971970493664,0.0003829381704100143,9,10,40.44749683231337,114.07773704138395,48.53384362143393,48.60176240031233
223405,13,5,7,491,1,0.2082490200615835,0.2137919038940616,0.0005612057991258,0.0007440660468875075,7.035690559737876e-05,0.002311382487297414,0,1,22.825424421026653,121.62726576717589,23.211762708108107,23.234481166111408
