N,W,Pol_11_47
200000000,400,0.0053587590936328144
200000000,600,0.00756412987482824
200000000,800,0.007949823031872971
200000000,1000,0.006808396143455242
200000000,1200,0.0049472171895271755
200000000,1500,0.004324604746430705
200000000,2000,0.0032642202799779696
200000000,3000,0.002678845106491412
