n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_2s,min_resid_E8_rel_over_2s,best_u_abs_idx,best_v_abs_idx,best_u_rel_idx,best_v_rel_idx,theta_best_abs_deg,theta_best_rel_deg,pol_axial_mean_deg,pol_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,tri60_count_tol5deg,tri120_count_tol5deg,H_balance_alpha_at_best_abs,H_balance_alpha_at_best_rel,improve_abs,improve_rel,stability_score
8255665,409,5,367,11,1,0.2069291330004279,0.1631405199183875,0.004785835361911466,0.0014978567375493331,0,9,8,0,40.38360250442138,37.51951209041222,14.879631496651776,0.09710542842917791,160,0,0,0,0.007551462731973348,-0.0034455730913789465,0.20214329763851643,0.16164266318083814,1121.3263529105884
4364737,13,41,19,431,1,0.0044508787222239,0.0015029196137,0.004450878722223919,0.0015029196136995572,0,0,0,0,22.836992153516242,22.836992153516242,44.92434847514694,0.43948289232966664,96,96,128,0,0.00019889004571363626,0.00019889004571363626,-1.9081958235744878e-17,4.4278816724308e-16,303.8925759832638
648193,13,17,7,419,1,0.149447778249461,0.2797315961496142,0.0014850644621734177,0.0015313268581402713,8,9,0,8,18.818256039615363,11.25867856600125,44.933776783010146,0.6405275002987514,96,96,0,0,-0.002112844981120051,0.0005763671103232753,0.1479627137872876,0.2782002692914739,262.3526247187122
6688165,277,5,439,11,1,0.715063679890777,0.6845840523803681,0.028933118246845246,0.0015465092635638315,0,9,0,9,76.13176095059832,76.13176095059832,34.77128999681497,0.346775124304333,96,0,0,0,-0.0008169606910462788,-0.0008169606910462788,0.6861305616439317,0.6830375431168043,71.84612623329134
4680109,709,41,7,23,1,0.0091013827882769,0.0016008387228701,0.00909160221794046,0.0015910581525336973,0,9,0,9,15.812892260390852,15.812892260390852,15.596839726487149,8.131889258189418e-06,0,0,0,0,0.1052543529252926,0.1052543529252926,9.780570336440433e-06,9.780570336402703e-06,57358.3945139373
4747285,37,5,67,383,1,0.5924548536268688,0.5840268388022263,0.006787514370507545,0.0016405004541349356,9,8,9,8,1.4560598786965346,1.4560598786965346,43.90480021323631,0.6230721235188055,96,96,32,0,0.0020250199226589105,0.0020250199226589105,0.5856673392563613,0.5823863383480914,184.51509168456343
8842645,541,5,7,467,1,0.0381664148541828,0.0099256614156931,0.0381664148541828,0.0017231633364668407,0,0,0,8,12.878456569864367,20.374409047315407,20.426319312505466,0.13403543962937825,96,0,0,0,-0.000260966791295605,0.02067276627388779,0.0,0.00820249807922626,150.24655715371568
517465,13,5,19,419,1,0.1454798223840135,0.0017793945954491,0.0014791969052697894,0.001779394595448948,8,9,0,0,18.896646073276397,79.28467221373471,44.934966283627645,0.6035806388500742,96,96,32,0,0.0005440840902315135,-2.001159790793908e-05,0.1440006254787437,1.5200514458246772e-16,278.5542465064886
1305265,13,5,43,467,1,0.0774926720731792,0.0018059976056623,0.03701184689294492,0.0018059976056621187,0,8,0,0,36.43576958315091,60.98113505357903,44.93816440656641,0.5401325872386176,96,96,64,0,-0.0008886145886353898,2.225588981496408e-05,0.04048082518023428,1.8127860323957634e-16,76.0061635729452
6698065,193,5,631,11,1,0.174476040184932,0.1439022998793378,0.028764018325762666,0.001809721979831647,8,9,8,9,18.024542488189244,18.024542488189244,40.6113239298871,0.52426787886938,96,0,64,0,-6.839605889113317e-05,-6.839605889113317e-05,0.14571202185916934,0.14209257789950616,47.729717702134266
3587857,13,89,7,443,1,0.0359331545346317,0.0458878812897378,0.008085703143488051,0.0018690236116180505,0,8,0,8,26.47850220550739,26.47850220550739,44.91535233052415,0.56753589590313,160,160,64,0,-0.00024189547927431614,-0.00024189547927431614,0.02784745139114365,0.04401885767811975,312.73431258260916
5095765,73,5,607,23,1,0.0149620544171143,0.0019367690625337,0.014962054417114302,0.001936769062533784,0,0,0,0,55.82918699896834,55.82918699896834,43.43443198421137,0.5449308634025176,96,96,128,0,-0.0019735638111315896,-0.0019735638111315896,-1.734723475976807e-18,-8.391724815037804e-17,141.8844433136092
1438465,73,5,7,563,1,0.1536860216267351,0.2261080162081251,0.017092148783373746,0.0019369810700163017,8,9,0,8,68.69940137994631,74.4971713852044,43.35542885143978,0.5860685742395246,96,96,0,0,0.0009657088428968318,0.0029660325197624587,0.13659387284336133,0.2241710351381088,121.55271996670602
7899805,61,5,439,59,1,0.5531651378539348,0.5121469305062656,0.023000072409277362,0.0019934899778819002,8,8,8,0,2.7256941075603027,84.79964999235949,44.486838230027715,0.5162898565557046,160,96,64,0,-0.0003177390764733592,7.173437458205308e-05,0.5301650654446575,0.5101534405283837,150.84252608205023
3079585,61,5,439,23,1,0.5539599004801912,0.5740874152177095,0.02217050040729429,0.0020429856697762585,8,8,8,8,2.8231117294144403,2.8231117294144403,44.473336300880014,0.5208369987566562,160,160,64,0,-0.0012328431880455951,-0.0012328431880455951,0.5317894000728969,0.5720444295479332,191.5775233492487
5635285,37,5,367,83,1,0.7168095257670534,0.6972890345439156,0.021571647461447904,0.002051156238310075,8,0,8,0,88.28713833887498,88.28713833887498,43.67141587797631,0.5263192496679425,96,96,64,0,8.401078645591578e-05,8.401078645591578e-05,0.6952378783056055,0.6952378783056055,116.14753171273745
9134785,541,5,307,11,1,0.1087026610509927,0.0585805480845227,0.043165657339554284,0.0020514146931704573,0,9,8,8,30.31839719177668,3.384088923861461,14.048607076155832,0.04906715471613565,96,0,0,0,0.004473628931238045,0.0027431098840952598,0.06553700371143842,0.05652913339135224,371.82691251334023
1264081,13,29,7,479,1,0.0795149678257136,0.0020630266369735,0.06389338853006266,0.002063026636973588,9,9,0,0,44.5416014418516,53.48112586321666,44.93433624245098,0.5308090483966488,160,160,64,0,0.0052774901474045965,-0.00017042997612821064,0.015621579295650945,-8.803721640582296e-17,81.83900005673587
7273357,13,257,7,311,1,0.4943516119192639,0.458548991726922,0.03792887826313622,0.002126258070793671,9,8,9,8,1.5587427653105719,1.5587427653105719,44.52155658408711,0.6354599361480489,128,96,0,0,0.02720102739511396,0.02720102739511396,0.4564227336561277,0.4564227336561283,73.87481309210783
1338805,13,5,43,479,1,0.07964755881657,0.0021489645161745,0.06400783030699195,0.002148964516174744,9,9,0,0,44.60919403027914,53.6559471784766,44.93883587814712,0.5309565359608448,160,160,64,0,-0.0006156312571046897,0.0,0.015639728509578052,-2.441623292437356e-16,81.68975077110504
9764677,13,29,439,59,1,0.0823657426155051,0.0280918226025624,0.03911404965299531,0.002155999607888279,0,8,8,9,29.954722568114253,33.82760520157873,44.926880595059885,0.5378289671954751,160,160,96,0,0.00013108363479678541,-0.001261264418462799,0.04325169296250979,0.02593582299467412,121.52182709128078
5474245,229,5,7,683,1,0.0154028576200758,0.0022507147538177,0.015402857620075821,0.0022507147538179235,0,0,0,0,26.408561522743927,26.408561522743927,36.06398824193503,0.47264158773772147,160,0,64,0,-0.00018648286409441304,-0.00018648286409441304,-2.0816681711721685e-17,-2.233456475320139e-16,134.09434107928087
3907189,13,89,307,11,1,0.4180088560761797,0.4223303222255001,0.006575558709470747,0.002254092560150488,8,8,8,8,0.7590994193592907,0.7590994193592907,44.860110790001706,0.6217058557759012,96,96,0,0,0.0034487031642202546,0.0034487031642202546,0.41143329736670897,0.42007622966534963,187.28520749610132
6281605,181,5,631,11,1,0.1725307197610359,0.1460495707888635,0.024187686368037423,0.002293462604134756,8,9,11,9,20.97323031682124,67.22924943670688,44.12359004919118,0.5434149474195435,96,64,32,0,8.07235101737227e-05,0.0008989047532107178,0.14834303339299848,0.14375610818472873,86.66101783561997
965185,13,5,31,479,1,0.0795518918630738,0.021414531061807,0.0639334821623091,0.00230230626852527,9,9,8,9,44.3657539049234,31.471801660795276,44.93840929293665,0.5299651838112822,160,160,64,0,0.0005783610728782455,-0.0002140812226611153,0.01561840970076471,0.019112224793281733,81.92486079957668
920185,61,5,7,431,1,0.5366617239219776,0.6410989523837282,0.021808264099004823,0.00232964700564529,8,8,9,0,2.308035705054958,1.147301448074066,44.522729096429046,0.5976092118054497,96,96,32,0,-0.00029122975212675524,0.010723361747346618,0.5148534598229728,0.6387693053780829,101.53115587653
9828985,157,5,19,659,1,0.0615313535699205,0.0068496583770087,0.04305940325346942,0.0023480788009857144,8,9,0,8,30.568725157652015,32.3414372455485,41.270996126764786,0.468116644705052,96,96,0,0,0.002075834232474616,-0.0016338203135614954,0.018471950316451075,0.004501579576022986,77.70338465425439
4516105,157,5,523,11,1,0.398881952139124,0.3937066494835596,0.007531923700868663,0.0023566210453039626,8,8,8,8,5.460438161568631,5.460438161568631,40.221847314750214,0.5133462128074036,128,0,64,0,0.0038023612243539198,0.0038023612243539198,0.39135002843825534,0.3913500284382556,143.33390400942082
8388205,541,5,7,443,1,0.0598453776409972,0.0150572321815211,0.04714974739370101,0.0023616019342248004,8,9,8,9,23.968901470132174,23.968901470132174,19.63508688708078,0.12240318208741818,160,0,0,0,-0.0004343123429855825,-0.0004343123429855825,0.01269563024729619,0.012695630247296301,230.1522922245557
3488305,73,5,19,503,1,0.3506008403498893,0.3624216828246525,0.014193435305417949,0.0023725928306545813,9,0,9,0,7.2851407782202,7.2851407782202,42.889459281885664,0.5525902130789675,96,96,0,0,-0.003830522473552658,-0.003830522473552658,0.33640740504447136,0.3600490899939979,144.36296544520775
6893845,457,5,7,431,1,0.0348036399888672,0.0023985495506406,0.005849689986837485,0.002398549550640611,9,0,0,0,4.377367893562364,19.226283103881958,16.227252239660185,0.113858384272982,160,0,0,0,-0.0037059573858283087,8.050448849915924e-05,0.028953950002029716,-1.0842021724855044e-17,892.1466993974809
9606337,13,29,307,83,1,0.5593153302779552,0.506057722179244,0.009458098199111961,0.002447583232161926,9,0,8,8,1.2229498346976695,2.3131265375038126,44.89392780049138,0.6248940361819526,96,96,0,0,0.001864727224782226,0.0005407216953783818,0.5498572320788433,0.5036101389470822,158.72664742145508
4977889,709,17,7,59,1,0.009033802370984,0.0024749219239672,0.008826268379027077,0.0024749219239673234,0,9,0,0,16.831878012391734,15.699342572070055,15.912797766117722,0.0001992547541321832,0,0,0,0,-0.027614864084752888,0.0015490973783016816,0.00020753399195692218,-1.231653667943533e-16,2652.484894136893
4974445,457,5,7,311,1,0.0909646969979775,0.0795008554097703,0.01394555770886262,0.0024817161206553023,0,9,0,9,27.369972566459044,27.369972566459044,10.743608765766378,0.04946397401059022,256,0,0,0,0.00955771256262136,0.00955771256262136,0.07701913928911489,0.077019139289115,2169.753419992376
8603245,373,5,7,659,1,0.0372259961230279,0.0091486689714587,0.024325245912174276,0.002485981953220144,8,9,9,9,35.21113406446255,27.59080636686143,30.200052564854012,0.3224040583938318,96,0,64,0,0.00030923321528615664,-0.0023599127344561864,0.012900750210853622,0.006662687018238557,87.65086974982977
7970545,313,5,463,11,1,0.6760685070130534,0.6344891549968661,0.03907661766036141,0.0025027343558261554,9,0,9,0,7.519176856676597,7.519176856676597,42.865531379576,0.3711809248371136,0,0,96,0,-0.0015857353206239254,-0.0015857353206239254,0.636991889352692,0.6319864206410399,0.5489572899804732
4576789,37,41,7,431,1,0.4477852319691993,0.441739224228889,0.003448352570138296,0.0025976551701717685,9,8,9,8,5.182354011864438,5.182354011864438,44.0640364275129,0.666330999099549,96,96,0,0,0.005165264827088249,0.005165264827088249,0.44433687939906097,0.43914156905871726,215.37612199903464
3490669,13,89,7,431,1,0.014446331566959,0.0026704576668363,0.014446331566959063,0.0026704576668364855,0,0,0,0,68.53394996685128,68.53394996685128,44.91390872432159,0.5773000456166983,96,96,64,0,0.001998663859092038,0.001998663859092038,-6.245004513516506e-17,-1.8561541192951836e-16,136.75438698191357
3452581,37,17,499,11,1,0.2015108831156857,0.2140152600309998,0.00982975041782137,0.0026740616004832978,10,0,8,8,73.90566121467313,14.663377085602452,44.07023219316148,0.44110126863627264,96,96,0,0,-0.003616877847059441,0.0007499478859091112,0.19168113269786435,0.2113411984305165,220.648393358839
9990253,13,353,7,311,1,0.5554363450033466,0.4997443908012213,0.028917559400623065,0.0026811730412105886,9,0,8,8,1.454159942095573,1.818072454257528,44.44744716427163,0.5937162848330872,96,96,32,0,0.04749505343894824,-0.007025323536152845,0.5265187856027236,0.4970632177600107,83.52798780846717
8782465,193,5,19,479,1,0.5966625665463281,0.5489975197867509,0.03734522657663025,0.0027056090232106243,9,0,8,8,2.880018281559328,3.0004577806524244,37.97272016811051,0.4294582739688567,128,0,0,0,-0.005383781324324676,-0.0014174739660221365,0.5593173399696978,0.5462919107635403,63.44414155970187
4440553,13,17,283,71,1,0.8203547961462874,0.8162811117168193,0.0013491778249594586,0.0027245066045092883,0,9,0,9,89.87396594006812,89.87396594006812,44.855908809574686,0.5244383865355362,160,160,0,0,-0.0019581255633737012,-0.0019581255633737012,0.8190056183213279,0.81355660511231,539.3185160561675
9138493,13,233,7,431,1,0.0144508528471743,0.0645982867211235,0.014450852847174352,0.002728512287902144,0,0,9,9,68.41389879147334,61.41628218907196,44.83781950156699,0.576021858288293,96,96,64,0,0.0030797859911660067,0.019895013515928237,-5.204170427930421e-17,0.06186977443322136,137.03249943610297
3812029,13,17,367,47,1,0.3583088754250537,0.364256122993149,0.0031701117559708065,0.0027771358121242724,8,0,8,0,82.41744442301706,82.41744442301706,44.92011723051586,0.665195688703895,96,96,64,0,-0.000770365530604512,-0.000770365530604512,0.35513876366908287,0.3614789871810247,220.3016602522082
3851185,13,5,331,179,1,0.4783631559648988,0.4836362530404193,0.008065041697246826,0.002791944621726496,8,8,8,8,3.5202722665538166,3.5202722665538166,44.91579109718253,0.5462486391836359,160,160,64,0,-0.0004463426288677001,-0.0004463426288677001,0.470298114267652,0.4808443084186928,325.2931372102048
6989185,397,5,7,503,1,0.2024920803415602,0.1692150947384793,0.030463202325129585,0.0028137832779512786,9,0,9,0,4.508671362478298,4.508671362478298,23.630270799774774,0.22466206688899937,160,0,64,0,-0.00343831935653467,-0.00343831935653467,0.1720288780164306,0.166401311460528,177.1062723326013
9654229,13,41,307,59,1,0.5620035123026967,0.5084366415826059,0.008566429019767431,0.002893683552808315,9,0,8,8,0.6906932889783399,1.3734171047662238,44.891315203765785,0.6138824895863718,96,96,0,0,-0.0008737483246522897,-0.00017042034771658324,0.5534370832829293,0.5055429580297977,169.33353478488448
9057193,37,29,367,23,1,0.7201017048800835,0.6705119658075837,0.024618210454909747,0.0029236282190399994,8,0,9,8,88.18560111117043,0.8381248894260889,43.561632992839954,0.520260294336796,96,96,64,0,0.004508866861611008,-0.010306830382543455,0.6954834944251738,0.6675883375885436,107.1596232679415
6655705,397,5,7,479,1,0.2371233133120115,0.2069533043132666,0.03310312070706321,0.0029331117083183783,9,0,9,0,3.2072777687977836,3.2072777687977836,22.68244314416907,0.2089880090621452,160,0,32,0,-0.004017238785735437,-0.004017238785735437,0.2040201926049483,0.20402019260494825,178.72846055346815
9077173,37,101,7,347,1,0.8199525368761904,0.7702252492221817,0.024692079307576276,0.0029388130914118813,2,9,9,8,0.021744501465776295,0.09487617839513926,43.27909724213709,0.42691289024814616,96,96,128,0,-0.0033762878381043047,0.010779419544647227,0.7952604575686142,0.7672864361307699,130.3126849540482
5574985,13,5,199,431,1,0.0425936995382146,0.0614218699846802,0.0016662850420504543,0.002993135752003154,8,9,9,9,27.830829268881317,58.82292091339225,44.94482829548393,0.5629178535568156,160,128,64,0,0.0004413346311298635,-0.0004886990549473529,0.04092741449616414,0.05842873423267705,440.0676710633904
9941581,13,53,307,47,1,0.563434000970967,0.508045115510878,0.007437024846336438,0.0030087086364745004,9,0,8,8,0.7023802501132205,1.4415952701633323,44.871197454303,0.6222909289027706,96,96,0,0,0.0014066265516855469,-0.00011915906711114591,0.5559969761246305,0.5050364068744035,177.86510553547748
5099269,73,17,7,587,1,0.1042585689732959,0.0911887756049673,0.010036363548932089,0.0030334298193966116,0,8,0,8,23.11213310239233,23.11213310239233,43.284763463467726,0.5466559201395103,160,96,96,0,-0.002386920806234142,-0.002386920806234142,0.09422220542436381,0.08815534578557069,234.63855206621776
9271213,109,29,7,419,1,0.7201591407677292,0.6691125152331441,0.043738564487893275,0.003081963244502665,0,9,9,8,84.86923216253811,0.5172532309918382,38.8691586937655,0.43995569032534076,96,0,0,0,0.005054883043178333,0.01230968170575018,0.676420576279836,0.6660305519886414,41.02756544958857
4739665,709,5,7,191,1,0.0044301293739765,0.0038933845204377,0.0031517686971301415,0.003099662508916391,9,8,0,8,15.48439463473324,17.6007648390833,18.378020486004477,0.009363530221612848,0,0,0,0,-0.002987543198371539,-0.02943536933711465,0.0012783606768463581,0.0007937220115213093,81.19510395899475
3785665,13,5,139,419,1,0.151765921616358,0.1453605924733464,0.0037791868204855735,0.0031229605773155215,8,0,8,9,72.33796783750228,18.999233578960997,44.944293833627036,0.5891419672446214,96,96,32,0,-0.00011523189905403044,0.00021875320395924568,0.1479867347958724,0.1422376318960309,237.74589271900157
4952365,709,5,127,11,1,0.008048679292952,0.0031266241085695,0.0045712004598088985,0.0031266241085698165,0,9,0,0,20.67762778208644,16.161100114930843,16.991566526016044,0.002628535349100014,0,0,0,0,0.0023865960343870058,-0.00013699582223335272,0.0034774788331431022,-3.165870343657673e-16,260.9910734387365
4927993,37,53,7,359,1,0.6309765851089876,0.6201213662871811,0.0077037603092553805,0.0031514585125510214,9,8,9,8,0.1822909590941203,0.1822909590941203,43.52777024316907,0.5121575233885015,96,96,32,0,0.010821772447053072,0.010821772447053072,0.6232728247997322,0.61696990777463,212.85672864150695
7902385,193,5,19,431,1,0.6560971119971966,0.6150583451169485,0.03785546582583109,0.003183301054416784,0,9,0,9,80.92107469632246,80.92107469632246,37.34270439430363,0.43771918493885886,96,0,32,0,0.0030529315871263983,0.0030529315871263983,0.6182416461713655,0.6118750440625317,46.30667650712543
8857849,13,8849,7,11,1,0.0514015291548754,0.0032020558262068,0.05140017121915614,0.003200697890487578,9,8,9,8,40.632289402924506,40.632289402924506,40.77057554057567,7.303145795334309e-06,0,0,0,0,0.37976281412125434,0.37976281412125434,1.357935719259462e-06,1.3579357192221655e-06,19614.974777047504
4086817,61,17,7,563,1,0.1121938671358479,0.1135583664071018,0.004579365344191306,0.003214866072937805,9,9,9,9,20.46106126209587,20.46106126209587,44.697973180557554,0.5978514726902697,96,96,0,0,0.0065317362841494945,0.0065317362841494945,0.1076145017916566,0.110343500334164,221.42398375663328
6686797,13,17,79,383,1,0.2215819391514486,0.1911153279691114,0.03373188316562014,0.0032652719832824964,8,9,8,9,12.779722088873791,12.779722088873791,44.92705020184519,0.6480690862391811,128,128,64,0,-0.0010348566322747324,-0.0010348566322747324,0.18785005598582846,0.1878500559858289,90.68030423032614
9262513,13,29,79,311,1,0.5517522307709668,0.5007641285945146,0.02386950759278266,0.0032732611574256827,9,0,8,8,1.3635280794243871,1.694369160647441,44.887914263948375,0.5933706495954063,96,96,32,0,-0.0013513899701658913,0.00471101154525716,0.5278827231781842,0.4974908674370889,96.03325154986643
9437737,61,17,19,479,1,0.3015788315792249,0.2494231384399302,0.01739693570240624,0.0033091306990964764,8,9,0,8,7.693912508144892,8.776340645057143,44.63427076332928,0.6696830781321863,64,64,32,0,0.0014202259516977742,-0.00044586032278061947,0.28418189587681864,0.24611400774083372,70.31010494894836
2508649,13,53,331,11,1,0.533199539978941,0.5671467600645062,0.030611616662841137,0.003335603422723539,11,0,8,0,2.1642753623353634,87.71218134560009,44.86371509498421,0.5425450201254853,160,160,96,0,0.0007840920522968113,-0.000410580355733074,0.5025879233160998,0.5638111566417826,145.6861183626398
5432965,61,5,379,47,1,0.7060164072613913,0.6888508086236385,0.01379263207386006,0.003372966563892815,0,9,0,9,88.94915669450697,88.94915669450697,44.38156885842036,0.5349271240254498,96,96,64,0,0.00017024982176504263,0.00017024982176504263,0.6922237751875312,0.6854778420597456,151.6419598016956
7264765,37,5,367,107,1,0.712848294079575,0.6771204878444275,0.016278942567311987,0.003461572588852637,8,0,9,8,88.38787779115793,0.8096941145113824,43.71916499903274,0.5261667669620571,96,96,64,0,-0.001557588902694728,0.0006696654769011004,0.696569351512263,0.6736589152555749,139.5806394409489
1561585,37,5,367,23,1,0.7201017175306718,0.7867484573237813,0.024618213602813386,0.0034623780849342054,8,0,0,9,88.18998738158784,88.89839698929704,43.5665753857821,0.5203152692542223,96,96,64,0,0.0015639791723586214,0.0009737706550735276,0.6954835039278584,0.7832860792388471,107.14829138896766
820729,13,29,7,311,1,0.5555231862923067,0.6683246758289249,0.0289478545638893,0.003480167851127948,9,0,0,9,1.4315346789952457,89.78049690161146,44.87870312079842,0.600086852062262,96,96,32,0,0.013280977746554812,-0.004123307834372819,0.5265753317284174,0.6648445079777969,82.57696828140516
9474049,13,17,163,263,1,0.8389935788528203,0.7865988049886861,0.048882094045578445,0.003512679818555937,0,9,0,9,89.8915634002571,89.8915634002571,44.88028095896452,0.5313930702189945,96,96,96,0,-0.0003898392905297033,-0.0003898392905297033,0.7901114848072419,0.7830861251701301,61.68184541496746
8698753,73,29,7,587,1,0.104258566865139,0.0571927287139766,0.010036361802858464,0.0035235922407275302,0,8,10,9,63.464473448937824,26.710623726827322,43.28353543981648,0.5466404426647945,160,96,96,0,0.010088938078299999,-0.007273123630405348,0.09422220506228053,0.05366913647324907,234.64521601412417
9593005,241,5,19,419,1,0.6591638505409548,0.6059926252973413,0.056698475744620135,0.0035272505010065076,0,9,0,9,70.5179179236401,70.5179179236401,28.109651453552818,0.29386104809578306,96,0,0,0,-0.012705692913127432,-0.012705692913127432,0.6024653747963347,0.6024653747963348,49.48941543772956
1193185,73,5,7,467,1,0.490300493166548,0.5759951176953716,0.008778752370414016,0.0035355388001417024,8,8,11,0,4.297829714747774,2.36584783498242,42.68997908768605,0.5813952903904746,160,64,64,0,0.0008420074461374839,-0.00020438040691651198,0.48152174079613397,0.5724595788952299,206.08364476610186
9753961,61,53,7,431,1,0.5773209945159765,0.5231153015292151,0.013229056071852773,0.003611335043122646,9,0,8,0,2.933825953334014,85.56934830456284,44.546141254381496,0.6586741210702263,96,96,0,0,0.018299853582984086,0.0020758927564913446,0.5640919384441238,0.5195039664860925,126.14048217266765
8525605,409,5,379,11,1,0.2003288007594752,0.1545220366182987,0.02666585375917441,0.0036189752879908464,0,9,8,0,42.43524027157456,36.658978360373965,15.484936991718275,0.10550539019275063,160,0,0,0,0.007249267558849025,-0.0034620367146420616,0.1736629470003008,0.15090306133030784,416.1839327833259
3199417,13,17,31,467,1,0.021292715746285,0.0037170278509776,0.021292715746285048,0.0037170278509779803,0,0,0,0,45.7332117811318,45.7332117811318,44.94157140981243,0.6127167038511272,160,160,0,0,-3.7937677653813133e-06,-3.7937677653813133e-06,-4.85722573273506e-17,-3.8033812210791496e-16,167.41769113466307
5450185,13,5,439,191,1,0.0484690954154991,0.0310994597846255,0.013651816399208906,0.0037178192316649162,0,8,0,8,32.984724071390154,32.984724071390154,44.94226727366031,0.5180775476756391,96,96,64,0,-0.00013735241460134242,-0.00013735241460134242,0.03481727901629019,0.027381640552960582,157.50603552731928
1799941,13,41,307,11,1,0.5641186419920899,0.6208538999397849,0.006576522557519228,0.0037280042599521484,9,0,0,9,0.7327995893268566,89.57030139576348,44.885183734697016,0.6224168548284901,96,96,0,0,0.0038916018668432094,0.0014207411920411697,0.5575421194345707,0.6171258956798328,187.06039092422182
5758597,13,17,367,71,1,0.3571480333784969,0.3362359884103971,0.0041217176846403214,0.003753259194042836,0,8,9,8,7.662199917060323,7.996415450730885,44.92260765940226,0.666291616210152,96,96,64,0,0.0004148378846858845,0.001711471541639803,0.35302631569385656,0.33248272921635424,205.11847713346864
5181517,37,29,439,11,1,0.3582895418367492,0.3441842808145889,0.00947489563298251,0.0037811779532424335,8,8,9,0,5.697832808650594,6.558717129536802,43.93804864412385,0.5491578308330747,96,96,96,0,0.0012577045803427774,-0.005923391615364494,0.3488146462037667,0.34040310286134645,180.4613485068317
5761105,241,5,7,683,1,0.0247536124347887,0.0038135952111946,0.006068986843168126,0.0038135952111946823,9,9,0,0,46.916244903715096,26.532306607814053,36.15892625583967,0.4719039444195732,160,0,64,0,0.0035543784392807545,-0.0006261097609970499,0.018684625591620575,-8.239936510889834e-17,212.31606335320222
5992789,73,17,439,11,1,0.5936721451616324,0.5702025024460834,0.011024199591174882,0.0038305299728482113,9,0,8,8,2.193815071193002,2.3305159722975968,42.163173694775395,0.5070856032239341,160,64,32,0,0.006113224972646529,-0.0017603026068157808,0.5826479455704575,0.5663719724732352,211.04783931528735
3001297,13,29,19,419,1,0.1494398820906263,0.1712924308786267,0.0014791909486376335,0.003858491399773179,8,9,9,9,18.894849683043844,17.44777228092919,44.93189826978804,0.6400876507712387,96,96,0,0,0.001757675002111205,-0.005263381071308862,0.14796069114198868,0.16743393947885352,262.66723469694665
9585565,397,5,439,11,1,0.2820948961226113,0.2289719327880922,0.044479744156956005,0.003926342004782489,9,0,8,8,1.6876341667647823,1.7603304953631493,20.87804826755792,0.17790207016151216,160,0,0,0,-0.005133686405995457,0.0019563245815885383,0.2376151519656553,0.2250455907833097,166.11443509685617
4555369,13,113,7,443,1,0.0525811057726546,0.0468410243078653,0.009747914381010761,0.004007832916221492,9,9,9,9,61.09647160419701,61.09647160419701,44.93188929364271,0.6314754277742629,96,96,32,0,0.009529229118531247,0.009529229118531247,0.04283319139164384,0.04283319139164381,154.76720153757446
9401305,73,5,43,599,1,0.0426809280178279,0.0092339102901421,0.04268092801782796,0.004047236305631949,0,0,9,9,54.46837885212589,51.84025396702168,43.2590663125975,0.511507909076898,160,128,0,0,-0.00013791496060298121,-0.0014339304161360195,-6.245004513516506e-17,0.005186673984510151,107.24849922248393
5225185,337,5,7,443,1,0.5673019021469633,0.5526539680158755,0.018758736356841832,0.004110802225754138,0,9,0,9,68.81081796308824,68.81081796308824,30.205001476014505,0.2903268814111355,96,0,128,0,-0.006866652897126052,-0.006866652897126052,0.5485431657901214,0.5485431657901214,116.17513607392883
8319685,457,5,331,11,1,0.0938946636548463,0.049621139703195,0.021398380735029598,0.00419630995913924,9,8,8,8,0.7816481708026247,1.404045061216161,11.633906325471623,0.05850915751389785,160,0,0,0,-0.0012127886741028554,0.0020176328158911126,0.0724962829198167,0.045424829744055754,876.3697075133322
6614245,241,5,499,11,1,0.4534901323183126,0.423717932121386,0.020397750275641308,0.004221387646704346,9,0,10,8,2.266809132894316,68.46909958147782,31.440972426348832,0.37319063039271416,160,0,0,0,-0.003628164482247798,-0.001649382317349619,0.4330923820426713,0.41949654447468165,141.9229199907703
3981757,13,17,43,419,1,0.1492524818836879,0.1523291979478251,0.0011452699966410266,0.004221986060778467,8,9,8,9,18.475411376699395,18.475411376699395,44.93520904160979,0.6429845631731415,96,96,0,0,0.0002604620320796098,0.0002604620320796098,0.14810721188704687,0.14810721188704662,269.318069834075
4439305,13,5,163,419,1,0.1565327294148976,0.1605880496183939,0.008301209315627386,0.004245889112130783,8,0,8,0,69.94144114148824,69.94144114148824,44.94432062694191,0.5773876686610323,96,96,32,0,-0.00021503852802150136,-0.00021503852802150136,0.1482315200992702,0.15634216050626312,182.6456209973272
4228693,37,29,7,563,1,0.0051323813143908,0.0042576557327179,0.005132381314390892,0.004257655732717925,0,0,0,0,41.642333034093426,41.642333034093426,44.34185073444706,0.5804812959767915,96,96,32,0,-0.0006384446323823427,-0.0006384446323823427,-9.194034422677078e-17,-2.5153490401663703e-17,219.7156812175059
8957221,13,257,7,383,1,0.2523732610014478,0.2034766378917007,0.0428403196838002,0.004295117097154155,8,8,0,8,12.12926719377294,12.660016702562787,44.67713307707513,0.6347078343862591,96,96,32,0,-0.000160298312507996,0.005399623594812906,0.2095329413176476,0.19918152079454654,57.546289919005694
