N;label;rest235;nu2;nu3;nu5;theta;phase;radius;q0;qi;qj;qk;dir_i;dir_j;dir_k;amp_abs;amp_re;amp_im;x;y;z
21;b;7;0;1;0;-2.1671615164307134;2.0943951023931953;3.709250944029979;1.0;0.0;1.0;2.0794415416798357;0.0;0.43338894692269475;0.9012069799359288;0.5219682822445443;-0.26098414112227203;0.45203779239350134;0.0;1.607548360505164;3.34280284109375
22;c;11;1;0;0;-2.925029947953497;2.0943951023931953;3.7625930591149794;1.0;1.0;0.0;2.4849066497880004;0.3733329128910901;0.0;0.927697437827794;0.415817430357121;-0.20790871517856044;0.36010845802563346;1.404699826783193;0.0;3.490547940529608
23;c;23;0;0;0;-2.9581639721626756;1.5707963267948966;3.8136645964175346;1.0;0.0;0.0;3.1780538303479458;0.0;0.0;1.0;0.4117045940037438;2.5209635662047273e-17;0.4117045940037438;0.0;0.0;3.8136645964175346
24;e;1;3;1;0;1.186342703053972;2.6179938779914944;3.8626509898418404;1.0;3.0;1.0;0.6931471805599453;0.926683066397713;0.3088943554659043;0.2141092515820731;1.427468807136362;-1.236224250089959;0.7137344035681809;3.579453263690798;1.1931510878969327;0.8270293125577903
25;e;1;0;0;2;1.1303327871312325;3.141592653589793;3.9097158456257786;1.0;0.0;0.0;2.6931471805599454;0.0;0.0;1.0;1.40368347655672;-1.40368347655672;1.7190164765812161e-16;0.0;0.0;3.9097158456257786
26;e;13;1;0;0;-1.7930265921925992;0.5235987755982988;3.955004239205195;1.0;1.0;0.0;2.6390573296152584;0.35433770840278855;0.0;0.9351175265194532;0.5839686508431825;0.505731686643921;0.2919843254215912;1.401407138843283;0.0;3.698393781539514
27;e;1;0;3;0;1.5729537535314597;3.141592653589793;3.9986454122102444;1.0;0.0;3.0;0.6931471805599453;0.0;0.9743314241342631;0.22511835985654025;1.603014831717146;-1.603014831717146;1.9631269826481358e-16;0.0;3.896005879086745;0.9001684968446495
28;b;7;2;0;0;-0.768659715708242;2.0943951023931953;4.040754995983769;1.0;2.0;0.0;2.0794415416798357;0.6932054172072128;0.0;0.7207400707290902;0.794058681168219;-0.3970293405841093;0.6876749899872457;2.801073252823058;0.0;2.9123340416042662
29;a;29;0;0;0;-3.0321304477879822;0.5235987755982988;4.0814368579945866;1.0;0.0;0.0;3.4011973816621555;0.0;0.0;1.0;0.4026695074171748;0.3487220227526398;0.20133475370858736;0.0;0.0;4.0814368579945866
30;a;1;1;1;1;1.1905498642584076;3.665191429188092;4.120784645382176;1.0;1.0;1.0;1.6931471805599454;0.4532946552278861;0.4532946552278861;0.7674945674619879;1.4292716220227406;-1.2377855335798837;-0.7146358110113699;1.8679296550968802;1.8679296550968802;3.162679829011594
31;b;31;0;0;0;-2.685689575336863;1.0471975511965976;4.1588830833596715;1.0;0.0;0.0;3.4657359027997265;0.0;0.0;1.0;0.44677200402545375;0.22338600201272693;0.3869159051857264;0.0;0.0;4.1588830833596715
32;e;1;5;0;0;1.5729537535314597;2.6179938779914944;4.195809073759776;1.0;5.0;0.0;0.6931471805599453;0.9905272593378234;0.0;0.1373162354155564;1.603014831717146;-1.3882515669102855;0.8015074158585729;4.156063262536042;0.0;0.576152706531125
33;c;11;0;1;0;-1.2878842006877922;2.6179938779914944;4.231632629539393;1.0;0.0;1.0;2.4849066497880004;0.0;0.3733329128910901;0.927697437827794;0.6795222778981269;-0.5884835550972469;0.3397611389490634;0.0;1.5798077358709248;3.925674748252186
34;a;17;1;0;0;-2.6389300943507794;1.0471975511965976;4.266417673787296;1.0;1.0;0.0;2.8903717578961645;0.32696068852760996;0.0;0.9450379400624883;0.45308341639211674;0.22654170819605843;0.3923817486290158;1.3949508601678582;0.0;4.031926569882139
35;c;7;0;0;1;-0.8732306283778435;3.141592653589793;4.300222726147331;1.0;0.0;0.0;3.0794415416798357;0.0;0.0;1.0;0.769534733851478;-0.769534733851478;9.424082486439229e-17;0.0;0.0;4.300222726147331
36;e;1;2;2;0;1.186342703053972;3.141592653589793;4.333101495173069;1.0;2.0;2.0;0.6931471805599453;0.6867844754762785;0.6867844754762785;0.23802136141436167;1.427468807136362;-1.427468807136362;1.748145105542236e-16;2.9759068375479143;2.9759068375479143;1.0313707170277
37;e;37;0;0;0;-3.410637712107844;0.0;4.365103391671663;1.0;0.0;0.0;3.6375861597263857;0.0;0.0;1.0;0.3594460029094333;0.3594460029094333;0.0;0.0;0.0;4.365103391671663
