N;label;rest235;nu2;nu3;nu5;theta;phase;radius;q0;qi;qj;qk;dir_i;dir_j;dir_k;amp_abs;amp_re;amp_im;x;y;z
38;b;19;1;0;0;-2.9752426907093303;1.5707963267948966;4.396273975355576;1.0;1.0;0.0;2.995732273553991;0.31663312821739675;0.0;0.9485480810772143;0.40960057263923905;2.5080801510578352e-17;0.40960057263923905;1.3920059813175665;0.0;4.170077243213228
39;e;13;0;1;0;-2.4790756448181597;1.0471975511965976;4.426655344936723;1.0;0.0;1.0;2.6390573296152584;0.0;0.35433770840278855;0.9351175265194532;0.47534106860519715;0.23767053430259863;0.4116574408741424;0.0;1.568530910813834;4.139442996911345
40;a;1;3;0;1;0.3339385736382394;3.665191429188092;4.456286480045169;1.0;3.0;0.0;1.6931471805599454;0.8708741631617775;0.0;0.4915060446599551;1.105371604489651;-0.9572798901100031;-0.5526858022448252;3.88086475911848;0.0;2.190291741678635
41;a;41;0;0;0;-4.309155983166326;0.5235987755982988;4.485203541940042;1.0;0.0;0.0;3.7376696182833684;0.0;0.0;1.0;0.27451570818561966;0.2377375770266224;0.1372578540928098;0.0;0.0;4.485203541940042
42;b;7;1;1;0;-2.169865815168566;2.6179938779914944;4.513440138832275;1.0;1.0;1.0;2.0794415416798357;0.3976503976977901;0.3976503976977901;0.8268907560382924;0.5215449865254117;-0.4516712075474193;0.2607724932627058;1.794771266191823;1.794771266191823;3.732121928732595
43;b;43;0;0;0;-4.517381035940949;1.0471975511965976;4.541027560701913;1.0;0.0;0.0;3.784189633918261;0.0;0.0;1.0;0.2578920194885853;0.12894600974429268;0.2233410403103864;0.0;0.0;4.541027560701913
44;c;11;2;0;0;-2.182995136641939;2.6179938779914944;4.567994987724384;1.0;2.0;0.0;2.4849066497880004;0.6270004984629588;0.0;0.7790188540254986;0.5194947673367701;-0.4498956656467294;0.259747383668385;2.864135134279486;0.0;3.558554220531271
45;a;1;0;2;1;0.6364283437862457;4.1887902047863905;4.594369675786914;1.0;0.0;2.0;1.6931471805599454;0.0;0.7632282916276542;0.6461289150464732;1.2103729111200643;-0.6051864555600327;-1.0482136890824998;0.0;3.5065529187567455;2.9685550939386154
46;c;23;1;0;0;-2.7812327983971494;2.0943951023931953;4.62017712205207;1.0;1.0;0.0;3.1780538303479458;0.3001497590583303;0.0;0.9538920914533396;0.43414797814920214;-0.217073989074601;0.37598317807886045;1.3867450499907386;0.0;4.40715041783912
47;c;47;0;0;0;-3.6164102811246837;1.5707963267948966;4.64544121308947;1.0;0.0;0.0;3.871201010907891;0.0;0.0;1.0;0.33792777683400943;2.0692108512137538e-17;0.33792777683400943;0.0;0.0;4.64544121308947
48;e;1;4;1;0;1.027471773750437;3.141592653589793;4.670184357732752;1.0;4.0;1.0;0.6931471805599453;0.956717349345537;0.23917933733638425;0.1657864833229108;1.3610296816320007;-1.3610296816320007;1.6667806431551708e-16;4.4680463996850674;1.1170115999212669;0.7742534411381797
49;e;49;0;0;0;-3.7848139484910077;0.0;4.694427606513775;1.0;0.0;0.0;3.912023005428146;0.0;0.0;1.0;0.3212793822985174;0.3212793822985174;0.0;0.0;0.0;4.694427606513775
50;e;1;1;0;2;0.8238677106747014;3.665191429188092;4.7181907592691905;1.0;1.0;0.0;2.6931471805599454;0.3480911480413664;0.0;0.9374606939254805;1.2803843588428858;-1.10884538136619;-0.6401921794214426;1.6423604380721788;0.0;4.423118383257285
51;a;17;0;1;0;-2.5563994239374637;1.5707963267948966;4.741492462297713;1.0;0.0;1.0;2.8903717578961645;0.0;0.32696068852760996;0.9450379400624883;0.46444142724586246;2.843883536340369e-17;0.46444142724586246;0.0;1.5502816401213328;4.480890269391646
52;e;13;2;0;0;-2.2375019344222644;1.0471975511965976;4.764350296262546;1.0;2.0;0.0;2.6390573296152584;0.6039947060667417;0.0;0.796988328047124;0.5110690450830281;0.2555345225415141;0.44259877612975684;2.87764235679009;0.0;3.797131576849107
53;a;53;0;0;0;-3.8090990617134444;0.5235987755982988;4.786780855877129;1.0;0.0;0.0;3.9889840465642745;0.0;0.0;1.0;0.31894719637169777;0.2762163745237142;0.15947359818584886;0.0;0.0;4.786780855877129
54;e;1;1;3;0;1.0729543819336043;3.665191429188092;4.808799822278965;1.0;1.0;3.0;0.6931471805599453;0.3088943554659043;0.926683066397713;0.2141092515820731;1.3797279120937884;-1.1948794221836838;-0.6898639560468939;1.4854111216674162;4.456233365002249;1.0296085309561556
55;b;11;0;0;1;-1.5353569189556646;2.6179938779914944;4.83042202888218;1.0;0.0;0.0;3.4849066497880004;0.0;0.0;1.0;0.6309005248577096;-0.5463758817877123;0.31545026242885477;0.0;0.0;4.83042202888218
56;b;7;3;0;0;-1.216881190799446;2.6179938779914944;4.85166152140146;1.0;3.0;0.0;2.0794415416798357;0.8218691629851074;0.0;0.5696762931122893;0.6941519757352264;-0.6011532450738652;0.3470759878676131;3.9874309936812704;0.0;2.7638765509475136
57;b;19;0;1;0;-2.8538360054266407;2.0943951023931953;4.872531612655703;1.0;0.0;1.0;2.995732273553991;0.0;0.31663312821739675;0.9485480810772143;0.42479405599632747;-0.21239702799816365;0.36788244386944896;0.0;1.5428049268533321;4.621830511172631
58;a;29;1;0;0;-3.3599429673166332;1.0471975511965976;4.8930449326868635;1.0;1.0;0.0;3.4011973816621555;0.2820748932169109;0.0;0.9593923882419895;0.3649543906995371;0.18247719534976858;0.31605977356847037;1.380205126893194;0.0;4.694350063745815
59;c;59;0;0;0;-4.13686831745785;1.5707963267948966;4.91321347466652;1.0;0.0;0.0;4.0943445622221;0.0;0.0;1.0;0.28907749002465355;1.7700891143212145e-17;0.28907749002465355;0.0;0.0;4.91321347466652
60;a;1;2;1;1;0.9910692225889792;4.1887902047863905;4.933048637007974;1.0;2.0;1.0;1.6931471805599454;0.7130703749351064;0.3565351874675532;0.6036665474310993;1.34624706152749;-0.6731235307637455;-1.1658841550529582;3.5176108411643914;1.7588054205821957;2.9779164390122936
61;e;61;0;0;0;-3.8702507828303796;0.0;4.95256126205411;1.0;0.0;0.0;4.127134385045092;0.0;0.0;1.0;0.31314929076665865;0.31314929076665865;0.0;0.0;0.0;4.95256126205411
62;b;31;1;0;0;-2.7875918409664897;1.5707963267948966;4.971761671669839;1.0;1.0;0.0;3.4657359027997265;0.27722936597741604;0.0;0.9608037669783357;0.4333205380168693;2.65332304943584e-17;0.4333205380168693;1.3783183360278475;0.0;4.776887342658888
63;b;7;0;2;0;-0.4991296992496963;3.141592653589793;4.990659700031606;1.0;0.0;2.0;2.0794415416798357;0.0;0.6932054172072128;0.7207400707290902;0.8609327282033298;-0.8609327282033298;1.0543385098754061e-16;0.0;3.4595523394996333;3.5969684251855996
64;e;1;6;0;0;1.5320330377619145;3.141592653589793;5.009264723874764;1.0;6.0;0.0;0.6931471805599453;0.9933930997683095;0.0;0.1147612710486847;1.5834561761861783;-1.5834561761861783;1.9391745377565106e-16;4.976169011609996;0.0;0.5748695867312065
65;a;13;0;0;1;-1.3411679612656622;2.0943951023931953;5.02758569043171;1.0;0.0;0.0;3.6390573296152584;0.0;0.0;1.0;0.6687463836720763;-0.33437319183603803;0.5791513569489931;0.0;0.0;5.02758569043171
66;c;11;1;1;0;-1.2901985920335632;3.141592653589793;5.0456311432691585;1.0;1.0;1.0;2.4849066497880004;0.34975381979388487;0.34975381979388487;0.8691055925945784;0.679050637507372;-0.679050637507372;8.315971896823728e-17;1.7647287656293746;1.7647287656293746;4.385186244784602
67;b;67;0;0;0;-4.195199370854429;1.0471975511965976;5.063409246211328;1.0;0.0;0.0;4.219507705176107;0.0;0.0;1.0;0.28406283614669753;0.1420314180733488;0.24600563237409653;0.0;0.0;5.063409246211328
68;a;17;2;0;0;-2.605261651452901;1.5707963267948966;5.080927805516711;1.0;2.0;0.0;2.8903717578961645;0.5690125199965589;0.0;0.8223288588436901;0.45768299030140613;2.802500045484031e-17;0.45768299030140613;2.8911115345376497;0.0;4.1781935641777315
69;c;23;0;1;0;-2.64498844416531;2.6179938779914944;5.098194290459231;1.0;0.0;1.0;3.1780538303479458;0.0;0.3001497590583303;0.9538920914533396;0.452260682930164;-0.3916692405504213;0.22613034146508199;0.0;1.5302217879138935;4.863127214361631
70;c;7;1;0;1;-0.7891679893639583;3.665191429188092;5.1152158524495785;1.0;1.0;0.0;3.0794415416798357;0.3088574143448296;0.0;0.9511083521892899;0.7891882473404374;-0.6834570705649359;-0.39459412367021846;1.5798723420032603;0.0;4.865124520515852
71;c;71;0;0;0;-3.7949985755449323;1.5707963267948966;5.131999342819266;1.0;0.0;0.0;4.276666119016055;0.0;0.0;1.0;0.3202992472009301;1.9612672392696295e-17;0.3202992472009301;0.0;0.0;5.131999342819266
72;e;1;3;2;0;1.344678446944134;3.665191429188092;5.148551329378069;1.0;3.0;2.0;0.6931471805599453;0.8170883364816014;0.5447255576544009;0.18878749223354596;1.49691082433887;-1.2963628010773671;-0.7484554121694346;4.206821241011664;2.804547494007776;0.971982094108975
73;e;73;0;0;0;-3.9530170669799647;0.0;5.164878111845004;1.0;0.0;0.0;4.30406509320417;0.0;0.0;1.0;0.30546956769032435;0.30546956769032435;0.0;0.0;0.0;5.164878111845004
74;e;37;1;0;0;-3.0396963354944857;0.5235987755982988;5.180985736243572;1.0;1.0;0.0;3.6375861597263857;0.2650736314720277;0.0;0.9642281731510605;0.4017565781943257;0.3479314028537953;0.20087828909716282;1.3733427037108608;0.0;4.995652411579841
75;e;1;0;1;2;1.189613475927487;4.1887902047863905;5.196880008343597;1.0;0.0;1.0;2.6931471805599454;0.0;0.3480911480413664;0.9374606939254805;1.428870172431714;-0.7144350862158577;-1.2374378680357152;0.0;1.8089879283375487;4.871870738869245
76;b;19;2;0;0;-2.199464194605101;2.0943951023931953;5.21256650622442;1.0;2.0;0.0;2.995732273553991;0.55524691687726;0.0;0.8316855543402789;0.5169344206892397;-0.2584672103446197;0.4476783404074737;2.8942614815987806;0.0;4.335216264264828
77;a;77;0;0;0;-4.253267446151476;0.5235987755982988;5.22805059202751;1.0;0.0;0.0;4.356708826689592;0.0;0.0;1.0;0.2791571947318336;0.24175722228696736;0.13957859736591677;0.0;0.0;5.22805059202751
78;e;13;1;1;0;-1.644919260773026;1.5707963267948966;5.243337422960425;1.0;1.0;1.0;2.6390573296152584;0.3339903897160907;0.3339903897160907;0.8814197860013058;0.6105007369957212;3.73823886719455e-17;0.6105007369957212;1.751224309307515;1.751224309307515;4.621581349278416
79;b;79;0;0;0;-3.8729968175664347;1.0471975511965976;5.2584319616086574;1.0;0.0;0.0;4.382026634673881;0.0;0.0;1.0;0.312891421349994;0.15644571067499702;0.27097191951531546;0.0;0.0;5.2584319616086574
80;a;1;4;0;1;1.5473206219464173;4.1887902047863905;5.273338985606927;1.0;4.0;0.0;1.6931471805599454;0.9208978821113943;0.0;0.3898039131701331;1.5907350206986421;-0.7953675103493217;-1.3776169386145884;4.856206703500868;0.0;2.0555681720622
81;e;1;0;4;0;1.5320330377619145;4.1887902047863905;5.288063096717104;1.0;0.0;4.0;0.6931471805599453;0.0;0.9853157357287752;0.17074220604543716;1.5834561761861783;-0.7917280880930898;-1.3713132743565979;0.0;5.210411780721999;0.9028955588409442
82;a;41;1;0;0;-2.9048909688620568;1.0471975511965976;5.302608729355918;1.0;1.0;0.0;3.7376696182833684;0.25845597302303736;0.0;0.9660230380320726;0.41833727632168566;0.20916863816084288;0.3622907086445701;1.3704908987061355;0.0;5.1224421942277925
83;c;83;0;0;0;-4.0004590420427775;1.5707963267948966;5.316980158611976;1.0;0.0;0.0;4.430816798843313;0.0;0.0;1.0;0.3011527365262169;1.8440286742064884e-17;0.3011527365262169;0.0;0.0;5.316980158611976
84;b;7;2;1;0;-0.8820999255571342;3.141592653589793;5.33118150778838;1.0;2.0;1.0;2.0794415416798357;0.6549785343581993;0.32748926717909965;0.6809947866265067;0.7674898858393153;-0.7674898858393153;9.39904032071085e-17;3.4918094503687684;1.7459047251843842;3.6305068133635263
85;e;17;0;0;1;-2.4351057518612214;1.5707963267948966;5.345216755504208;1.0;0.0;0.0;3.8903717578961645;0.0;0.0;1.0;0.48165281487685485;2.949272890196265e-17;0.48165281487685485;0.0;0.0;5.345216755504208
86;b;43;1;0;0;-3.7677689232017504;1.5707963267948966;5.359089742385501;1.0;1.0;0.0;3.784189633918261;0.2554873048179193;0.0;0.9668124104896852;0.3229264544263236;1.9773542438660042e-17;0.3229264544263236;1.369179394559429;0.0;5.181234471866272
87;a;29;0;1;0;-3.2563941889018935;1.5707963267948966;5.372804177373848;1.0;0.0;1.0;3.4011973816621555;0.0;0.2820748932169109;0.9593923882419895;0.37646949535030044;2.305210812286824e-17;0.37646949535030044;0.0;1.5155331646081012;5.154627431287234
88;c;11;3;0;0;-1.8677104291894118;3.141592653589793;5.386363643678568;1.0;3.0;0.0;2.4849066497880004;0.770123407985732;0.0;0.6378949258870475;0.5710302298652583;-0.5710302298652583;6.99310343220866e-17;4.148164725920183;0.0;3.435934037285027
89;a;89;0;0;0;-4.772638007789044;0.5235987755982988;5.399771604396318;1.0;0.0;0.0;4.499809670330265;0.0;0.0;1.0;0.23888060743786574;0.20687667451264966;0.11944030371893284;0.0;0.0;5.399771604396318
90;a;1;1;2;1;0.8362016885619397;4.71238898038469;5.4130314078202195;1.0;1.0;2.0;1.6931471805599454;0.3565351874675532;0.7130703749351064;0.6036665474310993;1.2851308045215644;-2.360746989364495e-16;-1.2851308045215644;1.9299361677549354;3.8598723355098707;3.2676659810949347
91;b;91;0;0;0;-4.632915122599812;1.0471975511965976;5.426146292458848;1.0;0.0;0.0;4.5217885770490405;0.0;0.0;1.0;0.24910655638185547;0.12455327819092776;0.2157326060759474;0.0;0.0;5.426146292458848
92;c;23;2;0;0;-2.65032433771672;2.6179938779914944;5.439119391783907;1.0;2.0;0.0;3.1780538303479458;0.5326231474140929;0.0;0.8463525168856683;0.45153729761221145;-0.3910427704883497;0.2257686488061057;2.8970008896129715;0.0;4.603412386877955
93;b;31;0;1;0;-3.145616408488408;2.0943951023931953;5.451953738724004;1.0;0.0;1.0;3.4657359027997265;0.0;0.27722936597741604;0.9608037669783357;0.38919105088625694;-0.19459552544312841;0.3370493369930607;0.0;1.5114416783246587;5.238257689557644
94;c;47;1;0;0;-3.5362831398393735;2.0943951023931953;5.464652269920649;1.0;1.0;0.0;3.871201010907891;0.25010790367173386;0.0;0.9682179695300696;0.3461493526676677;-0.1730746763338338;0.29977413291373906;1.3667527235248353;0.0;5.290974524970456
95;c;19;0;0;1;-2.1699271272559475;3.141592653589793;5.477217829761403;1.0;0.0;0.0;3.995732273553991;0.0;0.0;1.0;0.521535393510101;-0.521535393510101;6.386966503042006e-17;0.0;0.0;5.477217829761403
96;e;1;5;1;0;1.0734889390193236;3.665191429188092;5.489653174204059;1.0;5.0;1.0;0.6931471805599453;0.9716442816195973;0.19432885632391944;0.13469849886236346;1.3799491928359249;-1.1950710569277423;-0.6899745964179621;5.333990114790245;1.066798022958049;0.7394480418402953
97;e;97;0;0;0;-4.620060876106363;0.0;5.501960974404686;1.0;0.0;0.0;4.584967478670572;0.0;0.0;1.0;0.25006903410165554;0.25006903410165554;0.0;0.0;0.0;5.501960974404686
98;e;49;1;0;0;-3.759914718975802;0.5235987755982988;5.514143820161507;1.0;1.0;0.0;3.912023005428146;0.24765889391085408;0.0;0.9688472904781498;0.3236882506662627;0.2803222479835288;0.16184412533313133;1.3656267593665703;0.0;5.3423632994703105
99;c;11;0;2;0;-1.5772626951995474;3.665191429188092;5.52620422318571;1.0;0.0;2.0;2.4849066497880004;0.0;0.6270004984629588;0.7790188540254986;0.6230186601479423;-0.5395499867198618;-0.31150933007397097;0.0;3.464932802545548;4.305017281057003
100;e;1;2;0;2;0.8366097833368344;4.1887902047863905;5.538144620209511;1.0;2.0;0.0;2.6931471805599454;0.5962041996307688;0.0;0.8028328296368019;1.2852881507031055;-0.6426440753515533;-1.113092189692011;3.3018650807314596;0.0;4.4462043163806335
101;a;101;0;0;0;-4.940831741371039;0.5235987755982988;5.549967375941125;1.0;0.0;0.0;4.624972813284271;0.0;0.0;1.0;0.22712618783380717;0.19669704852879313;0.11356309391690357;0.0;0.0;5.549967375941125
102;a;17;1;1;0;-2.550210413278358;2.0943951023931953;5.561674785875563;1.0;1.0;1.0;2.8903717578961645;0.31077115348562495;0.31077115348562495;0.8982441652036646;0.46530455817000305;-0.23265227908500144;0.4029655678719168;1.7284080885184647;1.7284080885184647;4.995741925173065
103;b;103;0;0;0;-5.054157352671481;1.0471975511965976;5.573269078969647;1.0;0.0;0.0;4.6443908991413725;0.0;0.0;1.0;0.21953420969163123;0.10976710484581564;0.19012220259269255;0.0;0.0;5.573269078969647
104;e;13;3;0;0;-2.234639391797914;1.5707963267948966;5.5847524201890275;1.0;3.0;0.0;2.6390573296152584;0.7508305120996308;0.0;0.6604949220851029;0.5115081206645902;3.1320839135488424e-17;0.5115081206645902;4.19320251960018;0.0;3.6887006146373413
105;c;7;0;1;1;-1.1111738732822767;4.1887902047863905;5.59612691293448;1.0;0.0;1.0;3.0794415416798357;0.0;0.3088574143448296;0.9511083521892899;0.7165178193825722;-0.35825890969128643;-0.6205226338495373;0.0;1.728405288674457;5.322523046803251
106;a;53;1;0;0;-3.807834570884532;1.0471975511965976;5.607394601354287;1.0;1.0;0.0;3.9889840465642745;0.24316585708831479;0.0;0.969984724594416;0.3190682110649578;0.15953410553247893;0.27632117632230857;1.3635269142707043;0.0;5.439087108086853
107;c;107;0;0;0;-4.632420581547985;1.5707963267948966;5.618557472549064;1.0;0.0;0.0;4.68213122712422;0.0;0.0;1.0;0.24914351714910318;1.5255640540248146e-17;0.24914351714910318;0.0;0.0;5.618557472549064
108;e;1;2;3;0;1.0734889390193236;4.1887902047863905;5.629617458674972;1.0;2.0;3.0;0.6931471805599453;0.5447255576544009;0.8170883364816014;0.18878749223354596;1.3799491928359249;-0.6899745964179631;-1.1950710569277416;3.0665965095576753;4.599894764336513;1.0628013622574362
109;e;109;0;0;0;-4.7549316729399385;0.0;5.6405764389509;1.0;0.0;0.0;4.700480365792417;0.0;0.0;1.0;0.24015289358221803;0.24015289358221803;0.0;0.0;0.0;5.6405764389509
110;b;11;1;0;1;-1.5351414933516896;3.141592653589793;5.6514362415748005;1.0;1.0;0.0;3.4849066497880004;0.27582062373443456;0.0;0.9612091258008049;0.6309412998132756;-0.6309412998132756;7.726802432661985e-17;1.55878266914655;0.0;5.4322120892831
111;e;37;0;1;0;-3.4048708406127632;1.0471975511965976;5.6621986455541125;1.0;0.0;1.0;3.6375861597263857;0.0;0.2650736314720277;0.9642281731510605;0.3600684048234282;0.18003420241171414;0.31182838567722815;0.0;1.5008995570930252;5.459651456021051
112;b;7;4;0;0;-1.216802522124587;3.141592653589793;5.672865382454809;1.0;4.0;0.0;2.0794415416798357;0.887267500575037;0.0;0.4612552248195424;0.6941683583333697;-0.6941683583333697;8.50111058102334e-17;5.03334908898933;0.0;2.616638797355192
113;a;113;0;0;0;-5.279241584983922;0.5235987755982988;5.683438138073394;1.0;0.0;0.0;4.736198448394496;0.0;0.0;1.0;0.20519952602760644;0.1777080023844333;0.10259976301380319;0.0;0.0;5.683438138073394
114;b;19;1;1;0;-2.8538223584865916;2.6179938779914944;5.6939185540359;1.0;1.0;1.0;2.995732273553991;0.30186264468479357;0.30186264468479357;0.9042996668625971;0.4247957951415922;-0.3678839500134291;0.21239789757079608;1.7187813133410923;1.7187813133410923;5.149008651557425
115;b;23;0;0;1;-3.0563475617060627;2.6179938779914944;5.704308229327637;1.0;0.0;0.0;4.178053830347945;0.0;0.0;1.0;0.39975466061498127;-0.3461976913738004;0.1998773303074906;0.0;0.0;5.704308229327637
116;a;29;2;0;0;-3.359980758308381;1.5707963267948966;5.714608721757307;1.0;2.0;0.0;3.4011973816621555;0.5068874991923246;0.0;0.8620122175251062;0.36495025312648144;2.234675796696809e-17;0.36495025312648144;2.896663723834208;0.0;4.9260625365303286
117;e;13;0;2;0;-2.2422199010014867;2.0943951023931953;5.724821549358798;1.0;0.0;2.0;2.6390573296152584;0.0;0.6039947060667417;0.796988328047124;0.5103461947589413;-0.2551730973794705;0.4419727693859639;0.0;3.4577619089895157;4.562615954991615
118;c;59;1;0;0;-4.136988392038761;2.0943951023931953;5.734948191733835;1.0;1.0;0.0;4.0943445622221;0.23726506968086822;0.0;0.9714449478531105;0.2890670769546668;-0.14453353847733336;0.2503394320404528;1.3607028823278975;0.0;5.571186447059166
119;c;119;0;0;0;-4.990985931488257;1.5707963267948966;5.744990091338455;1.0;0.0;0.0;4.787491742782046;0.0;0.0;1.0;0.22373436990362755;1.369977899808637e-17;0.22373436990362755;0.0;0.0;5.744990091338455
120;a;1;3;1;1;0.9907779457569372;4.71238898038469;5.754948654716089;1.0;3.0;1.0;1.6931471805599454;0.8363477014332237;0.2787825671444079;0.4720199175498179;1.3461294274934068;-2.4727996419267896e-16;-1.3461294274934068;4.813138079238024;1.604379359746008;2.716450389502524
121;e;121;0;0;0;-4.915144006532566;0.0;5.764825253679908;1.0;0.0;0.0;4.804021044733257;0.0;0.0;1.0;0.2288832565920115;0.2288832565920115;0.0;0.0;0.0;5.764825253679908
122;e;61;1;0;0;-3.8708999994056557;0.5235987755982988;5.7746212264469;1.0;1.0;0.0;4.127134385045092;0.23548494114078983;0.0;0.9718779977424732;0.3130883061926503;0.27114242679067596;0.15654415309632513;1.3598363396202038;0.0;5.612227315280398
123;a;41;0;1;0;-3.1637156891410383;1.5707963267948966;5.784337878726045;1.0;0.0;1.0;3.7376696182833684;0.0;0.25845597302303736;0.9660230380320726;0.38708355427277763;2.3702031787136894e-17;0.38708355427277763;0.0;1.4949966747401517;5.587803650610928
124;b;31;2;0;0;-2.59881790970958;2.0943951023931953;5.793976484762761;1.0;2.0;0.0;3.4657359027997265;0.4998231353258212;0.0;0.8661274925743124;0.4585686033217964;-0.2292843016608981;0.39713205985462485;2.895963492618203;0.0;5.018322324782099
125;a;1;0;0;3;1.4685042477082988;5.235987755982989;5.803538288341773;1.0;0.0;0.0;3.6931471805599454;0.0;0.0;1.0;1.553563422095556;0.7767817110477783;-1.3454253899250381;0.0;0.0;5.803538288341773
126;b;7;1;2;0;-0.4617049428871467;3.665191429188092;5.813024503750309;1.0;1.0;2.0;2.0794415416798357;0.32748926717909965;0.6549785343581993;0.6809947866265067;0.8706532536169465;-0.7540078355198515;-0.435326626808473;1.9037031348273383;3.8074062696546767;3.9586393815860967
127;b;127;0;0;0;-4.448311795886866;1.0471975511965976;5.8224363167035404;1.0;0.0;0.0;4.852030263919617;0.0;0.0;1.0;0.26329148862641844;0.13164574431320925;0.22801711775069994;0.0;0.0;5.8224363167035404
128;e;1;7;0;0;1.526936603458955;3.665191429188092;5.831774885234006;1.0;7.0;0.0;0.6931471805599453;0.9951331791050677;0.0;0.09853910819690467;1.5810370318968596;-1.3692182339466286;-0.7905185159484294;5.803392681368008;0.0;0.5746578963960651
129;b;43;0;1;0;-2.8995593949169067;2.0943951023931953;5.841041340546698;1.0;0.0;1.0;3.784189633918261;0.0;0.2554873048179193;0.9668124104896852;0.4190069305624022;-0.209503465281201;0.3628706462287826;0.0;1.4923119094263224;5.647191258223856
130;a;13;1;0;1;-1.350305188005037;2.6179938779914944;5.850236787841381;1.0;1.0;0.0;3.6390573296152584;0.2649739949420785;0.0;0.9642555584514073;0.666915747657187;-0.5775659796550162;0.33345787382859343;1.5501606130314438;0.0;5.641123340932959
131;c;131;0;0;0;-4.636275784791994;1.5707963267948966;5.859362307103645;1.0;0.0;0.0;4.882801922586371;0.0;0.0;1.0;0.24885553404755142;1.5238006661071952e-17;0.24885553404755142;0.0;0.0;5.859362307103645
132;c;11;2;1;0;-1.2202527164051804;3.665191429188092;5.8684189538661045;1.0;2.0;1.0;2.4849066497880004;0.5982887998813387;0.2991443999406693;0.7433459086594104;0.6934502253423274;-0.6005455114064991;-0.3467251126711635;3.5110093331094525;1.7555046665547263;4.362265219655706
133;e;133;0;0;0;-4.860406862741299;0.0;5.877407759941093;1.0;0.0;0.0;4.897839799950911;0.0;0.0;1.0;0.2326728105590204;0.2326728105590204;0.0;0.0;0.0;5.877407759941093
134;b;67;1;0;0;-3.849842096999482;1.5707963267948966;5.886329734126115;1.0;1.0;0.0;4.219507705176107;0.23060676653757178;0.0;0.9730470282710317;0.31507246181603765;1.9292624093124357e-17;0.31507246181603765;1.3574274667607882;0.0;5.727675655214829
135;a;1;0;3;1;1.140417002196968;5.235987755982989;5.895185862883262;1.0;0.0;3.0;1.6931471805599454;0.0;0.8708741631617775;0.4915060446599551;1.4079364202714697;0.703968210135735;-1.2193087068684165;0.0;5.133965055021602;2.8975194860010367
136;a;17;3;0;0;-2.121989169996236;2.0943951023931953;5.9039771109937496;1.0;3.0;0.0;2.8903717578961645;0.7201423370304325;0.0;0.6938263575393678;0.5290899885032384;-0.2645449942516191;0.45820537093182107;4.25170387448522;0.0;4.0963349339165935
137;a;137;0;0;0;-5.068061758323109;0.5235987755982988;5.912704422188646;1.0;0.0;0.0;4.927253685157205;0.0;0.0;1.0;0.21862036916631;0.18933079348275667;0.10931018458315499;0.0;0.0;5.912704422188646
138;c;23;1;1;0;-2.468057270399784;3.141592653589793;5.921368719756829;1.0;1.0;1.0;3.1780538303479458;0.2874794766608158;0.2874794766608158;0.9136252519483287;0.47691491411612136;-0.47691491411612136;5.840523230379429e-17;1.7022719806714182;1.7022719806714182;5.409911988466786
139;b;139;0;0;0;-5.103492463052353;1.0471975511965976;5.929970907131165;1.0;0.0;0.0;4.941642422609304;0.0;0.0;1.0;0.2163089132809786;0.10815445664048931;0.18732901396633259;0.0;0.0;5.929970907131165
140;c;7;2;0;1;-0.8751439063043902;4.1887902047863905;5.938511868453802;1.0;2.0;0.0;3.0794415416798357;0.5446749086682274;0.0;0.8386472702318051;0.7690931604455021;-0.3845465802227514;-0.6660542148226658;3.2345584095752593;0.0;4.980316767717958
141;c;47;0;1;0;-3.3858501520744957;2.6179938779914944;5.946992469121513;1.0;0.0;1.0;3.871201010907891;0.0;0.25010790367173386;0.9682179695300696;0.3621289027400283;-0.3136128292174487;0.18106445137001412;0.0;1.48738981960357;5.757984973263446
142;c;71;1;0;0;-3.9140597749258212;2.0943951023931953;5.955413556311888;1.0;1.0;0.0;4.276666119016055;0.2276854690825177;0.0;0.973734731417481;0.30906059144833;-0.15453029572416493;0.2676543235028974;1.355961129149257;0.0;5.798993019735382
143;c;143;0;0;0;-4.89065411158295;1.5707963267948966;5.9637759594912;1.0;0.0;0.0;4.969813299576001;0.0;0.0;1.0;0.23057104714496285;1.411840474310661e-17;0.23057104714496285;0.0;0.0;5.9637759594912
144;e;1;4;2;0;1.1858075176406004;4.1887902047863905;5.9720804909046885;1.0;4.0;2.0;0.6931471805599453;0.8838737009735588;0.4419368504867794;0.1531636409502266;1.4272396373890135;-0.7136198186945074;-1.2360257832669759;5.278564886007914;2.639282443003957;0.9147055920347787
145;e;29;0;0;1;-2.778847766233688;1.5707963267948966;5.980327946050004;1.0;0.0;0.0;4.401197381662156;0.0;0.0;1.0;0.434458726375098;2.6602924430844977e-17;0.434458726375098;0.0;0.0;5.980327946050004
146;e;73;1;0;0;-4.157585103351833;0.5235987755982988;5.988519104134483;1.0;1.0;0.0;4.30406509320417;0.22631051973544822;0.0;0.9740552082182361;0.28728643458638137;0.24879735051446267;0.14364321729319066;1.3552648709023356;0.0;5.833148222896599
147;e;49;0;1;0;-3.68351994249682;1.0471975511965976;5.996654728516938;1.0;0.0;1.0;3.912023005428146;0.0;0.24765889391085408;0.9688472904781498;0.3311923406652882;0.16559617033264412;0.2868209805549695;0.0;1.4851248772297978;5.80984268565662
