Window_Start_N,Window_End_N,Peak_N,Phase_Score,Entropy_Norm,Bary_Norm,Entropy_Delta,Bary_Delta,Nearest_Quintuplet,Distance_To_Quintuplet,Nearest_Zero_Floor,Distance_To_Zero_Floor,Nearest_Zero_Gamma,Zero_Window_Start,Zero_Window_End
1,2500,251,0.005868834705461562,0.8241080674698068,0.19202390576182593,0.0002804695465662421,-0.0004446655304534558,101.0,150.0,251.0,0.0,251.014947795,0.0,1000.0
