x,residual_smooth,fit,fit_residual,left_component,mid_component_negative,right_component,offset
4.197541744042333,-0.11348595564095915,-0.11326530186470055,-0.00022065377625860028,0.011605267258677065,-0.1270108137004334,0.0006968445058780598,0.0014434000711777298
4.287477566796593,-0.07971439679813391,-0.08054997873483281,0.0008355819366989009,0.010954864216635926,-0.09798269142226465,0.005034448399618177,0.0014434000711777298
4.377413389550853,-0.010813991684352882,-0.009276362183531462,-0.0015376295008214195,0.01012933279181998,-0.03952702501122294,0.018677929964693765,0.0014434000711777298
4.467349212305113,0.03928900260220337,0.03786448284300741,0.0014245197591959552,0.00917437882494553,-0.008338251496373874,0.03558495544325803,0.0014434000711777298
4.5572850350593725,0.042889250120506754,0.04347792582101028,-0.000588675700503527,0.008139439252323575,-0.0009197969163291072,0.03481488341383809,0.0014434000711777298
4.6472208578136325,0.025056223235319867,0.025955230737297667,-0.0008990075019777999,0.007073498923565973,-5.305728294246991e-05,0.01749138902549643,0.0014434000711777298
4.7371566805678915,0.014071600040848814,0.011975963728386442,0.0020956363124623716,0.006021380691063314,-1.600420701933183e-06,0.004512783386847331,0.0014434000711777298
4.8270925033221515,0.008305064612082257,0.007062150938315593,0.001242913673766664,0.005020880298524141,-2.524407213717154e-08,0.00059789581268586,0.0014434000711777298
4.917028326076411,0.005108398233092091,0.005585039579100577,-0.0004766413460084865,0.004100960987527117,-2.082191945801024e-10,4.067872861492526e-05,0.0014434000711777298
5.006964148830671,0.003447385310675645,0.004725875456718702,-0.0012784901460430572,0.003281054137789772,-8.980865856555231e-13,1.42124864928691e-06,0.0014434000711777298
5.096899971584931,0.0023504899845515756,0.004014787106272634,-0.001664297121721058,0.002571361535483651,-2.0255909804774652e-15,2.5499613278444938e-08,0.0014434000711777298
5.186835794339191,0.0015983331894950713,0.0034173445347521845,-0.0018190113452571132,0.00197394422863392,-2.38902886526273e-18,2.3494053762585065e-10,0.0014434000711777298
