u,v,weight,contexts
641,809,5.112287270068234,3
641,821,5.112287270068234,3
641,857,5.112287270068234,3
641,881,5.112287270068234,3
641,929,5.112287270068234,3
641,941,5.112287270068234,3
641,953,5.112287270068234,3
653,677,5.112287270068234,3
653,701,5.112287270068234,3
653,761,5.112287270068234,3
653,773,5.112287270068234,3
653,797,5.112287270068234,3
653,809,5.112287270068234,3
653,821,5.112287270068234,3
653,857,5.112287270068234,3
653,881,5.112287270068234,3
653,929,5.112287270068234,3
653,941,5.112287270068234,3
653,953,5.112287270068234,3
677,701,5.112287270068234,3
677,761,5.112287270068234,3
677,773,5.112287270068234,3
677,797,5.112287270068234,3
677,809,5.112287270068234,3
677,821,5.112287270068234,3
677,857,5.112287270068234,3
677,881,5.112287270068234,3
677,929,5.112287270068234,3
677,941,5.112287270068234,3
677,953,5.112287270068234,3
701,761,5.112287270068234,3
701,773,5.112287270068234,3
701,797,5.112287270068234,3
701,809,5.112287270068234,3
701,821,5.112287270068234,3
701,857,5.112287270068234,3
701,881,5.112287270068234,3
701,929,5.112287270068234,3
701,941,5.112287270068234,3
701,953,5.112287270068234,3
761,773,5.112287270068234,3
761,797,5.112287270068234,3
761,809,5.112287270068234,3
761,821,5.112287270068234,3
761,857,5.112287270068234,3
761,881,5.112287270068234,3
761,929,5.112287270068234,3
761,941,5.112287270068234,3
761,953,5.112287270068234,3
773,797,5.112287270068234,3
773,809,5.112287270068234,3
773,821,5.112287270068234,3
773,857,5.112287270068234,3
773,881,5.112287270068234,3
773,929,5.112287270068234,3
773,941,5.112287270068234,3
773,953,5.112287270068234,3
797,809,5.112287270068234,3
797,821,5.112287270068234,3
797,857,5.112287270068234,3
797,881,5.112287270068234,3
797,929,5.112287270068234,3
797,941,5.112287270068234,3
797,953,5.112287270068234,3
809,821,5.112287270068234,3
809,857,5.112287270068234,3
809,881,5.112287270068234,3
809,929,5.112287270068234,3
809,941,5.112287270068234,3
809,953,5.112287270068234,3
821,857,5.112287270068234,3
821,881,5.112287270068234,3
821,929,5.112287270068234,3
821,941,5.112287270068234,3
821,953,5.112287270068234,3
857,881,5.112287270068234,3
857,929,5.112287270068234,3
857,941,5.112287270068234,3
857,953,5.112287270068234,3
881,929,5.112287270068234,3
881,941,5.112287270068234,3
881,953,5.112287270068234,3
929,941,5.112287270068234,3
929,953,5.112287270068234,3
941,953,5.112287270068234,3
5,977,3.322913510736208,2
5,1013,3.322913510736208,2
5,1049,3.322913510736208,2
5,1061,3.322913510736208,2
5,1097,3.322913510736208,2
5,1109,3.322913510736208,2
5,1181,3.322913510736208,2
5,1193,3.322913510736208,2
5,1217,3.322913510736208,2
5,1229,3.322913510736208,2
17,977,3.322913510736208,2
17,1013,3.322913510736208,2
17,1049,3.322913510736208,2
17,1061,3.322913510736208,2
17,1097,3.322913510736208,2
17,1109,3.322913510736208,2
17,1181,3.322913510736208,2
17,1193,3.322913510736208,2
17,1217,3.322913510736208,2
17,1229,3.322913510736208,2
29,977,3.322913510736208,2
29,1013,3.322913510736208,2
29,1049,3.322913510736208,2
29,1061,3.322913510736208,2
29,1097,3.322913510736208,2
29,1109,3.322913510736208,2
29,1181,3.322913510736208,2
29,1193,3.322913510736208,2
29,1217,3.322913510736208,2
29,1229,3.322913510736208,2
41,977,3.322913510736208,2
41,1013,3.322913510736208,2
41,1049,3.322913510736208,2
41,1061,3.322913510736208,2
41,1097,3.322913510736208,2
41,1109,3.322913510736208,2
41,1181,3.322913510736208,2
41,1193,3.322913510736208,2
41,1217,3.322913510736208,2
41,1229,3.322913510736208,2
53,977,3.322913510736208,2
53,1013,3.322913510736208,2
53,1049,3.322913510736208,2
53,1061,3.322913510736208,2
53,1097,3.322913510736208,2
53,1109,3.322913510736208,2
53,1181,3.322913510736208,2
53,1193,3.322913510736208,2
53,1217,3.322913510736208,2
53,1229,3.322913510736208,2
89,977,3.322913510736208,2
89,1013,3.322913510736208,2
89,1049,3.322913510736208,2
89,1061,3.322913510736208,2
89,1097,3.322913510736208,2
89,1109,3.322913510736208,2
89,1181,3.322913510736208,2
89,1193,3.322913510736208,2
89,1217,3.322913510736208,2
89,1229,3.322913510736208,2
101,977,3.322913510736208,2
101,1013,3.322913510736208,2
101,1049,3.322913510736208,2
101,1061,3.322913510736208,2
101,1097,3.322913510736208,2
101,1109,3.322913510736208,2
