center,orientation,orient_sign,idx_E,idx_A,idx_B,idx_C,dEA,dAB,dBC,dCE,idx_spread,idx_var,cyc_sum_abs,cyc_signed,cyc_energy,cyc_skew,cyc_balance,dir_obs,dir_obs2,dir_obs3,theta_log12,theta_res,spread_res,var_res,dir_res,dir2_res,dir3_res,energy_res,bin,master_pc1,master_eq,master_or,master_pc1_res,master_eq_res,master_or_res
5655,CEAB,-1,175,189,192,188,14,3,-4,-13,17,42.5,34,-20,390,-2,-20,-1.1111111111111112,-0.1111111111111111,-1.1111111111111112,0.0214958778265023,0.0108927158965967,79.70724521955285,4490.418220600212,-1.368229899435068,-0.0823620073144324,-1.368229899435068,49422.52638654233,0,-3.278139430983015,1.3536604869629485,-1.2027245161755584,-3.2781394309830088,1.3536604869629458,-1.5647432837590438
9435,CEAB,-1,286,296,295,291,10,-1,-4,-5,10,15.5,20,-12,142,-8,-12,-1.0909090909090908,-0.7272727272727273,-1.0909090909090908,0.0013324640911684,-0.0084650971168406,53.48741405836969,3672.189812268248,-1.32421983869979,-0.7005137052810403,-1.32421983869979,40556.68781034352,0,-2.520498088021929,0.5319112524904368,-0.2787817646224096,-2.5204980880219234,0.5319112524904345,-0.6097576891818803
13005,ABCE,1,379,389,389,392,10,0,3,-13,13,24.1875,26,26,278,0,26,1.8571428571428568,0.0,1.8571428571428568,0.0073290838335381,-0.0019634362989514,44.43826373226814,3184.8464182233392,1.638757664990467,0.0255114150471468,1.638757664990467,35290.05801511361,1,-2.1644791446251492,0.9572710679753281,0.8795906962226477,-2.164479144625144,0.9572710679753259,0.5680759146362404
15645,ABCE,1,442,462,460,460,20,-2,0,-18,20,66.0,40,40,728,0,40,1.9047619047619049,0.0,1.9047619047619049,0.0079364070639432,-0.0010652493337884,44.49890565945297,2940.98433571774,1.6949726527552345,0.0247928920734943,1.6949726527552345,32628.570344257205,1,-2.0471668418225306,0.906012042924076,0.831482437881642,-2.0471668418225253,0.9060120429240739,0.53117573619642
15735,CEAB,-1,444,463,464,463,19,1,-1,-19,20,70.25,40,-36,724,0,-36,-1.7142857142857142,0.0,-1.7142857142857142,0.010361903480636,0.0013692745786575,44.283529804553,2936.367894933921,-1.923808175338794,0.0247705913796705,-1.923808175338794,32527.99955051957,1,-2.0408935708457516,0.9032728025780286,-0.828983398836678,-2.0408935708457463,0.9032728025780264,-1.1289422369637474
16065,ABCE,1,454,471,471,472,17,0,1,-18,18,56.5,36,36,614,0,36,1.894736842105263,0.0,1.894736842105263,0.0089348579632469,-2.510621855980784e-05,41.50422264957641,2890.535929454476,1.6861797264903375,0.0246898994642935,1.6861797264903375,32068.571753441483,1,-1.9814153964156513,0.8774079114362794,0.8062115269404148,-1.9814153964156462,0.8774079114362773,0.5075113840368648
18045,ABCE,1,502,518,526,521,16,8,-5,-19,24,80.6875,48,22,706,-6,22,0.88,-0.24,0.88,0.0128739729815345,0.0040969234550848,43.14028813795851,2735.0720616180165,0.6768485889860032,-0.2157619560487395,0.6768485889860032,30203.859290005308,1,-1.9238903601049033,0.6606727610122705,0.5369198914961981,-1.9238903601048982,0.6606727610122685,0.24526814214382725
18915,CEAB,-1,527,540,543,542,13,3,-1,-15,16,41.5,32,-24,404,4,-24,-1.411764705882353,0.2352941176470588,-1.411764705882353,0.007582354138789,-0.001120590977843,33.37232268524577,2623.102210961317,-1.612726098013947,0.2593491008913968,-1.612726098013947,29109.134278427384,1,-1.740377456860553,0.9602631306998612,-0.9519072094065492,-1.740377456860548,0.9602631306998592,-1.2407034355464537
19425,ABCE,1,541,551,553,555,10,2,2,-14,14,29.0,28,24,304,-4,24,1.6,-0.2666666666666666,1.6,0.0063677355089346,-0.0022933379440544,30.373358454230296,2569.4775584158115,1.400276047505822,-0.2427151193226396,1.400276047505822,28561.216062388383,1,-1.6718396642118476,0.5297863223214632,0.41373425521257023,-1.6718396642118427,0.5297863223214612,0.12655150265367454
21015,CEAB,-1,579,596,597,591,17,1,-6,-12,18,51.1875,36,-22,470,-10,-22,-1.1578947368421053,-0.5263157894736842,-1.1578947368421053,0.0044556102202354,-0.004081644473913,31.419319840781423,2470.055287202482,-1.3539594547438465,-0.5026701125843227,-1.3539594547438465,27402.676439481867,2,-1.635313742758636,0.30654012210368814,-0.13338581043294043,-1.635313742758631,0.30654012210368614,-0.4157973578654678
22275,CEAB,-1,610,627,632,625,17,5,-7,-15,22,67.25,44,-20,588,-4,-20,-0.8695652173913043,-0.1739130434782608,-0.8695652173913043,0.0073492425661258,-0.0010963727410576,33.233009057648445,2396.1132920250734,-1.062921702566826,-0.1504937440879045,-1.062921702566826,26540.37264552892,2,-1.6247379284996761,0.5831463864844924,-0.48732697389747426,-1.6247379284996712,0.5831463864844904,-0.7662073091214585
25305,ABCE,1,684,705,703,698,21,-2,-5,-14,21,67.25,42,32,666,10,32,1.4545454545454546,0.4545454545454545,1.4545454545454546,0.0032594440594922,-0.004985454856559,27.444364951469503,2198.977780145428,1.2671207713729342,0.477468922654757,1.2671207713729342,24471.22777418056,2,-1.4542913283219727,1.010536305560741,1.0615690757621135,-1.454291328321968,1.010536305560739,0.7904231023043351
31725,ABCE,1,837,859,861,854,22,2,-7,-17,24,89.1875,48,30,826,10,30,1.2,0.4,1.2,0.0049017125981236,-0.0029873478644871,21.95485543404636,1871.4251599327245,1.023091464706369,0.4220444375766073,1.023091464706369,20824.679111046917,3,-1.2184651585441708,0.8641921123608254,0.9123427177809071,-1.2184651585441664,0.8641921123608236,0.6549085459040133
34845,ABCE,1,908,939,939,933,31,0,-6,-25,31,163.6875,62,50,1622,12,50,1.5625,0.375,1.5625,0.0062569577096624,-0.0014844740299184,25.43276433599644,1800.9302060156233,1.3899543587880587,0.396679749179973,1.3899543587880587,20041.43461721585,3,-1.2316451660252883,0.8497695301891313,0.8901848376898177,-1.231645166025284,0.8497695301891295,0.638439358921418
43785,ABCE,1,1119,1145,1153,1143,26,8,-10,-24,34,161.0,68,32,1416,4,32,0.9142857142857144,0.1142857142857142,0.9142857142857144,0.0066770820360324,-0.0007049251683646,19.857698929950672,1445.23048152372,0.7523622009712745,0.1350775742070319,0.7523622009712745,15990.52417914206,4,-0.9780154595492564,0.5311506845252291,0.5235007237975026,-0.9780154595492523,0.5311506845252274,0.28560523190402143
