bits,n,sigma,ring,use_sigma,dir_kind,dir_count,lambdas,base_samples,T,S,score,use_score,B,neighbor_safety,shadow,success_prefilter,factor_prefilter,rank_hit,tested,t_prefilter,success_pipeline,factor_pipeline,t_total,fallback_used
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.05847907066345215,True,2748198667,0.0953831672668457,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,1000,True,False,False,,,1000,0.03568625450134277,True,2748198667,0.05306601524353027,True
64,10124945729605181239,B,gaussian,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.06260490417480469,True,2748198667,0.0952455997467041,True
64,10124945729605181239,B,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.041632890701293945,True,2748198667,0.07660508155822754,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,50,True,False,False,,,50,0.018244028091430664,True,2521130483,0.030878782272338867,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,50,True,False,False,,,50,0.011410951614379883,True,2521130483,0.027601003646850586,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,l1,True,50,True,False,False,,,50,0.013452768325805664,True,2828600491,0.01567697525024414,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,50,True,False,False,,,50,0.008254051208496094,True,2521130483,0.046190738677978516,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,200,True,False,False,,,200,0.03371691703796387,True,2521130483,0.057394981384277344,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,200,True,False,False,,,200,0.032254934310913086,True,2828600491,0.05714583396911621,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,l1,True,200,True,False,False,,,200,0.032943010330200195,True,2828600491,0.10836195945739746,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,200,True,False,False,,,200,0.013859033584594727,True,2828600491,0.04593706130981445,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.14858698844909668,True,2828600491,0.1948838233947754,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,1000,True,False,False,,,1000,0.1484682559967041,True,2828600491,0.1650409698486328,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.1708049774169922,True,2828600491,0.20433616638183594,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.033924102783203125,True,2828600491,0.06052994728088379,True
