A-Paar,C-Paar,count,p(joint),p(A-Paar),p(C-Paar),lift
5·137,23·47,1,0.00011775788977861517,0.007183231276495525,0.02025435704192181,0.8093785741517346
5·173,11·71,1,0.00011775788977861517,0.004945831370701837,0.030617051342439944,0.7776556776556777
5·5,11·11,1122,0.13212435233160622,0.5693593970796044,0.29898728214790393,0.776146428028851
5·149,11·83,1,0.00011775788977861517,0.006123410268487989,0.02508243052284503,0.7667027807872878
5·101,11·131,1,0.00011775788977861517,0.011069241639189827,0.013895430993876589,0.7655968265416517
17·17,11·239,1,0.00011775788977861517,0.024258125294394726,0.006358926048045219,0.7633944624235887
17·29,11·131,1,0.00011775788977861517,0.011422515308525671,0.013895430993876589,0.7419185741743841
5·89,23·71,1,0.00011775788977861517,0.013306641544983514,0.012011304757418746,0.7367690439007462
17·17,11·227,1,0.00011775788977861517,0.024258125294394726,0.0067121997173810646,0.7232158065065576
5·101,23·59,1,0.00011775788977861517,0.011069241639189827,0.014719736222326895,0.7227234042553191
17·17,23·107,1,0.00011775788977861517,0.024258125294394726,0.0068299576071596795,0.7107465684633412
29·29,11·71,1,0.00011775788977861517,0.0054168629298162975,0.030617051342439944,0.7100334448160535
17·29,23·59,1,0.00011775788977861517,0.011422515308525671,0.014719736222326895,0.7003711340206187
5·113,11·107,1,0.00011775788977861517,0.009420631182289214,0.017899199246349504,0.6983552631578949
5·53,11·239,1,0.00011775788977861517,0.026966556759302873,0.006358926048045219,0.6867216561539706
5·197,11·59,1,0.00011775788977861517,0.004357041921808761,0.03944889307583608,0.6851149657119807
17·41,11·83,1,0.00011775788977861517,0.00706547338671691,0.02508243052284503,0.6644757433489827
5·137,11·83,1,0.00011775788977861517,0.007183231276495525,0.02508243052284503,0.6535826983760487
5·53,11·227,1,0.00011775788977861517,0.026966556759302873,0.0067121997173810646,0.6505784110932353
17·53,11·59,1,0.00011775788977861517,0.004592557701365992,0.03944889307583608,0.649980864906238
5·53,23·107,1,0.00011775788977861517,0.026966556759302873,0.0068299576071596795,0.6393615419364554
5·89,11·131,1,0.00011775788977861517,0.013306641544983514,0.013895430993876589,0.6368681565921704
5·149,11·71,1,0.00011775788977861517,0.006123410268487989,0.030617051342439944,0.6281065088757396
5·113,23·47,1,0.00011775788977861517,0.009420631182289214,0.02025435704192181,0.6171511627906976
17·17,47·47,1,0.00011775788977861517,0.024258125294394726,0.00800753650494583,0.6062250142775557
5·89,23·59,1,0.00011775788977861517,0.013306641544983514,0.014719736222326895,0.6012035398230089
5·101,11·107,1,0.00011775788977861517,0.011069241639189827,0.017899199246349504,0.5943449048152296
17·29,11·107,1,0.00011775788977861517,0.011422515308525671,0.017899199246349504,0.5759631036353772
17·17,11·191,1,0.00011775788977861517,0.024258125294394726,0.008714083843617522,0.5570716347415376
5·53,47·47,1,0.00011775788977861517,0.026966556759302873,0.00800753650494583,0.5453377857693296
