sigma,corr,rmse,mae
0.25,0.6934340033117503,1.4063131866913638,1.3600571083256265
0.5,0.9144765059270075,1.4063784041460996,1.3601455460690044
0.75,0.9840855313117822,1.4278863002267774,1.3865892666928104
1.0,0.9940137885779752,1.6948977890207173,1.68294690600559
1.5,0.9677693037968678,4.963269865202884,4.876510103720473
2.0,0.9161591006417281,12.702831349678476,12.342085329595402
