n,e(E),a(A),b(B),c(C),k_ABC,R,ratio_e_over_R,resid_log,K_fit,alpha,K_over_alpha
2616685,73,5,67,107,1,23789.4854148138,0.003068582557676621,0.08104394466079212,0.0033276278475209225,0.0072973525693,0.45600480666375776
8229469,157,53,43,23,1,51189.82892122972,0.003067015524540816,0.08155474512355994,0.0033276278475209225,0.0072973525693,0.45600480666375776
4146265,97,5,103,83,1,31628.560795281734,0.0030668483661915533,0.08160924856618004,0.0033276278475209225,0.0072973525693,0.45600480666375776
8272801,157,29,79,23,1,51213.48155291592,0.0030655990422713405,0.0820166956600671,0.0033276278475209225,0.0072973525693,0.45600480666375776
3609661,97,17,199,11,1,26835.408828399493,0.0036146272494029016,0.08272904605299844,0.0033276278475209225,0.0072973525693,0.45600480666375776
2201185,61,5,7,1031,1,19918.77452512038,0.0030624373965913616,0.08304855831037906,0.0033276278475209225,0.0072973525693,0.45600480666375776
5437465,109,5,907,11,1,35606.827191394,0.0030612106890092355,0.0834492043244501,0.0033276278475209225,0.0072973525693,0.45600480666375776
9084805,157,5,163,71,1,51294.313911786114,0.003060768105213421,0.08359379280195459,0.0033276278475209225,0.0072973525693,0.45600480666375776
7880929,157,101,7,71,1,43376.9400605714,0.0036194346530844675,0.08405814841735831,0.0033276278475209225,0.0072973525693,0.45600480666375776
4674901,109,557,7,11,1,30073.91942953205,0.0036244028735730387,0.08542985816355285,0.0033276278475209225,0.0072973525693,0.45600480666375776
8227585,157,5,223,47,1,43288.0446380517,0.0036268674483391082,0.08610962177780512,0.0033276278475209225,0.0072973525693,0.45600480666375776
1934737,61,197,7,23,1,19991.67671689305,0.003051269829131178,0.08670185064793104,0.0033276278475209225,0.0072973525693,0.45600480666375776
3929761,97,29,127,11,1,31791.11764437817,0.003051166715340476,0.08673564494958748,0.0033276278475209225,0.0072973525693,0.45600480666375776
9173353,157,17,7,491,1,51459.19339938617,0.003050961152490058,0.08680301910330843,0.0033276278475209225,0.0072973525693,0.45600480666375776
3993781,97,197,19,11,1,31807.667785020087,0.003049579134679042,0.08725609957474297,0.0033276278475209225,0.0072973525693,0.45600480666375776
2533465,73,5,631,11,1,20103.766150706295,0.003631160423015333,0.08729258091021556,0.0033276278475209225,0.0072973525693,0.45600480666375776
8474389,157,701,7,11,1,43225.635064440285,0.003632103953266301,0.0875523897805513,0.0033276278475209225,0.0072973525693,0.45600480666375776
800569,37,281,7,11,1,10176.448865746086,0.0036358459112924893,0.08858210474187014,0.0033276278475209225,0.0072973525693,0.45600480666375776
1843237,61,41,67,11,1,20035.63777391933,0.0030445749063902796,0.08889840443930898,0.0033276278475209225,0.0072973525693,0.45600480666375776
1851289,61,89,31,11,1,20037.16280400576,0.0030443431835471785,0.0889745174169482,0.0033276278475209225,0.0072973525693,0.45600480666375776
7999621,157,29,7,251,1,43140.84063568201,0.0036392429467437056,0.08951598631071257,0.0033276278475209225,0.0072973525693,0.45600480666375776
157885,13,5,7,347,1,3571.0476594920674,0.0036403882668564194,0.08983065063602197,0.0033276278475209225,0.0072973525693,0.45600480666375776
4119001,109,53,31,23,1,29940.54155081529,0.0036405487126879273,0.08987472348872878,0.0033276278475209225,0.0072973525693,0.45600480666375776
5718685,109,5,7,1499,1,35849.70148011,0.0030404716217923037,0.09024704991010633,0.0033276278475209225,0.0072973525693,0.45600480666375776
2215477,73,89,31,11,1,20037.16280400576,0.0036432303671958036,0.09061105955813177,0.0033276278475209225,0.0072973525693,0.45600480666375776
2205841,73,41,67,11,1,20035.63777391933,0.003643507674860499,0.0906871725357709,0.0033276278475209225,0.0072973525693,0.45600480666375776
9394081,181,17,43,71,1,49677.050454060125,0.0036435335501125107,0.09069427425269921,0.0033276278475209225,0.0072973525693,0.45600480666375776
9442765,157,5,523,23,1,51678.51812461459,0.003038012808753906,0.0910560716985484,0.0033276278475209225,0.0072973525693,0.45600480666375776
7430653,157,53,19,47,1,43061.60129047223,0.0036459396607421953,0.09135443463671314,0.0033276278475209225,0.0072973525693,0.45600480666375776
9320305,157,5,31,383,1,51697.186692664145,0.0030369157403739027,0.09141725072577728,0.0033276278475209225,0.0072973525693,0.45600480666375776
3606169,97,113,7,47,1,26593.175739278267,0.003647552325115141,0.091796654742625,0.0033276278475209225,0.0072973525693,0.45600480666375776
2117005,61,5,631,11,1,20103.766150706295,0.003034257339779936,0.09229299606486421,0.0033276278475209225,0.0072973525693,0.45600480666375776
4861945,109,5,811,11,1,29857.73031818213,0.0036506458742318897,0.09264441174168861,0.0033276278475209225,0.0072973525693,0.45600480666375776
2971465,73,5,7,1163,1,24070.34358119732,0.0030327776483018024,0.09278077683764001,0.0033276278475209225,0.0072973525693,0.45600480666375776
2315341,73,197,7,23,1,19991.67671689305,0.0036515196315832126,0.09288372632714866,0.0033276278475209225,0.0072973525693,0.45600480666375776
8123965,157,5,79,131,1,42963.24484821631,0.0036542863686078895,0.09364113410854064,0.0033276278475209225,0.0072973525693,0.45600480666375776
3861085,97,5,19,419,1,26481.021980675683,0.0036630006225131712,0.0960229616999946,0.0033276278475209225,0.0072973525693,0.45600480666375776
8817277,157,113,7,71,1,51953.356345421336,0.003021941430620131,0.09636020937949509,0.0033276278475209225,0.0072973525693,0.45600480666375776
897805,37,5,211,23,1,12245.058094142043,0.0030216271507687302,0.096464214106984,0.0033276278475209225,0.0072973525693,0.45600480666375776
2634205,73,5,7,1031,1,19918.77452512038,0.003664884097560154,0.0965370186647009,0.0033276278475209225,0.0072973525693,0.45600480666375776
4006585,97,5,751,11,1,26453.26308840302,0.0036668444144618336,0.09707176758378021,0.0033276278475209225,0.0072973525693,0.45600480666375776
5097385,109,5,199,47,1,36105.10878772932,0.003018963345072228,0.09734618280557741,0.0033276278475209225,0.0072973525693,0.45600480666375776
4046161,97,101,7,59,1,32137.125312665827,0.003018316014773435,0.09756062718116124,0.0033276278475209225,0.0072973525693,0.45600480666375776
3773785,97,5,31,251,1,26434.8296458142,0.0036694013655336486,0.0977688410603326,0.0033276278475209225,0.0072973525693,0.45600480666375776
4500937,109,17,7,347,1,29704.11020396956,0.0036695258417615752,0.0978027632466204,0.0033276278475209225,0.0072973525693,0.45600480666375776
4605577,109,29,31,47,1,36125.42632461116,0.0030172654301865386,0.09790875755007025,0.0033276278475209225,0.0072973525693,0.45600480666375776
150865,13,5,211,11,1,3541.7689592128936,0.00367048222221956,0.0980633570920386,0.0033276278475209225,0.0072973525693,0.45600480666375776
1635349,61,17,19,83,1,16613.609685852363,0.0036716885224495023,0.0983919520764775,0.0033276278475209225,0.0072973525693,0.45600480666375776
9921877,181,41,7,191,1,49289.211833720256,0.0036722031711647774,0.09853210902257332,0.0033276278475209225,0.0072973525693,0.45600480666375776
4044997,97,17,223,11,1,32174.182941083487,0.0030148395742519347,0.09871307248278358,0.0033276278475209225,0.0072973525693,0.45600480666375776
880045,37,5,67,71,1,12281.412754138759,0.0030126827214997094,0.09942874062582925,0.0033276278475209225,0.0072973525693,0.45600480666375776
753949,37,41,7,71,1,10063.685164233657,0.0036765856041977565,0.09972480449565078,0.0033276278475209225,0.0072973525693,0.45600480666375776
3733045,97,5,43,179,1,26373.018504903688,0.003678001438552217,0.10010982526261446,0.0033276278475209225,0.0072973525693,0.45600480666375776
4912957,109,137,7,47,1,36216.33366670536,0.003009691731998996,0.10042203314515859,0.0033276278475209225,0.0072973525693,0.45600480666375776
4326973,109,53,7,107,1,29624.230147526145,0.003679420510075343,0.10049557764996747,0.0033276278475209225,0.0072973525693,0.45600480666375776
8359465,157,5,463,23,1,42624.58295382479,0.003683320495360109,0.10155496182404927,0.0033276278475209225,0.0072973525693,0.45600480666375776
8826697,157,269,19,11,1,52227.72058283775,0.0030060664767282775,0.10162728627661147,0.0033276278475209225,0.0072973525693,0.45600480666375776
8012809,157,317,7,23,1,42604.93733171761,0.003685018916413709,0.10201596694033518,0.0033276278475209225,0.0072973525693,0.45600480666375776
9216685,157,5,199,59,1,52258.88962371547,0.0030042735528914154,0.10222389940705284,0.0033276278475209225,0.0072973525693,0.45600480666375776
5764465,109,5,7,1511,1,36300.819961175206,0.003002686994855177,0.10275213929160681,0.0033276278475209225,0.0072973525693,0.45600480666375776
8327437,157,29,31,59,1,52288.29742646095,0.0030025838997876564,0.10278647415154549,0.0033276278475209225,0.0072973525693,0.45600480666375776
903133,37,317,7,11,1,12323.08114755912,0.003002495849613774,0.10281579938203815,0.0033276278475209225,0.0072973525693,0.45600480666375776
8404681,157,17,67,47,1,52290.864581356764,0.0030024364916692377,0.10283556911170844,0.0033276278475209225,0.0072973525693,0.45600480666375776
8532793,157,17,139,23,1,52293.58327039546,0.0030022803981168593,0.10288755942375104,0.0033276278475209225,0.0072973525693,0.45600480666375776
942205,37,5,463,11,1,12328.76346070363,0.003001112002670244,0.10327680449832397,0.0033276278475209225,0.0072973525693,0.45600480666375776
3906481,97,17,103,23,1,32327.623603316355,0.003000529862332633,0.10347079819289327,0.0033276278475209225,0.0072973525693,0.45600480666375776
5509405,109,5,919,11,1,36350.82791681978,0.0029985561883052727,0.1041287897875827,0.0033276278475209225,0.0072973525693,0.45600480666375776
1992565,61,5,139,47,1,20350.17841011012,0.0029975167180693978,0.10447550680137442,0.0033276278475209225,0.0072973525693,0.45600480666375776
4600345,109,5,367,23,1,29505.788426579016,0.0036941903881413333,0.1045017282385039,0.0033276278475209225,0.0072973525693,0.45600480666375776
3715585,97,5,163,47,1,26255.834083413378,0.003694417008114699,0.10456307132016544,0.0033276278475209225,0.0072973525693,0.45600480666375776
1802245,61,5,19,311,1,16510.51007597263,0.0036946163213195885,0.10461701970449427,0.0033276278475209225,0.0072973525693,0.45600480666375776
1899601,61,149,19,11,1,20361.957729825855,0.002995782665369559,0.10505417061817558,0.0033276278475209225,0.0072973525693,0.45600480666375776
797905,37,5,19,227,1,10009.409369655341,0.0036965218059888424,0.10513263304540296,0.0033276278475209225,0.0072973525693,0.45600480666375776
8883217,157,137,7,59,1,52419.877607659604,0.002995047054002643,0.10529974974663406,0.0033276278475209225,0.0072973525693,0.45600480666375776
4300813,109,17,211,11,1,29460.56886186233,0.0036998606683764364,0.10603546970263711,0.0033276278475209225,0.0072973525693,0.45600480666375776
3565429,97,89,7,59,1,26216.55753074034,0.003699951829536056,0.1060601084781872,0.0033276278475209225,0.0072973525693,0.45600480666375776
4469545,109,5,139,59,1,29455.048414597095,0.003700554094013394,0.10622287153381849,0.0033276278475209225,0.0072973525693,0.45600480666375776
4200097,109,113,31,11,1,29418.619287965696,0.0037051364964836653,0.10746040718268252,0.0033276278475209225,0.0072973525693,0.45600480666375776
2134009,73,41,31,23,1,19701.819715162263,0.0037052414982672974,0.10748874629944907,0.0033276278475209225,0.0072973525693,0.45600480666375776
9160165,157,5,7,1667,1,42346.569907374906,0.0037075021741644655,0.10809868941016595,0.0033276278475209225,0.0072973525693,0.45600480666375776
2247889,73,53,7,83,1,19681.254474208545,0.003709113161239972,0.1085331159047295,0.0033276278475209225,0.0072973525693,0.45600480666375776
2704285,73,5,31,239,1,24452.819599428174,0.002985340798968929,0.10854578120647118,0.0033276278475209225,0.0072973525693,0.45600480666375776
3456013,97,41,79,11,1,26150.365200431635,0.0037093172220171874,0.10858813044735487,0.0033276278475209225,0.0072973525693,0.45600480666375776
8935969,157,173,7,47,1,52596.08709016669,0.002985012929400076,0.10865561375043742,0.0033276278475209225,0.0072973525693,0.45600480666375776
9650005,157,5,19,647,1,52608.8839843302,0.002984286837309896,0.1088988892172888,0.0033276278475209225,0.0072973525693,0.45600480666375776
1734901,61,17,7,239,1,16429.20011494385,0.0037129013934473266,0.1095539256884891,0.0033276278475209225,0.0072973525693,0.45600480666375776
3638761,97,233,7,23,1,26120.092245166186,0.0037136162877813316,0.1097464504670999,0.0033276278475209225,0.0072973525693,0.45600480666375776
2406445,73,5,19,347,1,19643.500189219158,0.0037162419781004313,0.11045324468428262,0.0033276278475209225,0.0072973525693,0.45600480666375776
5031985,109,5,7,1319,1,29330.39674445378,0.0037162811314719536,0.11046378037208218,0.0033276278475209225,0.0072973525693,0.45600480666375776
8397145,157,5,19,563,1,42242.41309163013,0.0037166437357506886,0.11056134742287317,0.0033276278475209225,0.0072973525693,0.45600480666375776
3801721,97,509,7,11,1,26083.54317309864,0.0037188199224421825,0.11114670076562888,0.0033276278475209225,0.0072973525693,0.45600480666375776
1944985,61,5,7,911,1,16396.248677825017,0.003720363187861318,0.11156160262202672,0.0033276278475209225,0.0072973525693,0.45600480666375776
143065,13,5,31,71,1,3493.0988367311265,0.0037216238668372516,0.11190040433687158,0.0033276278475209225,0.0072973525693,0.45600480666375776
4152085,97,5,7,1223,1,26049.200998467724,0.003723722658737432,0.11246419057531278,0.0033276278475209225,0.0072973525693,0.45600480666375776
2514193,73,101,31,11,1,24562.218406728975,0.0029720442506936257,0.11300967610121657,0.0033276278475209225,0.0072973525693,0.45600480666375776
9722053,181,257,19,11,1,48572.87761540467,0.003726359418792117,0.11317203785466924,0.0033276278475209225,0.0072973525693,0.45600480666375776
4476085,109,5,43,191,1,29250.26012813411,0.0037264625860595098,0.11319972327834686,0.0033276278475209225,0.0072973525693,0.45600480666375776
2669245,73,5,103,71,1,24577.460468697762,0.002970201095144632,0.11363003271755683,0.0033276278475209225,0.0072973525693,0.45600480666375776
4582765,97,5,859,11,1,32686.72332536988,0.0029675657310291857,0.11451769448186623,0.0033276278475209225,0.0072973525693,0.45600480666375776
9634933,157,797,7,11,1,52913.20575244081,0.002967123192923495,0.11466683055696025,0.0033276278475209225,0.0072973525693,0.45600480666375776
4833169,109,29,139,11,1,36739.42803705143,0.002966839872685942,0.11476232162579086,0.0033276278475209225,0.0072973525693,0.45600480666375776
2603545,73,5,7,1019,1,19555.511342588154,0.003732962985274642,0.11494259229645898,0.0033276278475209225,0.0072973525693,0.45600480666375776
5810245,109,5,7,1523,1,36753.957687721966,0.0029656670154031483,0.11515772185715976,0.0033276278475209225,0.0072973525693,0.45600480666375776
5022829,109,29,7,227,1,36764.67536246497,0.00296480246120394,0.11544928535267832,0.0033276278475209225,0.0072973525693,0.45600480666375776
4413985,97,5,19,479,1,32724.836846635215,0.0029641095066291704,0.11568303973516356,0.0033276278475209225,0.0072973525693,0.45600480666375776
2375785,73,5,283,23,1,19535.012219955126,0.0037368801809824354,0.1159913950570204,0.0033276278475209225,0.0072973525693,0.45600480666375776
7500361,157,101,43,11,1,41994.422713843596,0.0037385916951358507,0.11644929636724745,0.0033276278475209225,0.0072973525693,0.45600480666375776
4701061,109,17,43,59,1,36804.75370960786,0.002961573954821646,0.1165388235375773,0.0033276278475209225,0.0072973525693,0.45600480666375776
2225113,73,17,163,11,1,19514.857188257087,0.003740739647530046,0.11702366654951049,0.0033276278475209225,0.0072973525693,0.45600480666375776
2485285,73,5,619,11,1,19503.911242102608,0.0037428390179717755,0.11758472713045387,0.0033276278475209225,0.0072973525693,0.45600480666375776
7562533,157,29,151,11,1,41945.883280926246,0.0037429179628550462,0.11760581915454077,0.0033276278475209225,0.0072973525693,0.45600480666375776
1999885,61,5,79,83,1,20628.390237706233,0.002957089685481094,0.11805412174376517,0.0033276278475209225,0.0072973525693,0.45600480666375776
2241757,73,41,7,107,1,19493.676845372283,0.0037448040500030087,0.11810960046068791,0.0033276278475209225,0.0072973525693,0.45600480666375776
4200973,97,269,7,23,1,32826.03781607794,0.0029549713109905135,0.11877074986465347,0.0033276278475209225,0.0072973525693,0.45600480666375776
8052373,157,17,7,431,1,41873.61395676292,0.0037493778340248383,0.1193302232479353,0.0033276278475209225,0.0072973525693,0.45600480666375776
4078453,109,17,31,71,1,29055.728932606184,0.0037514116494141983,0.11987251694747,0.0033276278475209225,0.0072973525693,0.45600480666375776
3507229,97,173,19,11,1,25852.06991818348,0.003752117347159635,0.12006061450738872,0.0033276278475209225,0.0072973525693,0.45600480666375776
1699033,61,173,7,23,1,16248.47906988769,0.003754197530589036,0.12061486343420061,0.0033276278475209225,0.0072973525693,0.45600480666375776
8067445,157,5,43,239,1,41807.38180075891,0.003755317679260892,0.12091319126199292,0.0033276278475209225,0.0072973525693,0.45600480666375776
4256845,97,5,67,131,1,32917.169789921696,0.002946790402062411,0.12154311329297683,0.0033276278475209225,0.0072973525693,0.45600480666375776
853405,37,5,7,659,1,9845.17054501522,0.003758187817145914,0.12167718565209476,0.0033276278475209225,0.0072973525693,0.45600480666375776
2157265,61,5,643,11,1,20710.15826894313,0.0029454144776612044,0.12201014539871749,0.0033276278475209225,0.0072973525693,0.45600480666375776
3942565,97,5,739,11,1,25790.3425751059,0.0037610977720640725,0.12245118340198924,0.0033276278475209225,0.0072973525693,0.45600480666375776
2080405,61,5,19,359,1,20731.21671688815,0.0029424225713827945,0.1230264461254557,0.0033276278475209225,0.0072973525693,0.45600480666375776
895585,37,5,103,47,1,12580.375387563296,0.002941088708416241,0.12347987025467799,0.0033276278475209225,0.0072973525693,0.45600480666375776
164905,13,5,43,59,1,4424.691690489118,0.0029380578149531913,0.12451093614817571,0.0033276278475209225,0.0072973525693,0.45600480666375776
4587265,109,5,19,443,1,28920.998210318863,0.0037688878927114406,0.12452027722856372,0.0033276278475209225,0.0072973525693,0.45600480666375776
4986205,109,5,7,1307,1,28912.63813294774,0.0037699776650885327,0.12480938501973668,0.0033276278475209225,0.0072973525693,0.45600480666375776
3032785,73,5,7,1187,1,24855.142477692072,0.002937017965820103,0.1248649227800928,0.0033276278475209225,0.0072973525693,0.45600480666375776
9397549,157,17,7,503,1,53461.01990539309,0.0029367191325162505,0.12496667513948753,0.0033276278475209225,0.0072973525693,0.45600480666375776
9013213,157,17,307,11,1,53484.81907514039,0.0029354123789674218,0.12541174472549532,0.0033276278475209225,0.0072973525693,0.45600480666375776
5254345,109,5,31,311,1,37159.570613801705,0.0029332954660007703,0.12613316862812807,0.0033276278475209225,0.0072973525693,0.45600480666375776
1598017,61,17,67,23,1,16154.186855001919,0.003776110834146517,0.12643490807292945,0.0033276278475209225,0.0072973525693,0.45600480666375776
7645429,157,233,19,11,1,41558.25588887599,0.0037778293781097925,0.1268899140551415,0.0033276278475209225,0.0072973525693,0.45600480666375776
924445,37,5,19,263,1,12650.770423250842,0.002924723061292593,0.12905989574150706,0.0033276278475209225,0.0072973525693,0.45600480666375776
2701657,73,17,7,311,1,24966.528678509192,0.0029239146915460974,0.12933632583884072,0.0033276278475209225,0.0072973525693,0.45600480666375776
4844665,97,5,7,1427,1,33185.80848448371,0.0029229361715069602,0.12967104279030472,0.0033276278475209225,0.0072973525693,0.45600480666375776
7696297,157,149,7,47,1,41426.44304589849,0.0037898498750194797,0.13006671545406975,0.0033276278475209225,0.0072973525693,0.45600480666375776
4429117,97,593,7,11,1,33199.35769302051,0.0029217432727739875,0.13007924267907844,0.0033276278475209225,0.0072973525693,0.45600480666375776
2522953,73,17,19,107,1,25006.810290463036,0.0029192047747025277,0.1309484502839571,0.0033276278475209225,0.0072973525693,0.45600480666375776
717541,37,41,43,11,1,9742.93364759528,0.003797624138509064,0.13211595244553964,0.0033276278475209225,0.0072973525693,0.45600480666375776
4767769,109,17,31,83,1,37391.612944169,0.0029150922203530646,0.132358236256145,0.0033276278475209225,0.0072973525693,0.45600480666375776
2778745,73,5,331,23,1,25050.71660037841,0.0029140882939411514,0.1327026848177833,0.0033276278475209225,0.0072973525693,0.45600480666375776
1579717,61,29,19,47,1,16051.02549569741,0.0038003802321759116,0.13284143078255242,0.0033276278475209225,0.0072973525693,0.45600480666375776
1835185,61,5,547,11,1,16045.335363176313,0.0038017279551534736,0.13319599637369384,0.0033276278475209225,0.0072973525693,0.45600480666375776
9974005,181,5,103,107,1,47607.319211400405,0.0038019364038598584,0.1332508248607483,0.0033276278475209225,0.0072973525693,0.45600480666375776
1710745,61,5,79,71,1,16029.608456788452,0.00380545789152865,0.1341766314598499,0.0033276278475209225,0.0072973525693,0.45600480666375776
3634105,97,5,127,59,1,25487.8466922498,0.0038057353832677914,0.13424954821002186,0.0033276278475209225,0.0072973525693,0.45600480666375776
1718065,61,5,43,131,1,16006.967422185451,0.0038108405165774737,0.13559008079088694,0.0033276278475209225,0.0072973525693,0.45600480666375776
2918905,73,5,727,11,1,25133.512966455586,0.0029044885248404933,0.1360023844212581,0.0033276278475209225,0.0072973525693,0.45600480666375776
5379913,109,641,7,11,1,37537.52992218324,0.002903760589094734,0.13625304025067989,0.0033276278475209225,0.0072973525693,0.45600480666375776
3332629,97,17,43,47,1,25428.01131365674,0.0038146907677323455,0.1365999124573017,0.0033276278475209225,0.0072973525693,0.45600480666375776
2284681,73,17,7,263,1,19129.985755980444,0.003815998659443781,0.13694271024424493,0.0033276278475209225,0.0072973525693,0.45600480666375776
9411457,181,29,163,11,1,47401.27125279136,0.003818462990891648,0.13758829120235946,0.0033276278475209225,0.0072973525693,0.45600480666375776
2652601,73,29,7,179,1,25173.749147163537,0.0028998461680557943,0.1376020019554698,0.0033276278475209225,0.0072973525693,0.45600480666375776
9828985,157,5,19,659,1,54155.98667518455,0.002899033138139478,0.13788241128241513,0.0033276278475209225,0.0072973525693,0.45600480666375776
5141857,109,293,7,23,1,37599.61509582503,0.0028989658463845045,0.1379056233440785,0.0033276278475209225,0.0072973525693,0.45600480666375776
9780001,157,809,7,11,1,54173.20913472196,0.002898111492888685,0.13820037652814154,0.0033276278475209225,0.0072973525693,0.45600480666375776
9414505,157,5,67,179,1,54234.20346289025,0.0028948521408160306,0.1393256563063958,0.0033276278475209225,0.0072973525693,0.45600480666375776
2093713,73,29,43,23,1,19080.78716331536,0.0038258379685901793,0.13951782799735948,0.0033276278475209225,0.0072973525693,0.45600480666375776
1884229,61,17,79,23,1,21084.324369459584,0.002893144638220319,0.13991567137047814,0.0033276278475209225,0.0072973525693,0.45600480666375776
4718065,109,5,787,11,1,28478.1370108667,0.0038274975627235635,0.13995151972630726,0.0033276278475209225,0.0072973525693,0.45600480666375776
7215877,157,41,19,59,1,41013.64657011435,0.003827994170954847,0.14008125880754618,0.0033276278475209225,0.0072973525693,0.45600480666375776
4443385,109,5,31,263,1,28472.602887412035,0.0038282415004702564,0.14014586745495722,0.0033276278475209225,0.0072973525693,0.45600480666375776
167245,13,5,31,83,1,4495.244293534295,0.0028919451649598808,0.14033034886674342,0.0033276278475209225,0.0072973525693,0.45600480666375776
887593,37,149,7,23,1,12797.847330681398,0.0028911112192514334,0.140618758890379,0.0033276278475209225,0.0072973525693,0.45600480666375776
7630357,157,53,7,131,1,40990.622397179235,0.0038301443310312833,0.14064279478195515,0.0033276278475209225,0.0072973525693,0.45600480666375776
4810933,109,101,19,23,1,37730.973870038906,0.002888873220591685,0.14139315501371924,0.0033276278475209225,0.0072973525693,0.45600480666375776
8557285,157,5,991,11,1,40929.72408780056,0.0038358431066676827,0.14212956389877587,0.0033276278475209225,0.0072973525693,0.45600480666375776
8184253,157,677,7,11,1,40915.68333222317,0.003837159426746139,0.14247266820133217,0.0033276278475209225,0.0072973525693,0.45600480666375776
4885405,97,5,7,1439,1,33624.6555785278,0.0028847879132460983,0.14280830839133385,0.0033276278475209225,0.0072973525693,0.45600480666375776
4320865,97,5,151,59,1,33629.21223451576,0.002884397033256784,0.14294381453077531,0.0033276278475209225,0.0072973525693,0.45600480666375776
3933253,97,41,43,23,1,33684.52033322037,0.0028796610146274403,0.14458710807701214,0.0033276278475209225,0.0072973525693,0.45600480666375776
3990817,109,41,19,47,1,28335.890445775203,0.0038467116538506937,0.14495897540902178,0.0033276278475209225,0.0072973525693,0.45600480666375776
9578701,181,17,283,11,1,46999.5787932302,0.003851098342738152,0.14609869939915673,0.0033276278475209225,0.0072973525693,0.45600480666375776
3524689,97,29,7,179,1,25173.749147163537,0.0038532202507042747,0.14664953539952186,0.0033276278475209225,0.0072973525693,0.45600480666375776
2508061,73,17,43,47,1,25428.01131365674,0.002870849753035683,0.1476516248976899,0.0033276278475209225,0.0072973525693,0.45600480666375776
3878545,97,5,727,11,1,25133.512966455586,0.003859388861774354,0.14824915293373347,0.0033276278475209225,0.0072973525693,0.45600480666375776
1696105,61,5,67,83,1,15804.863583890363,0.0038595714335792368,0.1482964576996426,0.0033276278475209225,0.0072973525693,0.45600480666375776
2437105,73,5,607,11,1,18910.649906266277,0.003860258656462703,0.14847449863506895,0.0033276278475209225,0.0072973525693,0.45600480666375776
5241265,109,5,163,59,1,38002.95252980953,0.0028681981989294213,0.1485756646747134,0.0033276278475209225,0.0072973525693,0.45600480666375776
848521,37,17,19,71,1,12909.86137305757,0.002866026127686987,0.1493332462489943,0.0033276278475209225,0.0072973525693,0.45600480666375776
2734945,73,5,127,59,1,25487.8466922498,0.0028641101337994715,0.15000198914497007,0.0033276278475209225,0.0072973525693,0.45600480666375776
705109,37,17,19,59,1,9564.663439508415,0.003868405849720275,0.1505828049974115,0.0033276278475209225,0.0072973525693,0.45600480666375776
837865,37,5,7,647,1,9563.918355234835,0.0038687072207959573,0.1506607077172213,0.0033276278475209225,0.0072973525693,0.45600480666375776
3692305,97,5,331,23,1,25050.71660037841,0.003872144719346461,0.15154885253720835,0.0033276278475209225,0.0072973525693,0.45600480666375776
165529,13,17,7,107,1,4546.0590271040655,0.002859619710719258,0.1515710443322179,0.0033276278475209225,0.0072973525693,0.45600480666375776
5947585,109,5,7,1559,1,38125.41476570137,0.002858985290254712,0.15179292378255274,0.0033276278475209225,0.0072973525693,0.45600480666375776
881377,37,41,7,83,1,12950.885566347702,0.00285694748906923,0.15250594870796438,0.0033276278475209225,0.0072973525693,0.45600480666375776
3352417,97,17,19,107,1,25006.810290463036,0.0038789433307691123,0.1533030870710346,0.0033276278475209225,0.0072973525693,0.45600480666375776
1893745,61,5,7,887,1,15721.716249159546,0.003879983522998702,0.15357121493341203,0.0033276278475209225,0.0072973525693,0.45600480666375776
8896405,157,5,7,1619,1,40450.90527510024,0.0038812481187322687,0.15389708994993856,0.0033276278475209225,0.0072973525693,0.45600480666375776
4894645,109,5,7,1283,1,28083.597204840862,0.003881269169506936,0.15390251364791832,0.0033276278475209225,0.0072973525693,0.45600480666375776
2108953,61,449,7,11,1,21391.678593956058,0.0028515761272345764,0.15438782352565433,0.0033276278475209225,0.0072973525693,0.45600480666375776
4524565,97,5,19,491,1,34030.26275948917,0.0028504040854915834,0.1547989234298188,0.0033276278475209225,0.0072973525693,0.45600480666375776
3589873,97,17,7,311,1,24966.528678509192,0.0038852017134242663,0.15491521151615092,0.0033276278475209225,0.0072973525693,0.45600480666375776
4926145,97,5,7,1451,1,34065.566904584855,0.002847450044547618,0.1558358194756696,0.0033276278475209225,0.0072973525693,0.45600480666375776
7180081,157,29,19,83,1,40354.18817622531,0.0038905503268802377,0.15629092778688874,0.0033276278475209225,0.0072973525693,0.45600480666375776
9663409,181,29,7,263,1,46466.424792845275,0.003895285699447006,0.15750733489709393,0.0033276278475209225,0.0072973525693,0.45600480666375776
4710805,97,5,883,11,1,34135.52782183261,0.0028416141829205916,0.1578874270654813,0.0033276278475209225,0.0072973525693,0.45600480666375776
766381,37,269,7,11,1,9494.625578506038,0.0038969414532533764,0.1579323106578984,0.0033276278475209225,0.0072973525693,0.45600480666375776
4029865,97,5,7,1187,1,24855.142477692072,0.003902612913486986,0.15938661457489883,0.0033276278475209225,0.0072973525693,0.45600480666375776
4226257,109,29,7,191,1,27920.15297065885,0.003903990071778889,0.15973943341525446,0.0033276278475209225,0.0072973525693,0.45600480666375776
8683513,157,41,19,71,1,55357.98462459726,0.0028360859063904587,0.15983479243885937,0.0033276278475209225,0.0072973525693,0.45600480666375776
1896673,61,17,31,59,1,21526.820482360105,0.002833674394692227,0.16068544986195682,0.0033276278475209225,0.0072973525693,0.45600480666375776
5086921,109,113,7,59,1,38491.2241609233,0.0028318143258914056,0.16134208125225383,0.0033276278475209225,0.0072973525693,0.45600480666375776
