n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_2s,min_resid_E8_rel_over_2s,best_u_abs_idx,best_v_abs_idx,best_u_rel_idx,best_v_rel_idx,theta_best_abs_deg,theta_best_rel_deg,pol_axial_mean_deg,pol_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,tri60_count_tol5deg,tri120_count_tol5deg,H_balance_alpha_at_best_abs,H_balance_alpha_at_best_rel,improve_abs,improve_rel,stability_score,u_a,u_b,u_c,u_d,v_a,v_b,v_c,v_d
6923137,13,41,31,419,1,0.1455078187117194,0.1781821456391666,0.0014416353214404022,0.00021155660447973057,8,9,8,0,70.9487236892009,68.5544947802454,44.93307787932755,0.6008131101015721,96,96,32,0,-0.0007881980816560818,0.0016338954658360102,0.144066183390279,0.17797058903468688,280.75602444094636,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
4896853,13,29,31,419,1,0.1493893958442432,0.1389456094700087,0.0014416364753473273,0.009002149898887247,8,9,8,9,18.915312025716428,18.915312025716428,44.93237802385382,0.6392827652827948,96,96,0,0,-0.0006076683030459005,-0.0006076683030459005,0.14794775936889587,0.12994345957112144,263.8611726572818,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
844285,13,5,31,419,1,0.1455078134121997,0.0347820981421197,0.0014416424315320247,0.03478209814211983,8,9,0,0,18.917099925135755,79.03966895169091,44.93516334346941,0.6008914868903752,96,96,32,0,-5.505420350126193e-06,-2.196171081916127e-05,0.14406617098066768,-1.249000902703301e-16,280.7192298745604,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
9210877,13,89,19,419,1,0.1454957195549269,0.196135269225312,0.001457868201284773,0.018138036250549994,8,9,8,0,18.69155776745695,68.59777815551891,44.91816996745047,0.6047221136311269,96,96,32,0,0.001846224870599302,0.0008726150225896796,0.14403785135364214,0.177997232974762,278.5459948727224,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
4243213,13,41,19,419,1,0.1454955960800905,0.1465949613541153,0.001458033862461949,0.000358668588437041,8,9,8,9,71.16961571140035,71.16961571140035,44.93288420086624,0.60499461921243,96,96,32,0,0.0003278545500366794,0.0003278545500366794,0.14403756221762853,0.14623629276567826,278.4165051687531,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
9799153,13,257,7,419,1,0.1494222624379207,0.0949293776371991,0.0014660845829687177,0.053026800217752676,11,9,8,9,70.71806517939376,18.706247652531538,44.71555113452376,0.6372719165456222,96,96,0,0,0.0063117670629698076,-0.007689736713561642,0.147956177854952,0.04190257741944642,264.12937642917075,-0.5,-0.5,0.5,0.5,-0.5,-0.5,-0.5,0.5
7511413,13,197,7,419,1,0.1494374041039198,0.1115984911588725,0.0014773477072029834,0.03636156523784442,8,9,8,9,18.747003286260497,18.747003286260497,44.794954235315444,0.6384601982385184,96,96,0,0,-0.006750220175830234,-0.006750220175830234,0.14796005639671683,0.07523692592102808,263.37907103794856,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
5485129,13,53,19,419,1,0.1494398019564722,0.1316582214583254,0.0014791313411739776,0.016302449156973015,8,9,8,9,18.890183253787043,18.890183253787043,44.92284582918211,0.6399534226118833,96,96,0,0,0.0022086194922971247,0.0022086194922971247,0.14796067061529822,0.11535577230135238,262.7236924464431,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
3001297,13,29,19,419,1,0.1494398820906263,0.1712924308786267,0.0014791909486376335,0.003858491399773179,8,9,9,9,18.894849683043844,17.44777228092919,44.93189826978804,0.6400876507712387,96,96,0,0,0.001757675002111205,-0.005263381071308862,0.14796069114198868,0.16743393947885352,262.66723469694665,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
1759381,13,17,19,419,1,0.1494398885471227,0.2077588080376389,0.001479195751276279,0.04032486672147735,8,9,9,9,18.89581330382164,17.448633403050327,44.933974163667116,0.640121617472315,96,96,0,0,0.0012300376931500122,-0.003963727620020629,0.14796069279584642,0.16743394131616157,262.6531869486558,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
517465,13,5,19,419,1,0.1454798223840135,0.0017793945954491,0.0014791969052697894,0.001779394595448948,8,9,0,0,18.896646073276397,79.28467221373471,44.934966283627645,0.6035806388500742,96,96,32,0,0.0005440840902315135,-2.001159790793908e-05,0.1440006254787437,1.5200514458246772e-16,278.5542465064886,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
8884057,13,233,7,419,1,0.145479055974548,0.1938631967343538,0.0014802251771414631,0.01587788764545951,8,9,8,0,18.79411134472607,68.45001261750218,44.84495837438177,0.602324569376572,96,96,32,0,0.028104933389782972,-0.0345657029346525,0.14399883079740652,0.1779853090888943,279.110132313829,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
6596317,13,173,7,419,1,0.149441496741689,0.1198421379137628,0.0014803919997222025,0.028118966828203924,11,9,8,9,70.88553379027837,18.763122102618702,44.82615050352357,0.6389226890006525,96,96,0,0,0.004088102939115764,-0.006562297963499113,0.1479611047419668,0.09172317108555889,263.11863116455635,-0.5,-0.5,0.5,0.5,-0.5,-0.5,-0.5,0.5
5223673,13,137,7,419,1,0.1494457628003669,0.1348165378497602,0.001483565283908573,0.01314565966669803,8,9,8,9,18.789882160743186,18.789882160743186,44.875164995420796,0.6396049516065556,96,96,0,0,-0.006189238936117769,-0.006189238936117769,0.1479621975164583,0.12167087818306216,262.7653338884151,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
5681221,13,149,7,419,1,0.1454760786785897,0.1655187032448313,0.0014842197436771341,0.01246787883881641,8,9,8,0,70.98989365556996,68.54447851183997,44.902583732195815,0.6033664693921861,96,96,32,0,-0.0041110710726422,0.04060052536448273,0.14399185893491256,0.1530508244060149,278.5312471065917,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
3851029,13,101,7,419,1,0.1494467307789151,0.1547224991929535,0.001484285308440153,0.0067600537224779675,8,9,8,9,18.796147044546714,18.796147044546714,44.89070095685971,0.6398874193346983,96,96,0,0,-0.004883213977995258,-0.004883213977995258,0.14796244547047493,0.14796244547047555,262.6328734595714,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
4308577,13,113,7,419,1,0.1454756214275103,0.1475761949682382,0.0014848332271971952,0.0006157403135315339,8,9,8,9,71.02619283894313,71.02619283894313,44.92695424016547,0.6037127196542691,96,96,32,0,-0.00494622409154734,-0.00494622409154734,0.1439907882003131,0.14696045465470667,278.3566302779438,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
3393481,13,89,7,419,1,0.1454755769994491,0.1318236637750916,0.0014848928353402016,0.015136806059697108,8,9,8,9,18.814402832617443,18.814402832617443,44.917737357901686,0.6038426663270029,96,96,32,0,0.016374407530792875,0.016374407530792875,0.1439906841641089,0.1166868577153945,278.2952837567811,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
2020837,13,53,7,419,1,0.1494476916574439,0.1981781528601651,0.0014850000513152684,0.030745120277492224,8,9,9,9,18.812634345527115,17.47786606058914,44.92261525900966,0.6403585595134353,96,96,0,0,-0.003776155375327811,0.0037530793367732745,0.14796269160612863,0.1674330325826729,262.423310779331,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
1563289,13,41,7,419,1,0.1454754535196382,0.0789051842530682,0.001485058505471563,0.0012549905527270751,8,9,9,8,71.04569148562777,14.516717307509836,44.932529242488876,0.6041157383613602,96,96,32,0,-0.0027916452402525186,-0.008220320912176384,0.14399039501416663,0.07765019370034112,278.1654765470941,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
1105741,13,29,7,419,1,0.1494477717928623,0.2405967641012457,0.0014850596594787057,0.03760350243499627,8,9,0,8,18.81729444374187,11.258228956595293,44.93169469727733,0.640493382970367,96,96,0,0,-0.002855460180928245,0.0005688927445402515,0.1479627121333836,0.20299326166624942,262.3667092162552,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
648193,13,17,7,419,1,0.149447778249461,0.2797315961496142,0.0014850644621734177,0.0015313268581402713,8,9,0,8,18.818256039615363,11.25867856600125,44.933776783010146,0.6405275002987514,96,96,0,0,-0.002112844981120051,0.0005763671103232753,0.1479627137872876,0.2782002692914739,262.3526247187122,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
190645,13,5,7,419,1,0.1454754482197754,0.0807134529908678,0.0014850656161805535,0.08071345299086785,11,9,0,0,71.05053875907143,79.39841107043571,44.934631682350435,0.6041952686701126,96,96,32,0,0.00044051197023426824,-0.0012820061015695174,0.14399038260359484,-5.551115123125783e-17,278.1286894496757,-0.5,-0.5,0.5,0.5,-0.5,-0.5,-0.5,0.5
6932365,241,5,523,11,1,0.376508690996576,0.3437497960821872,0.001632786807954907,0.006025765398331029,9,0,8,8,3.195845365522071,4.049314247266772,32.46674852861275,0.3986291227572969,160,0,0,0,-0.003481326502619755,0.0010411956184965174,0.3748759041886211,0.33772403068385615,347.1938260334561,-0.5,-0.5,-0.5,0.5,-1.0,0.0,0.0,0.0
9829765,313,5,571,11,1,0.3291345627565164,0.2744479390163352,0.001635861107607974,0.0563224848477892,8,0,8,0,75.2859922803388,75.2859922803388,43.28721802429769,0.4077134524703063,0,0,64,0,0.0004114200038896448,0.0004114200038896448,0.32749870164890843,0.21812545416854598,2.107877484892403,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
2805205,13,5,103,419,1,0.1478065063581851,0.1214133310141161,0.0016399791871160268,0.024753196156952498,8,9,8,9,19.8316532730295,19.8316532730295,44.94009908144886,0.5990549448637745,96,96,32,0,0.0003967712047152909,0.0003967712047152909,0.14616652717106907,0.0966601348571636,276.7819233438089,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
9537697,13,17,103,419,1,0.1452510674659693,0.0924395697318707,0.001639980333932831,0.054451478068031786,8,9,8,9,19.830840550530905,19.830840550530905,44.93852249232538,0.629192863872706,96,96,0,0,-0.0008091543843348814,-0.0008091543843348814,0.14361108713203646,0.037988091663838916,263.52424871619354,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
6228565,709,5,7,251,1,0.0040329369251657,0.0299722232682157,0.001644001811349808,0.02758328815439981,9,8,9,8,17.409100622240395,17.409100622240395,19.898484924519884,0.02118768973266172,0,0,0,0,-0.0010291077089460113,-0.0010291077089460113,0.002388935113815892,0.002388935113815889,40.53158936459717,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
5574985,13,5,199,431,1,0.0425936995382146,0.0614218699846802,0.0016662850420504543,0.002993135752003154,8,9,9,9,27.830829268881317,58.82292091339225,44.94482829548393,0.5629178535568156,160,128,64,0,0.0004413346311298635,-0.0004886990549473529,0.04092741449616414,0.05842873423267705,440.0676710633904,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
6253345,373,5,7,479,1,0.3325367936568842,0.306343743505462,0.0016698626207360553,0.024523187530686223,8,8,8,8,2.1053161419664264,2.1053161419664264,25.026359412407068,0.23875366775857887,160,0,96,0,0.006632486526171796,0.006632486526171796,0.33086693103614817,0.2818205559747758,577.8408777395888,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
6819865,13,5,439,239,1,0.0092423597515836,0.0224772924762047,0.0016814507683643994,0.022477292476205116,8,9,0,0,34.61705977571246,39.176760361458854,44.94864863575456,0.5477345187047706,160,160,96,0,-0.00021120716570629185,-5.510597027918477e-05,0.0075609089832192,-4.163336342344337e-16,501.6921955980482,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
4144105,709,5,7,167,1,0.0059278688437373,0.0063783694814496,0.0017253646156561878,0.001274863977944075,9,0,9,0,13.567325965745246,13.567325965745246,17.821252552124076,0.00621124659704797,0,0,0,0,0.06993549401922841,0.06993549401922841,0.004202504228081112,0.005103505503505525,137.28559066616023,-0.5,-0.5,-0.5,0.5,-1.0,0.0,0.0,0.0
4261033,61,17,7,587,1,0.0626471107760755,0.0612731681583052,0.0017995274264149448,0.00042558480864445707,10,9,10,9,61.43626691152046,61.43626691152046,44.68415256691284,0.5558865928727501,160,128,64,0,0.0015896626067303102,0.0015896626067303102,0.060847583349660554,0.06084758334966074,440.6017804420023,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5
7504705,13,5,439,263,1,0.001879050212743,0.0396615287872172,0.001879050212743054,0.039661528787217445,0,0,0,0,48.57439685749032,48.57439685749032,44.94968236786288,0.532509288504177,160,160,64,0,-3.0027660087175677e-05,-3.0027660087175677e-05,-5.399326818977812e-17,-2.42861286636753e-16,507.4524004287297,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
7928245,13,5,283,431,1,0.1000673762647508,0.1413118232978946,0.0018891561322574068,0.04313360316540185,0,8,0,8,38.59401854870357,38.59401854870357,44.951486454583154,0.5408928293779438,160,128,64,0,0.00022844575388518548,0.00022844575388518548,0.0981782201324934,0.09817822013249275,449.40177706696403,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
9498445,373,5,463,11,1,0.3597715360338859,0.3072166832409991,0.001959616174240863,0.050595021553521864,8,8,9,0,1.5860448876979552,1.593611943241998,24.251616354382104,0.22162480012575936,160,0,96,0,0.0021221035755469696,-0.004432255440073752,0.35781191985964506,0.25662166168747724,607.41892331934,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
8703145,229,5,691,11,1,0.0021659674600846,0.0449314605495528,0.002165967460084652,0.03187497697267613,0,0,9,9,27.465822903889954,35.91014837585037,35.29913462454249,0.39186589300937535,96,0,0,0,0.00013151958813504698,-2.598120917820032e-05,-5.204170427930421e-17,0.013056483576876665,203.46349962375723,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
5118085,349,5,7,419,1,0.4025778560236214,0.389269616300082,0.002182919280456132,0.011125320443083406,0,9,0,9,56.89141537345743,56.89141537345743,21.510520663942636,0.18761283994754197,96,0,32,0,0.004107546282565578,0.004107546282565578,0.4003949367431653,0.3781442958569986,424.38057328818473,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
5315713,13,17,67,359,1,0.4208180907550541,0.4050603617449601,0.002284659134984865,0.018042388145079195,8,0,8,0,83.82538688241642,83.82538688241642,44.918714187534256,0.6547418135793166,96,96,0,0,-0.0006431319653816048,-0.0006431319653816048,0.41853343162006923,0.3870179735998809,239.9514939153254,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
9067981,13,29,67,359,1,0.4208180796450802,0.3711540326071322,0.0022846639016063496,0.024301256346201287,8,0,9,8,83.8221334193799,8.814576016150555,44.916160150201414,0.654699492489043,96,96,0,0,-0.000865331960541593,-0.002113765115364918,0.41853341574347386,0.3468527762609309,239.96691172762962,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
8916565,373,5,7,683,1,0.0023017372755868,0.0463106595230703,0.002301737275586878,0.046310659523070494,0,0,0,0,29.193433235983196,29.193433235983196,30.4637566755307,0.3057451520487524,96,0,0,0,0.0005307841588651819,0.0005307841588651819,-7.806255641895632e-17,-1.942890293094024e-16,257.89581020818383,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
2147845,109,5,7,563,1,0.24665784460568,0.2911989298580484,0.002349939123004574,0.007344034056869735,9,9,2,8,72.4992759936745,9.88927676436674,41.582600538005956,0.5898298834317098,96,64,32,0,0.0016911778616162526,0.0008159301300306196,0.24430790548267542,0.2838548958011787,221.02100575152457,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
6701905,457,5,7,419,1,0.0535226577191144,0.0229124528737084,0.0023516385238657833,0.0014128806521336117,0,8,8,9,25.8670801992152,21.513148266121487,15.88572979467191,0.10950602814007349,192,0,0,0,0.008968380885004911,-0.0002921300654196331,0.05117101919524862,0.021499572221574788,1426.8908158580136,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
5829865,109,5,19,563,1,0.2466549800273408,0.2249530753072744,0.002352645156060477,0.02405454987612676,9,9,9,9,72.51808205154671,72.51808205154671,41.58860763858123,0.589800043839152,96,64,32,0,-0.0023365484188584674,-0.0023365484188584674,0.2443023348712803,0.20089852543114764,220.98376735662004,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
9511885,109,5,31,563,1,0.2465949265787081,0.1939520711774327,0.0023634960672150726,0.05500635146849041,9,9,9,9,72.30082112471447,72.30082112471447,41.60295510407241,0.5891060597938458,96,64,32,0,-7.189712152834553e-05,-7.189712152834553e-05,0.24423143051149304,0.13894571970894232,221.04991574259,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
6526345,709,5,7,263,1,0.0029221786592303,0.0318421330222928,0.002364439779478764,0.03128439414254139,9,9,9,9,19.404637140943453,19.404637140943453,20.236364755023605,0.024758855831723547,0,0,0,0,0.024902299947679743,0.024902299947679743,0.0005577388797515358,0.0005577388797514127,32.664607549438884,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
8695885,709,5,223,11,1,0.0024812984902387,0.0445639021623993,0.002372190027918488,0.04456390216239947,0,8,0,0,17.7286328377662,18.05820769026445,19.18182988646183,0.015074945772470372,0,0,0,0,0.009778496975582444,-2.0790523816513835e-05,0.00010910846232021218,-1.734723475976807e-16,53.61284470048466,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
9009445,157,5,499,23,1,0.495420406182021,0.4461606893564536,0.002406816325661271,0.03923843871511301,8,0,8,8,80.14148640965544,3.7121837180279083,39.689524129710506,0.48456546122645294,160,0,32,0,0.004641017867351522,-0.0043626379139528595,0.49301358985635974,0.4069222506413406,267.80098594627555,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
4308865,157,5,499,11,1,0.4954281573227881,0.4933232082572267,0.0024159518663331337,0.00031100280077174297,8,0,8,0,80.12022039632095,80.12022039632095,39.677730770939135,0.4844860559140609,160,0,32,0,-5.855003324225661e-05,-5.855003324225661e-05,0.49301220545645497,0.49301220545645497,267.64779961522254,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
8990065,397,5,7,647,1,0.0185903768229727,0.0677156134045677,0.0024891521149354437,0.04663608446665951,0,8,0,8,28.433055438433783,28.433055438433783,27.95756574914593,0.30251043390435295,160,0,128,0,0.012093484405239958,0.012093484405239958,0.016101224708037255,0.021079528937908196,426.1388471547923,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
9848905,541,5,331,11,1,0.1179945308473774,0.0631870981190832,0.0025007286116792296,0.007212674609886257,0,9,8,0,34.77314426678394,29.441407998753053,15.035195680986691,0.05985574332845567,160,0,0,0,0.005621540217679324,-0.0032154855583170308,0.11549380223569818,0.055974423509196944,2151.678919718559,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
5551645,193,5,523,11,1,0.4256192664792995,0.4070612110793983,0.0025412531517958158,0.02109930855169702,9,0,9,0,4.71670764227099,4.71670764227099,39.1476295481702,0.4852833318960431,128,0,64,0,-0.0021260097373063886,-0.0021260097373063886,0.42307801332750367,0.3859619025277013,211.95931444827406,-0.5,-0.5,-0.5,0.5,-1.0,0.0,0.0,0.0
1911385,97,5,7,563,1,0.2159120668094793,0.2684851231934291,0.0028243613584228813,0.028877990935213517,9,8,8,0,12.907907893297343,76.82150359659445,42.647262364700396,0.5726067978812942,96,96,0,0,-0.0016518398766488802,-0.004383087372318518,0.21308770545105643,0.2396071322582156,262.82356636464255,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
5188045,97,5,19,563,1,0.2159092339617628,0.2017225389856685,0.0028347827094107295,0.017021477685505083,9,8,9,8,12.855349110219366,12.855349110219366,42.65312260085444,0.5728071063483421,96,96,0,0,-0.003728971622864421,-0.003728971622864421,0.21307445125235205,0.18470106130016342,262.51833009999467,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
8464705,97,5,31,563,1,0.215891105875971,0.170533656862049,0.002837895222123187,0.034403957078490005,9,8,8,9,12.985801970114053,67.45510951925239,42.659119167721826,0.5720117298584889,96,96,0,0,0.004827487762324083,-0.001599781262216603,0.2130532106538478,0.136129699783559,262.81962317469043,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
5196505,73,5,619,23,1,0.0028416512235951,0.0114504164127008,0.002841651223595134,0.004381571617336004,0,0,8,9,51.658802293455324,41.87236768037046,43.33873237867451,0.5099661834629253,160,96,0,0,0.0002559989369455555,0.0038115896213674044,-3.382710778154774e-17,0.007068844795364796,392.43706853016397,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
2485285,73,5,619,11,1,0.0028452302446142,0.03742766107675,0.0028452302446142067,0.02366695742729371,0,0,9,9,51.69309414560908,54.69575543765261,43.33531590888037,0.5098110981594257,160,96,0,0,5.434261324069107e-06,-0.0002604243224248548,-6.938893903907228e-18,0.013760703649456293,392.4470716298364,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
892177,13,17,367,11,1,0.3587628998103488,0.4654535720527227,0.0028722458596853935,0.026601677449766287,8,0,8,8,82.55419735690728,3.6323943685913243,44.918246281994854,0.6670131647467104,96,96,64,0,-0.0011130997434215296,0.0029730590635213415,0.35589065395066344,0.4388518946029564,224.78530998285936,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
2781493,13,53,367,11,1,0.3587627682010299,0.3857278584893365,0.0028723097116661912,0.02409278057664037,8,0,8,0,82.5365067133581,82.5365067133581,44.904477684290946,0.6667973919266134,96,96,64,0,-0.0017456894413026827,-0.0017456894413026827,0.35589045848936374,0.3616350779126961,224.8569340618607,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
1865461,13,17,367,23,1,0.358739983121345,0.4129959408690793,0.002887169309692926,0.05134858590677776,0,8,8,0,7.406256789020473,82.58060614397307,44.91860471921663,0.6663025666332816,96,96,64,0,-0.002949157623310152,-0.0007016427957998742,0.35585281381165207,0.36164735496230155,224.7644576972994,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
5815849,13,53,367,23,1,0.3587398515180581,0.3371924708068113,0.0028872331597678837,0.005869878972872613,0,8,9,8,7.4041356106226335,8.399329719880075,44.904896317983514,0.666088338609705,96,96,64,0,-0.004973771985948325,-0.00042581916120127707,0.3558526183582902,0.3313225918339387,224.83563260868712,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
4800985,229,5,7,599,1,0.2232128480411447,0.214053417395295,0.0029115858402109403,0.006247844805638932,0,8,0,8,59.93148797731657,59.93148797731657,34.652607141420916,0.45615656239784497,128,0,64,0,0.00550828632351356,0.00550828632351356,0.22030126220093374,0.20780557258965607,219.0257843163955,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
7349965,373,5,7,563,1,0.1934563215343561,0.1569907701342365,0.0029899664090756394,0.014968875057673395,8,0,0,8,51.033846791226814,47.38015467032035,28.404672034680228,0.30359932737622297,96,0,32,0,-0.008678926367486052,0.006673305090786037,0.19046635512528046,0.14202189507656313,245.95829323693266,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
9533545,421,5,7,647,1,0.0898717471772432,0.037087343732702,0.0030804105331587507,0.0010994620239064639,9,8,8,0,21.479137988256184,61.42528201730644,43.210736980213326,0.3613638668710739,0,0,160,0,0.0007041264181361,0.01992666841329699,0.08679133664408445,0.035987881708795535,2.1155958120486646,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
6267781,13,17,79,359,1,0.4197448554241025,0.393404463653084,0.003093893579616185,0.029434285350635227,8,0,8,0,83.65653089198605,83.65653089198605,44.918954095235996,0.6413720847211044,96,96,0,0,0.0009339036478802407,0.0009339036478802407,0.4166509618444863,0.36397017830244877,229.8146823557167,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
7661605,457,5,7,479,1,0.0162071070393747,0.0228815285271762,0.003118761891536158,0.022881528527176294,9,9,0,0,22.29493431750668,15.651924529371927,18.29215284927356,0.1447306935428897,160,0,0,0,0.003326532474624005,4.9052144240164494e-05,0.013088345147838541,-9.367506770274758e-17,847.948316952693,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
4739665,709,5,7,191,1,0.0044301293739765,0.0038933845204377,0.0031517686971301415,0.003099662508916391,9,8,0,8,15.48439463473324,17.6007648390833,18.378020486004477,0.009363530221612848,0,0,0,0,-0.002987543198371539,-0.02943536933711465,0.0012783606768463581,0.0007937220115213093,81.19510395899475,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
3638245,13,5,223,251,1,0.6794817722965734,0.6885129030691028,0.0031532107198795913,0.008547608667202063,8,8,0,9,0.20825433592167286,89.83346817143664,44.902988307128645,0.4802173422301239,96,96,128,0,-0.00012207410746183927,-0.0006096406909333372,0.6763285615766937,0.6799652944019008,305.5531653279025,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
3812029,13,17,367,47,1,0.3583088754250537,0.364256122993149,0.0031701117559708065,0.0027771358121242724,8,0,8,0,82.41744442301706,82.41744442301706,44.92011723051586,0.665195688703895,96,96,64,0,-0.000770365530604512,-0.000770365530604512,0.35513876366908287,0.3614789871810247,220.3016602522082,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
5987605,13,5,367,251,1,0.1789302607289342,0.1555160732389794,0.003212909539506839,0.01140573463748092,9,8,11,0,15.93979721943634,15.510580328744147,44.937853169932524,0.46764906242732085,96,96,64,0,-0.00017136443853059646,0.00019236238394468725,0.17571735118942736,0.14411033860149847,312.34736798938553,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
8899501,13,41,283,59,1,0.8208882072585597,0.7723955154656436,0.003291982522122915,0.0452007092707934,0,9,0,9,89.86765656727285,89.86765656727285,44.851048062364605,0.5107229024303674,160,160,0,0,-0.0011869822818967356,-0.0011869822818967356,0.8175962247364368,0.7271948061948501,472.85619921814913,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
1085305,13,5,283,59,1,0.8208882438717401,0.9133786506931392,0.0032919896585752624,0.09578239647997429,0,9,0,9,89.87338626673038,89.87338626673038,44.85566083867542,0.5108208994165826,160,160,0,0,0.00034797140131449453,0.00034797140131449453,0.8175962542131648,0.8175962542131648,472.7652318125309,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
8480605,337,5,7,719,1,0.0033021573662524,0.0487772458206209,0.0033021573662524446,0.04877724582062102,0,0,0,0,37.24638313828601,37.24638313828601,36.34043771137904,0.40832801434731725,96,0,0,0,0.0007767837957408693,0.0007767837957408693,-4.466912950640278e-17,-1.1796119636642288e-16,178.58271143322668,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
7144285,157,5,19,479,1,0.5754451753791759,0.5407764583759197,0.003392408239737412,0.02356845102140542,9,0,8,8,2.4440348982513016,2.566020356766167,39.18044459304855,0.45558060399192013,160,0,0,0,-0.004924279840771063,-0.0011720840413345498,0.5720527671394385,0.5172080073545143,263.8766836445966,-0.5,-0.5,-0.5,0.5,-1.0,0.0,0.0,0.0
