run_id,n,aqg_us,classic_us,aqg_factor_count,classic_factor_count
1,3119063667561769463937503,244193,82727,3,3
2,6385031750275873634825715,3154,1078,5,5
3,4348556164564532998756975,284,435,5,5
4,7480653606951603386871881,3049,2109,3,3
5,2756960265506937140067323,3309,1234,2,2
6,7814368866817611730315725,6241,4291,6,6
7,5869640164043084945726203,5180,1559,3,3
8,2792729126451558599450615,1249,2722,4,4
9,1499181261804976710505663,21155,29024,3,3
10,4989137409611380158551351,92881,47826,3,3
