sigma,corr,rmse,mae
0.25,0.6027102033604528,1.2574402564713605,1.179912236801504
0.5,0.6278433723681763,1.2574402564713605,1.179912236801504
0.75,0.8557478545404669,1.2574402727274825,1.1799122636918025
1.0,0.9397609903706363,1.2574985459793346,1.1799956889102374
1.5,0.9969959897518355,1.3057487990225671,1.2406011064100553
2.0,0.9746070168032969,2.2252178359749673,2.222176012407276
