sector_S,sector_support,sector_type,log_mB,C_fam,kappa13,log_mult
"(0, 0, 0, 1)",1,C,6.333279628139691,0.0,0.3158397542201535,3.1780538303479458
"(0, 0, 0, 1)",1,C,6.375024819828097,0.0,0.31450830382770567,3.1780538303479458
"(0, 0, 0, 1)",1,C,6.395261598115449,0.0,0.313866949797952,3.1780538303479458
"(0, 0, 0, 1)",1,C,6.472346294500901,0.0,0.3058542571282559,3.1354942159291497
"(0, 0, 0, 1)",1,C,6.47543271670409,0.0,0.5628410814795639,3.1354942159291497
"(0, 0, 0, 1)",1,C,6.490723534502507,0.0,0.3052887024772079,3.1354942159291497
"(0, 0, 0, 1)",1,C,6.52649485957079,0.0,0.3041939092947672,3.1354942159291497
"(0, 0, 0, 1)",1,C,6.577861357721047,0.0,0.29682940660930235,3.091042453358316
"(0, 0, 0, 1)",1,C,6.610696044717759,0.0,0.29585236978246193,3.091042453358316
"(0, 0, 0, 1)",1,C,6.660575149839686,0.0,0.5484129042959517,3.091042453358316
"(0, 0, 0, 1)",1,C,6.717804695023691,0.0,0.28667864436455864,3.044522437723423
"(0, 0, 0, 1)",1,C,6.732210706467206,0.0,0.2862661063480062,3.044522437723423
"(0, 0, 0, 1)",1,C,6.760414691083428,0.0,0.28546191210826916,3.044522437723423
"(0, 0, 0, 1)",1,C,6.787844982309579,0.0,0.28468415311489154,3.044522437723423
"(0, 0, 0, 1)",1,C,6.814542897259958,0.0,0.2839312677737002,3.044522437723423
"(0, 0, 0, 1)",1,C,6.816735880594968,0.0,0.5357798617828897,3.044522437723423
"(0, 0, 0, 1)",1,C,6.853299093186078,0.0,0.2766931874068993,2.995732273553991
"(0, 0, 0, 1)",1,C,6.878326468291325,0.0,0.2760055789033423,2.995732273553991
"(0, 0, 0, 1)",1,C,6.890609120147166,0.0,0.275669384952719,2.995732273553991
"(0, 0, 0, 1)",1,C,6.926577033222725,0.0,0.27468963784370654,2.995732273553991
"(0, 0, 0, 1)",1,C,6.93828448401696,0.0,0.2743722503918093,2.995732273553991
"(0, 0, 0, 1)",1,C,6.985641817639208,0.0,0.2666703480719812,2.9444389791664403
"(0, 0, 0, 1)",1,C,6.994849985833071,0.0,0.2664271536985992,2.9444389791664403
"(0, 0, 0, 1)",1,C,7.005789019253503,0.0,0.26613882781900106,2.9444389791664403
"(0, 0, 0, 1)",1,C,7.048386408721883,0.0,0.2650220491036069,2.9444389791664403
"(0, 0, 0, 1)",1,C,7.0587581525186645,0.0,0.2647515644787765,2.9444389791664403
"(0, 0, 0, 1)",1,C,7.0707241072602764,0.0,0.5138906558390319,2.9444389791664403
"(0, 0, 0, 1)",1,C,7.079184394609668,0.0,0.26422049646871854,2.9444389791664403
