sector_S,sector_support,sector_type,log_mB,C_fam,kappa13,log_mult
"(0, 0, 1, 1)",2,B·C,10.50892311099205,0.537064274039999,0.2520559981842962,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.510232261594956,0.593094698431127,0.03093473643996395,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.510559281627845,0.6869927277792391,0.5691684710594112,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.512519159218469,0.5369691385218791,0.251972695980381,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.513171599094814,0.631771139208654,0.0309266224792018,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.515506019264599,0.4789674942769908,0.4312332203143699,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.515777110135918,0.6788025373563367,0.03091943359521585,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.51740211387893,0.4789180326346722,0.21021326230987536,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.518051376717915,0.6860845564476457,0.03091316138139315,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.518375850127462,0.6568144831927508,0.0309122667216002,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.518700218288165,0.6926513905089657,0.0309113724037645,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.520644220844389,0.690464697969156,0.0309060136642608,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.52161480677699,0.6519507622584136,0.03090333889130265,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.521938126192444,0.4787997483471206,0.2101257754013644,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.522261341106239,0.6750295100301786,0.03090155740742335,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.522638293183938,0.6892275824796518,0.4725766460590929,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.524843306446932,0.6675801355784006,0.0308944450150308,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.525165583876873,0.6927696977673183,0.03089355748563595,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.526775414924009,0.536592281179318,0.251642992492124,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.528543240958955,0.53654558293014,0.25160216827735365,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.529720057805566,0.5926047276219919,0.25157499952394297,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.529987323148188,0.608961332311524,0.03088028484069795,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.530948887366618,0.4785649546421963,0.20995219923359898,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.532069544936274,0.5364524553679944,0.43057685045263383,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.534785924769006,0.5924774383371944,0.03086708720374215,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.537654071735847,0.4783903903669445,0.20982322203722942,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.537972247530657,0.6726057386363287,0.03085833006219695,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.53924393931682,0.6930254066088524,0.03085483639068425,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.5398791792736,0.4783324902333119,0.20978045615333696,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.540249549648204,0.4783228541176103,0.4302534351737549,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.541148449877937,0.6784592273790752,0.03084960567896895,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.542732775946709,0.6919850491230565,0.03084525570062475,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.543049340172319,0.6310995418545061,0.0308443866784012,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.54368216814334,0.6672619716318943,0.0308426496055995,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.545578252771122,0.6931396111347174,0.03083744614421555,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.54684031483226,0.5921746810683965,0.0308339836162673,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.547785817200792,0.5360377543872168,0.251158657685303,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.54841565582547,0.65623960484812,0.03082966268339685,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.549045098003141,0.6514038569687121,0.0308279365529825,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.550669325542444,0.6919502546237093,0.2510923322400775,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.551872695122077,0.6084305565451971,0.0308201847672548,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.552395447950312,0.6583188624639092,0.6084955853777976,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.55312684311914,0.4779880660866332,0.20952620091171453,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.555317824459362,0.4779311520348938,0.20948421003466938,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.555786696570062,0.6560983304858492,0.03080946106231315,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.556411517605202,0.5358103976668183,0.4296158622459798,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.556567661882832,0.6798317791111724,0.03080732224184245,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.557867916915974,0.4778649270156527,0.2094353578861179,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.55812776516606,0.5357651816084893,0.2509209383739103,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.558751125618441,0.5918757125306408,0.03080134399096635,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.559685438317794,0.4778177380913302,0.2094005535275809,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.561551448966803,0.5356750023474146,0.2508423410238691,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.561706792794787,0.6865041288521991,0.03079325516798945,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.561862112494815,0.477761236928829,0.20935888686039605,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.563103802387129,0.655958008138802,0.0307894334272594,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.564034059049991,0.4777048721325603,0.20931732723204127,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.564395591953422,0.4776954912137547,0.4293015962568152,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.564653749740895,0.5917276205879878,0.0307851944110288,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.565891980261542,0.6781220591912303,0.0307818087609072,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.567128679463297,0.674362490425146,0.03077842804103885,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.567283159381214,0.6929812291636737,0.20925518737354695,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.569443376242877,0.679663695723692,0.20921389312051486,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.570213752738272,0.6924915719950038,0.0307699977238043,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.571752727571992,0.5354064659374633,0.2506084426972666,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.572060238529494,0.6304473597936893,0.03076495419806355,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.573289337601082,0.6079115186501339,0.03076159793039355,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.574823590081959,0.4774250719283636,0.20911111695991108,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.575130158308562,0.5353176130867361,0.25053110001745604,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.57574301295352,0.6508706892394536,0.0307548999349967,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.576355492237692,0.5914341662148743,0.0307532284558158,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.57793599628853,0.6508268575210974,0.2504668830606338,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.57803787856365,0.6741993185453445,0.20904976385813234,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.578190682516476,0.6863436981590364,0.0307482212395839,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.578496220392818,0.5352290860207214,0.25045406520935676,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.579717439219063,0.6719556752438841,0.0307440568098268,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.581850990103325,0.5351408824603692,0.2503773360044722,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.582307587950027,0.6900539434493302,0.2089683209968507,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.582763977410282,0.6854270642834484,0.03073575034643665,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.583372172862495,0.4772036237502787,0.20894802439228316,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.583979998637826,0.6895627079359012,0.03073243608702715,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.585497948685157,0.4771485889424748,0.20890750769698754,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.58731645245708,0.6075717692724287,0.03072334626970285,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.587921886243642,0.5911442799143237,0.030721697405419,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.58852695370191,0.5349654368575152,0.25022478545155585,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.589433868992689,0.6917737317264188,0.03071758037968755,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.59003802256676,0.6777908317095731,0.03071593561930835,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.590943569100782,0.6300228266512902,0.0307134706702348,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.591848296362112,0.4769842605238398,0.6476624681396609,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.593655298987073,0.5910006487569271,0.03070609155321035,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.594557577300874,0.692931983951437,0.030703637073659,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.59460768001144,0.5909767942224334,0.2500859983393525,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.595158644212706,0.5347912585095986,0.25007343069077936,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.596059567720177,0.4768753491592539,0.2087064391553255,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.597908920973804,0.6886321248454218,0.4693269062106552,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.598458069806934,0.5347046391024317,0.2499981963134556,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.59935602701476,0.5908578787350564,0.03069059037747275,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.599954217506415,0.6716386921005868,0.0306889647107316,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.601149526063207,0.6072368778595743,0.03068571680755795,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.602045070788348,0.6899173371449447,0.0306832838758103,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.603386885918606,0.5345752911655657,0.42777342485183106,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.604131561522696,0.6931030833147109,0.03067761699009665,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.605916523694313,0.6551353784408727,0.0306727707136904,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.606857304116247,0.4765963325045394,0.20850127561857928,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.607104730879188,0.6791683101352384,0.0306695455106748,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.607994960666709,0.6070712120836379,0.0306671295652206,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.608588007213532,0.4765516417864884,0.20846842874954513,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.609476918109369,0.6296061506001825,0.03066310860685665,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.609624993134318,0.6572413937532149,0.38623479879014344,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.610069086697326,0.6737180293999414,0.0306615021853482,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.610365039544332,0.686026483836595,0.03066069939426095,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.611547975828369,0.5343612435018584,0.24970016277050477,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.612729514427363,0.4764447335005749,0.20838986947111848,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.614499208879641,0.6500952553554264,0.030649489588182,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.614793853711983,0.4763914633222373,0.427328412675622,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.615677267673389,0.6660381307021408,0.03064629678057425,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.61749072697545,0.6774116513184334,0.24956509169041238,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.61861635720246,0.6294006710486265,0.0306383340778823,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.61890979160975,0.4762852882286629,0.20827274739425206,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.619203139938547,0.6923206185500073,0.03063674483736285,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.621254172277629,0.534106874717351,0.24947962904764032,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.62154683379229,0.6067433597373426,0.0306303988283163,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.623008857981173,0.4761795966373998,0.20819513888498015,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.624031004577834,0.6569693372644763,0.3857279154405089,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.624468747775484,0.5340226795990914,0.24940667686268214,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.625052107457568,0.4761269308495382,0.2081564752193616,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.627139689534282,0.6922912191955596,0.2493460944812404,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.627430633893226,0.4760656381958154,0.2081114853322501,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.627673022880257,0.6291970521077942,0.6867743560105344,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.629126124296002,0.4760219567071363,0.2080794269712326,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.630142040400989,0.6899510516623086,0.20806022274874092,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.631446703548116,0.6788452068831854,0.03060362197767845,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.632170781587089,0.6930751360745688,0.2080218833505347,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.633183610843151,0.4759174557375927,0.20800274807244024,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.633472802314019,0.6546044936939084,0.03059814762073745,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.633520992762682,0.6883388064663387,1.0,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.635206197071174,0.4758653814278725,0.20796454610356252,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.635639076689303,0.5337302985488753,0.24915350701233455,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.639526583984887,0.649593626542029,0.03058180244844385,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.640244837223964,0.65447386407003,0.20786943891592502,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.640436284325322,0.6770926447782,0.0305793477723756,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.641106060692902,0.67324862110387,0.0305775407433603,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.643255879980666,0.4756582470509819,0.20781264533226174,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.643828385423177,0.5897455626363918,0.0305701982211089,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.644734182586557,0.5897229343620307,0.03056775593070685,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.646686006494784,0.5334414353744317,0.24890363942776877,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.647018864320016,0.6287621061656612,0.03056159750292625,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.647256552094476,0.4755553706946149,0.20773723363120622,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.64811176060366,0.6061011402615166,0.03055865244572345,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.648254224275664,0.5334004516729225,0.4260283766805517,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.651809235840728,0.6493471984407531,0.0305486929662377,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.652234989194055,0.6564357716070839,0.38473938895762905,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.652944175550665,0.5332779192021051,0.24876231002778004,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.653227709328526,0.4754019088061773,0.20762478061364795,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.653558397162227,0.4753934129292938,0.20761855642994664,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.654361041209096,0.6285970364304765,0.030541823236145,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.657894447316275,0.6058647911387326,0.0305323160324641,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.658176581190668,0.6653100042401764,0.20753167230590458,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.659163423376018,0.5331155109443877,0.6025904440933391,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.659445199506749,0.6930415937584987,0.03052814535017565,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.660008513686648,0.5893415201419635,0.0305266306226739,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.660290051825195,0.6540868310641381,0.0305258736351127,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.665904232984527,0.6921409218383373,0.03051078630269425,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.666463921439238,0.6651675458358556,0.03050928303513655,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.667023296818002,0.4750477439561965,0.2073654378892623,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.667582359470872,0.6056308131953934,0.0305062794654851,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.668420367853441,0.5328739447288752,0.248413497208759,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.668978650219241,0.4749975893749584,0.20732873174011465,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.67065162967397,0.5890759342941699,0.030498039965989,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.671208668100814,0.6727905364846005,0.03049654506558015,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.671255073966524,0.4749392130953582,0.20728601479993009,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.671487070998001,0.5327939613131901,0.24834449399915687,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.672599908151774,0.6844797420134814,0.0304928120936444,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.673433724065745,0.6538327578098144,0.03049057523876265,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.673989215342615,0.6054761225725217,0.0304890852198184,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.674266845309926,0.69029850819545,0.0304883405751953,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.674544398220231,0.5327142443613608,0.24827573994134589,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.676069563742107,0.5326744852792981,0.24824145582290524,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.677038913891867,0.6704205772561794,0.03048090747161,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.677085049993375,0.4747897773042194,0.42491454621256186,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.677315698578214,0.6893742558838742,0.0304801654922813,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.677592406675998,0.5326347921790775,0.24820723336869943,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.67842207186152,0.6782153688378367,0.030477199987695,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.678698474028431,0.4747484385941625,0.20714646280590987,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.679665280420206,0.6559156845670682,0.3837828326267124,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.680125336095056,0.670371461644121,0.2481503324181587,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.682835364853922,0.6648856767326534,0.0304653764100307,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.683523185864164,0.6052459955606995,0.2070561075054395,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.683660693312701,0.5324766754250563,0.24807095609328914,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.684668503929622,0.6879049299829808,0.4656362078265658,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.686406878987126,0.6535817555260027,0.3835484662598097,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.687777148916288,0.6486246756678437,0.0304521478437703,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.688324731580726,0.4745019510602916,0.20696626435099846,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.690785149725912,0.6724911792114225,0.0304441014075555,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.691194631509694,0.532280489244159,0.4243715682260055,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.692149437438374,0.4744040896859532,0.20689475496180332,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.692694631790944,0.532241444609904,0.2478683555749478,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.69351186640545,0.6887231133745861,0.03043681108308375,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.694056318677243,0.4743553145162302,0.20685912104453444,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.694192385440877,0.5322024637079599,0.24783479806188338,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.695416153893474,0.6701277522687039,0.0304317217283672,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.695959570639554,0.4743066424686731,0.2068235671970638,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.696276427422939,0.4742985404574068,0.20681764931691746,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.697316821961982,0.6276313328337471,0.0304266437436823,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.697859207113927,0.474258073129268,0.20678809308563312,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.698672233649825,0.5320859014119477,0.24773448030301246,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.698943095669854,0.6646077770424972,0.0304223001992107,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.699484599710523,0.6483892167697152,0.03042085419456475,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.700837078333384,0.6841740009764483,0.0304172432052872,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.701152393651311,0.6877620010345044,0.46494155202616394,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.70191774575062,0.5882965991221265,0.03041435854215745,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.702727480606711,0.6762173331445425,0.03041219744729025,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.703536560322721,0.4741129772563762,0.2066821458603043,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.704614316001061,0.5319313653093048,0.2476015439222145,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.705690911372514,0.6274430850734636,0.0304042909886807,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.706363195370585,0.6554084193842287,0.3828563770389586,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.70703502770651,0.5881691708843131,0.0304007062298238,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.707079800484669,0.6274118636619725,0.2475464279665951,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.708556178705596,0.6553667066101754,0.5998972612705882,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.709985739582528,0.6721964768761806,0.03039283964390045,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.71159155655226,0.6045689583043664,0.0303885602527821,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.712927770367092,0.6891054176444185,0.5587513933984201,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.713995457369334,0.6272564061172999,0.0303821562752796,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.714662183325226,0.6044949342376493,0.03038038059937735,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.716393593302708,0.5316252649746968,0.2473384394025398,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.718122010680352,0.6529672159704765,0.0303711694529137,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.718254842205894,0.6930717507912395,0.03037081592503315,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.718830241681781,0.4737225716346233,0.42331208375218526,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.71931685969625,0.5315493502057079,0.24727323134724355,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.720112633296456,0.6921271009666602,0.03036587232152645,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.72223160550527,0.531473676591272,0.4231820493136842,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.723289410218579,0.6776062427607363,0.0303574226094255,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.724082030088782,0.4735886605880494,0.20629964563078723,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.724346097163354,0.6528464623935415,0.0303546130354351,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.7268512626277,0.6042011737413868,0.2062481984758224,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.727246242006135,0.5876662243617883,0.0303469046517401,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.72750947494687,0.6884482655709805,0.03034620519065,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.728298758274772,0.6838731101177961,0.0303441081046987,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.728824601278935,0.6719062900054741,0.030342711127253,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.729875458480967,0.6041283104373395,0.03033991975954545,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.730531683896064,0.6527264077367172,0.2061798628795756,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.730925212541282,0.5312480881168998,0.24701462811108998,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.731187478961756,0.6695551856594105,0.03033643539067005,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.73223585734761,0.5875421448585902,0.03033365175855355,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.73328313778719,0.4733542369844622,0.20612880532930183,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.733326750679167,0.6874787604630193,0.46359163582498253,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.734198609318932,0.6774570494348593,0.2061118229281012,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.735113243529035,0.4733076384951538,0.20609485885650175,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.73589655042955,0.6039832662212901,0.0303239359685228,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.737200699982965,0.5874187147772891,0.03032047614840495,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.738503150945302,0.6267055314570945,0.030317021622401,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.739067019969132,0.4732069989764824,0.4225396055912743,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.739673908168612,0.6891552630486169,0.2060103121602208,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.740583550438735,0.4731684088749655,0.2059934572983419,0.6931471805599453
"(0, 0, 1, 1)",2,B·C,10.741881605701801,0.603839122723574,0.03030806452331385,0.6931471805599453
