n,Faktorisierung,P_A,P_B,P_C,R_A,R_B,R_C,exc_combo,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum
783261325,37 * 5 * 5 * 7 * 7 * 11 * 1571,25,49,17281,1.0,1.0,142.8181818181818,C,3.6199450849684505,10.0,0.9621621621621622
783423025,1237 * 5 * 5 * 7 * 7 * 11 * 47,25,49,517,1.0,1.0,4.2727272727272725,C,3.5263228704193796,310.0,1.0473726758286177
783650725,13 * 5 * 5 * 19 * 139 * 11 * 83,25,2641,913,1.0,53.89795918367347,7.545454545454546,B+C,3.19709115883551,10.0,1.2615384615384615
783751969,13 * 17 * 53 * 7 * 79 * 11 * 11,901,553,121,36.04,11.285714285714286,1.0,A+B,3.601108054705147,24.0,0.9609835225817467
783843445,193 * 5 * 137 * 7 * 7 * 11 * 11,685,49,121,27.4,1.0,1.0,A,3.3718959193736175,130.0,1.1564010438334404
783865225,13 * 5 * 5 * 31 * 643 * 11 * 11,25,19933,121,1.0,406.7959183673469,1.0,B,3.19709115883551,10.0,1.2615384615384615
783880825,13 * 5 * 5 * 7 * 211 * 23 * 71,25,1477,1633,1.0,30.142857142857142,13.49586776859504,B+C,3.19709115883551,10.0,1.2615384615384615
783940465,241 * 5 * 17 * 7 * 7 * 11 * 71,85,49,781,3.4,1.0,6.454545454545454,A+C,3.7431603165096785,66.0,0.8842567732487185
784046725,61 * 5 * 5 * 7 * 607 * 11 * 11,25,4249,121,1.0,86.71428571428571,1.0,B,3.0903554861863745,34.0,1.2918032786885245
784160377,13 * 17 * 29 * 7 * 7 * 11 * 227,493,49,2497,19.72,1.0,20.636363636363637,A+C,3.498901336597893,20.0,1.041660165392417
784482325,37 * 5 * 5 * 43 * 163 * 11 * 11,25,7009,121,1.0,143.0408163265306,1.0,B,3.6199450849684505,10.0,0.9621621621621622
784566685,37 * 5 * 53 * 7 * 7 * 23 * 71,265,49,1633,10.6,1.0,13.49586776859504,A+C,3.805293034964145,22.0,0.8263131055583885
784759885,13 * 5 * 41 * 7 * 31 * 23 * 59,205,217,1357,8.2,4.428571428571429,11.214876033057852,A+B+C,2.9859978256127633,28.0,1.349343339587242
784809025,13 * 5 * 5 * 7 * 2851 * 11 * 11,25,19957,121,1.0,407.2857142857143,1.0,B,3.19709115883551,10.0,1.2615384615384615
784810117,13 * 17 * 137 * 7 * 7 * 23 * 23,2329,49,529,93.16,1.0,4.371900826446281,A+C,3.530636710126351,54.0,1.0180004623971992
784943425,61 * 5 * 5 * 7 * 139 * 23 * 23,25,973,529,1.0,19.857142857142858,4.371900826446281,B+C,3.0903554861863745,34.0,1.2918032786885245
784970725,37 * 5 * 5 * 7 * 103 * 11 * 107,25,721,1177,1.0,14.714285714285714,9.727272727272727,B+C,3.6199450849684505,10.0,0.9621621621621622
785092825,37 * 5 * 5 * 19 * 31 * 11 * 131,25,589,1441,1.0,12.020408163265307,11.909090909090908,B+C,3.6199450849684505,10.0,0.9621621621621622
785280925,13 * 5 * 5 * 19 * 1051 * 11 * 11,25,19969,121,1.0,407.53061224489795,1.0,B,3.19709115883551,10.0,1.2615384615384615
785363425,349 * 5 * 5 * 7 * 7 * 11 * 167,25,49,1837,1.0,1.0,15.181818181818182,C,3.514146912044657,94.0,1.0578796561604586
785443945,13 * 5 * 17 * 19 * 19 * 11 * 179,85,361,1969,3.4,7.36734693877551,16.272727272727273,A+B+C,3.4157601047094523,12.0,1.0968325791855205
785589805,13 * 5 * 17 * 7 * 7 * 11 * 1319,85,49,14509,3.4,1.0,119.9090909090909,A+C,3.4157601047094523,12.0,1.0968325791855205
785594425,457 * 5 * 5 * 7 * 19 * 11 * 47,25,133,517,1.0,2.7142857142857144,4.2727272727272725,B+C,3.5968722570783065,88.0,0.9838074398249453
785906737,61 * 41 * 53 * 7 * 7 * 11 * 11,2173,49,121,86.92,1.0,1.0,A,3.064610102959323,64.0,1.2437591001335315
786048445,13 * 5 * 89 * 7 * 7 * 47 * 59,445,49,2773,17.8,1.0,22.917355371900825,A+C,3.1021394524927537,48.0,1.3109766637856526
786054325,1213 * 5 * 5 * 7 * 7 * 23 * 23,25,49,529,1.0,1.0,4.371900826446281,C,3.1013844507487063,598.0,1.2896949711459191
786096025,13 * 5 * 5 * 19 * 163 * 11 * 71,25,3097,781,1.0,63.204081632653065,6.454545454545454,B+C,3.19709115883551,10.0,1.2615384615384615
786262477,13 * 101 * 101 * 7 * 7 * 11 * 11,10201,49,121,408.04,1.0,1.0,A,3.9250490718547986,26.0,0.6595582635186595
786384445,337 * 5 * 29 * 7 * 19 * 11 * 11,145,133,121,5.8,2.7142857142857144,1.0,A+B,3.355845533960781,156.0,1.1721272894709915
786525025,13 * 5 * 5 * 31 * 151 * 11 * 47,25,4681,517,1.0,95.53061224489795,4.2727272727272725,B+C,3.19709115883551,10.0,1.2615384615384615
786633925,109 * 5 * 5 * 7 * 163 * 11 * 23,25,1141,253,1.0,23.285714285714285,2.090909090909091,B+C,3.4936369679052106,34.0,1.075229357798165
786791005,13 * 5 * 461 * 7 * 31 * 11 * 11,2305,217,121,92.2,4.428571428571429,1.0,A+B,3.176260838799293,198.0,1.273685966961455
786862825,109 * 5 * 5 * 7 * 7 * 71 * 83,25,49,5893,1.0,1.0,48.70247933884298,C,3.4936369679052106,34.0,1.075229357798165
787211425,13 * 5 * 5 * 7 * 379 * 11 * 83,25,2653,913,1.0,54.142857142857146,7.545454545454546,B+C,3.19709115883551,10.0,1.2615384615384615
787271485,13 * 5 * 977 * 7 * 7 * 11 * 23,4885,49,253,195.4,1.0,2.090909090909091,A+C,3.5324155401505215,132.0,0.9884576017636407
787569013,37 * 17 * 101 * 7 * 7 * 11 * 23,1717,49,253,68.68,1.0,2.090909090909091,A+C,4.202592987352038,20.0,0.49646618079932003
787744825,73 * 5 * 5 * 7 * 7 * 23 * 383,25,49,8809,1.0,1.0,72.80165289256199,C,3.426323092112505,28.0,1.1287671232876713
787876705,37 * 5 * 41 * 7 * 19 * 11 * 71,205,133,781,8.2,2.7142857142857144,6.454545454545454,A+B+C,3.408851751745704,28.0,1.0499670402109427
788082925,337 * 5 * 5 * 7 * 7 * 23 * 83,25,49,1909,1.0,1.0,15.776859504132231,C,3.2727043020723396,148.0,1.2272997032640949
788096725,13 * 5 * 5 * 19 * 31 * 23 * 179,25,589,4117,1.0,12.020408163265307,34.02479338842975,B+C,3.19709115883551,10.0,1.2615384615384615
788204725,73 * 5 * 5 * 7 * 79 * 11 * 71,25,553,781,1.0,11.285714285714286,6.454545454545454,B+C,3.426323092112505,28.0,1.1287671232876713
788227825,937 * 5 * 5 * 7 * 19 * 11 * 23,25,133,253,1.0,2.7142857142857144,2.090909090909091,B+C,3.11545481670644,460.0,1.2866595517609394
788286961,37 * 29 * 29 * 7 * 7 * 11 * 47,841,49,517,33.64,1.0,4.2727272727272725,A+C,3.786227548745333,26.0,0.8518173345759553
788303425,13 * 5 * 5 * 7 * 7 * 59 * 839,25,49,49501,1.0,1.0,409.099173553719,C,3.19709115883551,10.0,1.2615384615384615
788315605,97 * 5 * 101 * 7 * 19 * 11 * 11,505,133,121,20.2,2.7142857142857144,1.0,A+B,3.7308483893134925,48.0,0.8701439216086557
788366425,1201 * 5 * 5 * 7 * 31 * 11 * 11,25,217,121,1.0,4.428571428571429,1.0,B,3.020100929672167,604.0,1.2995836802664447
788455525,13 * 5 * 5 * 43 * 223 * 11 * 23,25,9589,253,1.0,195.69387755102042,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
788532745,13 * 5 * 317 * 7 * 7 * 11 * 71,1585,49,781,63.4,1.0,6.454545454545454,A+C,2.9947695304572064,162.0,1.3473428779422472
788668573,61 * 17 * 17 * 7 * 7 * 11 * 83,289,49,913,11.56,1.0,7.545454545454546,A+C,3.5276933779342583,38.0,0.9623915139826422
788752225,73 * 5 * 5 * 19 * 43 * 23 * 23,25,817,529,1.0,16.6734693877551,4.371900826446281,B+C,3.426323092112505,28.0,1.1287671232876713
788950225,193 * 5 * 5 * 7 * 7 * 47 * 71,25,49,3337,1.0,1.0,27.578512396694215,C,3.257019313956718,88.0,1.2352331606217617
789037249,13 * 29 * 353 * 7 * 7 * 11 * 11,10237,49,121,409.48,1.0,1.0,A,3.304037416909021,152.0,1.1916351695583893
789048925,97 * 5 * 5 * 7 * 43 * 23 * 47,25,301,1081,1.0,6.142857142857143,8.933884297520661,B+C,3.366869432803848,40.0,1.1711340206185568
789170725,61 * 5 * 5 * 7 * 7 * 59 * 179,25,49,10561,1.0,1.0,87.28099173553719,C,3.0903554861863745,34.0,1.2918032786885245
789244225,37 * 5 * 5 * 7 * 7 * 11 * 1583,25,49,17413,1.0,1.0,143.9090909090909,C,3.6199450849684505,10.0,0.9621621621621622
789281185,577 * 5 * 17 * 7 * 19 * 11 * 11,85,133,121,3.4,2.7142857142857144,1.0,A+B,3.962120129158431,30.0,0.6768885717198492
789531925,13 * 5 * 5 * 7 * 79 * 23 * 191,25,553,4393,1.0,11.285714285714286,36.30578512396694,B+C,3.19709115883551,10.0,1.2615384615384615
789613825,13 * 5 * 5 * 7 * 139 * 11 * 227,25,973,2497,1.0,19.857142857142858,20.636363636363637,B+C,3.19709115883551,10.0,1.2615384615384615
789626761,61 * 17 * 29 * 7 * 31 * 11 * 11,493,217,121,19.72,4.428571428571429,1.0,A+B,3.3921656639487576,44.0,1.07192498254248
789716785,13 * 5 * 41 * 31 * 79 * 11 * 11,205,2449,121,8.2,49.97959183673469,1.0,A+B,2.9859978256127633,28.0,1.349343339587242
789801025,13 * 5 * 5 * 19 * 67 * 23 * 83,25,1273,1909,1.0,25.979591836734695,15.776859504132231,B+C,3.19709115883551,10.0,1.2615384615384615
789908665,13 * 5 * 41 * 7 * 7 * 23 * 263,205,49,6049,8.2,1.0,49.99173553719008,A+C,2.9859978256127633,28.0,1.349343339587242
790094305,13 * 5 * 113 * 7 * 127 * 11 * 11,565,889,121,22.6,18.142857142857142,1.0,A+B,2.9419087682146916,64.0,1.3571136827773995
790391965,37 * 5 * 17 * 31 * 67 * 11 * 11,85,2077,121,3.4,42.38775510204081,1.0,A+B,3.8386140308423924,12.0,0.7974562798092211
790399225,229 * 5 * 5 * 7 * 163 * 11 * 11,25,1141,121,1.0,23.285714285714285,1.0,B,3.6525422300864037,34.0,0.9310043668122271
790490701,13 * 17 * 41 * 7 * 103 * 11 * 11,697,721,121,27.88,14.714285714285714,1.0,A+B,3.204666771486705,30.0,1.1846374572343008
790514725,13 * 5 * 5 * 7 * 31 * 11 * 1019,25,217,11209,1.0,4.428571428571429,92.63636363636364,B+C,3.19709115883551,10.0,1.2615384615384615
790754965,13 * 5 * 53 * 7 * 271 * 11 * 11,265,1897,121,10.6,38.714285714285715,1.0,A+B,3.382439108831205,22.0,1.125689404934688
791022925,1249 * 5 * 5 * 7 * 7 * 11 * 47,25,49,517,1.0,1.0,4.2727272727272725,C,3.3467572025251195,484.0,1.1843074459567653
791164465,13 * 5 * 173 * 7 * 19 * 23 * 23,865,133,529,34.6,2.7142857142857144,4.371900826446281,A+B+C,3.508089439441051,34.0,1.011827478879502
791220325,61 * 5 * 5 * 7 * 19 * 47 * 83,25,133,3901,1.0,2.7142857142857144,32.239669421487605,B+C,3.0903554861863745,34.0,1.2918032786885245
791437465,13 * 5 * 17 * 7 * 7 * 47 * 311,85,49,14617,3.4,1.0,120.80165289256199,A+C,3.4157601047094523,12.0,1.0968325791855205
791577325,73 * 5 * 5 * 7 * 43 * 11 * 131,25,301,1441,1.0,6.142857142857143,11.909090909090908,B+C,3.426323092112505,28.0,1.1287671232876713
791637385,37 * 5 * 17 * 7 * 7 * 11 * 467,85,49,5137,3.4,1.0,42.45454545454545,A+C,3.8386140308423924,12.0,0.7974562798092211
791666785,13 * 5 * 101 * 7 * 7 * 23 * 107,505,49,2461,20.2,1.0,20.33884297520661,A+C,3.5610701153451543,18.0,0.9605483625285606
791734405,241 * 5 * 53 * 7 * 7 * 11 * 23,265,49,253,10.6,1.0,2.090909090909091,A+C,3.7098393206314313,76.0,0.9131135989978862
791743225,13 * 5 * 5 * 7 * 7 * 83 * 599,25,49,49717,1.0,1.0,410.88429752066116,C,3.19709115883551,10.0,1.2615384615384615
791802025,157 * 5 * 5 * 7 * 7 * 23 * 179,25,49,4117,1.0,1.0,34.02479338842975,C,3.2857470407029474,70.0,1.2203821656050957
791946925,577 * 5 * 5 * 7 * 31 * 11 * 23,25,217,253,1.0,4.428571428571429,2.090909090909091,B+C,3.7434511832844892,28.0,0.8415944540727903
792072505,37 * 5 * 29 * 7 * 7 * 23 * 131,145,49,3013,5.8,1.0,24.90082644628099,A+C,3.7030863168568917,18.0,0.9069897483690588
792207325,13 * 5 * 5 * 7 * 31 * 47 * 239,25,217,11233,1.0,4.428571428571429,92.83471074380165,B+C,3.19709115883551,10.0,1.2615384615384615
792265705,277 * 5 * 17 * 7 * 19 * 11 * 23,85,133,253,3.4,2.7142857142857144,2.090909090909091,A+B+C,3.4324252284233925,132.0,1.090167763856445
792316525,13 * 5 * 5 * 7 * 7 * 11 * 4523,25,49,49753,1.0,1.0,411.1818181818182,C,3.19709115883551,10.0,1.2615384615384615
792478225,2557 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.3568296095064225,970.0,1.1777864685177943
792616825,13 * 5 * 5 * 7 * 19 * 11 * 1667,25,133,18337,1.0,2.7142857142857144,151.54545454545453,B+C,3.19709115883551,10.0,1.2615384615384615
792639925,997 * 5 * 5 * 7 * 7 * 11 * 59,25,49,649,1.0,1.0,5.363636363636363,C,3.593909302786063,190.0,0.9865596790371114
792663025,37 * 5 * 5 * 7 * 31 * 11 * 359,25,217,3949,1.0,4.428571428571429,32.63636363636363,B+C,3.6199450849684505,10.0,0.9621621621621622
792681085,73 * 5 * 41 * 7 * 7 * 23 * 47,205,49,1081,8.2,1.0,8.933884297520661,A+C,3.215229758889759,46.0,1.2165720013364516
792963325,709 * 5 * 5 * 7 * 7 * 11 * 83,25,49,913,1.0,1.0,7.545454545454546,C,3.1866748689045403,334.0,1.265444287729196
793125025,829 * 5 * 5 * 7 * 7 * 11 * 71,25,49,781,1.0,1.0,6.454545454545454,C,3.430388110372137,274.0,1.1256936067551266
793135525,13 * 5 * 5 * 7 * 19 * 59 * 311,25,133,18349,1.0,2.7142857142857144,151.64462809917356,B+C,3.19709115883551,10.0,1.2615384615384615
793306525,61 * 5 * 5 * 19 * 19 * 11 * 131,25,361,1441,1.0,7.36734693877551,11.909090909090908,B+C,3.0903554861863745,34.0,1.2918032786885245
793600885,73 * 5 * 17 * 7 * 151 * 11 * 11,85,1057,121,3.4,21.571428571428573,1.0,A+B,3.644992037986447,30.0,0.96406124093473
793734025,97 * 5 * 5 * 7 * 19 * 23 * 107,25,133,2461,1.0,2.7142857142857144,20.33884297520661,B+C,3.366869432803848,40.0,1.1711340206185568
793757965,13 * 5 * 17 * 7 * 19 * 11 * 491,85,133,5401,3.4,2.7142857142857144,44.63636363636363,A+B+C,3.4157601047094523,12.0,1.0968325791855205
793998205,13 * 5 * 173 * 7 * 7 * 11 * 131,865,49,1441,34.6,1.0,11.909090909090908,A+C,3.508089439441051,34.0,1.011827478879502
794166373,13 * 17 * 113 * 7 * 7 * 11 * 59,1921,49,649,76.84,1.0,5.363636363636363,A+C,3.1605777140886335,66.0,1.1924078004244585
794168725,397 * 5 * 5 * 7 * 7 * 23 * 71,25,49,1633,1.0,1.0,13.49586776859504,C,3.4792148909782252,118.0,1.087153652392947
794183425,73 * 5 * 5 * 7 * 7 * 83 * 107,25,49,8881,1.0,1.0,73.39669421487604,C,3.426323092112505,28.0,1.1287671232876713
794247025,13 * 5 * 5 * 19 * 1063 * 11 * 11,25,20197,121,1.0,412.18367346938777,1.0,B,3.19709115883551,10.0,1.2615384615384615
794372425,37 * 5 * 5 * 7 * 19 * 11 * 587,25,133,6457,1.0,2.7142857142857144,53.36363636363637,B+C,3.6199450849684505,10.0,0.9621621621621622
794504425,13 * 5 * 5 * 31 * 67 * 11 * 107,25,2077,1177,1.0,42.38775510204081,9.727272727272727,B+C,3.19709115883551,10.0,1.2615384615384615
794718925,13 * 5 * 5 * 7 * 2887 * 11 * 11,25,20209,121,1.0,412.42857142857144,1.0,B,3.19709115883551,10.0,1.2615384615384615
794746225,13 * 5 * 5 * 7 * 31 * 59 * 191,25,217,11269,1.0,4.428571428571429,93.13223140495867,B+C,3.19709115883551,10.0,1.2615384615384615
794941525,277 * 5 * 5 * 7 * 31 * 23 * 23,25,217,529,1.0,4.428571428571429,4.371900826446281,B+C,3.2137562825494506,130.0,1.2548736462093864
794982925,37 * 5 * 5 * 43 * 79 * 11 * 23,25,3397,253,1.0,69.3265306122449,2.090909090909091,B+C,3.6199450849684505,10.0,0.9621621621621622
794983189,13 * 17 * 137 * 7 * 31 * 11 * 11,2329,217,121,93.16,4.428571428571429,1.0,A+B,3.530636710126351,54.0,1.0180004623971992
795030145,13 * 5 * 113 * 7 * 7 * 47 * 47,565,49,2209,22.6,1.0,18.25619834710744,A+C,2.9419087682146916,64.0,1.3571136827773995
795074665,241 * 5 * 41 * 7 * 19 * 11 * 11,205,133,121,8.2,2.7142857142857144,1.0,A+B,3.3133980374129903,82.0,1.1367675336504401
795118225,61 * 5 * 5 * 31 * 139 * 11 * 11,25,4309,121,1.0,87.93877551020408,1.0,B,3.0903554861863745,34.0,1.2918032786885245
795453505,313 * 5 * 41 * 7 * 7 * 11 * 23,205,49,253,8.2,1.0,2.090909090909091,A+C,2.8285809528861727,178.0,1.3862074339593236
795485845,97 * 5 * 17 * 7 * 7 * 11 * 179,85,49,1969,3.4,1.0,16.272727272727273,A+C,3.58553837867779,42.0,1.0064281382656155
795626425,109 * 5 * 5 * 19 * 127 * 11 * 11,25,2413,121,1.0,49.244897959183675,1.0,B,3.4936369679052106,34.0,1.075229357798165
795756325,13 * 5 * 5 * 7 * 7 * 107 * 467,25,49,49969,1.0,1.0,412.9669421487603,C,3.19709115883551,10.0,1.2615384615384615
795800005,13 * 5 * 17 * 7 * 199 * 11 * 47,85,1393,517,3.4,28.428571428571427,4.2727272727272725,A+B+C,3.4157601047094523,12.0,1.0968325791855205
795810925,13 * 5 * 5 * 7 * 67 * 23 * 227,25,469,5221,1.0,9.571428571428571,43.14876033057851,B+C,3.19709115883551,10.0,1.2615384615384615
795834325,13 * 5 * 5 * 31 * 43 * 11 * 167,25,1333,1837,1.0,27.20408163265306,15.181818181818182,B+C,3.19709115883551,10.0,1.2615384615384615
795859225,601 * 5 * 5 * 7 * 7 * 23 * 47,25,49,1081,1.0,1.0,8.933884297520661,C,3.57969837319331,124.0,0.9996672212978369
795908113,13 * 41 * 41 * 7 * 43 * 11 * 11,1681,301,121,67.24,6.142857142857143,1.0,A+B,2.774904492390017,46.0,1.4371482176360226
796040245,13 * 5 * 761 * 7 * 19 * 11 * 11,3805,133,121,152.2,2.7142857142857144,1.0,A+B,2.9009760129605455,388.0,1.3608814313150712
796164985,61 * 5 * 29 * 7 * 7 * 11 * 167,145,49,1837,5.8,1.0,15.181818181818182,A+C,3.1734967180748157,42.0,1.2366308648954212
796203265,13 * 5 * 29 * 19 * 43 * 11 * 47,145,817,517,5.8,16.6734693877551,4.2727272727272725,A+B+C,3.2802323907239512,18.0,1.2063660477453582
796243525,1213 * 5 * 5 * 7 * 31 * 11 * 11,25,217,121,1.0,4.428571428571429,1.0,B,3.1013844507487063,598.0,1.2896949711459191
796438825,13 * 5 * 5 * 7 * 31 * 23 * 491,25,217,11293,1.0,4.428571428571429,93.3305785123967,B+C,3.19709115883551,10.0,1.2615384615384615
796520725,13 * 5 * 5 * 7 * 7 * 11 * 4547,25,49,50017,1.0,1.0,413.3636363636364,C,3.19709115883551,10.0,1.2615384615384615
796618225,13 * 5 * 5 * 19 * 79 * 23 * 71,25,1501,1633,1.0,30.632653061224488,13.49586776859504,B+C,3.19709115883551,10.0,1.2615384615384615
796700905,13 * 5 * 29 * 7 * 499 * 11 * 11,145,3493,121,5.8,71.28571428571429,1.0,A+B,3.2802323907239512,18.0,1.2063660477453582
796785121,37 * 17 * 29 * 19 * 19 * 11 * 11,493,361,121,19.72,7.36734693877551,1.0,A+B,3.921755262730834,20.0,0.7422838660161175
796880425,349 * 5 * 5 * 19 * 19 * 11 * 23,25,361,253,1.0,7.36734693877551,2.090909090909091,B+C,3.514146912044657,94.0,1.0578796561604586
796936525,37 * 5 * 5 * 7 * 67 * 11 * 167,25,469,1837,1.0,9.571428571428571,15.181818181818182,B+C,3.6199450849684505,10.0,0.9621621621621622
797163325,109 * 5 * 5 * 7 * 79 * 23 * 23,25,553,529,1.0,11.285714285714286,4.371900826446281,B+C,3.4936369679052106,34.0,1.075229357798165
797181385,13 * 5 * 101 * 7 * 19 * 11 * 83,505,133,913,20.2,2.7142857142857144,7.545454545454546,A+B+C,3.5610701153451543,18.0,0.9605483625285606
797241025,61 * 5 * 5 * 7 * 7 * 47 * 227,25,49,10669,1.0,1.0,88.17355371900827,C,3.0903554861863745,34.0,1.2918032786885245
797361565,13 * 5 * 2069 * 7 * 7 * 11 * 11,10345,49,121,413.8,1.0,1.0,A,3.078833649696431,958.0,1.3206974755548946
797507425,13 * 5 * 5 * 19 * 199 * 11 * 59,25,3781,649,1.0,77.16326530612245,5.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
797575009,193 * 17 * 41 * 7 * 7 * 11 * 11,697,49,121,27.88,1.0,1.0,A,3.2645949266079137,108.0,1.158332156317601
797684965,757 * 5 * 17 * 7 * 7 * 11 * 23,85,49,253,3.4,1.0,2.090909090909091,A+C,3.670518407145347,240.0,0.944409044991841
797721925,13 * 5 * 5 * 7 * 127 * 11 * 251,25,889,2761,1.0,18.142857142857142,22.818181818181817,B+C,3.19709115883551,10.0,1.2615384615384615
797791225,37 * 5 * 5 * 7 * 487 * 11 * 23,25,3409,253,1.0,69.57142857142857,2.090909090909091,B+C,3.6199450849684505,10.0,0.9621621621621622
797833465,13 * 5 * 281 * 19 * 19 * 11 * 11,1405,361,121,56.2,7.36734693877551,1.0,A+B,3.357853899461345,88.0,1.1462359704352587
798014833,109 * 17 * 17 * 7 * 7 * 11 * 47,289,49,517,11.56,1.0,4.2727272727272725,A+C,3.9309748596530945,38.0,0.7458175930922828
798137725,61 * 5 * 5 * 7 * 7 * 11 * 971,25,49,10681,1.0,1.0,88.27272727272727,C,3.0903554861863745,34.0,1.2918032786885245
798174685,97 * 5 * 29 * 7 * 67 * 11 * 11,145,469,121,5.8,9.571428571428571,1.0,A+B,3.4500106646922895,48.0,1.1159616068254534
798496405,61 * 5 * 101 * 7 * 7 * 23 * 23,505,49,529,20.2,1.0,4.371900826446281,A+C,3.4543344426960187,42.0,0.9908131796786236
798506065,37 * 5 * 17 * 7 * 19 * 23 * 83,85,133,1909,3.4,2.7142857142857144,15.776859504132231,A+B+C,3.8386140308423924,12.0,0.7974562798092211
798530425,877 * 5 * 5 * 7 * 43 * 11 * 11,25,301,121,1.0,6.142857142857143,1.0,B,3.5810757827905286,178.0,0.9984036488027367
798661105,61 * 5 * 17 * 19 * 67 * 11 * 11,85,1273,121,3.4,25.979591836734695,1.0,A+B,3.3090244320603164,36.0,1.1270973963355835
798682885,13 * 5 * 89 * 7 * 163 * 11 * 11,445,1141,121,17.8,23.285714285714285,1.0,A+B,3.1021394524927537,48.0,1.3109766637856526
799005025,13 * 5 * 5 * 7 * 7 * 131 * 383,25,49,50173,1.0,1.0,414.6528925619835,C,3.19709115883551,10.0,1.2615384615384615
799154785,13 * 5 * 17 * 43 * 139 * 11 * 11,85,5977,121,3.4,121.9795918367347,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
799263025,97 * 5 * 5 * 19 * 19 * 11 * 83,25,361,913,1.0,7.36734693877551,7.545454545454546,B+C,3.366869432803848,40.0,1.1711340206185568
799334305,73 * 5 * 17 * 7 * 7 * 11 * 239,85,49,2629,3.4,1.0,21.727272727272727,A+C,3.644992037986447,30.0,0.96406124093473
799476205,37 * 5 * 29 * 19 * 31 * 11 * 23,145,589,253,5.8,12.020408163265307,2.090909090909091,A+B+C,3.7030863168568917,18.0,0.9069897483690588
799496005,181 * 5 * 149 * 7 * 7 * 11 * 11,745,49,121,29.8,1.0,1.0,A,2.9052003052081683,162.0,1.3670362267788942
799523725,13 * 5 * 5 * 7 * 43 * 11 * 743,25,301,8173,1.0,6.142857142857143,67.54545454545455,B+C,3.19709115883551,10.0,1.2615384615384615
799546825,61 * 5 * 5 * 7 * 619 * 11 * 11,25,4333,121,1.0,88.42857142857143,1.0,B,3.0903554861863745,34.0,1.2918032786885245
799727005,109 * 5 * 17 * 7 * 19 * 11 * 59,85,133,649,3.4,2.7142857142857144,5.363636363636363,A+B+C,3.7123059137791525,36.0,0.910523475445224
799824025,13 * 5 * 5 * 7 * 31 * 11 * 1031,25,217,11341,1.0,4.428571428571429,93.72727272727273,B+C,3.19709115883551,10.0,1.2615384615384615
799960525,13 * 5 * 5 * 7 * 7 * 191 * 263,25,49,50233,1.0,1.0,415.1487603305785,C,3.19709115883551,10.0,1.2615384615384615
800013445,37 * 5 * 113 * 7 * 7 * 11 * 71,565,49,781,22.6,1.0,6.454545454545454,A+C,3.364762694347632,64.0,1.0577373834011001
800026825,13 * 5 * 5 * 19 * 43 * 23 * 131,25,817,3013,1.0,16.6734693877551,24.90082644628099,B+C,3.19709115883551,10.0,1.2615384615384615
800162545,13 * 5 * 17 * 7 * 31 * 47 * 71,85,217,3337,3.4,4.428571428571429,27.578512396694215,A+B+C,3.4157601047094523,12.0,1.0968325791855205
800233225,37 * 5 * 5 * 31 * 43 * 11 * 59,25,1333,649,1.0,27.20408163265306,5.363636363636363,B+C,3.6199450849684505,10.0,0.9621621621621622
800304505,13 * 5 * 53 * 7 * 7 * 11 * 431,265,49,4741,10.6,1.0,39.18181818181818,A+C,3.382439108831205,22.0,1.125689404934688
800454325,733 * 5 * 5 * 19 * 19 * 11 * 11,25,361,121,1.0,7.36734693877551,1.0,B,3.7111547247251373,58.0,0.8736698499317872
800492077,37 * 41 * 89 * 7 * 7 * 11 * 11,3649,49,121,145.96,1.0,1.0,A,3.313900045402948,66.0,1.0994052424581335
800596825,109 * 5 * 5 * 7 * 19 * 47 * 47,25,133,2209,1.0,2.7142857142857144,18.25619834710744,B+C,3.4936369679052106,34.0,1.075229357798165
800868145,37 * 5 * 269 * 7 * 19 * 11 * 11,1345,133,121,53.8,2.7142857142857144,1.0,A+B,3.4278970677277205,138.0,1.0454335376268462
800930845,13 * 5 * 29 * 19 * 19 * 11 * 107,145,361,1177,5.8,7.36734693877551,9.727272727272727,A+B+C,3.2802323907239512,18.0,1.2063660477453582
800955925,61 * 5 * 5 * 7 * 19 * 11 * 359,25,133,3949,1.0,2.7142857142857144,32.63636363636363,B+C,3.0903554861863745,34.0,1.2918032786885245
