observable,corr_with_Delta_res,corr_with_Lambda_res,corr_with_thetaZ_res,score_abs_sum
switch_2357_TP_res,-0.17044388952745132,-0.0720137599524298,-0.6209149984437904,0.8633726479236715
switch_235_TP_res,-0.16942156832968627,-0.07173630031661328,-0.6213922667726998,0.8625501354189993
switch_2357_T1_res,-0.16942156832968627,-0.07173630031661328,-0.6213922667726998,0.8625501354189993
switch_2357_T2_res,-0.16942156832968627,-0.07173630031661328,-0.6213922667726998,0.8625501354189993
switch_235_T2_res,-0.16942156832968627,-0.07173630031661328,-0.6213922667726998,0.8625501354189993
switch_23_T1_res,-0.16766247891493763,-0.07125804814009219,-0.622190852690996,0.8611113797460259
switch_235_T1_res,-0.16766247891493763,-0.07125804814009219,-0.622190852690996,0.8611113797460259
switch_23_T2_res,-0.16766247891493763,-0.07125804814009219,-0.622190852690996,0.8611113797460259
switch_23_TP_res,-0.16766247891493763,-0.07125804814009219,-0.622190852690996,0.8611113797460259
