N,R1,R2,dist,dominant_mode,twin_count,sector_count,delta_ons,p_ons,d16,p16,d25,p25,d34,p34,purity,d_eff,purity_over_iso
50000000000,11,41,30,d25,118903680,39635799,-0.00012898831064728222,0.4660396663830686,-0.019753152332294022,0,0.022894346696092638,0,-0.0009284648295496134,0.0095504064496543251,0.1440092203870515,6.9439998169027959,2.3041475261928239
