Anzahl Vierlinge,Referenzdatei,kleinster Vierling,größter Vierling,beste Original-Korrelation,beste Permutations-Korrelation,beste Random-like-Korrelation
80,zeros6.npy,"(5, 7, 11, 13)","(361211, 361213, 361217, 361219)",0.9835945803932601,0.9812274691641695,0.9940137885779752
