k_active,label_from,label_to,t_from,t_to,Delta_t_active,u_e,u_a,u_b,u_c,u_norm,schwung_label
255,E,C,7609.279429776802,7619.079637964587,9.800208187784847,0.0,0.0,0.0,1.0,1.0,+C
256,C,B,7619.079637964587,7638.695853346387,19.61621538179952,0.0,1.0,0.0,0.0,1.0,+A
257,B,A,7638.695853346387,7648.500447381611,9.804594035224,0.0,0.0,0.0,1.0,1.0,+C
258,A,E,7648.500447381611,7717.124137281071,68.62368989946026,0.0,-1.0,0.0,0.0,1.0,-A
259,E,C,7717.124137281071,7726.929745992326,9.805608711255445,0.0,0.0,0.0,1.0,1.0,+C
260,C,B,7726.929745992326,7746.537763792375,19.6080178000484,0.0,1.0,0.0,0.0,1.0,+A
261,B,A,7746.537763792375,7805.368507071615,58.83074327923987,0.0,0.0,0.0,1.0,1.0,+C
262,A,E,7805.368507071615,7824.978509836188,19.610002764573437,0.0,-1.0,0.0,0.0,1.0,-A
263,E,C,7824.978509836188,7834.782410161692,9.803900325503491,0.0,0.0,0.0,1.0,1.0,+C
264,C,B,7834.782410161692,7903.412831075151,68.6304209134596,0.0,1.0,0.0,0.0,1.0,+A
265,B,A,7903.412831075151,7913.22036816716,9.807537092008715,0.0,0.0,0.0,1.0,1.0,+C
266,A,E,7913.22036816716,7932.829423584191,19.609055417031414,0.0,-1.0,0.0,0.0,1.0,-A
267,E,C,7932.829423584191,7942.641728470212,9.812304886020684,0.0,0.0,0.0,1.0,1.0,+C
268,C,B,7942.641728470212,8011.288969114009,68.64724064379698,0.0,1.0,0.0,0.0,1.0,+A
269,B,A,8011.288969114009,8021.094122681639,9.805153567630441,0.0,0.0,0.0,1.0,1.0,+C
270,A,E,8021.094122681639,8040.699904424341,19.605781742701765,0.0,-1.0,0.0,0.0,1.0,-A
271,E,C,8040.699904424341,8050.508376591972,9.808472167630498,0.0,0.0,0.0,1.0,1.0,+C
272,C,B,8050.508376591972,8119.137957988477,68.62958139650527,0.0,1.0,0.0,0.0,1.0,+A
273,B,A,8119.137957988477,8128.939494404583,9.801536416105591,0.0,0.0,0.0,1.0,1.0,+C
274,A,E,8128.939494404583,8148.552949262948,19.613454858365003,0.0,-1.0,0.0,0.0,1.0,-A
275,E,C,8148.552949262948,8207.394015651069,58.84106638812136,0.0,0.0,0.0,1.0,1.0,+C
276,C,B,8207.394015651069,8227.007946763659,19.613931112589853,0.0,1.0,0.0,0.0,1.0,+A
277,B,A,8227.007946763659,8236.812186945357,9.804240181698333,0.0,0.0,0.0,1.0,1.0,+C
278,A,E,8236.812186945357,8305.448708630698,68.636521685341,0.0,-1.0,0.0,0.0,1.0,-A
279,E,C,8305.448708630698,8315.255323962472,9.806615331774083,0.0,0.0,0.0,1.0,1.0,+C
280,C,B,8315.255323962472,8334.864998566538,19.60967460406573,0.0,1.0,0.0,0.0,1.0,+A
281,B,A,8334.864998566538,8344.680461453303,9.81546288676509,0.0,0.0,0.0,1.0,1.0,+C
282,A,E,8344.680461453303,8413.309128754827,68.62866730152382,0.0,-1.0,0.0,0.0,1.0,-A
283,E,C,8413.309128754827,8423.108897951755,9.799769196928537,0.0,0.0,0.0,1.0,1.0,+C
284,C,B,8423.108897951755,8442.722128417781,19.613230466025925,0.0,1.0,0.0,0.0,1.0,+A
285,B,A,8442.722128417781,8452.523411608276,9.80128319049436,0.0,0.0,0.0,1.0,1.0,+C
286,A,E,8452.523411608276,8521.16572148227,68.64230987399424,0.0,-1.0,0.0,0.0,1.0,-A
287,E,C,8521.16572148227,8530.971202136261,9.805480653991253,0.0,0.0,0.0,1.0,1.0,+C
288,C,B,8530.971202136261,8550.589273969903,19.618071833641807,0.0,1.0,0.0,0.0,1.0,+A
289,B,A,8550.589273969903,8609.419783218287,58.83050924838426,0.0,0.0,0.0,1.0,1.0,+C
290,A,E,8609.419783218287,8629.03828129541,19.61849807712315,0.0,-1.0,0.0,0.0,1.0,-A
291,E,C,8629.03828129541,8638.842430823128,9.804149527717527,0.0,0.0,0.0,1.0,1.0,+C
292,C,B,8638.842430823128,8707.470612191633,68.62818136850547,0.0,1.0,0.0,0.0,1.0,+A
293,B,A,8707.470612191633,8717.269644576367,9.799032384733437,0.0,0.0,0.0,1.0,1.0,+C
294,A,E,8717.269644576367,8736.886777750398,19.61713317403155,0.0,-1.0,0.0,0.0,1.0,-A
295,E,C,8736.886777750398,8746.69504690384,9.80826915344187,0.0,0.0,0.0,1.0,1.0,+C
296,C,B,8746.69504690384,8815.342777273807,68.64773036996667,0.0,1.0,0.0,0.0,1.0,+A
297,B,A,8815.342777273807,8825.147853543627,9.805076269820347,0.0,0.0,0.0,1.0,1.0,+C
298,A,E,8825.147853543627,8844.762859788489,19.615006244861434,0.0,-1.0,0.0,0.0,1.0,-A
299,E,C,8844.762859788489,8854.575004471106,9.812144682617145,0.0,0.0,0.0,1.0,1.0,+C
300,C,B,8854.575004471106,8923.203877097372,68.62887262626646,0.0,1.0,0.0,0.0,1.0,+A
301,B,A,8923.203877097372,8933.009657518356,9.805780420983865,0.0,0.0,0.0,1.0,1.0,+C
302,A,E,8933.009657518356,8952.616167153554,19.606509635197654,0.0,-1.0,0.0,0.0,1.0,-A
303,E,C,8952.616167153554,9011.44998318774,58.833816034186384,0.0,0.0,0.0,1.0,1.0,+C
304,C,B,9011.44998318774,9031.066348171225,19.616364983485255,0.0,1.0,0.0,0.0,1.0,+A
305,B,A,9031.066348171225,9040.869685814625,9.803337643399573,0.0,0.0,0.0,1.0,1.0,+C
306,A,C,9040.869685814625,9119.321087882423,78.45140206779797,0.0,0.0,1.0,0.0,1.0,+B
307,C,B,9119.321087882423,9138.932817769743,19.611729887319598,0.0,1.0,0.0,0.0,1.0,+A
308,B,A,9138.932817769743,9148.737982868855,9.805165099112855,0.0,0.0,0.0,1.0,1.0,+C
309,A,E,9148.737982868855,9217.375223969026,68.63724110017029,0.0,-1.0,0.0,0.0,1.0,-A
310,E,C,9217.375223969026,9227.16998222457,9.794758255544366,0.0,0.0,0.0,1.0,1.0,+C
311,C,B,9227.16998222457,9246.775227894312,19.605245669741635,0.0,1.0,0.0,0.0,1.0,+A
312,B,A,9246.775227894312,9256.576660835673,9.801432941361782,0.0,0.0,0.0,1.0,1.0,+C
313,A,E,9256.576660835673,9325.22143599304,68.6447751573669,0.0,-1.0,0.0,0.0,1.0,-A
314,E,C,9325.22143599304,9335.024529558814,9.803093565773452,0.0,0.0,0.0,1.0,1.0,+C
315,C,B,9335.024529558814,9354.640066319369,19.615536760555187,0.0,1.0,0.0,0.0,1.0,+A
316,B,A,9354.640066319369,9413.469422775706,58.82935645633734,0.0,0.0,0.0,1.0,1.0,+C
317,A,E,9413.469422775706,9433.070245689669,19.600822913962475,0.0,-1.0,0.0,0.0,1.0,-A
318,E,C,9433.070245689669,9442.87492354883,9.80467785916153,0.0,0.0,0.0,1.0,1.0,+C
319,C,A,9442.87492354883,9521.327308327633,78.4523847788023,0.0,0.0,-1.0,0.0,1.0,-B
320,A,E,9521.327308327633,9540.933286409272,19.605978081639478,0.0,-1.0,0.0,0.0,1.0,-A
321,E,C,9540.933286409272,9550.735213632202,9.801927222930317,0.0,0.0,0.0,1.0,1.0,+C
322,C,B,9550.735213632202,9619.383980623435,68.64876699123306,0.0,1.0,0.0,0.0,1.0,+A
323,B,A,9619.383980623435,9629.189874336313,9.80589371287715,0.0,0.0,0.0,1.0,1.0,+C
324,A,E,9629.189874336313,9648.806659442904,19.616785106591124,0.0,-1.0,0.0,0.0,1.0,-A
325,E,C,9648.806659442904,9658.61098543303,9.804325990126017,0.0,0.0,0.0,1.0,1.0,+C
326,C,B,9658.61098543303,9727.236969785148,68.6259843521184,0.0,1.0,0.0,0.0,1.0,+A
327,B,A,9727.236969785148,9737.03817989531,9.801210110161264,0.0,0.0,0.0,1.0,1.0,+C
328,A,E,9737.03817989531,9756.641593457527,19.60341356221761,0.0,-1.0,0.0,0.0,1.0,-A
329,E,C,9756.641593457527,9815.474373935613,58.832780478085624,0.0,0.0,0.0,1.0,1.0,+C
330,C,B,9815.474373935613,9835.090478817025,19.616104881411957,0.0,1.0,0.0,0.0,1.0,+A
331,B,A,9835.090478817025,9844.892800855272,9.80232203824744,0.0,0.0,0.0,1.0,1.0,+C
332,A,C,9844.892800855272,9923.326340422032,78.43353956676037,0.0,0.0,1.0,0.0,1.0,+B
333,C,B,9923.326340422032,9942.936857580564,19.610517158531366,0.0,1.0,0.0,0.0,1.0,+A
334,B,A,9942.936857580564,9952.743578483722,9.806720903157839,0.0,0.0,0.0,1.0,1.0,+C
335,A,E,9952.743578483722,10021.386365987197,68.64278750347512,0.0,-1.0,0.0,0.0,1.0,-A
336,E,C,10021.386365987197,10031.191147967436,9.804781980239568,0.0,0.0,0.0,1.0,1.0,+C
337,C,B,10031.191147967436,10050.800197569788,19.60904960235166,0.0,1.0,0.0,0.0,1.0,+A
338,B,A,10050.800197569788,10060.610132373644,9.809934803855867,0.0,0.0,0.0,1.0,1.0,+C
339,A,E,10060.610132373644,10129.262075846702,68.65194347305805,0.0,-1.0,0.0,0.0,1.0,-A
340,E,C,10129.262075846702,10139.066613706542,9.804537859839911,0.0,0.0,0.0,1.0,1.0,+C
341,C,B,10139.066613706542,10158.680218633403,19.613604926860717,0.0,1.0,0.0,0.0,1.0,+A
342,B,E,10158.680218633403,10237.116953531297,78.43673489789398,0.0,0.0,-1.0,0.0,1.0,-B
343,E,C,10237.116953531297,10246.917819222163,9.800865690865976,0.0,0.0,0.0,1.0,1.0,+C
344,C,B,10246.917819222163,10266.52778851965,19.609969297487623,0.0,1.0,0.0,0.0,1.0,+A
345,B,A,10266.52778851965,10325.360242023373,58.83245350372272,0.0,0.0,0.0,1.0,1.0,+C
346,A,E,10325.360242023373,10344.98161449693,19.62137247355713,0.0,-1.0,0.0,0.0,1.0,-A
347,E,C,10344.98161449693,10354.780123645349,9.798509148418816,0.0,0.0,0.0,1.0,1.0,+C
348,C,B,10354.780123645349,10423.419668918512,68.6395452731631,0.0,1.0,0.0,0.0,1.0,+A
349,B,A,10423.419668918512,10433.225254563002,9.805585644489838,0.0,0.0,0.0,1.0,1.0,+C
350,A,E,10433.225254563002,10452.841460594309,19.61620603130723,0.0,-1.0,0.0,0.0,1.0,-A
351,E,C,10452.841460594309,10462.648473433463,9.807012839153685,0.0,0.0,0.0,1.0,1.0,+C
352,C,B,10462.648473433463,10531.302700533886,68.65422710042367,0.0,1.0,0.0,0.0,1.0,+A
353,B,A,10531.302700533886,10541.10710090506,9.80440037117296,0.0,0.0,0.0,1.0,1.0,+C
354,A,E,10541.10710090506,10560.711339876816,19.604238971756786,0.0,-1.0,0.0,0.0,1.0,-A
355,E,C,10560.711339876816,10570.513025356997,9.801685480180822,0.0,0.0,0.0,1.0,1.0,+C
356,C,B,10570.513025356997,10639.15368244348,68.64065708648377,0.0,1.0,0.0,0.0,1.0,+A
357,B,A,10639.15368244348,10648.960332388233,9.80664994475228,0.0,0.0,0.0,1.0,1.0,+C
358,A,E,10648.960332388233,10668.573210282291,19.61287789405833,0.0,-1.0,0.0,0.0,1.0,-A
359,E,C,10668.573210282291,10727.414529572936,58.841319290644606,0.0,0.0,0.0,1.0,1.0,+C
360,C,B,10727.414529572936,10747.018951307029,19.604421734093194,0.0,1.0,0.0,0.0,1.0,+A
361,B,A,10747.018951307029,10756.82689336271,9.807942055680542,0.0,0.0,0.0,1.0,1.0,+C
362,A,E,10756.82689336271,10825.482541293537,68.6556479308274,0.0,-1.0,0.0,0.0,1.0,-A
363,E,C,10825.482541293537,10835.289065354473,9.806524060935772,0.0,0.0,0.0,1.0,1.0,+C
364,C,B,10835.289065354473,10854.902651266468,19.61358591199496,0.0,1.0,0.0,0.0,1.0,+A
365,B,A,10854.902651266468,10864.70632038206,9.803669115592129,0.0,0.0,0.0,1.0,1.0,+C
366,A,E,10864.70632038206,10933.34286387675,68.63654349468925,0.0,-1.0,0.0,0.0,1.0,-A
367,E,C,10933.34286387675,10943.148563496037,9.805699619288134,0.0,0.0,0.0,1.0,1.0,+C
368,C,B,10943.148563496037,10962.764079359536,19.61551586349924,0.0,1.0,0.0,0.0,1.0,+A
369,B,A,10962.764079359536,10972.564068065183,9.799988705646683,0.0,0.0,0.0,1.0,1.0,+C
370,A,E,10972.564068065183,11041.209944289361,68.64587622417821,0.0,-1.0,0.0,0.0,1.0,-A
371,E,C,11041.209944289361,11051.015336590977,9.805392301615939,0.0,0.0,0.0,1.0,1.0,+C
372,C,B,11051.015336590977,11070.628292590225,19.612955999247788,0.0,1.0,0.0,0.0,1.0,+A
373,B,A,11070.628292590225,11129.466913486433,58.83862089620743,0.0,0.0,0.0,1.0,1.0,+C
374,A,E,11129.466913486433,11149.076984505453,19.610071019020324,0.0,-1.0,0.0,0.0,1.0,-A
375,E,C,11149.076984505453,11158.884673811379,9.807689305926033,0.0,0.0,0.0,1.0,1.0,+C
376,C,A,11158.884673811379,11237.327265112694,78.44259130131468,0.0,0.0,-1.0,0.0,1.0,-B
377,A,E,11237.327265112694,11256.935238535789,19.607973423095245,0.0,-1.0,0.0,0.0,1.0,-A
378,E,C,11256.935238535789,11266.745243772033,9.810005236244251,0.0,0.0,0.0,1.0,1.0,+C
379,C,B,11266.745243772033,11335.391942306225,68.64669853419218,0.0,1.0,0.0,0.0,1.0,+A
380,B,A,11335.391942306225,11345.201442793403,9.809500487177502,0.0,0.0,0.0,1.0,1.0,+C
381,A,E,11345.201442793403,11364.813690692245,19.612247898841815,0.0,-1.0,0.0,0.0,1.0,-A
382,E,C,11364.813690692245,11374.62031248583,9.806621793584782,0.0,0.0,0.0,1.0,1.0,+C
383,C,B,11374.62031248583,11443.265246427187,68.64493394135752,0.0,1.0,0.0,0.0,1.0,+A
384,B,A,11443.265246427187,11453.077099086047,9.811852658860516,0.0,0.0,0.0,1.0,1.0,+C
385,A,E,11453.077099086047,11472.685557002878,19.608457916830957,0.0,-1.0,0.0,0.0,1.0,-A
386,E,B,11472.685557002878,11551.121968577278,78.43641157439924,0.0,0.0,1.0,0.0,1.0,+B
387,B,A,11551.121968577278,11560.923419059198,9.801450481920256,0.0,0.0,0.0,1.0,1.0,+C
388,A,E,11560.923419059198,11580.53998283747,19.616563778272393,0.0,-1.0,0.0,0.0,1.0,-A
389,E,C,11580.53998283747,11639.362961868363,58.822979030892384,0.0,0.0,0.0,1.0,1.0,+C
390,C,B,11639.362961868363,11658.977419024175,19.614457155812488,0.0,1.0,0.0,0.0,1.0,+A
391,B,A,11658.977419024175,11668.78067110341,9.80325207923488,0.0,0.0,0.0,1.0,1.0,+C
392,A,E,11668.78067110341,11737.434864027793,68.6541929243831,0.0,-1.0,0.0,0.0,1.0,-A
393,E,C,11737.434864027793,11747.239731419724,9.804867391931111,0.0,0.0,0.0,1.0,1.0,+C
394,C,B,11747.239731419724,11766.843319003048,19.603587583324042,0.0,1.0,0.0,0.0,1.0,+A
395,B,A,11766.843319003048,11776.653007354214,9.809688351166187,0.0,0.0,0.0,1.0,1.0,+C
396,A,E,11776.653007354214,11845.295343331883,68.64233597766906,0.0,-1.0,0.0,0.0,1.0,-A
397,E,C,11845.295343331883,11855.102466964307,9.8071236324231,0.0,0.0,0.0,1.0,1.0,+C
398,C,B,11855.102466964307,11874.708529059277,19.606062094970184,0.0,1.0,0.0,0.0,1.0,+A
399,B,A,11874.708529059277,11884.513846323396,9.805317264119367,0.0,0.0,0.0,1.0,1.0,+C
400,A,E,11884.513846323396,11953.16220466553,68.64835834213409,0.0,-1.0,0.0,0.0,1.0,-A
401,E,C,11953.16220466553,11962.970366718968,9.808162053437627,0.0,0.0,0.0,1.0,1.0,+C
402,C,B,11962.970366718968,11982.577997710963,19.607630991995393,0.0,1.0,0.0,0.0,1.0,+A
403,B,A,11982.577997710963,12041.4165859506,58.83858823963601,0.0,0.0,0.0,1.0,1.0,+C
404,A,E,12041.4165859506,12061.018882722492,19.602296771892725,0.0,-1.0,0.0,0.0,1.0,-A
405,E,C,12061.018882722492,12070.821840073486,9.802957350993893,0.0,0.0,0.0,1.0,1.0,+C
406,C,B,12070.821840073486,12139.461798569819,68.63995849633284,0.0,1.0,0.0,0.0,1.0,+A
407,B,A,12139.461798569819,12149.269185913869,9.807387344049857,0.0,0.0,0.0,1.0,1.0,+C
408,A,E,12149.269185913869,12168.886198044906,19.617012131036972,0.0,-1.0,0.0,0.0,1.0,-A
409,E,C,12168.886198044906,12178.689650795965,9.803452751059012,0.0,0.0,0.0,1.0,1.0,+C
410,C,B,12178.689650795965,12247.318844333477,68.62919353751204,0.0,1.0,0.0,0.0,1.0,+A
411,B,A,12247.318844333477,12257.130054815696,9.811210482219394,0.0,0.0,0.0,1.0,1.0,+C
412,A,E,12257.130054815696,12276.745032660292,19.61497784459607,0.0,-1.0,0.0,0.0,1.0,-A
413,E,C,12276.745032660292,12286.551445316556,9.806412656264001,0.0,0.0,0.0,1.0,1.0,+C
414,C,B,12286.551445316556,12355.194165260398,68.64271994384217,0.0,1.0,0.0,0.0,1.0,+A
415,B,A,12355.194165260398,12365.0009131315,9.806747871101834,0.0,0.0,0.0,1.0,1.0,+C
416,A,E,12365.0009131315,12384.606203592064,19.605290460563992,0.0,-1.0,0.0,0.0,1.0,-A
417,E,C,12384.606203592064,12443.449901993508,58.84369840144427,0.0,0.0,0.0,1.0,1.0,+C
418,C,B,12443.449901993508,12463.054673834022,19.604771840513422,0.0,1.0,0.0,0.0,1.0,+A
419,B,A,12463.054673834022,12472.862360068564,9.807686234542416,0.0,0.0,0.0,1.0,1.0,+C
420,A,C,12472.862360068564,12551.318523155138,78.45616308657372,0.0,0.0,1.0,0.0,1.0,+B
421,C,B,12551.318523155138,12570.926412151895,19.607888996757538,0.0,1.0,0.0,0.0,1.0,+A
422,B,A,12570.926412151895,12580.730941448222,9.804529296327019,0.0,0.0,0.0,1.0,1.0,+C
423,A,E,12580.730941448222,12649.367911933505,68.63697048528229,0.0,-1.0,0.0,0.0,1.0,-A
424,E,C,12649.367911933505,12659.17557220152,9.807660268015752,0.0,0.0,0.0,1.0,1.0,+C
425,C,B,12659.17557220152,12678.785871608996,19.610299407475395,0.0,1.0,0.0,0.0,1.0,+A
426,B,A,12678.785871608996,12688.590222678426,9.804351069429686,0.0,0.0,0.0,1.0,1.0,+C
427,A,E,12688.590222678426,12757.232780599996,68.64255792157019,0.0,-1.0,0.0,0.0,1.0,-A
428,E,C,12757.232780599996,12767.042031207686,9.809250607690046,0.0,0.0,0.0,1.0,1.0,+C
429,C,B,12767.042031207686,12786.652809451285,19.61077824359927,0.0,1.0,0.0,0.0,1.0,+A
430,B,A,12786.652809451285,12845.477749746706,58.824940295420674,0.0,0.0,0.0,1.0,1.0,+C
431,A,E,12845.477749746706,12865.084371897143,19.606622150437033,0.0,-1.0,0.0,0.0,1.0,-A
432,E,C,12865.084371897143,12874.888903739611,9.80453184246835,0.0,0.0,0.0,1.0,1.0,+C
433,C,B,12874.888903739611,12894.509516721922,19.620612982311286,0.0,1.0,0.0,0.0,1.0,+A
434,B,A,12894.509516721922,12953.34993941353,58.84042269160818,0.0,0.0,0.0,1.0,1.0,+C
435,A,E,12953.34993941353,12972.966963066947,19.617023653416254,0.0,-1.0,0.0,0.0,1.0,-A
436,E,C,12972.966963066947,12982.773945754629,9.806982687681739,0.0,0.0,0.0,1.0,1.0,+C
437,C,B,12982.773945754629,13051.423871924933,68.64992617030475,0.0,1.0,0.0,0.0,1.0,+A
438,B,A,13051.423871924933,13061.230692355079,9.806820430145308,0.0,0.0,0.0,1.0,1.0,+C
439,A,E,13061.230692355079,13080.843165184306,19.612472829227045,0.0,-1.0,0.0,0.0,1.0,-A
440,E,C,13080.843165184306,13090.643588793908,9.800423609602149,0.0,0.0,0.0,1.0,1.0,+C
441,C,B,13090.643588793908,13159.295012208237,68.65142341432875,0.0,1.0,0.0,0.0,1.0,+A
442,B,A,13159.295012208237,13169.103849172898,9.808836964661168,0.0,0.0,0.0,1.0,1.0,+C
443,A,E,13169.103849172898,13188.7166652765,19.61281610360311,0.0,-1.0,0.0,0.0,1.0,-A
444,E,C,13188.7166652765,13198.519001805698,9.802336529197419,0.0,0.0,0.0,1.0,1.0,+C
445,C,B,13198.519001805698,13267.147546898597,68.628545092899,0.0,1.0,0.0,0.0,1.0,+A
446,B,A,13267.147546898597,13276.951057197088,9.803510298490437,0.0,0.0,0.0,1.0,1.0,+C
447,A,E,13276.951057197088,13296.563621108433,19.612563911345205,0.0,-1.0,0.0,0.0,1.0,-A
448,E,C,13296.563621108433,13355.392499277446,58.82887816901348,0.0,0.0,0.0,1.0,1.0,+C
449,C,B,13355.392499277446,13374.999482333933,19.60698305648657,0.0,1.0,0.0,0.0,1.0,+A
450,B,A,13374.999482333933,13384.813017837834,9.813535503901221,0.0,0.0,0.0,1.0,1.0,+C
451,A,E,13384.813017837834,13453.448905580895,68.63588774306118,0.0,-1.0,0.0,0.0,1.0,-A
452,E,C,13453.448905580895,13463.254263485542,9.805357904646371,0.0,0.0,0.0,1.0,1.0,+C
453,C,B,13463.254263485542,13482.870231079647,19.615967594105314,0.0,1.0,0.0,0.0,1.0,+A
454,B,A,13482.870231079647,13492.673071865074,9.802840785427179,0.0,0.0,0.0,1.0,1.0,+C
455,A,E,13492.673071865074,13561.317489008266,68.64441714319219,0.0,-1.0,0.0,0.0,1.0,-A
456,E,C,13561.317489008266,13571.122378345448,9.804889337181521,0.0,0.0,0.0,1.0,1.0,+C
457,C,B,13571.122378345448,13590.73429976585,19.611921420402723,0.0,1.0,0.0,0.0,1.0,+A
458,B,A,13590.73429976585,13600.540282317244,9.805982551393754,0.0,0.0,0.0,1.0,1.0,+C
459,A,E,13600.540282317244,13669.168541428038,68.6282591107938,0.0,-1.0,0.0,0.0,1.0,-A
460,E,C,13669.168541428038,13678.973296540342,9.80475511230361,0.0,0.0,0.0,1.0,1.0,+C
461,C,B,13678.973296540342,13698.592162003493,19.61886546315145,0.0,1.0,0.0,0.0,1.0,+A
462,B,A,13698.592162003493,13757.435965026034,58.84380302254067,0.0,0.0,0.0,1.0,1.0,+C
463,A,E,13757.435965026034,13777.051382117188,19.615417091154086,0.0,-1.0,0.0,0.0,1.0,-A
464,E,C,13777.051382117188,13786.857042516784,9.805660399595581,0.0,0.0,0.0,1.0,1.0,+C
465,C,A,13786.857042516784,13865.3089997041,78.45195718731702,0.0,0.0,-1.0,0.0,1.0,-B
466,A,E,13865.3089997041,13884.91967133171,19.610671627609918,0.0,-1.0,0.0,0.0,1.0,-A
467,E,C,13884.91967133171,13894.728401508064,9.808730176353492,0.0,0.0,0.0,1.0,1.0,+C
468,C,B,13894.728401508064,13963.365261747764,68.63686023969967,0.0,1.0,0.0,0.0,1.0,+A
469,B,A,13963.365261747764,13973.173782980233,9.808521232469502,0.0,0.0,0.0,1.0,1.0,+C
470,A,E,13973.173782980233,13992.789736602757,19.615953622524103,0.0,-1.0,0.0,0.0,1.0,-A
471,E,C,13992.789736602757,14002.596243875249,9.806507272491217,0.0,0.0,0.0,1.0,1.0,+C
472,C,B,14002.596243875249,14071.243402842425,68.64715896717644,0.0,1.0,0.0,0.0,1.0,+A
473,B,A,14071.243402842425,14081.05646831871,9.813065476284464,0.0,0.0,0.0,1.0,1.0,+C
474,A,E,14081.05646831871,14100.671347911373,19.614879592663783,0.0,-1.0,0.0,0.0,1.0,-A
475,E,C,14100.671347911373,14159.498913090203,58.8275651788299,0.0,0.0,0.0,1.0,1.0,+C
476,C,B,14159.498913090203,14179.107024743711,19.608111653507876,0.0,1.0,0.0,0.0,1.0,+A
477,B,A,14179.107024743711,14188.914071492194,9.807046748483117,0.0,0.0,0.0,1.0,1.0,+C
478,A,E,14188.914071492194,14208.527897200003,19.613825707809156,0.0,-1.0,0.0,0.0,1.0,-A
479,E,C,14208.527897200003,14267.378221937364,58.85032473736101,0.0,0.0,0.0,1.0,1.0,+C
480,C,B,14267.378221937364,14286.989729852232,19.611507914867616,0.0,1.0,0.0,0.0,1.0,+A
481,B,A,14286.989729852232,14296.794402281048,9.804672428816048,0.0,0.0,0.0,1.0,1.0,+C
482,A,E,14296.794402281048,14365.435551464772,68.64114918372434,0.0,-1.0,0.0,0.0,1.0,-A
483,E,C,14365.435551464772,14375.242502901881,9.806951437109092,0.0,0.0,0.0,1.0,1.0,+C
484,C,B,14375.242502901881,14394.855179583199,19.61267668131768,0.0,1.0,0.0,0.0,1.0,+A
485,B,A,14394.855179583199,14404.666659321001,9.811479737802074,0.0,0.0,0.0,1.0,1.0,+C
486,A,E,14404.666659321001,14473.31601336585,68.64935404484822,0.0,-1.0,0.0,0.0,1.0,-A
487,E,C,14473.31601336585,14483.128232080124,9.812218714274422,0.0,0.0,0.0,1.0,1.0,+C
488,C,B,14483.128232080124,14502.741304002528,19.613071922403833,0.0,1.0,0.0,0.0,1.0,+A
489,B,A,14502.741304002528,14512.552520760195,9.811216757667353,0.0,0.0,0.0,1.0,1.0,+C
490,A,E,14512.552520760195,14581.192866738826,68.64034597863065,0.0,-1.0,0.0,0.0,1.0,-A
491,E,C,14581.192866738826,14591.00371303199,9.810846293165014,0.0,0.0,0.0,1.0,1.0,+C
492,C,B,14591.00371303199,14610.61582913918,19.61211610718965,0.0,1.0,0.0,0.0,1.0,+A
493,B,A,14610.61582913918,14669.453921184033,58.8380920448526,0.0,0.0,0.0,1.0,1.0,+C
494,A,E,14669.453921184033,14689.060369320703,19.606448136670224,0.0,-1.0,0.0,0.0,1.0,-A
495,E,C,14689.060369320703,14698.86787460905,9.807505288346874,0.0,0.0,0.0,1.0,1.0,+C
496,C,A,14698.86787460905,14777.315567756634,78.44769314758378,0.0,0.0,-1.0,0.0,1.0,-B
497,A,E,14777.315567756634,14796.926029661363,19.610461904729164,0.0,-1.0,0.0,0.0,1.0,-A
498,E,C,14796.926029661363,14806.727995640682,9.801965979318993,0.0,0.0,0.0,1.0,1.0,+C
499,C,B,14806.727995640682,14875.357031440422,68.62903579974045,0.0,1.0,0.0,0.0,1.0,+A
500,B,A,14875.357031440422,14885.164778506773,9.807747066350203,0.0,0.0,0.0,1.0,1.0,+C
501,A,E,14885.164778506773,14904.778815216785,19.614036710012442,0.0,-1.0,0.0,0.0,1.0,-A
502,E,C,14904.778815216785,14914.583555186322,9.804739969536968,0.0,0.0,0.0,1.0,1.0,+C
503,C,B,14914.583555186322,14983.22181573544,68.63826054911806,0.0,1.0,0.0,0.0,1.0,+A
504,B,A,14983.22181573544,14993.02173533299,9.799919597549888,0.0,0.0,0.0,1.0,1.0,+C
505,A,E,14993.02173533299,15012.634224278161,19.612488945171208,0.0,-1.0,0.0,0.0,1.0,-A
506,E,C,15012.634224278161,15071.470928180444,58.83670390228326,0.0,0.0,0.0,1.0,1.0,+C
507,C,B,15071.470928180444,15091.08407056172,19.613142381274884,0.0,1.0,0.0,0.0,1.0,+A
508,B,A,15091.08407056172,15100.89086248552,9.80679192380012,0.0,0.0,0.0,1.0,1.0,+C
509,A,C,15100.89086248552,15179.328807883907,78.43794539838746,0.0,0.0,1.0,0.0,1.0,+B
510,C,B,15179.328807883907,15198.935528982951,19.60672109904408,0.0,1.0,0.0,0.0,1.0,+A
511,B,A,15198.935528982951,15208.745413571223,9.809884588272325,0.0,0.0,0.0,1.0,1.0,+C
512,A,E,15208.745413571223,15277.393723809268,68.64831023804436,0.0,-1.0,0.0,0.0,1.0,-A
513,E,C,15277.393723809268,15287.201275821764,9.807552012496672,0.0,0.0,0.0,1.0,1.0,+C
514,C,B,15287.201275821764,15306.814765342891,19.61348952112712,0.0,1.0,0.0,0.0,1.0,+A
515,B,A,15306.814765342891,15316.614671456051,9.799906113159523,0.0,0.0,0.0,1.0,1.0,+C
