n,e,a,b,c,abc_state,t_abc
29683225,13,5,19,11,5·5 | 19·19 | 11·23,1045
29683225,13,5,19,23,5·5 | 19·19 | 11·23,2185
29683225,13,5,19,11,5·5 | 19·19 | 11·23,1045
29683225,13,5,19,23,5·5 | 19·19 | 11·23,2185
29683225,13,5,19,11,5·5 | 19·19 | 11·23,1045
29683225,13,5,19,23,5·5 | 19·19 | 11·23,2185
30062725,97,5,7,11,5·5 | 7·7 | 11·23,385
30062725,97,5,7,23,5·5 | 7·7 | 11·23,805
30062725,97,5,7,11,5·5 | 7·7 | 11·23,385
30062725,97,5,7,23,5·5 | 7·7 | 11·23,805
30062725,97,5,7,11,5·5 | 7·7 | 11·23,385
30062725,97,5,7,23,5·5 | 7·7 | 11·23,805
30062725,97,5,7,11,5·5 | 7·7 | 11·23,385
30062725,97,5,7,23,5·5 | 7·7 | 11·23,805
30335305,13,5,7,11,5·29 | 7·19 | 11·11,385
30335305,13,5,7,11,5·29 | 7·19 | 11·11,385
30335305,13,5,19,11,5·29 | 7·19 | 11·11,1045
30335305,13,5,19,11,5·29 | 7·19 | 11·11,1045
30335305,13,29,7,11,5·29 | 7·19 | 11·11,2233
30335305,13,29,7,11,5·29 | 7·19 | 11·11,2233
30335305,13,29,19,11,5·29 | 7·19 | 11·11,6061
30335305,13,29,19,11,5·29 | 7·19 | 11·11,6061
30400825,13,5,7,23,5·5 | 7·7 | 23·83,805
30400825,13,5,7,83,5·5 | 7·7 | 23·83,2905
30400825,13,5,7,23,5·5 | 7·7 | 23·83,805
30400825,13,5,7,83,5·5 | 7·7 | 23·83,2905
30400825,13,5,7,23,5·5 | 7·7 | 23·83,805
30400825,13,5,7,83,5·5 | 7·7 | 23·83,2905
30400825,13,5,7,23,5·5 | 7·7 | 23·83,805
30400825,13,5,7,83,5·5 | 7·7 | 23·83,2905
30741865,61,5,7,11,5·17 | 7·7 | 11·11,385
30741865,61,5,7,11,5·17 | 7·7 | 11·11,385
30741865,61,5,7,11,5·17 | 7·7 | 11·11,385
30741865,61,5,7,11,5·17 | 7·7 | 11·11,385
30741865,61,17,7,11,5·17 | 7·7 | 11·11,1309
30741865,61,17,7,11,5·17 | 7·7 | 11·11,1309
30741865,61,17,7,11,5·17 | 7·7 | 11·11,1309
30741865,61,17,7,11,5·17 | 7·7 | 11·11,1309
31125325,37,5,7,11,5·5 | 7·19 | 11·23,385
31125325,37,5,7,23,5·5 | 7·19 | 11·23,805
31125325,37,5,19,11,5·5 | 7·19 | 11·23,1045
31125325,37,5,19,23,5·5 | 7·19 | 11·23,2185
31125325,37,5,7,11,5·5 | 7·19 | 11·23,385
31125325,37,5,7,23,5·5 | 7·19 | 11·23,805
31125325,37,5,19,11,5·5 | 7·19 | 11·23,1045
31125325,37,5,19,23,5·5 | 7·19 | 11·23,2185
31356325,13,5,7,11,5·5 | 7·7 | 11·179,385
31356325,13,5,7,179,5·5 | 7·7 | 11·179,6265
31356325,13,5,7,11,5·5 | 7·7 | 11·179,385
31356325,13,5,7,179,5·5 | 7·7 | 11·179,6265
31356325,13,5,7,11,5·5 | 7·7 | 11·179,385
31356325,13,5,7,179,5·5 | 7·7 | 11·179,6265
31356325,13,5,7,11,5·5 | 7·7 | 11·179,385
31356325,13,5,7,179,5·5 | 7·7 | 11·179,6265
31809085,37,5,7,11,5·29 | 7·7 | 11·11,385
31809085,37,5,7,11,5·29 | 7·7 | 11·11,385
31809085,37,5,7,11,5·29 | 7·7 | 11·11,385
31809085,37,5,7,11,5·29 | 7·7 | 11·11,385
31809085,37,29,7,11,5·29 | 7·7 | 11·11,2233
31809085,37,29,7,11,5·29 | 7·7 | 11·11,2233
31809085,37,29,7,11,5·29 | 7·7 | 11·11,2233
31809085,37,29,7,11,5·29 | 7·7 | 11·11,2233
32128525,13,5,19,11,5·5 | 19·43 | 11·11,1045
32128525,13,5,19,11,5·5 | 19·43 | 11·11,1045
32128525,13,5,43,11,5·5 | 19·43 | 11·11,2365
32128525,13,5,43,11,5·5 | 19·43 | 11·11,2365
32128525,13,5,19,11,5·5 | 19·43 | 11·11,1045
32128525,13,5,19,11,5·5 | 19·43 | 11·11,1045
32128525,13,5,43,11,5·5 | 19·43 | 11·11,2365
32128525,13,5,43,11,5·5 | 19·43 | 11·11,2365
33038005,13,5,7,11,5·41 | 7·7 | 11·23,385
33038005,13,5,7,23,5·41 | 7·7 | 11·23,805
33038005,13,5,7,11,5·41 | 7·7 | 11·23,385
33038005,13,5,7,23,5·41 | 7·7 | 11·23,805
33038005,13,41,7,11,5·41 | 7·7 | 11·23,3157
33038005,13,41,7,23,5·41 | 7·7 | 11·23,6601
33038005,13,41,7,11,5·41 | 7·7 | 11·23,3157
33038005,13,41,7,23,5·41 | 7·7 | 11·23,6601
33458425,13,5,7,11,5·5 | 7·7 | 11·191,385
33458425,13,5,7,191,5·5 | 7·7 | 11·191,6685
33458425,13,5,7,11,5·5 | 7·7 | 11·191,385
33458425,13,5,7,191,5·5 | 7·7 | 11·191,6685
33458425,13,5,7,11,5·5 | 7·7 | 11·191,385
33458425,13,5,7,191,5·5 | 7·7 | 11·191,6685
33458425,13,5,7,11,5·5 | 7·7 | 11·191,385
33458425,13,5,7,191,5·5 | 7·7 | 11·191,6685
33689425,37,5,7,11,5·5 | 7·43 | 11·11,385
33689425,37,5,7,11,5·5 | 7·43 | 11·11,385
33689425,37,5,43,11,5·5 | 7·43 | 11·11,2365
33689425,37,5,43,11,5·5 | 7·43 | 11·11,2365
33689425,37,5,7,11,5·5 | 7·43 | 11·11,385
33689425,37,5,7,11,5·5 | 7·43 | 11·11,385
33689425,37,5,43,11,5·5 | 7·43 | 11·11,2365
33689425,37,5,43,11,5·5 | 7·43 | 11·11,2365
33758725,13,5,7,11,5·5 | 7·19 | 11·71,385
33758725,13,5,7,71,5·5 | 7·19 | 11·71,2485
33758725,13,5,19,11,5·5 | 7·19 | 11·71,1045
33758725,13,5,19,71,5·5 | 7·19 | 11·71,6745
33758725,13,5,7,11,5·5 | 7·19 | 11·71,385
33758725,13,5,7,71,5·5 | 7·19 | 11·71,2485
33758725,13,5,19,11,5·5 | 7·19 | 11·71,1045
33758725,13,5,19,71,5·5 | 7·19 | 11·71,6745
33781825,109,5,7,11,5·5 | 7·7 | 11·23,385
33781825,109,5,7,23,5·5 | 7·7 | 11·23,805
33781825,109,5,7,11,5·5 | 7·7 | 11·23,385
33781825,109,5,7,23,5·5 | 7·7 | 11·23,805
33781825,109,5,7,11,5·5 | 7·7 | 11·23,385
33781825,109,5,7,23,5·5 | 7·7 | 11·23,805
33781825,109,5,7,11,5·5 | 7·7 | 11·23,385
33781825,109,5,7,23,5·5 | 7·7 | 11·23,805
33943525,229,5,7,11,5·5 | 7·7 | 11·11,385
33943525,229,5,7,11,5·5 | 7·7 | 11·11,385
33943525,229,5,7,11,5·5 | 7·7 | 11·11,385
33943525,229,5,7,11,5·5 | 7·7 | 11·11,385
33943525,229,5,7,11,5·5 | 7·7 | 11·11,385
33943525,229,5,7,11,5·5 | 7·7 | 11·11,385
33943525,229,5,7,11,5·5 | 7·7 | 11·11,385
33943525,229,5,7,11,5·5 | 7·7 | 11·11,385
34299265,13,5,7,11,5·89 | 7·7 | 11·11,385
34299265,13,5,7,11,5·89 | 7·7 | 11·11,385
34299265,13,5,7,11,5·89 | 7·7 | 11·11,385
34299265,13,5,7,11,5·89 | 7·7 | 11·11,385
34299265,13,89,7,11,5·89 | 7·7 | 11·11,6853
34299265,13,89,7,11,5·89 | 7·7 | 11·11,6853
34299265,13,89,7,11,5·89 | 7·7 | 11·11,6853
34299265,13,89,7,11,5·89 | 7·7 | 11·11,6853
34959925,13,5,7,11,5·5 | 7·127 | 11·11,385
34959925,13,5,7,11,5·5 | 7·127 | 11·11,385
34959925,13,5,127,11,5·5 | 7·127 | 11·11,6985
34959925,13,5,127,11,5·5 | 7·127 | 11·11,6985
34959925,13,5,7,11,5·5 | 7·127 | 11·11,385
34959925,13,5,7,11,5·5 | 7·127 | 11·11,385
34959925,13,5,127,11,5·5 | 7·127 | 11·11,6985
34959925,13,5,127,11,5·5 | 7·127 | 11·11,6985
35140105,13,5,7,11,5·17 | 7·7 | 11·59,385
35140105,13,5,7,59,5·17 | 7·7 | 11·59,2065
35140105,13,5,7,11,5·17 | 7·7 | 11·59,385
35140105,13,5,7,59,5·17 | 7·7 | 11·59,2065
35140105,13,17,7,11,5·17 | 7·7 | 11·59,1309
35140105,13,17,7,59,5·17 | 7·7 | 11·59,7021
35140105,13,17,7,11,5·17 | 7·7 | 11·59,1309
35140105,13,17,7,59,5·17 | 7·7 | 11·59,7021
35178325,13,5,7,47,5·5 | 7·7 | 47·47,1645
35178325,13,5,7,47,5·5 | 7·7 | 47·47,1645
35178325,13,5,7,47,5·5 | 7·7 | 47·47,1645
35178325,13,5,7,47,5·5 | 7·7 | 47·47,1645
35178325,13,5,7,47,5·5 | 7·7 | 47·47,1645
35178325,13,5,7,47,5·5 | 7·7 | 47·47,1645
35178325,13,5,7,47,5·5 | 7·7 | 47·47,1645
35178325,13,5,7,47,5·5 | 7·7 | 47·47,1645
35398825,37,5,7,11,5·5 | 7·7 | 11·71,385
35398825,37,5,7,71,5·5 | 7·7 | 11·71,2485
35398825,37,5,7,11,5·5 | 7·7 | 11·71,385
35398825,37,5,7,71,5·5 | 7·7 | 11·71,2485
35398825,37,5,7,11,5·5 | 7·7 | 11·71,385
35398825,37,5,7,71,5·5 | 7·7 | 11·71,2485
35398825,37,5,7,11,5·5 | 7·7 | 11·71,385
35398825,37,5,7,71,5·5 | 7·7 | 11·71,2485
35722225,241,5,7,11,5·5 | 7·7 | 11·11,385
35722225,241,5,7,11,5·5 | 7·7 | 11·11,385
35722225,241,5,7,11,5·5 | 7·7 | 11·11,385
35722225,241,5,7,11,5·5 | 7·7 | 11·11,385
35722225,241,5,7,11,5·5 | 7·7 | 11·11,385
35722225,241,5,7,11,5·5 | 7·7 | 11·11,385
35722225,241,5,7,11,5·5 | 7·7 | 11·11,385
35722225,241,5,7,11,5·5 | 7·7 | 11·11,385
36461425,13,5,7,11,5·5 | 7·31 | 11·47,385
36461425,13,5,7,47,5·5 | 7·31 | 11·47,1645
36461425,13,5,31,11,5·5 | 7·31 | 11·47,1705
36461425,13,5,31,47,5·5 | 7·31 | 11·47,7285
36461425,13,5,7,11,5·5 | 7·31 | 11·47,385
36461425,13,5,7,47,5·5 | 7·31 | 11·47,1645
36461425,13,5,31,11,5·5 | 7·31 | 11·47,1705
36461425,13,5,31,47,5·5 | 7·31 | 11·47,7285
36789445,73,5,7,11,5·17 | 7·7 | 11·11,385
36789445,73,5,7,11,5·17 | 7·7 | 11·11,385
36789445,73,5,7,11,5·17 | 7·7 | 11·11,385
36789445,73,5,7,11,5·17 | 7·7 | 11·11,385
36789445,73,17,7,11,5·17 | 7·7 | 11·11,1309
36789445,73,17,7,11,5·17 | 7·7 | 11·11,1309
36789445,73,17,7,11,5·17 | 7·7 | 11·11,1309
36789445,73,17,7,11,5·17 | 7·7 | 11·11,1309
37182145,13,5,7,11,5·17 | 7·19 | 11·23,385
37182145,13,5,7,23,5·17 | 7·19 | 11·23,805
37182145,13,5,19,11,5·17 | 7·19 | 11·23,1045
37182145,13,5,19,23,5·17 | 7·19 | 11·23,2185
37182145,13,17,7,11,5·17 | 7·19 | 11·23,1309
37182145,13,17,7,23,5·17 | 7·19 | 11·23,2737
37182145,13,17,19,11,5·17 | 7·19 | 11·23,3553
37182145,13,17,19,23,5·17 | 7·19 | 11·23,7429
37307725,13,5,7,23,5·5 | 7·31 | 23·23,805
37307725,13,5,7,23,5·5 | 7·31 | 23·23,805
37307725,13,5,31,23,5·5 | 7·31 | 23·23,3565
37307725,13,5,31,23,5·5 | 7·31 | 23·23,3565
37307725,13,5,7,23,5·5 | 7·31 | 23·23,805
37307725,13,5,7,23,5·5 | 7·31 | 23·23,805
37307725,13,5,31,23,5·5 | 7·31 | 23·23,3565
37307725,13,5,31,23,5·5 | 7·31 | 23·23,3565
37791325,13,5,31,11,5·5 | 31·31 | 11·11,1705
37791325,13,5,31,11,5·5 | 31·31 | 11·11,1705
37791325,13,5,31,11,5·5 | 31·31 | 11·11,1705
37791325,13,5,31,11,5·5 | 31·31 | 11·11,1705
37791325,13,5,31,11,5·5 | 31·31 | 11·11,1705
37791325,13,5,31,11,5·5 | 31·31 | 11·11,1705
37791325,13,5,31,11,5·5 | 31·31 | 11·11,1705
37791325,13,5,31,11,5·5 | 31·31 | 11·11,1705
37998961,13,17,7,11,17·29 | 7·7 | 11·11,1309
37998961,13,17,7,11,17·29 | 7·7 | 11·11,1309
37998961,13,17,7,11,17·29 | 7·7 | 11·11,1309
37998961,13,17,7,11,17·29 | 7·7 | 11·11,1309
37998961,13,29,7,11,17·29 | 7·7 | 11·11,2233
37998961,13,29,7,11,17·29 | 7·7 | 11·11,2233
37998961,13,29,7,11,17·29 | 7·7 | 11·11,2233
37998961,13,29,7,11,17·29 | 7·7 | 11·11,2233
38263225,13,5,7,11,5·5 | 7·139 | 11·11,385
38263225,13,5,7,11,5·5 | 7·139 | 11·11,385
38263225,13,5,139,11,5·5 | 7·139 | 11·11,7645
38263225,13,5,139,11,5·5 | 7·139 | 11·11,7645
38263225,13,5,7,11,5·5 | 7·139 | 11·11,385
38263225,13,5,7,11,5·5 | 7·139 | 11·11,385
38263225,13,5,139,11,5·5 | 7·139 | 11·11,7645
38263225,13,5,139,11,5·5 | 7·139 | 11·11,7645
38563525,13,5,7,11,5·5 | 7·67 | 11·23,385
38563525,13,5,7,23,5·5 | 7·67 | 11·23,805
38563525,13,5,67,11,5·5 | 7·67 | 11·23,3685
38563525,13,5,67,23,5·5 | 7·67 | 11·23,7705
38563525,13,5,7,11,5·5 | 7·67 | 11·23,385
38563525,13,5,7,23,5·5 | 7·67 | 11·23,805
38563525,13,5,67,11,5·5 | 7·67 | 11·23,3685
38563525,13,5,67,23,5·5 | 7·67 | 11·23,7705
38632825,61,5,7,11,5·5 | 7·7 | 11·47,385
38632825,61,5,7,47,5·5 | 7·7 | 11·47,1645
38632825,61,5,7,11,5·5 | 7·7 | 11·47,385
38632825,61,5,7,47,5·5 | 7·7 | 11·47,1645
38632825,61,5,7,11,5·5 | 7·7 | 11·47,385
38632825,61,5,7,47,5·5 | 7·7 | 11·47,1645
38632825,61,5,7,11,5·5 | 7·7 | 11·47,385
38632825,61,5,7,47,5·5 | 7·7 | 11·47,1645
38923885,13,5,7,11,5·101 | 7·7 | 11·11,385
38923885,13,5,7,11,5·101 | 7·7 | 11·11,385
38923885,13,5,7,11,5·101 | 7·7 | 11·11,385
38923885,13,5,7,11,5·101 | 7·7 | 11·11,385
38923885,13,101,7,11,5·101 | 7·7 | 11·11,7777
38923885,13,101,7,11,5·101 | 7·7 | 11·11,7777
38923885,13,101,7,11,5·101 | 7·7 | 11·11,7777
38923885,13,101,7,11,5·101 | 7·7 | 11·11,7777
38988565,37,5,7,11,5·17 | 7·7 | 11·23,385
38988565,37,5,7,23,5·17 | 7·7 | 11·23,805
38988565,37,5,7,11,5·17 | 7·7 | 11·23,385
38988565,37,5,7,23,5·17 | 7·7 | 11·23,805
38988565,37,17,7,11,5·17 | 7·7 | 11·23,1309
38988565,37,17,7,23,5·17 | 7·7 | 11·23,2737
38988565,37,17,7,11,5·17 | 7·7 | 11·23,1309
38988565,37,17,7,23,5·17 | 7·7 | 11·23,2737
39025525,97,5,7,11,5·5 | 7·19 | 11·11,385
39025525,97,5,7,11,5·5 | 7·19 | 11·11,385
39025525,97,5,19,11,5·5 | 7·19 | 11·11,1045
39025525,97,5,19,11,5·5 | 7·19 | 11·11,1045
39025525,97,5,7,11,5·5 | 7·19 | 11·11,385
39025525,97,5,7,11,5·5 | 7·19 | 11·11,385
39025525,97,5,19,11,5·5 | 7·19 | 11·11,1045
39025525,97,5,19,11,5·5 | 7·19 | 11·11,1045
39191425,13,5,7,23,5·5 | 7·7 | 23·107,805
39191425,13,5,7,107,5·5 | 7·7 | 23·107,3745
39191425,13,5,7,23,5·5 | 7·7 | 23·107,805
39191425,13,5,7,107,5·5 | 7·7 | 23·107,3745
39191425,13,5,7,23,5·5 | 7·7 | 23·107,805
39191425,13,5,7,107,5·5 | 7·7 | 23·107,3745
39191425,13,5,7,23,5·5 | 7·7 | 23·107,805
39191425,13,5,7,107,5·5 | 7·7 | 23·107,3745
39464425,13,5,7,11,5·5 | 7·19 | 11·83,385
39464425,13,5,7,83,5·5 | 7·19 | 11·83,2905
39464425,13,5,19,11,5·5 | 7·19 | 11·83,1045
39464425,13,5,19,83,5·5 | 7·19 | 11·83,7885
39464425,13,5,7,11,5·5 | 7·19 | 11·83,385
39464425,13,5,7,83,5·5 | 7·19 | 11·83,2905
39464425,13,5,19,11,5·5 | 7·19 | 11·83,1045
39464425,13,5,19,83,5·5 | 7·19 | 11·83,7885
39529525,61,5,7,23,5·5 | 7·7 | 23·23,805
39529525,61,5,7,23,5·5 | 7·7 | 23·23,805
39529525,61,5,7,23,5·5 | 7·7 | 23·23,805
39529525,61,5,7,23,5·5 | 7·7 | 23·23,805
39529525,61,5,7,23,5·5 | 7·7 | 23·23,805
39529525,61,5,7,23,5·5 | 7·7 | 23·23,805
39529525,61,5,7,23,5·5 | 7·7 | 23·23,805
39529525,61,5,7,23,5·5 | 7·7 | 23·23,805
39764725,13,5,7,11,5·5 | 7·7 | 11·227,385
39764725,13,5,7,227,5·5 | 7·7 | 11·227,7945
39764725,13,5,7,11,5·5 | 7·7 | 11·227,385
39764725,13,5,7,227,5·5 | 7·7 | 11·227,7945
39764725,13,5,7,11,5·5 | 7·7 | 11·227,385
39764725,13,5,7,227,5·5 | 7·7 | 11·227,7945
39764725,13,5,7,11,5·5 | 7·7 | 11·227,385
39764725,13,5,7,227,5·5 | 7·7 | 11·227,7945
40041925,61,5,7,11,5·5 | 7·31 | 11·11,385
40041925,61,5,7,11,5·5 | 7·31 | 11·11,385
40041925,61,5,31,11,5·5 | 7·31 | 11·11,1705
40041925,61,5,31,11,5·5 | 7·31 | 11·11,1705
40041925,61,5,7,11,5·5 | 7·31 | 11·11,385
40041925,61,5,7,11,5·5 | 7·31 | 11·11,385
40041925,61,5,31,11,5·5 | 7·31 | 11·11,1705
40041925,61,5,31,11,5·5 | 7·31 | 11·11,1705
40245205,13,5,7,11,5·17 | 7·43 | 11·11,385
40245205,13,5,7,11,5·17 | 7·43 | 11·11,385
40245205,13,5,43,11,5·17 | 7·43 | 11·11,2365
40245205,13,5,43,11,5·17 | 7·43 | 11·11,2365
40245205,13,17,7,11,5·17 | 7·43 | 11·11,1309
40245205,13,17,7,11,5·17 | 7·43 | 11·11,1309
40245205,13,17,43,11,5·17 | 7·43 | 11·11,8041
40245205,13,17,43,11,5·17 | 7·43 | 11·11,8041
40404925,37,5,19,11,5·5 | 19·19 | 11·11,1045
40404925,37,5,19,11,5·5 | 19·19 | 11·11,1045
40404925,37,5,19,11,5·5 | 19·19 | 11·11,1045
40404925,37,5,19,11,5·5 | 19·19 | 11·11,1045
40404925,37,5,19,11,5·5 | 19·19 | 11·11,1045
40404925,37,5,19,11,5·5 | 19·19 | 11·11,1045
40404925,37,5,19,11,5·5 | 19·19 | 11·11,1045
40404925,37,5,19,11,5·5 | 19·19 | 11·11,1045
41058325,277,5,7,11,5·5 | 7·7 | 11·11,385
41058325,277,5,7,11,5·5 | 7·7 | 11·11,385
41058325,277,5,7,11,5·5 | 7·7 | 11·11,385
41058325,277,5,7,11,5·5 | 7·7 | 11·11,385
41058325,277,5,7,11,5·5 | 7·7 | 11·11,385
41058325,277,5,7,11,5·5 | 7·7 | 11·11,385
41058325,277,5,7,11,5·5 | 7·7 | 11·11,385
41058325,277,5,7,11,5·5 | 7·7 | 11·11,385
41381725,37,5,7,11,5·5 | 7·7 | 11·83,385
41381725,37,5,7,83,5·5 | 7·7 | 11·83,2905
41381725,37,5,7,11,5·5 | 7·7 | 11·83,385
41381725,37,5,7,83,5·5 | 7·7 | 11·83,2905
41381725,37,5,7,11,5·5 | 7·7 | 11·83,385
41381725,37,5,7,83,5·5 | 7·7 | 11·83,2905
41381725,37,5,7,11,5·5 | 7·7 | 11·83,385
41381725,37,5,7,83,5·5 | 7·7 | 11·83,2905
41566525,13,5,7,11,5·5 | 7·151 | 11·11,385
41566525,13,5,7,11,5·5 | 7·151 | 11·11,385
41566525,13,5,151,11,5·5 | 7·151 | 11·11,8305
41566525,13,5,151,11,5·5 | 7·151 | 11·11,8305
41566525,13,5,7,11,5·5 | 7·151 | 11·11,385
41566525,13,5,7,11,5·5 | 7·151 | 11·11,385
41566525,13,5,151,11,5·5 | 7·151 | 11·11,8305
41566525,13,5,151,11,5·5 | 7·151 | 11·11,8305
41866825,13,5,7,11,5·5 | 7·7 | 11·239,385
41866825,13,5,7,239,5·5 | 7·7 | 11·239,8365
41866825,13,5,7,11,5·5 | 7·7 | 11·239,385
41866825,13,5,7,239,5·5 | 7·7 | 11·239,8365
41866825,13,5,7,11,5·5 | 7·7 | 11·239,385
41866825,13,5,7,239,5·5 | 7·7 | 11·239,8365
41866825,13,5,7,11,5·5 | 7·7 | 11·239,385
41866825,13,5,7,239,5·5 | 7·7 | 11·239,8365
42287245,13,5,7,11,5·17 | 7·7 | 11·71,385
42287245,13,5,7,71,5·17 | 7·7 | 11·71,2485
42287245,13,5,7,11,5·17 | 7·7 | 11·71,385
42287245,13,5,7,71,5·17 | 7·7 | 11·71,2485
42287245,13,17,7,11,5·17 | 7·7 | 11·71,1309
42287245,13,17,7,71,5·17 | 7·7 | 11·71,8449
42287245,13,17,7,11,5·17 | 7·7 | 11·71,1309
42287245,13,17,7,71,5·17 | 7·7 | 11·71,8449
42707665,13,5,7,11,5·53 | 7·7 | 11·23,385
42707665,13,5,7,23,5·53 | 7·7 | 11·23,805
42707665,13,5,7,11,5·53 | 7·7 | 11·23,385
42707665,13,5,7,23,5·53 | 7·7 | 11·23,805
42707665,13,53,7,11,5·53 | 7·7 | 11·23,4081
42707665,13,53,7,23,5·53 | 7·7 | 11·23,8533
42707665,13,53,7,11,5·53 | 7·7 | 11·23,4081
42707665,13,53,7,23,5·53 | 7·7 | 11·23,8533
42887845,13,5,7,11,5·41 | 7·19 | 11·11,385
42887845,13,5,7,11,5·41 | 7·19 | 11·11,385
42887845,13,5,19,11,5·41 | 7·19 | 11·11,1045
42887845,13,5,19,11,5·41 | 7·19 | 11·11,1045
42887845,13,41,7,11,5·41 | 7·19 | 11·11,3157
42887845,13,41,7,11,5·41 | 7·19 | 11·11,3157
42887845,13,41,19,11,5·41 | 7·19 | 11·11,8569
42887845,13,41,19,11,5·41 | 7·19 | 11·11,8569
43548505,13,5,7,11,5·113 | 7·7 | 11·11,385
43548505,13,5,7,11,5·113 | 7·7 | 11·11,385
43548505,13,5,7,11,5·113 | 7·7 | 11·11,385
43548505,13,5,7,11,5·113 | 7·7 | 11·11,385
43548505,13,113,7,11,5·113 | 7·7 | 11·11,8701
43548505,13,113,7,11,5·113 | 7·7 | 11·11,8701
43548505,13,113,7,11,5·113 | 7·7 | 11·11,8701
43548505,13,113,7,11,5·113 | 7·7 | 11·11,8701
43853425,109,5,7,11,5·5 | 7·19 | 11·11,385
43853425,109,5,7,11,5·5 | 7·19 | 11·11,385
43853425,109,5,19,11,5·5 | 7·19 | 11·11,1045
43853425,109,5,19,11,5·5 | 7·19 | 11·11,1045
43853425,109,5,7,11,5·5 | 7·19 | 11·11,385
43853425,109,5,7,11,5·5 | 7·19 | 11·11,385
43853425,109,5,19,11,5·5 | 7·19 | 11·11,1045
43853425,109,5,19,11,5·5 | 7·19 | 11·11,1045
43968925,13,5,7,11,5·5 | 7·7 | 11·251,385
43968925,13,5,7,251,5·5 | 7·7 | 11·251,8785
43968925,13,5,7,11,5·5 | 7·7 | 11·251,385
43968925,13,5,7,251,5·5 | 7·7 | 11·251,8785
43968925,13,5,7,11,5·5 | 7·7 | 11·251,385
43968925,13,5,7,251,5·5 | 7·7 | 11·251,8785
43968925,13,5,7,11,5·5 | 7·7 | 11·251,385
43968925,13,5,7,251,5·5 | 7·7 | 11·251,8785
44160025,13,5,7,47,5·5 | 7·7 | 47·59,1645
44160025,13,5,7,59,5·5 | 7·7 | 47·59,2065
44160025,13,5,7,47,5·5 | 7·7 | 47·59,1645
44160025,13,5,7,59,5·5 | 7·7 | 47·59,2065
44160025,13,5,7,47,5·5 | 7·7 | 47·59,1645
44160025,13,5,7,59,5·5 | 7·7 | 47·59,2065
44160025,13,5,7,47,5·5 | 7·7 | 47·59,1645
44160025,13,5,7,59,5·5 | 7·7 | 47·59,2065
44869825,13,5,7,11,5·5 | 7·163 | 11·11,385
44869825,13,5,7,11,5·5 | 7·163 | 11·11,385
44869825,13,5,163,11,5·5 | 7·163 | 11·11,8965
44869825,13,5,163,11,5·5 | 7·163 | 11·11,8965
44869825,13,5,7,11,5·5 | 7·163 | 11·11,385
44869825,13,5,7,11,5·5 | 7·163 | 11·11,385
44869825,13,5,163,11,5·5 | 7·163 | 11·11,8965
44869825,13,5,163,11,5·5 | 7·163 | 11·11,8965
44971465,37,5,7,11,5·41 | 7·7 | 11·11,385
44971465,37,5,7,11,5·41 | 7·7 | 11·11,385
44971465,37,5,7,11,5·41 | 7·7 | 11·11,385
44971465,37,5,7,11,5·41 | 7·7 | 11·11,385
44971465,37,41,7,11,5·41 | 7·7 | 11·11,3157
44971465,37,41,7,11,5·41 | 7·7 | 11·11,3157
44971465,37,41,7,11,5·41 | 7·7 | 11·11,3157
44971465,37,41,7,11,5·41 | 7·7 | 11·11,3157
45470425,13,5,7,11,5·5 | 7·79 | 11·23,385
45470425,13,5,7,23,5·5 | 7·79 | 11·23,805
45470425,13,5,79,11,5·5 | 7·79 | 11·23,4345
45470425,13,5,79,23,5·5 | 7·79 | 11·23,9085
45470425,13,5,7,11,5·5 | 7·79 | 11·23,385
45470425,13,5,7,23,5·5 | 7·79 | 11·23,805
45470425,13,5,79,11,5·5 | 7·79 | 11·23,4345
45470425,13,5,79,23,5·5 | 7·79 | 11·23,9085
45770725,13,5,7,11,5·5 | 7·31 | 11·59,385
45770725,13,5,7,59,5·5 | 7·31 | 11·59,2065
45770725,13,5,31,11,5·5 | 7·31 | 11·59,1705
45770725,13,5,31,59,5·5 | 7·31 | 11·59,9145
45770725,13,5,7,11,5·5 | 7·31 | 11·59,385
45770725,13,5,7,59,5·5 | 7·31 | 11·59,2065
45770725,13,5,31,11,5·5 | 7·31 | 11·59,1705
45770725,13,5,31,59,5·5 | 7·31 | 11·59,9145
46071025,13,5,7,11,5·5 | 7·7 | 11·263,385
46071025,13,5,7,263,5·5 | 7·7 | 11·263,9205
46071025,13,5,7,11,5·5 | 7·7 | 11·263,385
46071025,13,5,7,263,5·5 | 7·7 | 11·263,9205
46071025,13,5,7,11,5·5 | 7·7 | 11·263,385
46071025,13,5,7,263,5·5 | 7·7 | 11·263,9205
46071025,13,5,7,11,5·5 | 7·7 | 11·263,385
46071025,13,5,7,263,5·5 | 7·7 | 11·263,9205
46232725,73,5,7,11,5·5 | 7·7 | 11·47,385
46232725,73,5,7,47,5·5 | 7·7 | 11·47,1645
46232725,73,5,7,11,5·5 | 7·7 | 11·47,385
46232725,73,5,7,47,5·5 | 7·7 | 11·47,1645
46232725,73,5,7,11,5·5 | 7·7 | 11·47,385
46232725,73,5,7,47,5·5 | 7·7 | 11·47,1645
46232725,73,5,7,11,5·5 | 7·7 | 11·47,385
46232725,73,5,7,47,5·5 | 7·7 | 11·47,1645
46394425,313,5,7,11,5·5 | 7·7 | 11·11,385
46394425,313,5,7,11,5·5 | 7·7 | 11·11,385
46394425,313,5,7,11,5·5 | 7·7 | 11·11,385
