Omega,P_E,P_A,P_B,P_C,P_total
3.504762842556129,26892.42357243893,27885.330388376082,27221.501486211168,27551.493028057368,109550.74847508356
3.517056747266852,26892.398439746557,27885.304600616528,27221.476900853424,27551.461356394022,109550.64129761053
3.5293506519775755,26892.373219075325,27885.278722581726,27221.45222943016,27551.429573865353,109550.53374495255
3.5416445566882984,26892.347910425517,27885.252754271947,27221.427471941584,27551.397680471684,109550.42581711072
3.5539384613990217,26892.322513797415,27885.226695687423,27221.40262838798,27551.365676213423,109550.31751408624
3.566232366109745,26892.297029191282,27885.20054682841,27221.377698769546,27551.333561090985,109550.20883588023
3.5785262708204684,26892.271456607406,27885.17430769517,27221.352683086567,27551.301335104734,109550.0997824939
3.5908201755311917,26892.245796046074,27885.14797828795,27221.32758133927,27551.26899825509,109549.99035392838
3.603114080241915,26892.220047507577,27885.121558607018,27221.30239352791,27551.236550542428,109549.88055018493
3.615407984952638,26892.194210992184,27885.095048652605,27221.27711965274,27551.203991967144,109549.77037126466
3.6277018896633613,26892.16828650018,27885.068448424998,27221.251759714,27551.171322529644,109549.65981716881
3.6399957943740846,26892.142274031867,27885.041757924435,27221.22631371195,27551.138542230332,109549.54888789859
3.652289699084808,26892.116173587503,27885.01497715117,27221.20078164685,27551.105651069603,109549.43758345513
3.6645836037955313,26892.089985167408,27884.988106105488,27221.175163518925,27551.07264904785,109549.32590383966
3.6768775085062546,26892.06370877185,27884.96114478763,27221.14945932844,27551.039536165496,109549.21384905341
3.6891714132169775,26892.037344401124,27884.934093197873,27221.123669075652,27551.00631242293,109549.10141909758
3.701465317927701,26892.010892055507,27884.906951336456,27221.097792760836,27550.97297782057,109548.98861397336
3.713759222638424,26891.984351735337,27884.879719203658,27221.071830384204,27550.939532358807,109548.87543368201
3.7260531273491475,26891.957723440846,27884.852396799743,27221.045781946053,27550.905976038077,109548.76187822472
3.738347032059871,26891.931007172374,27884.82498412496,27221.019647446636,27550.872308858765,109548.64794760273
3.750640936770594,26891.904202930178,27884.79748117961,27220.99342688618,27550.838530821286,109548.53364181725
3.762934841481317,26891.877310714583,27884.769887963917,27220.967120264973,27550.804641926057,109548.41896086955
3.7752287461920404,26891.85033052588,27884.742204478178,27220.940727583267,27550.770642173495,109548.30390476082
3.7875226509027637,26891.823262364353,27884.71443072265,27220.914248841327,27550.736531564016,109548.18847349235
3.799816555613487,26891.79610623032,27884.68656669761,27220.8876840394,27550.70231009805,109548.07266706537
3.8121104603242104,26891.768862124052,27884.658612403327,27220.861033177778,27550.66797777598,109547.95648548115
3.8244043650349338,26891.741530045874,27884.630567840068,27220.834296256686,27550.633534598255,109547.83992874088
3.8366982697456566,26891.71410999608,27884.602433008084,27220.807473276425,27550.598980565293,109547.72299684589
3.84899217445638,26891.686601974972,27884.57420790768,27220.780564237237,27550.564315677508,109547.60568979739
3.8612860791671033,26891.659005982852,27884.545892539132,27220.7535691394,27550.529539935327,109547.48800759672
3.8735799838778266,26891.63132202004,27884.517486902703,27220.726487983164,27550.49465333917,109547.36995024508
3.88587388858855,26891.603550086806,27884.488990998645,27220.69932076882,27550.459655889477,109547.25151774375
3.8981677932992733,26891.57569018348,27884.460404827263,27220.67206749662,27550.424547586656,109547.13271009401
3.910461698009996,26891.547742310373,27884.431728388845,27220.644728166837,27550.38932843116,109547.01352729721
3.9227556027207195,26891.51970646779,27884.402961683638,27220.617302779756,27550.353998423398,109546.89396935458
3.935049507431443,26891.491582656032,27884.374104711937,27220.58979133563,27550.318557563816,109546.77403626742
3.947343412142166,26891.463370875408,27884.34515747401,27220.562193834736,27550.28300585285,109546.653728037
3.9596373168528896,26891.435071126234,27884.31611997016,27220.534510277357,27550.247343290914,109546.53304466467
3.9719312215636124,26891.406683408823,27884.28699220065,27220.50674066374,27550.21156987847,109546.41198615168
3.984225126274336,26891.378207723497,27884.25777416577,27220.478884994172,27550.17568561594,109546.29055249938
3.996519030985059,26891.34964407055,27884.228465865795,27220.450943268952,27550.139690503758,109546.16874370906
4.008812935695783,26891.3209924503,27884.199067301044,27220.422915488336,27550.103584542383,109546.04655978206
4.021106840406506,26891.29225286308,27884.169578471745,27220.394801652605,27550.067367732227,109545.92400071965
4.03340074511723,26891.2634253092,27884.139999378225,27220.366601762038,27550.031040073758,109545.80106652321
4.0456946498279525,26891.234509788963,27884.11033002075,27220.338315816898,27549.994601567432,109545.67775719405
4.057988554538676,26891.205506302704,27884.080570399616,27220.309943817476,27549.958052213664,109545.55407273346
4.070282459249399,26891.17641485074,27884.05072051512,27220.281485764062,27549.921392012904,109545.43001314282
4.082576363960122,26891.14723543338,27884.020780367544,27220.25294165693,27549.884620965615,109545.30557842347
4.094870268670846,26891.11796805097,27883.990749957167,27220.224311496357,27549.84773907224,109545.18076857673
4.107164173381569,26891.088612703803,27883.960629284305,27220.19559528264,27549.810746333227,109545.05558360397
4.1194580780922925,26891.059169392218,27883.93041834923,27220.166793016044,27549.773642749034,109544.93002350653
4.131751982803015,26891.02963811655,27883.90011715224,27220.13790469687,27549.73642832013,109544.80408828579
4.144045887513739,26891.000018877094,27883.869725693632,27220.108930325398,27549.69910304693,109544.67777794306
4.156339792224462,26890.97031167422,27883.8392439737,27220.07986990191,27549.661666929915,109544.55109247974
4.168633696935185,26890.940516508217,27883.808671992738,27220.050723426717,27549.62411996955,109544.42403189722
4.180927601645909,26890.910633379426,27883.77800975104,27220.02149090007,27549.586462166266,109544.2965961968
4.193221506356632,26890.880662288182,27883.747257248913,27219.992172322283,27549.548693520563,109544.16878537994
4.205515411067355,26890.850603234805,27883.716414486644,27219.96276769362,27549.510814032874,109544.04059944794
4.217809315778078,26890.820456219633,27883.685481464538,27219.933277014417,27549.472823703658,109543.91203840225
4.230103220488801,26890.790221243005,27883.654458182893,27219.90370028492,27549.434722533406,109543.78310224423
4.242397125199525,26890.75989830525,27883.62334464201,27219.87403750545,27549.396510522565,109543.65379097527
4.254691029910248,26890.729487406683,27883.5921408422,27219.844288676297,27549.3581876716,109543.52410459679
4.266984934620972,26890.698988547665,27883.560846783737,27219.814453797742,27549.319753981003,109543.39404311015
4.2792788393316945,26890.668401728526,27883.52946246696,27219.78453287009,27549.28120945121,109543.26360651678
4.291572744042418,26890.637726949604,27883.49798789216,27219.754525893626,27549.24255408271,109543.1327948181
4.303866648753141,26890.606964211212,27883.466423059628,27219.724432868665,27549.203787875984,109543.00160801549
4.316160553463864,26890.576113513747,27883.434767969688,27219.69425379549,27549.1649108315,109542.87004611043
4.328454458174588,26890.545174857474,27883.403022622642,27219.6639886744,27549.125922949712,109542.73810910423
4.340748362885311,26890.514148242793,27883.3711870188,27219.633637505707,27549.086824231126,109542.60579699844
4.3530422675960345,26890.48303367003,27883.339261158468,27219.6032002897,27549.047614676205,109542.4731097944
4.365336172306757,26890.451831139508,27883.30724504195,27219.57267702668,27549.008294285435,109542.34004749358
4.37763007701748,26890.420540651583,27883.275138669553,27219.542067716957,27548.968863059294,109542.20661009738
4.389923981728204,26890.389162206615,27883.242942041616,27219.51137236083,27548.92932099826,109542.07279760731
4.402217886438927,26890.357695804938,27883.21065515842,27219.480590958596,27548.889668102824,109541.93861002478
4.414511791149651,26890.326141446894,27883.1782780203,27219.44972351056,27548.849904373466,109541.80404735121
4.426805695860374,26890.294499132833,27883.145810627542,27219.418770017033,27548.810029810673,109541.66910958808
4.4390996005710965,26890.26276886312,27883.113252980504,27219.387730478324,27548.77004441493,109541.53379673688
4.45139350528182,26890.23095063807,27883.080605079456,27219.356604894732,27548.729948186712,109541.39810879897
4.463687409992543,26890.19904445808,27883.047866924742,27219.32539326657,27548.68974112656,109541.26204577595
4.475981314703267,26890.16705032345,27883.015038516696,27219.294095594145,27548.6494232349,109541.12560766918
4.48827521941399,26890.134968234575,27882.982119855584,27219.26271187776,27548.60899451229,109540.98879448022
4.500569124124714,26890.102798191794,27882.94911094176,27219.231242117745,27548.56845495916,109540.85160621046
4.5128630288354366,26890.07054019546,27882.916011775535,27219.199686314387,27548.527804576057,109540.71404286145
4.525156933546159,26890.03819424592,27882.88282235725,27219.168044468006,27548.487043363446,109540.57610443463
4.537450838256883,26890.00576034355,27882.84954268721,27219.136316578926,27548.446171321844,109540.43779093154
4.549744742967606,26889.973238488685,27882.816172765717,27219.104502647453,27548.405188451732,109540.29910235357
4.56203864767833,26889.940628681703,27882.782712593133,27219.072602673903,27548.364094753626,109540.16003870236
4.574332552389053,26889.90793092296,27882.749162169763,27219.04061665859,27548.322890228028,109540.02059997934
4.586626457099776,26889.875145212813,27882.71552149593,27219.00854460182,27548.281574875447,109539.88078618601
4.5989203618104995,26889.842271551606,27882.681790571973,27218.976386503928,27548.24014869636,109539.74059732388
4.611214266521222,26889.80930993973,27882.64796939821,27218.944142365224,27548.198611691296,109539.60003339447
4.623508171231946,26889.776260377545,27882.614057974963,27218.91181218602,27548.156963860773,109539.45909439931
4.635802075942669,26889.743122865395,27882.580056302573,27218.87939596666,27548.115205205282,109539.31778033992
4.648095980653393,26889.709897403663,27882.54596438137,27218.846893707432,27548.073335725345,109539.17609121781
4.660389885364116,26889.676583992692,27882.51178221167,27218.814305408683,27548.031355421455,109539.03402703449
4.672683790074839,26889.643182632895,27882.477509793825,27218.78163107071,27547.989264294138,109538.89158779157
4.684977694785562,26889.609693324586,27882.443147128142,27218.74887069388,27547.947062343916,109538.74877349052
4.697271599496285,26889.576116068176,27882.40869421498,27218.71602427846,27547.9047495713,109538.60558413292
4.709565504207009,26889.542450864006,27882.374151054664,27218.6830918248,27547.862325976796,109538.46201972026
4.721859408917732,26889.508697712474,27882.33951764751,27218.650073333254,27547.819791560934,109538.31808025418
4.734153313628455,26889.474856613928,27882.304793993888,27218.616968804112,27547.777146324235,109538.17376573617
4.746447218339179,26889.44092756877,27882.269980094105,27218.5837782377,27547.734390267204,109538.02907616776
4.7587411230499015,26889.40691057733,27882.235075948513,27218.550501634374,27547.69152339039,109537.8840115506
4.771035027760625,26889.37280564002,27882.20008155745,27218.517138994448,27547.648545694294,109537.7385718862
4.783328932471348,26889.338612757194,27882.164996921252,27218.483690318237,27547.605457179467,109537.59275717616
4.795622837182071,26889.30433192924,27882.12982204026,27218.4501556061,27547.562257846414,109537.44656742201
4.807916741892795,26889.269963156556,27882.094556914828,27218.41653485835,27547.51894769566,109537.30000262539
4.820210646603518,26889.235506439483,27882.059201545268,27218.382828075337,27547.47552672774,109537.15306278782
4.8325045513142415,26889.200961778417,27882.023755931954,27218.349035257368,27547.431994943192,109537.00574791094
4.844798456024964,26889.16632917374,27881.988220075214,27218.3151564048,27547.38835234255,109536.8580579963
4.857092360735688,26889.131608625823,27881.95259397539,27218.281191517948,27547.344598926345,109536.7099930455
4.869386265446411,26889.09680013507,27881.916877632848,27218.247140597163,27547.30073469511,109536.56155306018
4.881680170157134,26889.06190370186,27881.881071047897,27218.213003642777,27547.256759649368,109536.4127380419
4.893974074867858,26889.026919326556,27881.845174220925,27218.178780655133,27547.212673789676,109536.26354799229
4.906267979578581,26888.99184700957,27881.809187152237,27218.144471634572,27547.16847711656,109536.11398291294
4.918561884289304,26888.956686751266,27881.77310984223,27218.110076581415,27547.124169630577,109535.9640428055
4.930855789000027,26888.92143855205,27881.736942291227,27218.075595496026,27547.079751332254,109535.81372767157
4.94314969371075,26888.886102412293,27881.700684499574,27218.041028378702,27547.035222222126,109535.6630375127
4.955443598421474,26888.8506783324,27881.66433646763,27218.006375229845,27546.99058230076,109535.51197233063
4.967737503132197,26888.815166312757,27881.62789819575,27217.97163604975,27546.945831568693,109535.36053212696
4.980031407842921,26888.779566353758,27881.591369684294,27217.9368108388,27546.90097002647,109535.20871690332
4.9923253125536435,26888.743878455785,27881.55475093359,27217.901899597313,27546.85599767463,109535.05652666133
5.004619217264367,26888.708102619254,27881.51804194403,27217.866902325633,27546.81091451374,109534.90396140266
5.01691312197509,26888.672238844527,27881.48124271595,27217.831819024115,27546.765720544343,109534.75102112893
5.029207026685813,26888.636287132013,27881.444353249695,27217.7966496931,27546.72041576699,109534.5977058418
5.041500931396537,26888.600247482114,27881.407373545637,27217.76139433294,27546.675000182237,109534.44401554292
5.05379483610726,26888.564119895225,27881.370303604137,27217.72605294399,27546.62947379064,109534.289950234
5.0660887408179835,26888.527904371756,27881.33314342553,27217.69062552659,27546.583836592752,109534.13550991662
5.078382645528706,26888.491600912083,27881.295893010225,27217.65511208109,27546.53808858915,109533.98069459255
5.090676550239429,26888.45520951661,27881.258552358544,27217.619512607846,27546.492229780357,109533.82550426337
5.102970454950153,26888.41873018574,27881.221121470855,27217.58382710721,27546.446260166955,109533.66993893076
5.115264359660876,26888.3821629199,27881.18360034754,27217.548055579544,27546.400179749515,109533.5139985965
5.1275582643716,26888.34550771945,27881.145988988937,27217.51219802517,27546.35398852858,109533.35768326215
5.139852169082323,26888.308764584843,27881.108287395433,27217.476254444482,27546.307686504733,109533.20099292949
5.152146073793046,26888.271933516455,27881.070495567372,27217.44022483781,27546.261273678527,109533.04392760016
5.164439978503769,26888.23501451468,27881.03261350514,27217.4041092055,27546.214750050538,109532.88648727586
5.176733883214492,26888.198007579947,27880.9946412091,27217.36790754794,27546.16811562132,109532.7286719583
5.189027787925216,26888.160912712658,27880.956578679594,27217.331619865476,27546.12137039148,109532.5704816492
5.201321692635939,26888.123729913208,27880.918425917036,27217.295246158475,27546.074514361546,109532.41191635028
5.213615597346663,26888.086459182035,27880.880182921763,27217.25878642727,27546.027547532103,109532.25297606317
5.225909502057386,26888.04910051952,27880.841849694156,27217.222240672254,27545.980469903738,109532.09366078967
5.2382034067681085,26888.011653926096,27880.803426234597,27217.18560889376,27545.93328147702,109531.93397053148
5.250497311478832,26887.974119402166,27880.76491254343,27217.148891092165,27545.88598225252,109531.77390529029
5.262791216189555,26887.93649694816,27880.726308621062,27217.112087267833,27545.838572230816,109531.61346506787
5.275085120900279,26887.898786564467,27880.68761446785,27217.075197421123,27545.791051412503,109531.45264986594
5.287379025611002,26887.86098825151,27880.648830084163,27217.0382215524,27545.743419798153,109531.29145968622
5.299672930321725,26887.82310200972,27880.609955470398,27217.001159662035,27545.695677388336,109531.12989453049
5.3119668350324485,26887.78512783949,27880.570990626926,27216.9640117504,27545.647824183663,109530.96795440048
5.324260739743171,26887.747065741263,27880.531935554096,27216.92677781784,27545.599860184684,109530.80563929788
5.336554644453895,26887.70891571545,27880.492790252323,27216.88945786473,27545.55178539202,109530.64294922452
5.348848549164618,26887.670677762468,27880.45355472196,27216.852051891463,27545.503599806234,109530.47988418213
5.361142453875342,26887.63235188275,27880.41422896341,27216.814559898394,27545.45530342793,109530.3164441725
5.373436358586065,26887.59393807671,27880.37481297705,27216.776981885876,27545.40689625769,109530.15262919733
5.385730263296788,26887.555436344748,27880.33530676324,27216.739317854306,27545.3583782961,109529.98843925839
5.398024168007511,26887.51684668733,27880.2957103224,27216.701567804033,27545.30974954377,109529.82387435753
5.410318072718234,26887.478169104852,27880.25602365488,27216.663731735458,27545.26101000129,109529.65893449649
5.422611977428958,26887.43940359775,27880.21624676109,27216.625809648936,27545.212159669256,109529.49361967703
5.434905882139681,26887.400550166465,27880.176379641394,27216.587801544843,27545.163198548235,109529.32792990094
5.447199786850404,26887.361608811403,27880.136422296182,27216.549707423565,27545.114126638862,109529.16186517001
5.459493691561128,26887.322579533007,27880.096374725865,27216.51152728546,27545.064943941736,109528.99542548606
5.4717875962718505,26887.283462331692,27880.056236930803,27216.473261130937,27545.015650457448,109528.82861085088
5.484081500982574,26887.244257207927,27880.016008911414,27216.434908960342,27544.966246186592,109528.66142126628
5.496375405693297,26887.204964162083,27879.97569066806,27216.39647077407,27544.91673112979,109528.493856734
5.508669310404021,26887.165583194645,27879.935282201142,27216.357946572498,27544.867105287634,109528.3259172559
5.520963215114744,26887.126114306026,27879.894783511045,27216.31933635601,27544.817368660744,109528.15760283383
5.533257119825467,26887.086557496652,27879.85419459819,27216.280640124976,27544.767521249712,109527.98891346954
5.5455510245361905,26887.04691276699,27879.813515462938,27216.241857879802,27544.717563055154,109527.81984916488
5.557844929246913,26887.00718011745,27879.772746105697,27216.20298962084,27544.667494077676,109527.65040992165
5.570138833957637,26886.967359548464,27879.73188652685,27216.164035348513,27544.617314317893,109527.48059574171
5.58243273866836,26886.927451060503,27879.690936726827,27216.12499506317,27544.567023776443,109527.31040662694
5.594726643379083,26886.887454653985,27879.64989670599,27216.085868765214,27544.5166224539,109527.13984257908
5.607020548089807,26886.847370329346,27879.608766464746,27216.04665645503,27544.466110350906,109526.96890360003
5.61931445280053,26886.807198087037,27879.567546003498,27216.007358133007,27544.41548746806,109526.79758969162
5.631608357511253,26886.766937927507,27879.52623532266,27215.96797379954,27544.36475380601,109526.62590085572
5.643902262221976,26886.726589851194,27879.484834422597,27215.928503454998,27544.31390936534,109526.45383709413
5.656196166932699,26886.68615385853,27879.443343303737,27215.88894709979,27544.262954146692,109526.28139840876
5.668490071643423,26886.645629949966,27879.40176196648,27215.84930473429,27544.2118881507,109526.10858480145
5.680783976354146,26886.60501812597,27879.36009041122,27215.809576358915,27544.160711377965,109525.93539627407
5.69307788106487,26886.564318386976,27879.318328638376,27215.76976197404,27544.10942382913,109525.76183282852
5.705371785775593,26886.523530733422,27879.276476648338,27215.72986158006,27544.058025504808,109525.58789446663
5.717665690486316,26886.482655165764,27879.23453444152,27215.68987517738,27544.006516405647,109525.41358119031
5.729959595197039,26886.44169168446,27879.192502018315,27215.64980276638,27543.95489653224,109525.2388930014
5.742253499907762,26886.400640289947,27879.15037937916,27215.60964434746,27543.90316588525,109525.0638299018
5.754547404618486,26886.359500982704,27879.108166524435,27215.569399921034,27543.85132446531,109524.88839189349
5.766841309329209,26886.31827376316,27879.06586345455,27215.529069487482,27543.79937227305,109524.71257897824
5.779135214039933,26886.276958631766,27879.023470169926,27215.488653047207,27543.747309309092,109524.53639115799
5.7914291187506555,26886.23555558899,27878.980986670987,27215.4481506006,27543.695135574082,109524.35982843465
5.803723023461378,26886.19406463529,27878.938412958134,27215.40756214808,27543.642851068656,109524.18289081015
5.816016928172102,26886.152485771112,27878.89574903176,27215.366887690034,27543.590455793445,109524.00557828635
5.828310832882825,26886.11081899695,27878.852994892302,27215.32612722688,27543.537949749105,109523.82789086523
5.840604737593549,26886.069064313197,27878.810150540172,27215.285280759,27543.48533293627,109523.64982854863
5.852898642304272,26886.02722172037,27878.767215975775,27215.244348286808,27543.432605355592,109523.47139133853
5.8651925470149955,26885.985291218905,27878.72419119954,27215.20332981072,27543.3797670077,109523.29257923686
5.877486451725718,26885.943272809276,27878.681076211877,27215.162225331118,27543.32681789324,109523.11339224552
5.889780356436441,26885.901166491945,27878.637871013187,27215.121034848427,27543.273758012874,109522.93383036644
5.902074261147165,26885.858972267368,27878.594575603925,27215.079758363045,27543.220587367246,109522.75389360159
5.914368165857888,26885.816690136,27878.551189984486,27215.038395875385,27543.16730595701,109522.57358195286
5.926662070568612,26885.774320098335,27878.507714155312,27214.996947385855,27543.113913782796,109522.3928954223
5.938955975279335,26885.731862154807,27878.4641481168,27214.955412894855,27543.06041084528,109522.21183401174
5.9512498799900575,26885.689316305925,27878.420491869387,27214.913792402822,27543.0067971451,109522.03039772323
5.963543784700781,26885.64668255212,27878.376745413476,27214.87208591014,27542.953072682925,109521.84858655867
5.975837689411504,26885.603960893888,27878.33290874952,27214.830293417235,27542.899237459405,109521.66640052006
5.988131594122228,26885.561151331676,27878.288981877922,27214.788414924522,27542.84529147519,109521.48383960931
6.000425498832951,26885.518253865976,27878.244964799112,27214.746450432398,27542.79123473096,109521.30090382845
6.012719403543674,26885.475268497255,27878.200857513533,27214.704399941304,27542.737067227365,109521.11759317946
6.0250133082543975,26885.432195225985,27878.1566600216,27214.66226345163,27542.68278896506,109520.93390766426
6.03730721296512,26885.38903405263,27878.112372323736,27214.620040963822,27542.628399944722,109520.74984728491
6.049601117675844,26885.345784977693,27878.067994420388,27214.577732478272,27542.573900167,109520.56541204335
6.061895022386567,26885.30244800162,27878.02352631197,27214.535337995396,27542.51928963257,109520.38060194156
6.074188927097291,26885.259023124905,27877.97896799892,27214.492857515634,27542.464568342097,109520.19541698156
6.086482831808014,26885.215510348033,27877.93431948167,27214.450291039382,27542.409736296257,109520.00985716534
6.098776736518737,26885.171909671462,27877.88958076066,27214.407638567085,27542.35479349571,109519.82392249492
6.11107064122946,26885.128221095692,27877.8447518363,27214.36490009916,27542.29973994113,109519.63761297228
6.123364545940183,26885.084444621192,27877.799832709054,27214.32207563602,27542.244575633194,109519.45092859946
6.135658450650907,26885.040580248464,27877.754823379328,27214.279165178097,27542.18930057259,109519.26386937848
6.14795235536163,26884.996627977973,27877.709723847587,27214.236168725798,27542.133914759965,109519.07643531132
6.160246260072353,26884.9525878102,27877.664534114247,27214.193086279574,27542.078418196,109518.88862640002
6.172540164783077,26884.90845974564,27877.619254179765,27214.14991783983,27542.022810881394,109518.70044264662
6.1848340694937995,26884.864243784792,27877.573884044552,27214.106663407005,27541.967092816813,109518.51188405315
6.197127974204523,26884.81993992811,27877.528423709082,27214.063322981518,27541.91126400294,109518.32295062166
6.209421878915246,26884.775548176105,27877.48287317378,27214.019896563805,27541.855324440457,109518.13364235415
6.22171578362597,26884.73106852927,27877.43723243908,27213.976384154288,27541.79927413006,109517.94395925269
6.234009688336693,26884.686500988082,27877.39150150544,27213.9327857534,27541.74311307241,109517.75390131935
6.246303593047416,26884.641845553055,27877.345680373288,27213.889101361587,27541.68684126822,109517.56346855615
6.25859749775814,26884.597102224652,27877.29976904308,27213.845330979246,27541.63045871814,109517.3726609651
6.2708914024688625,26884.55227100337,27877.253767515245,27213.801474606847,27541.573965422907,109517.18147854837
6.283185307179586,26884.50735188971,27877.20767579026,27213.757532244806,27541.51736138318,109516.98992130795
