Omega,P_E,P_A,P_B,P_C,P_total
2.8654797975985193,26893.609231011145,27886.546946665094,27222.661320736846,27552.987172902293,109555.80467131539
2.8777737023092427,26893.588673578426,27886.525853542153,27222.641211102327,27552.961266739763,109555.71700496266
2.890067607019966,26893.56802815374,27886.50467013216,27222.621015390752,27552.935249693517,109555.62896337017
2.902361511730689,26893.5472947373,27886.483396435266,27222.600733602314,27552.909121763903,109555.54054653879
2.9146554164414122,26893.526473329326,27886.4620324517,27222.580365737227,27552.882882951224,109555.45175446948
2.9269493211521356,26893.505563930066,27886.440578181675,27222.559911795688,27552.85653325579,109555.36258716322
2.939243225862859,26893.484566539748,27886.41903362539,27222.539371777893,27552.830072677945,109555.27304462098
2.9515371305735822,26893.463481158586,27886.397398783047,27222.518745684058,27552.803501217983,109555.18312684368
2.9638310352843056,26893.442307786845,27886.375673654868,27222.498033514374,27552.776818876264,109555.09283383234
2.9761249399950285,26893.421046424723,27886.353858241066,27222.477235269052,27552.75002565308,109555.00216558791
2.988418844705752,26893.399697072484,27886.33195254186,27222.45635094829,27552.72312154879,109554.91112211141
3.000712749416475,26893.378259730347,27886.30995655743,27222.435380552306,27552.696106563708,109554.81970340377
3.0130066541271985,26893.35673439854,27886.287870288015,27222.414324081306,27552.66898069815,109554.727909466
3.025300558837922,26893.335121077325,27886.265693733832,27222.39318153549,27552.641743952485,109554.63574029913
3.037594463548645,26893.313419766906,27886.24342689508,27222.371952915066,27552.614396327008,109554.54319590406
3.049888368259368,26893.291630467567,27886.22106977198,27222.35063822027,27552.586937822067,109554.45027628187
3.0621822729700914,26893.269753179517,27886.198622364744,27222.32923745128,27552.559368438007,109554.35698143355
3.0744761776808147,26893.247787902998,27886.176084673618,27222.30775060833,27552.531688175153,109554.2633113601
3.086770082391538,26893.22573463826,27886.153456698776,27222.2861776916,27552.50389703385,109554.16926606248
