n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_units,min_resid_E8_rel_over_units,best_unit_abs_idx,best_unit_rel_idx,pol_E8_axial_mean_deg,pol_E8_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,H_balance_alpha_min,H_balance_alpha_max,H_balance_alpha_range,H_balance_alpha_absmax,improve_abs,improve_rel,stability_score
3848341,73,17,7,443,1,0.5470434263070756,0.5523652420644932,0.006264271331581073,0.0009424555741632811,9,9,42.39985530809848,0.5898681497637848,8,4,-0.001566463487265104,0.01539418005771373,0.016960643544978834,0.01539418005771373,0.5407791549754946,0.5514227864903299,2.2038786068411778
4876765,73,5,31,431,1,0.4969417632916627,0.48676486763959975,0.011247333615570489,0.0010704379635075964,9,9,42.67490170948733,0.6342855350343228,4,4,-0.0006378294421592897,0.003262586799176745,0.0039004162413360344,0.003262586799176745,0.48569442967609217,0.48569442967609217,1.4189170828784798
9533545,421,5,7,647,1,0.0898717471772432,0.03708734373270208,0.05168494142063479,0.0010994620239063526,8,8,43.19456699759264,0.3513616750804557,0,0,7.413891834532755e-17,0.05290562955216091,0.052905629552160834,0.05290562955216091,0.038186805756608405,0.03598788170879573,0.28460621202039127
4144105,709,5,7,167,1,0.00592786884373732,0.006378369481449661,0.001725364615656299,0.001274863977943964,9,9,17.822133864307528,0.006246159084305369,0,0,-0.00486346496502549,0.10207733631274528,0.10694080127777077,0.10207733631274528,0.00420250422808102,0.005103505503505697,16.007276051482073
3220165,13,5,463,107,1,0.018459012546087568,0.0013147837012696742,0.018459012546087568,0.0013147837012696742,0,0,44.9419580350295,0.5926464531848823,4,4,-0.0012931771602266429,-9.213305642602978e-06,0.00128396385458404,0.0012931771602266429,0.0,0.0,1.5186094113176523
7827157,13,17,331,107,1,0.5181275572007811,0.4776912165881906,0.03831764418619635,0.0014036497511706288,11,9,44.905748459552875,0.6331081691756764,8,8,-0.002997123172668054,0.00029156538878316525,0.003288688561451219,0.002997123172668054,0.47980991301458475,0.47628756683701995,2.6851609213201595
2302105,13,5,331,107,1,0.5181275604438667,0.5579227903930755,0.038317643120493336,0.0014775868287154328,8,8,44.90805211136836,0.6331366613875935,8,8,-0.0017599580566180365,1.7714316508162066e-05,0.0017776723731261984,0.0017599580566180365,0.4798099173233733,0.55644520356436,2.6850400847649083
8255665,409,5,367,11,1,0.2069291330004279,0.16314051991838752,0.0422907563444909,0.0014978567375493331,8,8,14.995349326730802,0.09905284893848254,8,0,-0.011503727768703094,9.051142529328076e-05,0.011594239193996375,0.011503727768703094,0.164638376655937,0.16164266318083817,9.085966972963822
4364737,13,41,19,431,1,0.004450878722223919,0.0015029196137000007,0.004450878722223919,0.0015029196137000007,0,0,44.92525040579306,0.45455344665350805,4,4,-0.002657516408426055,0.00039356779785306833,0.0030510842062791235,0.002657516408426055,0.0,0.0,1.9799608311521824
4680109,709,41,7,23,1,0.009101382788276949,0.0016008387228701277,0.00909501009282108,0.0015944660274141563,9,9,15.596767137512483,8.066890185953746e-06,0,0,-0.2553489522402291,-0.010270352053295028,0.24507860018693406,0.2553489522402291,6.372695455869257e-06,6.3726954559713885e-06,11029.1398648368
