sigma,corr,rmse,mae
0.25,0.6938318898626895,0.7969943700546622,0.6221054547590831
0.5,0.9055094654624333,1.2348237585889716,1.1233613019405146
0.75,0.9600894223948311,2.116080651358221,1.9673631631426163
1.0,0.9797366007240681,3.027329002671139,2.8137147637845925
1.5,0.9827020858864891,5.1118152305131614,4.8288310803883485
2.0,0.9374646446723917,7.611589194210251,7.247090570103631
