Omega,P_E_centered,P_A_centered,P_B_centered,P_C_centered,P_total_centered
0.332935427189528,7.509793903701497e-05,7.118641038880943e-05,0.0002019169294617743,0.00019546987683367794,0.0005436711557212766
0.3452293319002513,8.074642315303594e-05,7.654068564221635e-05,0.00021710413095481982,0.00021017217825123173,0.0005845634180013039
0.3575232366109745,8.659969873928136e-05,8.208908499359236e-05,0.00023284196553032823,0.00022540753433046806,0.00062693828359367
0.3698171413216978,9.265776556069888e-05,8.783160816289309e-05,0.0002491304331782316,0.00024117594530807194,0.0006707957522098956
0.382111046032421,9.892062337388564e-05,9.376825486065222e-05,0.0002659695338881436,0.0002574774114283178,0.0007161358235509992
0.3944049507431443,0.00010538827192708616,9.989902478673877e-05,0.0002833592676488225,0.00027431193294451186,0.0007629584973071593
0.4066988554538676,0.00011206071096050846,0.00010622391763236944,0.00030129963444952486,0.0002916795101179339,0.0008112637731603366
0.4189927601645908,0.00011893794020644679,0.00011274293307786989,0.0003197906342786686,0.00030958014321778285,0.0008610516507807682
0.4312866648753141,0.00012601995938792818,0.00011945607079451827,0.00033883226712425784,0.0003280138325223063,0.0009123221298290105
0.4435805695860373,0.000133306768220648,0.00012636333044345428,0.0003584245329742895,0.0003469805783176351,0.0009650752099560269
0.4558744742967606,0.00014079836641220267,0.00013346471167624313,0.000378567431815551,0.00036648038089726536,0.0010193108908012622
0.46816837900748387,0.00014849475366099195,0.00014076021413442883,0.00039926096363593176,0.0003865132405653086,0.0010750291719966612
0.4804622837182071,0.00015639592965856127,0.00014824983744981025,0.00042050512842180325,0.00040707915763122445,0.001132230053161399
0.4927561884289304,0.0001645018940867864,0.00015593358124451769,0.0004422999261590479,0.00042817813241481314,0.0011909135339051651
0.5050500931396537,0.0001728126466201565,0.00016381144513075662,0.0004646453568340632,0.00044981016524354517,0.0012510796138285214
0.5173439978503769,0.00018132818692505773,0.0001718834287109372,0.0004875414204323143,0.0004719752564527098,0.0013127282925210191
