sigma,corr,rmse,mae
0.25,0.6555484951941057,1.2712700846799772,1.195841166016074
0.5,0.8452989547109663,1.296521224995924,1.2372880149202965
0.75,0.8888864957435051,1.5345496860426864,1.5216171001048069
1.0,0.9430450699839917,2.1861928146123444,2.135735915833565
1.5,0.978315127628005,5.055914849610151,4.607281588310736
2.0,0.9918334700084996,10.161115285347531,9.08010011975252
