B-Paar,C-Paar,count,p(joint),p(B-Paar),p(C-Paar),lift
7·79,11·11,53,0.006241168158266604,0.020372114931700425,0.29898728214790393,1.0246535548336129
7·31,23·83,6,0.000706547338671691,0.06818181818181818,0.010127178520960905,1.0232558139534884
31·31,23·71,1,0.00011775788977861517,0.009656146961846444,0.012011304757418746,1.0153036824485893
7·139,23·71,1,0.00011775788977861517,0.009656146961846444,0.012011304757418746,1.0153036824485893
7·7,11·131,52,0.006123410268487989,0.4347621290626472,0.013895430993876589,1.013607066125567
19·19,11·11,92,0.010833725859632595,0.03579839849269901,0.29898728214790393,1.012188802056342
7·7,23·59,55,0.006476683937823834,0.4347621290626472,0.014719736222326895,1.0120476706392199
7·43,11·59,15,0.0017663683466792276,0.04439472444653792,0.03944889307583608,1.0085909972683005
7·103,47·47,1,0.00011775788977861517,0.01460197833254828,0.00800753650494583,1.0071157495256169
7·31,23·23,29,0.0034149788035798398,0.06818181818181818,0.049811587376354216,1.0055161544523248
7·43,11·167,4,0.0004710315591144607,0.04439472444653792,0.010598210080075365,1.0011199528440908
7·67,11·131,3,0.0003532736693358455,0.025435704192180875,0.013895430993876589,0.9995291902071564
7·7,11·107,66,0.007772020725388601,0.4347621290626472,0.017899199246349504,0.9987312539202828
19·31,11·239,1,0.00011775788977861517,0.018605746585021198,0.006358926048045219,0.9953117674636662
7·43,47·47,3,0.0003532736693358455,0.04439472444653792,0.00800753650494583,0.9937587767202373
7·19,11·83,27,0.0031794630240226094,0.12823834196891193,0.02508243052284503,0.9884763124199742
7·7,11·83,91,0.01071596796985398,0.4347621290626472,0.02508243052284503,0.982675395093566
19·43,23·83,1,0.00011775788977861517,0.011893546867640131,0.010127178520960905,0.9776652083813033
7·7,23·47,73,0.008596325953838907,0.4347621290626472,0.02025435704192181,0.9762087732117211
7·43,11·11,110,0.012953367875647668,0.04439472444653792,0.29898728214790393,0.9758849481249012
19·19,23·83,3,0.0003532736693358455,0.03579839849269901,0.010127178520960905,0.9744492044063647
7·67,11·179,2,0.00023551577955723034,0.025435704192180875,0.009538389072067829,0.9707361682670326
7·151,23·59,1,0.00011775788977861517,0.008243052284503062,0.014719736222326895,0.9705142857142858
31·43,23·47,1,0.00011775788977861517,0.006005652378709373,0.02025435704192181,0.9680802553579572
7·103,11·83,3,0.0003532736693358455,0.01460197833254828,0.02508243052284503,0.9645615629259428
7·31,11·23,69,0.008125294394724446,0.06818181818181818,0.12388130004710315,0.9619771863117872
7·19,23·23,52,0.006123410268487989,0.12823834196891193,0.049811587376354216,0.9586169018793133
7·19,11·47,53,0.006241168158266604,0.12823834196891193,0.051224682053697596,0.9500986880297224
19·79,11·83,1,0.00011775788977861517,0.004945831370701837,0.02508243052284503,0.9492510619271183
19·31,11·227,1,0.00011775788977861517,0.018605746585021198,0.0067121997173810646,0.9429269375971575
19·43,11·167,1,0.00011775788977861517,0.011893546867640131,0.010598210080075365,0.9342134213421344
19·67,23·47,1,0.00011775788977861517,0.006241168158266604,0.02025435704192181,0.9315489249670907
19·19,11·167,3,0.0003532736693358455,0.03579839849269901,0.010598210080075365,0.931140350877193
7·31,11·11,161,0.018959020254357042,0.06818181818181818,0.29898728214790393,0.9300249442037548
7·7,11·71,105,0.012364578426754593,0.4347621290626472,0.030617051342439944,0.9288899074922911
7·211,11·83,1,0.00011775788977861517,0.005063589260480453,0.02508243052284503,0.92717545583579
19·31,23·107,1,0.00011775788977861517,0.018605746585021198,0.0068299576071596795,0.9266695766041029
7·103,11·191,1,0.00011775788977861517,0.01460197833254828,0.008714083843617522,0.9254577157802966
7·127,23·71,1,0.00011775788977861517,0.010598210080075365,0.012011304757418746,0.9250544662309369
7·79,11·239,1,0.00011775788977861517,0.020372114931700425,0.006358926048045219,0.9090130593020767
7·19,11·23,121,0.014248704663212436,0.12823834196891193,0.12388130004710315,0.8969159273341782
7·7,11·59,130,0.015308525671219972,0.4347621290626472,0.03944889307583608,0.8925793567374395
7·7,23·23,163,0.019194536033914272,0.4347621290626472,0.049811587376354216,0.8863301650236022
31·31,11·131,1,0.00011775788977861517,0.009656146961846444,0.013895430993876589,0.8776353865233568
7·139,11·131,1,0.00011775788977861517,0.009656146961846444,0.013895430993876589,0.8776353865233568
7·163,11·107,1,0.00011775788977861517,0.007536504945831371,0.017899199246349504,0.8729440789473684
7·7,11·47,165,0.019430051813471502,0.4347621290626472,0.051224682053697596,0.8724548884820861
7·79,11·227,1,0.00011775788977861517,0.020372114931700425,0.0067121997173810646,0.8611702667072305
7·19,11·11,278,0.03273669335845502,0.12823834196891193,0.29898728214790393,0.8538158266397731
7·79,23·107,1,0.00011775788977861517,0.020372114931700425,0.0068299576071596795,0.8463225034881403
7·103,11·179,1,0.00011775788977861517,0.01460197833254828,0.009538389072067829,0.8454798884906413
7·199,11·83,1,0.00011775788977861517,0.005652378709373528,0.02508243052284503,0.8305946791862284
31·31,23·59,1,0.00011775788977861517,0.009656146961846444,0.014719736222326895,0.8284878048780489
7·139,23·59,1,0.00011775788977861517,0.009656146961846444,0.014719736222326895,0.8284878048780489
19·43,23·71,1,0.00011775788977861517,0.011893546867640131,0.012011304757418746,0.8243059600077656
7·127,11·131,1,0.00011775788977861517,0.010598210080075365,0.013895430993876589,0.7996233521657251
7·151,11·107,1,0.00011775788977861517,0.008243052284503062,0.017899199246349504,0.7981203007518797
7·103,23·83,1,0.00011775788977861517,0.01460197833254828,0.010127178520960905,0.7963240810202551
19·31,47·47,1,0.00011775788977861517,0.018605746585021198,0.00800753650494583,0.7903946388682056
7·7,11·23,360,0.04239284032030146,0.4347621290626472,0.12388130004710315,0.7871093186789646
31·43,11·83,1,0.00011775788977861517,0.006005652378709373,0.02508243052284503,0.7817361686458623
19·79,11·71,1,0.00011775788977861517,0.004945831370701837,0.030617051342439944,0.7776556776556777
7·163,23·47,1,0.00011775788977861517,0.007536504945831371,0.02025435704192181,0.771438953488372
7·103,11·167,1,0.00011775788977861517,0.01460197833254828,0.010598210080075365,0.7609318996415771
7·211,11·71,1,0.00011775788977861517,0.005063589260480453,0.030617051342439944,0.7595706618962432
7·127,23·59,1,0.00011775788977861517,0.010598210080075365,0.014719736222326895,0.7548444444444445
19·67,11·83,1,0.00011775788977861517,0.006241168158266604,0.02508243052284503,0.7522366905837542
7·67,11·239,1,0.00011775788977861517,0.025435704192180875,0.006358926048045219,0.7280521262002745
19·31,11·191,1,0.00011775788977861517,0.018605746585021198,0.008714083843617522,0.7263085870680807
7·79,47·47,1,0.00011775788977861517,0.020372114931700425,0.00800753650494583,0.7218633117987079
7·7,11·11,787,0.09267545925577014,0.4347621290626472,0.29898728214790393,0.7129520541310699
19·43,11·131,1,0.00011775788977861517,0.011893546867640131,0.013895430993876589,0.7125356603456956
7·151,23·47,1,0.00011775788977861517,0.008243052284503062,0.02025435704192181,0.7053156146179401
7·67,11·227,1,0.00011775788977861517,0.025435704192180875,0.0067121997173810646,0.6897335932423653
31·31,11·107,1,0.00011775788977861517,0.009656146961846444,0.017899199246349504,0.6813222079589217
7·139,11·107,1,0.00011775788977861517,0.009656146961846444,0.017899199246349504,0.6813222079589217
7·199,11·71,1,0.00011775788977861517,0.005652378709373528,0.030617051342439944,0.680448717948718
7·67,23·107,1,0.00011775788977861517,0.025435704192180875,0.0068299576071596795,0.6778416347381866
19·43,23·59,1,0.00011775788977861517,0.011893546867640131,0.014719736222326895,0.6726336633663368
7·103,23·71,1,0.00011775788977861517,0.01460197833254828,0.012011304757418746,0.6714104996837446
19·31,11·179,1,0.00011775788977861517,0.018605746585021198,0.009538389072067829,0.6635411783091109
7·79,11·191,1,0.00011775788977861517,0.020372114931700425,0.008714083843617522,0.6633338540852991
19·31,23·83,1,0.00011775788977861517,0.018605746585021198,0.010127178520960905,0.6249632028260229
7·79,11·179,1,0.00011775788977861517,0.020372114931700425,0.009538389072067829,0.6060087062013844
19·31,11·167,1,0.00011775788977861517,0.018605746585021198,0.010598210080075365,0.5971870604781997
