n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_2s,min_resid_E8_rel_over_2s,best_u_abs_idx,best_v_abs_idx,best_u_rel_idx,best_v_rel_idx,theta_best_abs_deg,theta_best_rel_deg,pol_axial_mean_deg,pol_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,tri60_count_tol5deg,tri120_count_tol5deg,H_balance_alpha_at_best_abs,H_balance_alpha_at_best_rel,improve_abs,improve_rel,stability_score
786709,601,17,7,11,1,0.2680606773139392,0.1521456138720626,0.26806040260429603,0.15214533916241957,0,8,0,8,0.29189127819155936,0.29189127819155936,0.2887223099048792,2.517276757041387e-07,576,0,0,0,0.06137330233483799,0.06137330233483799,2.747096431443552e-07,2.747096430333329e-07,16577796.77299622
231385,601,5,7,11,1,0.2680606772057779,0.0576754405050844,0.2680604024961345,0.05767516579544108,0,8,0,8,0.2918953100140923,0.2918953100140923,0.28872629702380226,2.5173466178252113e-07,576,0,0,0,0.03419056842091358,0.03419056842091358,2.7470964342191095e-07,2.7470964331782755e-07,16577704.256810963
8752513,577,197,7,11,1,0.2744402874671357,0.3218916384143389,0.2744400127521297,0.32189136369933313,0,8,0,8,0.029547619790864496,0.029547619790864496,0.02644980588842711,2.4896268890906015e-07,576,0,0,0,0.15156256462236264,0.15156256462236264,2.747150060211645e-07,2.7471500574360874e-07,16241856.126856169
7686217,577,173,7,11,1,0.274440002126082,0.3137309442067618,0.27443972741091915,0.31373066949159895,0,8,0,8,0.029608207159305948,0.029608207159305948,0.026509554079428618,2.49095880366923e-07,576,0,0,0,0.1465628054216732,0.1465628054216732,2.7471516284016673e-07,2.7471516284016673e-07,16240140.544597052
6086773,577,137,7,11,1,0.2744397046963358,0.2989059719696036,0.27443942998100945,0.29890569725427746,0,8,0,8,0.03041122325475659,0.03041122325475659,0.02731110983882895,2.493045827556273e-07,576,0,0,0,0.1354779506176426,0.1354779506176426,2.747153263205071e-07,2.7471532615397365e-07,16237444.529365378
4487329,577,101,7,11,1,0.2744396372091695,0.279197690229047,0.274439362493806,0.27919741551368377,0,8,0,8,0.029571845465348124,0.029571845465348124,0.02647149170875925,2.4937118447976303e-07,576,0,0,0,0.11862730907476214,0.11862730907476214,2.747153634574673e-07,2.7471536323542267e-07,16236582.792842496
2354737,577,53,7,11,1,0.2744395702171342,0.2361862327924365,0.2744392955017342,0.23618595807703624,0,8,0,8,0.029632630486426226,0.029632630486426226,0.0265314213665133,2.4950708832349733e-07,576,0,0,0,0.09283198668241525,0.09283198668241525,2.7471540003931594e-07,2.7471540026136054e-07,16234820.628930325
1288441,577,29,7,11,1,0.274439564630133,0.1942192090238449,0.2744392899147299,0.19421893430844164,0,8,0,8,0.029634924902659728,0.029634924902659728,0.026533475659042374,2.4954573185631546e-07,576,0,0,0,0.07146364107940233,0.07146364107940233,2.747154031479404e-07,2.747154032589627e-07,16234318.86868568
755293,577,17,7,11,1,0.2744395641799823,0.1555180835415005,0.27443928946457863,0.15551780882609711,0,8,0,8,0.02958271733018499,0.02958271733018499,0.026481223751830346,2.4955461830344916e-07,576,0,0,0,0.0555969061111271,0.0555969061111271,2.7471540364754077e-07,2.747154033977406e-07,16234203.440908004
222145,577,5,7,11,1,0.2744395640718184,0.0607495525331789,0.2744392893564149,0.06074927781777544,0,8,0,8,0.02958312595599122,0.02958312595599122,0.026481589536726066,2.4956151534194504e-07,576,0,0,0,0.031454382875821384,0.031454382875821384,2.7471540353651847e-07,2.7471540346019063e-07,16234113.84130788
6895273,601,149,7,11,1,0.2680606413042041,0.3004788853464771,0.26806048177718145,0.3004787258194544,9,9,9,9,0.2911002509559566,0.2911002509559566,0.2949647014685185,3.2239690794799714e-07,576,0,0,0,0.3717956731409986,0.3717956731409986,1.595270226473211e-07,1.5952702270283226e-07,15691870.564567313
4118653,601,89,7,11,1,0.2680605782173882,0.2672056777463523,0.26806041869034525,0.2672055182193091,9,9,9,9,0.28672502674289246,0.28672502674289246,0.2905908685327035,3.2248263215350903e-07,576,0,0,0,0.30975626924231076,0.30975626924231076,1.5952704296440245e-07,1.5952704318644706e-07,15690856.967028717
5229301,601,113,7,11,1,0.2680605838042733,0.2827594192952102,0.2680604242772322,0.28275925976816924,9,9,9,9,0.29116007506115643,0.29116007506115643,0.2950253133360356,3.2253006643223614e-07,576,0,0,0,0.3249460218560705,0.3249460218560705,1.595270410770233e-07,1.59527040966001e-07,15690293.87856988
1897357,601,41,7,11,1,0.268060562689647,0.2149780719574613,0.26806040316259916,0.2149779124304136,9,9,9,9,0.28569631247789995,0.28569631247789995,0.28956284972228563,3.2256409610020853e-07,576,0,0,0,0.2151016455082678,0.2151016455082678,1.5952704784938376e-07,1.5952704771060588e-07,15689891.357614199
6619921,577,149,7,11,1,0.2744395281694922,0.3042663460560202,0.2744393686391242,0.30426618652565235,9,9,9,9,0.028920086652006672,0.028920086652006672,0.03282012731938748,3.195872021466428e-07,576,0,0,0,0.3189914384795578,0.3189914384795578,1.595303679713389e-07,1.595303678603166e-07,15372624.260472368
3954181,577,89,7,11,1,0.2744394650813533,0.2709053454735946,0.27443930555096535,0.2709051859432068,9,9,9,9,0.024490869981656418,0.024490869981656418,0.028392313842908863,3.1967096114637883e-07,576,0,0,0,0.2680747719593737,0.2680747719593737,1.5953038795535335e-07,1.5953038784433105e-07,15371651.975429071
5020477,577,113,7,11,1,0.2744394706683558,0.2865004910711668,0.2744393111379695,0.2865003315407804,9,9,9,9,0.028926030129517548,0.028926030129517548,0.032826873208844885,3.197186322356771e-07,576,0,0,0,0.27673960888817745,0.27673960888817745,1.595303862900188e-07,1.595303864010411e-07,15371096.416215403
1821589,577,41,7,11,1,0.2744394495532867,0.2185338890398981,0.27443929002289363,0.21853372950950525,9,9,9,9,0.023424532067847288,0.023424532067847288,0.027326680946948827,3.197511655450569e-07,576,0,0,0,0.18517451054672063,0.18517451054672063,1.5953039306237926e-07,1.5953039284033466e-07,15370718.642910799
8112181,769,137,7,11,1,0.3691106151252259,0.4117977540075161,0.36911040702603637,0.4117975459083266,0,8,0,8,4.886235127874311,4.886235127874311,4.899260677693311,2.193814478967937e-07,576,0,0,0,-0.15911224785451072,-0.15911224785451072,2.0809918954700635e-07,2.080991894914952e-07,12481607.555425316
5980513,769,101,7,11,1,0.3691105640031226,0.3924488028521778,0.3691103559039117,0.39244859475296723,0,8,0,8,4.886130212835653,4.886130212835653,4.8991574413079455,2.19437434778591e-07,576,0,0,0,-0.1328601385115204,-0.1328601385115204,2.0809921086328842e-07,2.0809921058573266e-07,12481036.182177406
