center,a0,b0,c0,rad_abc,abc_quality_q,abc_eps_eff,e_near,d_e,K_add,GP_235,BridgeP_M
2728545,7444957817009,12,7444957817021,332564381382796525341061134,0.485330011002769,-0.514669988997231,2728549,4.0,5.68697535633982,0.0,-5.68697535633982
2731695,7462157573009,12,7462157573021,334102773867030690337141134,0.48533111957986236,-0.5146688804201376,2731693,2.0,-5.673323267171493,0.0,5.673323267171493
2731905,7463304929009,12,7463304929021,334205522780757565133221134,0.48533119343359044,-0.5146688065664096,2731909,4.0,5.68697535633982,0.0,-5.68697535633982
2759295,7613708897009,12,7613708897021,347811379010912207255461134,0.48534077142724064,-0.5146592285727594,2759293,2.0,-5.666426688112432,0.0,5.666426688112432
2761725,7627124975609,12,7627124975621,349038212361900686067769134,0.48534161597549275,-0.5146583840245073,2761729,4.0,5.60947179518496,0.0,-5.60947179518496
2764125,7640387015609,12,7640387015621,350253082490269717522969134,0.48534244927275066,-0.5146575507272493,2764129,4.0,5.645446897643238,0.0,-5.645446897643238
2790255,7785522965009,12,7785522965021,363686207032655741483701134,0.48535146919458544,-0.5146485308054145,2790253,2.0,-5.572154032177765,0.0,5.572154032177765
2805165,7868950677209,12,7868950677221,371522308562654442720937134,0.48535657334001475,-0.5146434266599853,2805169,4.0,5.726847747587197,0.0,-5.726847747587197
2822715,7967719971209,12,7967719971221,380907369238190162571457134,0.4853625420757409,-0.5146374579242591,2822713,2.0,-5.84354441703136,0.0,5.84354441703136
2839935,8065230804209,12,8065230804221,390287687551551213970597134,0.4853683579334021,-0.514631642066598,2839933,2.0,-5.673323267171493,0.0,5.673323267171493
2840265,8067105270209,12,8067105270221,390469124644383768996877134,0.485368468997432,-0.514631531002568,2840269,4.0,5.645446897643238,0.0,-5.645446897643238
2846865,8104640328209,12,8104640328221,394111169098373657550517134,0.48537068721911586,-0.5146293127808841,2846869,4.0,5.700443573390687,0.0,-5.700443573390687
2849685,8120704599209,12,8120704599221,395675059126269922671697134,0.48537163323247745,-0.5146283667675225,2849689,4.0,5.659482215759621,0.0,-5.659482215759621
2875335,8267551362209,12,8267551362221,410114433161178612778237134,0.4853801896333143,-0.5146198103666857,2875333,2.0,-5.910796644040527,0.0,5.910796644040527
2879295,8290339697009,12,8290339697021,412378393751416571999461134,0.4853815029292124,-0.5146184970707877,2879293,2.0,-5.872117789475416,0.0,5.872117789475416
2893485,8372255445209,12,8372255445221,420567967439593307198377134,0.4853861921928925,-0.5146138078071075,2893489,4.0,5.8664680569332965,0.0,-5.8664680569332965
2918565,8518021659209,12,8518021659221,435340157921135169566497134,0.4853944169569846,-0.5146055830430154,2918569,4.0,5.739792912179234,0.0,-5.739792912179234
2927595,8570812484009,12,8570812484021,440752959816884247783121134,0.48539735872206097,-0.514602641277939,2927593,2.0,-5.82600010738045,0.0,5.82600010738045
2927805,8572042118009,12,8572042118021,440879436438138523125241134,0.485397427013113,-0.514602572986887,2927809,4.0,5.831882477283517,0.0,-5.831882477283517
2952795,8718998312009,12,8718998312021,456125589389522515760161134,0.485405514352794,-0.514594485647206,2952793,2.0,-5.948034989180646,0.0,5.948034989180646
2954685,8730163449209,12,8730163449221,457294523100057275304697134,0.48540612285101536,-0.5145938771489846,2954689,4.0,5.921578419643816,0.0,-5.921578419643816
2989035,8934330231209,12,8934330231221,478933540082413652162257134,0.48541710602625215,-0.5145828939737478,2989033,2.0,-5.8888779583328805,0.0,5.8888779583328805
2990835,8945093997209,12,8945093997221,480088239714070958566537134,0.48541767762525573,-0.5145823223747443,2990833,2.0,-5.8888779583328805,0.0,5.8888779583328805
3047415,9286738182209,12,9286738182221,517461036390059775253837134,0.4854354493109946,-0.5145645506890054,3047413,2.0,-5.910796644040527,0.0,5.910796644040527
3058875,9356716265609,12,9356716265621,525288835651345867387969134,0.48543900346437324,-0.5145609965356268,3058873,2.0,-5.8998973535824915,0.0,5.8998973535824915
3062205,9377099462009,12,9377099462021,527579965923132014567161134,0.48544003339499914,-0.5145599666050009,3062209,4.0,5.932245187448011,0.0,-5.932245187448011
3063495,9385001615009,12,9385001615021,528469531883004949640701134,0.48544043203707343,-0.5145595679629266,3063493,2.0,-5.905361848054571,0.0,5.905361848054571
3066825,9405415580609,12,9405415580621,530771053464452385382669134,0.48544146021366275,-0.5145585397863373,3066829,4.0,5.877735781779639,0.0,-5.877735781779639
3076395,9464206196009,12,9464206196021,537427193524132299611281134,0.4854444080555424,-0.5145555919444575,3076393,2.0,-5.948034989180646,0.0,5.948034989180646
3089325,9543928955609,12,9543928955621,546519479458958547840169134,0.4854483744602026,-0.5145516255397974,3089329,4.0,5.921578419643816,0.0,-5.921578419643816
3092565,9563958279209,12,9563958279221,548815787799390863406097134,0.4854493654233312,-0.5145506345766688,3092569,4.0,5.916202062607435,0.0,-5.916202062607435
3101475,9619147175609,12,9619147175621,555167954316852189903769134,0.485452084534571,-0.514547915465429,3101473,2.0,-5.905361848054571,0.0,5.905361848054571
3103275,9630315725609,12,9630315725621,556457885850165383802769134,0.48545263277830236,-0.5145473672216976,3103273,2.0,-5.916202062607435,0.0,5.916202062607435
3129615,9794490048209,12,9794490048221,575592211827496038148117134,0.4854606145558502,-0.5145393854441498,3129613,2.0,-5.802118375377063,0.0,5.802118375377063
3153585,9945098352209,12,9945098352221,593429887411377049172437134,0.4854678124685485,-0.5145321875314515,3153589,4.0,5.916202062607435,0.0,-5.916202062607435
3157575,9970279880609,12,9970279880621,596438885386777551916669134,0.4854690046171557,-0.5145309953828443,3157573,2.0,-5.973809611869261,0.0,5.973809611869261
3171735,10059902910209,12,10059902910221,607209879377713358108077134,0.485473221704131,-0.514526778295869,3171733,2.0,-5.963579343618446,0.0,5.963579343618446
3187605,10160825636009,12,10160825636021,619454265632997775590481134,0.48547792285410013,-0.5145220771458998,3187609,4.0,5.963579343618446,0.0,-5.963579343618446
3200205,10241312042009,12,10241312042021,629306834051528694751561134,0.4854816365453695,-0.5145183634546304,3200209,4.0,5.948034989180646,0.0,-5.948034989180646
3207435,10287639279209,12,10287639279221,635013131635483948386097134,0.48548376004629673,-0.5145162399537033,3207433,2.0,-5.932245187448011,0.0,5.932245187448011
3208815,10296493704209,12,10296493704221,636106695605634791452597134,0.4854841647472796,-0.5145158352527204,3208813,2.0,-5.988961416889864,0.0,5.988961416889864
3215745,10341015905009,12,10341015905021,641619659686639197012901134,0.4854861940817378,-0.5145138059182621,3215749,4.0,5.978885764901122,0.0,-5.978885764901122
3224865,10399754268209,12,10399754268221,648929333035536660955717134,0.4854888572053667,-0.5145111427946333,3224869,4.0,5.84354441703136,0.0,-5.84354441703136
3243345,10519286789009,12,10519286789021,663932367297273054748021134,0.4854942275454369,-0.5145057724545631,3243349,4.0,5.82600010738045,0.0,-5.82600010738045
3277695,10743284513009,12,10743284513021,692508972765527674226341134,0.4855041185330531,-0.5144958814669469,3277693,2.0,-5.942799375126701,0.0,5.942799375126701
3295545,10860616847009,12,10860616847021,707717989785996239486461134,0.48550921227215177,-0.5144907877278482,3295549,4.0,5.8998973535824915,0.0,-5.8998973535824915
3308955,10949183192009,12,10949183192021,719307675433822706158561134,0.4855130185422514,-0.5144869814577486,3308953,2.0,-5.8998973535824915,0.0,5.8998973535824915
3326625,11066433890609,12,11066433890621,734795754332113474710469134,0.4855180074466872,-0.5144819925533128,3326629,4.0,5.8998973535824915,0.0,-5.8998973535824915
3328905,11081608499009,12,11081608499021,736812281552648887535821134,0.48551864899577674,-0.5144813510042232,3328909,4.0,5.905361848054571,0.0,-5.905361848054571
3340875,11161445765609,12,11161445765621,747467229472590081097969134,0.4855220090072799,-0.5144779909927202,3340873,2.0,-5.942799375126701,0.0,5.942799375126701
3366825,11335510580609,12,11335510580621,770962800739407686482669134,0.4855292467911693,-0.5144707532088306,3366829,4.0,5.860786223465865,0.0,-5.860786223465865
3371445,11366641388009,12,11366641388021,775203218662413394713841134,0.4855305287607105,-0.5144694712392894,3371449,4.0,5.849324779946859,0.0,-5.849324779946859
3374475,11387081525609,12,11387081525621,777993754026014615406769134,0.4855313684562833,-0.5144686315437167,3374473,2.0,-5.872117789475416,0.0,5.872117789475416
3378045,11411188022009,12,11411188022021,781291272442671648747961134,0.4855323567087368,-0.5144676432912632,3378049,4.0,5.921578419643816,0.0,-5.921578419643816
3400215,11561462046209,12,11561462046221,802004427876419608774957134,0.48553846755561136,-0.5144615324443886,3400213,2.0,-5.932245187448011,0.0,5.932245187448011
3416055,11669431763009,12,11669431763021,817053826029980226731341134,0.48554280613720374,-0.5144571938627962,3416053,2.0,-5.883322388488279,0.0,5.883322388488279
3436245,11807779700009,12,11807779700021,836541968664517940346001134,0.4855483033724509,-0.5144516966275491,3436249,4.0,6.0473721790462776,0.0,-6.0473721790462776
3437715,11817884421209,12,11817884421221,837974353159177173252457134,0.4855487021918752,-0.5144512978081248,3437713,2.0,-6.0473721790462776,0.0,6.0473721790462776
3467535,12023798976209,12,12023798976221,867430450922573292814357134,0.4855567512108227,-0.5144432487891772,3467533,2.0,-5.993961427306569,0.0,5.993961427306569
3479895,12109669211009,12,12109669211021,879864530401227915583981134,0.48556006454444656,-0.5144399354555534,3479893,2.0,-5.932245187448011,0.0,5.932245187448011
3512055,12334530323009,12,12334530323021,912843829736259121432141134,0.4855686237619841,-0.5144313762380159,3512053,2.0,-5.953243334287785,0.0,5.953243334287785
3512235,12335794695209,12,12335794695221,913030984574967208463377134,0.4855686714187329,-0.5144313285812672,3512233,2.0,-5.963579343618446,0.0,5.963579343618446
3512985,12341063610209,12,12341063610221,913811106188237336714077134,0.4855688699588463,-0.5144311300411537,3512989,4.0,5.953243334287785,0.0,-5.953243334287785
3513075,12341695955609,12,12341695955621,913904754365061888300169134,0.4855688937804444,-0.5144311062195557,3513073,2.0,-5.963579343618446,0.0,5.963579343618446
3514545,12352026557009,12,12352026557021,915435360391223010274261134,0.4855692827690548,-0.5144307172309452,3514549,4.0,6.003887067106539,0.0,-6.003887067106539
3518325,12378610805609,12,12378610805621,919380032861330635893169134,0.4855702821827153,-0.5144297178172847,3518329,4.0,5.998936561946683,0.0,-5.998936561946683
3550695,12607434983009,12,12607434983021,953684501105702600030941134,0.4855787913350359,-0.5144212086649641,3550693,2.0,-6.159095388491933,0.0,6.159095388491933
3584925,12851687255609,12,12851687255621,990995191896822062094169134,0.4855876946944406,-0.5144123053055594,3584929,4.0,6.129050210060545,0.0,-6.129050210060545
3586905,12865887479009,12,12865887479021,993186363736049712392221134,0.48558820676164877,-0.5144117932383512,3586909,4.0,6.137727054086234,0.0,-6.137727054086234
3593505,12913278185009,12,12913278185021,1000516520901505755423301134,0.4855899113509741,-0.5144100886490259,3593509,4.0,6.124683390894205,0.0,-6.124683390894205
3621465,13115008746209,12,13115008746221,1032020726479775677660957134,0.4855970936234327,-0.5144029063765674,3621469,4.0,6.154858094016418,0.0,-6.154858094016418
3652935,13343934114209,12,13343934114221,1068363465867065139990397134,0.4856051030467254,-0.5143948969532746,3652933,2.0,-6.089044875446846,0.0,6.089044875446846
3669765,13467175155209,12,13467175155221,1088188839967440956050177134,0.4856093545522375,-0.5143906454477625,3669769,4.0,6.061456918928017,0.0,-6.061456918928017
3690525,13619974775609,12,13619974775621,1113022277330333217591769134,0.4856145686240931,-0.5143854313759069,3690529,4.0,6.056784013228625,0.0,-6.056784013228625
3713445,13789673768009,12,13789673768021,1140930615769686048222241134,0.48562028689511827,-0.5143797131048817,3713449,4.0,6.07073772800249,0.0,-6.07073772800249
3727725,13895933675609,12,13895933675621,1158581836302546024273769134,0.48562382948783117,-0.5143761705121688,3727729,4.0,6.013715156042802,0.0,-6.013715156042802
3735165,13951457577209,12,13951457577221,1167859011172979026122937134,0.4856256691461361,-0.514374330853864,3735169,4.0,6.008813185442595,0.0,-6.008813185442595
3741165,13996315557209,12,13996315557221,1175381095062831815631337134,0.4856271497323231,-0.5143728502676769,3741169,4.0,6.028278520230698,0.0,-6.028278520230698
3798075,14425373705609,12,14425373705621,1248548439279891820095169134,0.48564106125871953,-0.5143589387412805,3798073,2.0,-6.192362489474872,0.0,6.192362489474872
3817815,14575711374209,12,14575711374221,1274708172386523142601197134,0.4856458318049183,-0.5143541681950816,3817813,2.0,-6.142037405587356,0.0,6.142037405587356
3837135,14723605008209,12,14723605008221,1300707266627602981304917134,0.4856504739803314,-0.5143495260196687,3837133,2.0,-6.093569770045136,0.0,6.093569770045136
3837855,14729131001009,12,14729131001021,1301683800270366815586181134,0.485650646470698,-0.514349353529302,3837853,2.0,-6.111467339502679,0.0,6.111467339502679
3849825,14821152530609,12,14821152530621,1317999374014532511073669134,0.4856535087862512,-0.5143464912137488,3849829,4.0,6.111467339502679,0.0,-6.111467339502679
3854115,14854202433209,12,14854202433221,1323883979561582559211417134,0.4856545321855893,-0.5143454678144107,3854113,2.0,-5.963579343618446,0.0,5.963579343618446
3894045,15163586462009,12,15163586462021,1379606126346027510227161134,0.48566399646740444,-0.5143360035325956,3894049,4.0,6.129050210060545,0.0,-6.129050210060545
3919215,15360246216209,12,15360246216221,1415622982936483347173557134,0.48566990622744777,-0.5143300937725522,3919213,2.0,-6.175867270105761,0.0,6.175867270105761
3919245,15360481370009,12,15360481370021,1415666327511467348046601134,0.48566991324569453,-0.5143300867543055,3919249,4.0,6.180016653652572,0.0,-6.180016653652572
3951555,15614786918009,12,15614786918021,1462929422970074293989241134,0.48567743692642706,-0.5143225630735729,3951553,2.0,-6.220590170099739,0.0,6.220590170099739
3974355,15795497666009,12,15795497666021,1496986479102511874915881134,0.4856827044794443,-0.5143172955205557,3974353,2.0,-6.20050917404269,0.0,6.20050917404269
3974685,15798120849209,12,15798120849221,1497483734198410036596697134,0.4856827804699274,-0.5143172195300726,3974689,4.0,6.208590026096629,0.0,-6.208590026096629
3975705,15806230247009,12,15806230247021,1499021487729911207498461134,0.485683015304622,-0.514316984695378,3975709,4.0,6.22455842927536,0.0,-6.22455842927536
3995445,15963580748009,12,15963580748021,1529015461790370881558641134,0.4856875467105844,-0.5143124532894157,3995449,4.0,6.2285110035911835,0.0,-6.2285110035911835
3996525,15972212075609,12,15972212075621,1530669351530529758865769134,0.4856877939005581,-0.5143122060994418,3996529,4.0,6.2285110035911835,0.0,-6.2285110035911835
4015935,16127733924209,12,16127733924221,1560622809181652180180197134,0.48569222365354003,-0.51430777634646,4015933,2.0,-6.297109319933935,0.0,6.297109319933935
4016565,16132794399209,12,16132794399221,1561602330764057236755697134,0.4856923670274153,-0.5143076329725846,4016569,4.0,6.289715570908998,0.0,-6.289715570908998
4032405,16260290084009,12,16260290084021,1586382201697899214551121134,0.4856959635442929,-0.5143040364557071,4032409,4.0,6.263398262591624,0.0,-6.263398262591624
4039665,16318893312209,12,16318893312221,1597837673612732720809237134,0.4856976066269806,-0.5143023933730194,4039669,4.0,6.192362489474872,0.0,-6.192362489474872
4042605,16342655186009,12,16342655186021,1602494271173897845509481134,0.4856982710604953,-0.5143017289395047,4042609,4.0,6.163314804034641,0.0,-6.163314804034641
4058475,16471219325609,12,16471219325621,1627806396435078332370769134,0.4857018482609723,-0.5142981517390277,4058473,2.0,-6.07993319509559,0.0,6.07993319509559
4059195,16477064048009,12,16477064048021,1628961837854330749352641134,0.485702010179395,-0.514297989820605,4059193,2.0,-6.089044875446846,0.0,6.089044875446846
4092705,16750234217009,12,16750234217021,1683422077949160660693061134,0.4857095105097638,-0.5142904894902363,4092709,4.0,6.255750041753367,0.0,-6.255750041753367
4098465,16797415356209,12,16797415356221,1692918975895244972034757134,0.4857107927580575,-0.5142892072419425,4098469,4.0,6.278521424165844,0.0,-6.278521424165844
4110345,16894936019009,12,16894936019021,1712633178519662498649421134,0.4857134309895056,-0.5142865690104944,4110349,4.0,6.20050917404269,0.0,-6.20050917404269
4138245,17125071680009,12,17125071680021,1759608480273910647302401134,0.48571959317744556,-0.5142804068225544,4138249,4.0,6.171700597410915,0.0,-6.171700597410915
4144965,17180734851209,12,17180734851221,1771065900166522249121857134,0.4857210704043298,-0.5142789295956702,4144969,4.0,6.124683390894205,0.0,-6.124683390894205
4155915,17271629487209,12,17271629487221,1789855110861808103090737134,0.4857234717173301,-0.5142765282826699,4155913,2.0,-6.013715156042802,0.0,6.013715156042802
4157895,17288090831009,12,17288090831021,1793268507488549479715581134,0.4857239051657378,-0.5142760948342622,4157893,2.0,-6.0473721790462776,0.0,6.0473721790462776
4174605,17427326906009,12,17427326906021,1822270338534686115859081134,0.4857275539637106,-0.5142724460362894,4174609,4.0,6.089044875446846,0.0,-6.089044875446846
4185915,17521884387209,12,17521884387221,1842098594873572656332737134,0.48573001428487195,-0.514269985715128,4185913,2.0,-6.066108090103747,0.0,6.066108090103747
4208625,17712524390609,12,17712524390621,1882401121728787662600469134,0.48573493194999423,-0.5142650680500058,4208629,4.0,6.115892125483034,0.0,-6.115892125483034
4218285,17793928341209,12,17793928341221,1899743314873766408806057134,0.4857370146826101,-0.5142629853173899,4218289,4.0,6.142037405587356,0.0,-6.142037405587356
4224375,17845344140609,12,17845344140621,1910737844981892677355469134,0.48573832494813585,-0.5142616750518642,4224373,2.0,-6.180016653652572,0.0,6.180016653652572
4234425,17930355080609,12,17930355080621,1928985799901616858892669134,0.4857404825591452,-0.5142595174408549,4234429,4.0,6.137727054086234,0.0,-6.137727054086234
4257525,18126519125609,12,18126519125621,1971424173667718304894769134,0.48574542003688076,-0.5142545799631193,4257529,4.0,6.244166900663736,0.0,-6.244166900663736
4262175,18166135730609,12,18166135730621,1980050924298761879089669134,0.48574641029325316,-0.5142535897067468,4262173,2.0,-6.2324480165505225,0.0,6.2324480165505225
4265085,18190950057209,12,18190950057221,1985463983904542470641337134,0.4857470293827248,-0.5142529706172752,4265089,4.0,6.2285110035911835,0.0,-6.2285110035911835
4265715,18196324461209,12,18196324461221,1986637343386868160235657134,0.4857471633497031,-0.514252836650297,4265713,2.0,-6.2285110035911835,0.0,6.2285110035911835
4285665,18366924492209,12,18366924492221,2024063491816363413573637134,0.48575139413939605,-0.514248605860604,4285669,4.0,6.150602768446279,0.0,-6.150602768446279
4300185,18491591034209,12,18491591034221,2051633633859963439803997134,0.48575445945583534,-0.5142455405441646,4300189,4.0,6.150602768446279,0.0,-6.150602768446279
4316775,18634546400609,12,18634546400621,2083477917340040712434269134,0.4857579475213606,-0.5142420524786394,4316773,2.0,-6.129050210060545,0.0,6.129050210060545
4326405,18717780224009,12,18717780224021,2102131779087162141496321134,0.48575996531529597,-0.514240034684704,4326409,4.0,6.042632833682381,0.0,-6.042632833682381
4332615,18771552738209,12,18771552738221,2114227153221522385928317134,0.48576126382648577,-0.5142387361735142,4332613,2.0,-6.075346031088684,0.0,6.075346031088684
4336095,18801719849009,12,18801719849021,2121028015685067806378821134,0.48576199057773384,-0.5142380094222662,4336093,2.0,-6.0473721790462776,0.0,6.0473721790462776
4353315,18951351489209,12,18951351489221,2154922339606629589567897134,0.48576557709429974,-0.5142344229057003,4353313,2.0,-6.003887067106539,0.0,6.003887067106539
4361475,19022464175609,12,19022464175621,2171124859875336369363769134,0.48576727104855016,-0.5142327289514499,4361473,2.0,-5.973809611869261,0.0,5.973809611869261
4370085,19097642907209,12,19097642907221,2188319787668996382594337134,0.48576905455077923,-0.5142309454492208,4370089,4.0,5.973809611869261,0.0,-5.973809611869261
4377675,19164038405609,12,19164038405621,2203562208071320267581169134,0.4857706234856832,-0.5142293765143169,4377673,2.0,-6.056784013228625,0.0,6.056784013228625
4396785,19331718336209,12,19331718336221,2242292002984507486683157134,0.485774560190241,-0.514225439809759,4396789,4.0,5.978885764901122,0.0,-5.978885764901122
4404555,19400104748009,12,19400104748021,2258184385403724879878641134,0.48577615531740703,-0.514223844682593,4404553,2.0,-5.948034989180646,0.0,5.948034989180646
4405695,19410148433009,12,19410148433021,2260523173150047959651941134,0.48577638908470716,-0.5142236109152929,4405693,2.0,-5.993961427306569,0.0,5.993961427306569
4413585,19479732552209,12,19479732552221,2276759881834948306208437134,0.485778005134149,-0.5142219948658511,4413589,4.0,5.993961427306569,0.0,-5.993961427306569
4415445,19496154548009,12,19496154548021,2280600252960515813642641134,0.4857783856297571,-0.5142216143702429,4415449,4.0,6.013715156042802,0.0,-6.013715156042802
4453485,19833528645209,12,19833528645221,2360213151123383720054377134,0.48578612799254256,-0.5142138720074574,4453489,4.0,6.042632833682381,0.0,-6.042632833682381
4467015,19954223010209,12,19954223010221,2389026095648362655966077134,0.48578886383073233,-0.5142111361692676,4467013,2.0,-6.061456918928017,0.0,6.061456918928017
4487805,20140393718009,12,20140393718021,2433812754699948452013241134,0.4857930495331647,-0.5142069504668353,4487809,4.0,6.066108090103747,0.0,-6.066108090103747
4510485,20344474935209,12,20344474935221,2483385962337548270682577134,0.48579759090584457,-0.5142024090941555,4510489,4.0,5.82600010738045,0.0,-5.82600010738045
4529385,20515328478209,12,20515328478221,2525272215414356326377517134,0.48580135577096406,-0.5141986442290359,4529389,4.0,5.849324779946859,0.0,-5.849324779946859
4540095,20612462609009,12,20612462609021,2549241688848248764555621134,0.4858034813452833,-0.5141965186547167,4540093,2.0,-5.752572638825633,0.0,5.752572638825633
4543245,20641075130009,12,20641075130021,2556323895137542494923401134,0.4858041054391253,-0.5141958945608747,4543249,4.0,5.7899601708972535,0.0,-5.7899601708972535
4544205,20649799082009,12,20649799082021,2558485212765525220178761134,0.4858042955422208,-0.5141957044577792,4544209,4.0,5.75890177387728,0.0,-5.75890177387728
4561635,20808513873209,12,20808513873221,2597965497670686726566617134,0.48580773925329823,-0.5141922607467018,4561633,2.0,-5.777652323222656,0.0,5.777652323222656
4575285,20933232831209,12,20933232831221,2629201420595145388070257134,0.48581042579985667,-0.5141895742001433,4575289,4.0,5.849324779946859,0.0,-5.849324779946859
4579875,20975255015609,12,20975255015621,2639767937820493283362969134,0.48581132715967934,-0.5141886728403207,4579873,2.0,-5.872117789475416,0.0,5.872117789475416
4596075,21123905405609,12,21123905405621,2677316277512223706041169134,0.48581450031342543,-0.5141854996865746,4596073,2.0,-5.82600010738045,0.0,5.82600010738045
4606575,21220533230609,12,21220533230621,2701866183549812932639669134,0.48581655026390164,-0.5141834497360984,4606573,2.0,-5.796057750765372,0.0,5.796057750765372
4609305,21245692583009,12,21245692583021,2708276719991871495998941134,0.48581708238879584,-0.5141829176112042,4609309,4.0,5.814130531825066,0.0,-5.814130531825066
4615605,21303809516009,12,21303809516021,2723113799367907611248881134,0.48581830901532025,-0.5141816909846797,4615609,4.0,5.765191102784844,0.0,-5.765191102784844
4627875,21417227015609,12,21417227015621,2752185678230333996722969134,0.48582069261117655,-0.5141793073888234,4627873,2.0,-5.855071922202427,0.0,5.855071922202427
4635975,21492264200609,12,21492264200621,2771504522814222749798269134,0.48582226223595626,-0.5141777377640437,4635973,2.0,-5.765191102784844,0.0,5.765191102784844
4647285,21597257871209,12,21597257871221,2798649285334549641153457134,0.48582444873592845,-0.5141755512640716,4647289,4.0,5.8888779583328805,0.0,-5.8888779583328805
4660545,21720679697009,12,21720679697021,2830727559001917793199461134,0.4858270045970554,-0.5141729954029446,4660549,4.0,5.916202062607435,0.0,-5.916202062607435
4675245,21857915810009,12,21857915810021,2866610901346222161445801134,0.4858298284602168,-0.5141701715397833,4675249,4.0,5.8664680569332965,0.0,-5.8664680569332965
4693695,22030772753009,12,22030772753021,2912129688569928733149541134,0.48583335857443827,-0.5141666414255617,4693693,2.0,-5.926926025970411,0.0,5.926926025970411
4706415,22150342152209,12,22150342152221,2943825944761155829376437134,0.48583578325304366,-0.5141642167469563,4706413,2.0,-5.8944028342648505,0.0,5.8944028342648505
4707975,22165028600609,12,22165028600621,2947730957196485671070269134,0.4858360801110161,-0.5141639198889839,4707973,2.0,-5.916202062607435,0.0,5.916202062607435
4734675,22417147355609,12,22417147355621,3015170973380139523632169134,0.48584114383974836,-0.5141588561602517,4734673,2.0,-5.8998973535824915,0.0,5.8998973535824915
4740645,22473715016009,12,22473715016021,3030407199726348550238881134,0.4858422716668368,-0.5141577283331632,4740649,4.0,5.8664680569332965,0.0,-5.8664680569332965
4743705,22502737127009,12,22502737127021,3038239069245235777456861134,0.4858428491290599,-0.5141571508709402,4743709,4.0,5.948034989180646,0.0,-5.948034989180646
4796085,23002431327209,12,23002431327221,3174671081779452158397937134,0.48585266935956944,-0.5141473306404305,4796089,4.0,6.028278520230698,0.0,-6.028278520230698
4809945,23135570903009,12,23135570903021,3211527846050605815216541134,0.48585524763743054,-0.5141447523625695,4809949,4.0,6.066108090103747,0.0,-6.066108090103747
4832415,23352234732209,12,23352234732221,3271961201930811436552837134,0.48585940984442305,-0.5141405901555769,4832413,2.0,-5.983936280687191,0.0,5.983936280687191
4833135,23359193928209,12,23359193928221,3273911645855739135438517134,0.4858595428522459,-0.5141404571477541,4833133,2.0,-5.968707559985366,0.0,5.968707559985366
4852455,23546319527009,12,23546319527021,3326574979609727359888861134,0.485863103585309,-0.5141368964146911,4852453,2.0,-5.953243334287785,0.0,5.953243334287785
4868655,23703801509009,12,23703801509021,3371221235872690746757621134,0.485866077007854,-0.514133922992146,4868653,2.0,-5.932245187448011,0.0,5.932245187448011
4875255,23768111315009,12,23768111315021,3389538692897664435386701134,0.4858672852092348,-0.5141327147907653,4875253,2.0,-5.8664680569332965,0.0,5.8664680569332965
4900455,24014459207009,12,24014459207021,3460165506032325015751261134,0.4858718814565838,-0.5141281185434162,4900453,2.0,-5.860786223465865,0.0,5.860786223465865
4950135,24503836518209,12,24503836518221,3602628024668442084160717134,0.4858808651664199,-0.5141191348335801,4950133,2.0,-5.831882477283517,0.0,5.831882477283517
4956825,24570114080609,12,24570114080621,3622143035606612920312669134,0.48588206716857285,-0.5141179328314271,4956829,4.0,5.877735781779639,0.0,-5.877735781779639
4959045,24592127312009,12,24592127312021,3628636354382124654980161134,0.4858824656356063,-0.5141175343643938,4959049,4.0,5.8888779583328805,0.0,-5.8888779583328805
4972065,24721430364209,12,24721430364221,3666894715516388325315397134,0.48588479855454736,-0.5141152014454526,4972069,4.0,5.963579343618446,0.0,-5.963579343618446
4977435,24774859179209,12,24774859179221,3682761884099602460928097134,0.4858857587462813,-0.5141142412537187,4977433,2.0,-5.921578419643816,0.0,5.921578419643816
4997385,24973856838209,12,24973856838221,3742161152253948700106317134,0.4858893157498136,-0.5141106842501864,4997389,4.0,5.905361848054571,0.0,-5.905361848054571
5025075,25251378755609,12,25251378755621,3825792774357147275364169134,0.4858942263546565,-0.5141057736453435,5025073,2.0,-6.023447592961033,0.0,6.023447592961033
5037915,25380587547209,12,25380587547221,3865045345451070779125537134,0.4858964930988842,-0.5141035069011157,5037913,2.0,-5.973809611869261,0.0,5.973809611869261
5047125,25473470765609,12,25473470765621,3893386277079852325597969134,0.4858981150086321,-0.5141018849913679,5047129,4.0,5.973809611869261,0.0,-5.973809611869261
5073375,25739133890609,12,25739133890621,3975018080634034000710469134,0.48590271949399316,-0.5140972805060069,5073373,2.0,-5.916202062607435,0.0,5.916202062607435
5074875,25754356265609,12,25754356265621,3979721199937335650587969134,0.48590298179682606,-0.5140970182031739,5074873,2.0,-5.872117789475416,0.0,5.872117789475416
5146485,26486307855209,12,26486307855221,4209147022807342880416177134,0.4859154035826471,-0.5140845964173528,5146489,4.0,5.680172609017068,0.0,-5.680172609017068
5154765,26571602205209,12,26571602205221,4236300262513119905839177134,0.4859168273062647,-0.5140831726937354,5154769,4.0,5.75890177387728,0.0,-5.75890177387728
5158035,26605325061209,12,26605325061221,4247059929677489660983657134,0.4859173888649365,-0.5140826111350635,5158033,2.0,-5.7899601708972535,0.0,5.7899601708972535
5168925,26717785655609,12,26717785655621,4283040422036319932286169134,0.48591925612412973,-0.5140807438758703,5168929,4.0,5.8377304471659395,0.0,-5.8377304471659395
