n,epsilon,kappa,C_fam,K,K2,K3,rho_E,rho_A,rho_B,rho_C,mB,sB,fam_support
690,0.7258919986544421,0.520323979016458,0.6404973632512694,0.46493191114336413,1.561796940366596,1.8914993014018322,0.0,0.33919092389405175,0.0,0.6608090761059482,115,6,A·C
691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,691,1,B
692,0.7880149644750785,0.21198503552492168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,173,4,A
693,0.6640858431151757,1.0,0.6877238766120716,0.45670769043036463,1.2973847147083373,1.4762548998527651,0.0,0.0,0.4479735992007008,0.5520264007992992,77,9,B·C
694,0.8940542374894257,0.10594576251057429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,347,2,C
695,1.0,0.24594431441262682,0.5578354960601235,0.5578354960601235,5.266451935352935,3.650426310544354,0.0,0.24594431441262682,0.7540556855873731,0.0,695,1,A·B
696,0.5144562177316024,0.4855437822683976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,24,A
697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,697,1,A
698,0.8941472223695843,0.10585277763041565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,349,2,E
699,0.8322639890423501,0.16773601095764984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233,3,A
700,0.7883869086898161,1.0,0.6624581610000766,0.5222733416871909,2.1258692813255418,2.503092605172102,0.0,0.6232350848844427,0.37676491511555715,0.0,175,4,A·B
701,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,701,1,A
702,0.39136030217914547,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,54,E
703,1.0,0.0,0.6879699103804312,0.6879699103804312,6.506393475809136,4.509888293370725,0.5508346795206824,0.0,0.4491653204793175,0.0,703,1,E·B
704,0.3657124188964384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,64,C
705,0.8324825932824097,0.4129259718181954,0.6063861053233548,0.5048058774900068,2.3881052173704767,2.64443356961585,0.0,0.29479122696485405,0.0,0.7052087730351458,235,3,A·C
706,0.8943311222588062,0.1056688777411938,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,353,2,A
707,1.0,0.2965860469407518,0.607943856146546,0.607943856146546,5.754532940751024,3.9887382833209033,0.0,0.7034139530592481,0.2965860469407518,0.0,707,1,A·B
708,0.6213443323386315,0.3786556676613686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,12,C
709,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,709,1,E
710,0.8944220555113084,0.35072233999744323,0.5872761099275305,0.525272705394067,3.139009574178519,3.0414857126328916,0.0,0.2740813400096797,0.0,0.7259186599903202,355,2,A·C
711,0.665397566145681,0.3346024338543191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79,9,B
712,0.6834018156108006,0.3165981843891993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,8,A
713,1.0,0.0,0.6921145960076116,0.6921145960076116,6.5596948336376135,4.546833979269551,0.0,0.0,0.5227181545584745,0.4772818454415255,713,1,B·C
714,0.7273183102640299,0.5688230394157803,0.6758115214904612,0.49153009386740537,1.6597820412409507,2.0188950262265575,0.0,0.5928311641538279,0.40716883584617214,0.0,119,6,A·B
715,1.0,1.0,1.0796225880597332,1.0796225880597332,10.236764841878287,7.095584688203108,0.39026766436157395,0.24488264191003337,0.0,0.3648496937283927,715,1,E·A·C
716,0.7891144190300869,0.21088558096991303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179,4,C
717,0.8329126058311869,0.16708739416881324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239,3,C
718,0.8946019329546961,0.10539806704530386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,359,2,C
719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,719,1,C
720,0.2446232649539434,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,144,A
721,1.0,0.29570230314409246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,721,1,B
722,0.8946908943777536,0.10530910562224635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,361,2,B
723,0.8331241076476993,0.16687589235230071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,241,3,E
724,0.7894702689104285,0.2105297310895716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181,4,E
725,1.0,0.48873245240967317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,725,1,A
726,0.7280082177447106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121,6,C
727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,727,1,B
728,0.6844694155134481,1.0,0.6837009379553649,0.4679723813883048,1.4036247852868062,1.662362743120591,0.5686165471914938,0.0,0.43138345280850626,0.0,91,8,E·B
729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,729,1
730,0.894866904512711,0.34924458360170096,0.5860149496848378,0.5244053840226429,3.1470866350829967,3.0512334406653276,0.7272091672142686,0.27279083278573135,0.0,0.0,365,2,E·A
731,1.0,0.0,0.6832127335782359,0.6832127335782359,6.499899837349362,4.505387246180757,0.0,0.4296384145988506,0.5703615854011495,0.0,731,1,A·B
732,0.6232581353293686,0.3767418646706315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,12,E
