V_refined,F_refined,Walter_faces,Rest_faces,area_W_fraction_proxy,avg_parent_W_fraction,min_parent_W_fraction,max_parent_W_fraction,scale_W_to_full,scale_R_to_full,walter_edges,all_edges
212,420,120,300,0.3555123341725562,0.35551233417255623,0.35551233417255607,0.35551233417255634,2.812841929457859,1.5516200743983541,240,630
