base_level,V_base,F_base,V_refined,F_refined,Walter_faces,Rest_faces,area_W_fraction_proxy,avg_parent_W_fraction,min_parent_W_fraction,max_parent_W_fraction,scale_W_to_full,scale_R_to_full,walter_edges,all_edges,lambda1_full,scale_s_to_match_l1,hbar_eff_ratio_proxy_from_phase_shift
1,42,80,842,1680,480,1200,0.28823962075842874,0.28809791266513896,0.28711511299352055,0.2910463116799938,3.469335677616964,1.4049672181325508,960,2520,1.9994585274425911,1.0002708095966868,5.2862481897486635
