N,alpha_infinity,c,alpha_inv_target,alpha_inv_pred,delta_alpha_inv,alpha_target,coherence_fraction,coh_minus_alpha,eps0_from_alpha_F_per_m,mu0_from_alpha_N_per_A2
850000,136.99,42.4,137.035999177,137.03598925705757,-9.91994244259331e-06,0.0072973525643314245,0.007296470588235294,-8.819760961304574e-07,8.854187818801931e-12,1.2566370612682262e-06
