sigma,corr,rmse,mae
0.25,0.9354382901181277,1.9180913225530443,1.9048425317860436
0.5,0.9746624459737924,5.71588166903982,5.103703033109309
0.75,0.9809239898068891,10.649526377479853,9.25144381216363
1.0,0.9835691285925703,15.454429189244383,13.388397909028338
1.5,0.9818700991425764,25.170540140721403,22.044943532371004
2.0,0.9652541458312957,34.24753601544069,30.505975620342575
