sigma,corr,rmse,mae
0.25,0.9131061056805914,3.1869247226734054,2.905647841431329
0.5,0.9560458061041976,6.7257984952202134,5.827032940735254
0.75,0.9736623750479991,11.841747742854269,10.058932868727783
1.0,0.9786977065555451,17.68857312066584,15.05642019085216
1.5,0.9685381639893567,29.032852951463262,25.279330936486872
2.0,0.9437823269835698,38.660846161164955,34.33890141286793
