sigma,corr,rmse,mae
0.25,0.9365799749811415,2.5337019806512457,2.4352738535403113
0.5,0.9638266594269392,6.899878228994118,5.966346332432425
0.75,0.9790303633043794,11.616047664496332,9.938034575824833
1.0,0.9857510531860009,16.136565480694312,13.942934713247045
1.5,0.9813331390705003,25.371153307676032,22.441592606834174
2.0,0.9606919618003744,34.163137238851284,30.83839818881419
