sigma,corr,rmse,mae
0.25,0.9420319142837753,3.2120047181917744,2.9870843827631854
0.5,0.9612453599285765,8.359864029409271,7.0832325921214645
0.75,0.9776723969716441,13.252678203707815,11.220213844497257
1.0,0.98359458039326,18.165915443278177,15.542675391681547
1.5,0.979068061704928,27.896469708047572,24.46761543049923
2.0,0.9586099042226333,36.84251384682055,32.98925349724304
