sigma,corr,rmse,mae
0.25,0.9298812705210607,2.520347162603688,2.415379601443156
0.5,0.9530381507765179,7.1997387164512325,6.104520526398581
0.75,0.9745864007278353,12.091592428240409,10.180081430368684
1.0,0.9831257321597615,16.79526192948723,14.315112759626398
1.5,0.9829235386858401,26.19720126800034,22.90387949704892
2.0,0.9650816522113829,34.96137387923336,31.224838859810784
