bits,n,sigma,ring,use_sigma,dir_kind,dir_count,lambdas,base_samples,T,S,score,use_score,B,neighbor_safety,shadow,success_prefilter,factor_prefilter,rank_hit,tested,t_prefilter,success_pipeline,factor_pipeline,t_total,fallback_used
64,10124945729605181239,B,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,200,True,False,False,,,200,0.020725250244140625,True,2748198667,0.10777807235717773,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.058377981185913086,True,2748198667,0.1181802749633789,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,1000,True,False,False,,,1000,0.07169485092163086,True,2748198667,0.11678171157836914,True
64,10124945729605181239,B,gaussian,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.050647735595703125,True,2748198667,0.07807517051696777,True
64,10124945729605181239,B,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.06067490577697754,True,2748198667,0.10029792785644531,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.01872110366821289,True,2748198667,0.041934967041015625,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,50,True,False,False,,,50,0.010193824768066406,True,2748198667,0.05182909965515137,True
64,10124945729605181239,B,gaussian,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.01753711700439453,True,3684211717,0.02491903305053711,True
64,10124945729605181239,B,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.01532292366027832,True,3684211717,0.038561105728149414,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.026198148727416992,True,2748198667,0.06847095489501953,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,200,True,False,False,,,200,0.01923203468322754,True,2748198667,0.13541889190673828,True
64,10124945729605181239,B,gaussian,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.03008103370666504,True,3684211717,0.08010220527648926,True
