node,rho,ell,q1,q2,g,sigma,p,class,role,bulk,s3,flux,br,region,mode,step
3,18,18,1.3673073785402274,1.369322485505957,0.17561405826992732,0.5341055683231162,0.6184303010604677,bridge_like,Brückenknoten / Übergangszone,1.5049149890410556,0.7950850109589441,0.16348967300610417,0.345689135199541,transfer,E3,4
4,12,12,1.4105114166872221,1.2839148834393637,0.37756980291319664,0.3213537771132241,0.2973018262255191,alpha_like,tiefe alpha-Bindungszone,1.1435885697716694,0.5814114302283309,0.13144748061236974,0.33705010448019174,transfer,E3,4
5,12,6,1.3260032333039542,1.0083438466167345,0.33020964098513406,0.1773218455824892,0.09452386935798528,alpha_like,tiefe alpha-Bindungszone,1.085961731563034,0.2890382684369659,0.11630570540191179,0.21020964977233883,transfer,E3,4
6,6,6,0.9298437030386841,0.6807857545758378,0.5523738333040065,0.2698555604074798,0.23892959731309305,mixed,gemischter Übergangszustand,1.0250759464517922,0.09992405354820791,0.024285231094169187,0.08882138093174034,transfer,E3,4
7,6,6,1.0,1.476985345683034,2.0980765618560335,0.4507491697878613,0.00045149467391475406,gamma_like,gamma-Zustand / photonische Anregung,0.8192586102822579,0.3807413897177424,0.10036234227140778,0.31728449143145193,transfer,E3,4
0,198,102,0.4103157563227476,1.779567299334189,0.0,1.6920324401552587,1.908694898016917,beta_like,oberer beta-Restkern,3.226205744337005,1.0237942556629949,0.1547332035080111,0.24089276603835175,transfer,E3,5
1,192,108,0.0,1.4557290165677204,0.0,1.571128853998692,1.9520106009769385,beta_like,oberer beta-Restkern,2.2908168785609506,0.8341831214390493,0.10668111574110295,0.26693859886049576,transfer,E3,5
2,102,102,1.155464078998091,1.020142261744816,5.698035836319668,0.36199170504713574,-0.041482915605866144,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.6832651842590431,1.8667348157409567,0.2963096839699332,0.7320528689180222,boundary,E3,5
3,18,18,1.28748332243322,1.294156008402712,0.09534063920753441,0.3056391865327276,0.2734239913529104,alpha_like,mittlere alpha-Ordnungszone,1.3706172826140817,0.929382717385918,0.1342977064269739,0.4040794423417035,transfer,E3,5
4,12,12,1.4204795895070805,1.2992172346368769,0.36914660687080036,0.3413300828177972,0.3891852755218428,alpha_like,tiefe alpha-Bindungszone,1.025498902395074,0.6995010976049263,0.11808966737659547,0.4055078826695224,transfer,E3,5
5,12,6,1.3744774265473243,1.055118736067927,0.3572068830462122,0.24029185709130796,0.14847158524658055,alpha_like,tiefe alpha-Bindungszone,0.9775657610209761,0.39743423897902386,0.10839597054205795,0.2890430828938355,transfer,E3,5
6,6,6,0.8805696015886982,0.6480257374941333,0.5181658158123972,0.4015972652068971,0.18074804952228685,mixed,gemischter Übergangszustand,1.0008931319875884,0.12410686801241164,0.024182814464203724,0.11031721601103256,transfer,E3,5
7,6,6,1.2293224857756826,1.6480437057516255,2.1811627424735534,1.1939004324213727,1.2968603382395791,gamma_like,gamma-Zustand / photonische Anregung,0.7179316136570495,0.4820683863429508,0.1013269966252084,0.4017236552857923,transfer,E3,5
0,198,102,0.3489200746044977,1.7338908486150582,0.0,1.5979662028259027,2.0167373187208724,beta_like,oberer beta-Restkern,3.0817406221960293,1.168259377803971,0.14446512214097598,0.27488455948328727,transfer,E3,6
1,192,108,0.005930038653634375,1.3246008872955466,0.0,1.3478337789844825,1.5981047133038677,beta_like,oberer beta-Restkern,2.1942537820721255,0.9307462179278745,0.09656309648882516,0.29783878973691985,transfer,E3,6
2,102,102,1.1766210434286613,1.1674593651123792,5.35939257652318,0.3826415428019617,0.07903205801196572,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.4855580682425127,2.064441931757487,0.19770711601653043,0.809585071277446,boundary,E3,6
3,18,18,1.2813040748534594,1.2935071438694,0.09573732549269028,0.2849049774480011,0.2576824363527553,alpha_like,mittlere alpha-Ordnungszone,1.249088328521313,1.0509116714786866,0.12152895409276858,0.4569181180342116,transfer,E3,6
4,12,12,1.3801764778067036,1.2569129874649227,0.3143040734310237,0.26494710093759993,0.2601627658387063,alpha_like,tiefe alpha-Bindungszone,0.9245073235084406,0.8004926764915598,0.10099157888663343,0.4640537255023534,transfer,E3,6
5,12,6,1.4122254913931545,1.09601209307801,0.3836308481916182,0.2586587532811806,0.27198151829168665,alpha_like,tiefe alpha-Bindungszone,0.8782507107169752,0.49674928928302475,0.09931505030400091,0.3612722103876544,transfer,E3,6
6,6,6,1.0076862193994005,0.7612103550012612,0.6176431209573492,0.21430536273760115,0.04572514956691559,mixed,gemischter Übergangszustand,0.977409913703658,0.147590086296342,0.023483218283930362,0.13119118781897066,transfer,E3,6
7,6,6,1.145248841033333,1.566406319563422,1.8952070677104937,0.6516097241102662,0.47344148304022615,alpha_like,tiefe alpha-Bindungszone,0.5854063104830752,0.6145936895169251,0.13252530317397423,0.5121614079307708,boundary,E3,6
0,198,102,0.17583811592429263,1.5799306007382148,0.0,1.4291680113494578,1.6546189889227676,beta_like,oberer beta-Restkern,2.949206471051094,1.3007935289489065,0.13253415114493558,0.30606906563503683,transfer,E3,7
1,192,108,0.04143252676330512,1.273856240771245,0.0,1.1869037124778898,1.3563048610351165,beta_like,oberer beta-Restkern,2.1054688125934753,1.0195311874065245,0.0887849694786501,0.3262499799700878,transfer,E3,7
2,102,102,1.1931561803620376,1.2771636609129555,5.030146033923303,0.4606361320142459,0.2752188169319128,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.3505788779927826,2.1994211220072173,0.1349791902497301,0.8625180870616539,boundary,E3,7
3,18,18,1.2700682867527409,1.286549146888087,0.09487673489206591,0.2641323089286966,0.19348118128817732,alpha_like,mittlere alpha-Ordnungszone,1.1391255673474592,1.1608744326525404,0.10996276117385388,0.5047280141967567,boundary,E3,7
4,12,12,1.3821536639359329,1.2585649405209212,0.29776258754924145,0.26948885053034527,0.2968261459494899,alpha_like,tiefe alpha-Bindungszone,0.834068175657438,0.8909318243425624,0.0904391478510026,0.5164822170101809,boundary,E3,7
5,12,6,1.3770297873267985,1.0706290253909725,0.34648676305635295,0.19673883379158064,0.18822085852120496,alpha_like,tiefe alpha-Bindungszone,0.7921248984346546,0.5828751015653454,0.08612581228232066,0.4239091647747966,transfer,E3,7
6,6,6,1.1228436275510278,0.8512610326449588,0.6739765819598523,0.14832588925388937,-0.17625491109949046,mixed,gemischter Übergangszustand,0.9543139899885889,0.17068601001141115,0.023095923715069164,0.15172089778792103,transfer,E3,7
7,6,6,1.195590072556709,1.602045352132645,1.7027114101871579,1.027286660011569,1.194264456808496,mixed,gemischter Übergangszustand,0.56246374891012,0.6375362510898803,0.022942561572955312,0.5312802092415668,boundary,E3,7
0,198,102,0.1005167516033047,1.504249560726036,0.0,1.3510748375463129,1.7021441234077848,beta_like,oberer beta-Restkern,2.8247904039971212,1.425209596002879,0.12441606705397247,0.3353434343536186,transfer,E3,8
1,192,108,0.03281746427448899,1.2404704783597316,0.0,1.1798876794256057,1.3318732739906465,beta_like,oberer beta-Restkern,2.020431410371222,1.1045685896287778,0.08503740222225327,0.3534619486812089,transfer,E3,8
2,102,102,1.2235586113176264,1.3435358597633218,4.6969332934240935,0.5744559654047816,0.45649477418667866,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.2568604928018609,2.293139507198139,0.09371838519092168,0.8992703949796624,boundary,E3,8
3,18,18,1.2944637653559894,1.306272064820539,0.12510357649570042,0.30605622629282314,0.2397715079447238,alpha_like,mittlere alpha-Ordnungszone,1.0358467223439345,1.264153277656065,0.10327884500352479,0.5496318598504631,boundary,E3,8
4,12,12,1.353403535610321,1.2335838723215924,0.2609196472878062,0.2270413967468628,0.2285329134272692,alpha_like,tiefe alpha-Bindungszone,0.7549448294305368,0.9700551705694636,0.07912334622690122,0.5623508235185295,boundary,E3,8
5,12,6,1.339015690827634,1.0468654863277542,0.3199606390942558,0.1437650909711699,0.1031484706834544,alpha_like,tiefe alpha-Bindungszone,0.71663901130781,0.65836098869219,0.07548588712684454,0.47880799177613814,transfer,E3,8
6,6,6,1.3357133642173942,1.0294325575777794,0.830574080095582,0.17653627173180703,0.06807146748217746,alpha_like,tiefe alpha-Bindungszone,0.8393348502276514,0.2856651497723485,0.11497913976093738,0.2539245775754209,transfer,E3,8
7,6,6,1.0786230779660857,1.4955901201032455,1.4237112684764566,0.5192068932056715,0.34798783020229956,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.473356170979936,0.7266438290200643,0.08910757793018398,0.6055365241833869,boundary,E3,8
0,198,102,0.0,1.3699633949155452,0.0,1.3429057664288926,1.654236703559903,beta_like,oberer beta-Restkern,2.7058652857991543,1.5441347142008461,0.11892511819796711,0.3633258151060814,transfer,E3,9
1,192,108,0.036113044833157006,1.2236416130429328,0.0,1.1562521161002535,1.268897734802501,beta_like,oberer beta-Restkern,1.939329985897218,1.185670014102782,0.08110142447400424,0.37941440451289027,transfer,E3,9
2,102,102,1.2341355356998769,1.388019971506167,4.368420534579504,0.6477538409080502,0.578410796137921,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.19113703809691016,2.35886296190309,0.06572345470495075,0.9250442987855255,boundary,E3,9
3,18,18,1.3112591753680323,1.3187700678848402,0.15244921168444195,0.3373785507733589,0.27351035298742793,alpha_like,mittlere alpha-Ordnungszone,0.939661490392831,1.3603385096071685,0.09618523195110351,0.5914515259161603,boundary,E3,9
4,12,12,1.342031485006945,1.2221678856266265,0.24051663890420974,0.2094838257413274,0.18346089385956557,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.6844368858933674,1.040563114106633,0.07050794353716933,0.6032249936850045,boundary,E3,9
5,12,6,1.3525278787202981,1.061970574927231,0.32083026113664403,0.15594033465718687,0.10931916944668568,alpha_like,tiefe alpha-Bindungszone,0.648068312667659,0.726931687332341,0.0685706986401511,0.5286775907871571,boundary,E3,9
6,6,6,1.3949975080413382,1.0770054872925194,0.8370002882401892,0.2356001727459069,0.12192631780390063,alpha_like,tiefe alpha-Bindungszone,0.7365397328931464,0.3884602671068535,0.10279511733450496,0.345298015206092,transfer,E3,9
7,6,6,1.123160678336354,1.5384610048041374,1.2785534200364712,0.6400424535260734,0.535595092283145,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.39999898301425435,0.8000010169857459,0.07335718796568162,0.6666675141547881,boundary,E3,9
0,198,102,0.0,1.248383803711458,0.0,1.1749373929753997,1.3454832155857355,beta_like,oberer beta-Restkern,2.5967192235980634,1.653280776401937,0.10914606220109101,0.38900724150633814,transfer,E3,10
1,192,108,0.0,1.2207951100237489,0.0,1.2283515375590275,1.4263960863481775,beta_like,oberer beta-Restkern,1.8600158671069784,1.2649841328930216,0.07931411879023943,0.40479492252576693,transfer,E3,10
2,102,102,1.2408072372571406,1.4153801178081697,4.050351028467219,0.715924114173655,0.6607359757369456,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.14436270917075056,2.4056372908292496,0.04677432892615959,0.9433871728742155,boundary,E3,10
3,18,18,1.3252636357416905,1.3263619026192033,0.17749360269941547,0.36117708632173773,0.28823934647877325,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.8506525320406874,1.4493474679593121,0.08900895835214362,0.6301510730257881,boundary,E3,10
4,12,12,1.3449666316687172,1.2277343751384862,0.23742442611558906,0.21482360087829044,0.17730381277155174,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.6205103898128629,1.1044896101871373,0.06392649608050448,0.6402838319925434,boundary,E3,10
5,12,6,1.3706979477971186,1.0776516239011176,0.3240024011050584,0.17566951002552514,0.10552444848352775,alpha_like,tiefe alpha-Bindungszone,0.5855966691350989,0.7894033308649011,0.06247164353256008,0.5741115133562917,boundary,E3,10
6,6,6,1.4670604753903032,1.1338153003135474,0.8483101975991479,0.3369298807213238,0.2893091543905323,alpha_like,tiefe alpha-Bindungszone,0.6438114163276516,0.48118858367234835,0.09272831656549485,0.4277231854865319,transfer,E3,10
7,6,6,1.0454293781510315,1.5498777664842687,1.1283224773201421,0.6342494695050982,0.5490705523648137,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.3409305621725504,0.8590694378274498,0.05906842084170395,0.7158911981895414,boundary,E3,10
0,198,102,0.0,1.205596392126029,0.0,1.1235585912683375,1.2734433110817993,beta_like,oberer beta-Restkern,2.4933766403130724,1.756623359686928,0.10334258328499091,0.4133231434557478,transfer,E3,11
1,192,108,0.0,1.1555268966166572,0.0,1.1705122119035472,1.342506910483068,beta_like,oberer beta-Restkern,1.7850751243167606,1.3399248756832394,0.07494074279021777,0.4287759602186366,transfer,E3,11
2,102,102,1.2055470533796377,1.4420216086286088,3.742496133994489,0.72605240802584,0.6867227488495855,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.11078832658449815,2.439211673415502,0.03357438258625241,0.956553597417844,boundary,E3,11
3,18,18,1.3431726718663233,1.3354200063093693,0.20647693178448953,0.3939630589374315,0.3369818880373442,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.7681089519781027,1.5318910480218968,0.08254358006258466,0.6660395860964771,boundary,E3,11
4,12,12,1.3503501179694783,1.2373497271100053,0.24011420668088157,0.22467705527784382,0.16494037245335771,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.56230110384385,1.1626988961561502,0.05820928596901282,0.6740283455977681,boundary,E3,11
5,12,6,1.4162972262403022,1.113499242257698,0.3428231181928831,0.22606728825964503,0.17609631335501524,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.5277824575116593,0.8472175424883407,0.05781421162343959,0.6161582127187932,boundary,E3,11
6,6,6,1.4843641139660326,1.1485946079910825,0.8198571146395291,0.3702317352546742,0.32334337913393746,alpha_like,tiefe alpha-Bindungszone,0.5630164201954901,0.5619835798045099,0.08079499613216147,0.499540959826231,transfer,E3,11
7,6,6,0.9944941225842272,1.5619915189605496,1.008182380015905,0.6483629140232368,0.5793903395564484,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.2923932987479121,0.9076067012520882,0.04853726342463833,0.7563389177100733,boundary,E3,11
0,198,102,0.0,1.1680801706352375,0.0,1.0830755256310922,1.306836656866775,beta_like,oberer beta-Restkern,2.395206684623621,1.8547933153763794,0.09816995568945137,0.43642195655914806,transfer,E3,12
1,192,108,0.0,1.0989837828894216,0.0,0.8645405769770932,0.6365664719083384,beta_like,oberer beta-Restkern,1.7188886871176865,1.4061113128823135,0.06618643719907412,0.4499556201223403,transfer,E3,12
2,102,102,0.17243488642305604,1.463173107699934,2.7983959017555966,1.297360214233822,1.6642644710347199,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.08770373032386922,2.4622962696761306,0.02308459626062894,0.9656063802651493,boundary,E3,12
3,18,18,1.3540944256423662,1.3355280039472353,0.2240866674655068,0.6818819749165568,0.6130122188071934,boundary_like,Rand-dominanter Feinkern (Basis: bridge_like),0.6879161951169213,1.6120838048830781,0.08019275686118142,0.7009060021230776,boundary,E3,12
4,12,12,1.3741704842923577,1.2645025270005694,0.25704436224645155,0.26317446734032984,0.11777018254928973,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.5084832204774505,1.2165167795225498,0.05381788336639953,0.7052271185637968,boundary,E3,12
5,12,6,1.4423459202097675,1.134531702630983,0.3478468641311731,0.259907773452789,0.20730717995952957,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.4750411050264217,0.8999588949735783,0.0527413524852376,0.6545155599807843,boundary,E3,12
6,6,6,1.5061604690730381,1.1664778045087476,0.7939961800398455,0.40692848954598926,0.3690081767556066,alpha_like,tiefe alpha-Bindungszone,0.4924635486196212,0.6325364513803788,0.07055287157586893,0.5622546234492256,boundary,E3,12
7,6,6,0.9450191203654161,1.5687229006878716,0.898162828278723,0.6622929564688543,0.6043966206850738,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.2521780847798813,0.947821915220119,0.040215213968030815,0.7898515960167656,boundary,E3,12
0,198,102,0.0,1.0580073843550772,0.0,1.0377137331208246,1.1821996010077735,beta_like,oberer beta-Restkern,2.3020427393160436,1.9479572606839564,0.09316394530757706,0.45834288486681324,transfer,E3,13
1,192,108,0.08854294105163654,1.2284509382602902,0.0998473612776678,0.96431541510306,1.1395908389547897,beta_like,oberer beta-Restkern,1.6503520561257081,1.4746479438742919,0.06853663099197846,0.4718873420397734,transfer,E3,13
2,102,102,1.0,1.3299149807861785,3.2670001854523525,0.39013017179463866,0.15645242820195307,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.06969654064210054,2.4803034593578994,0.01800718968176867,0.9726680232776077,boundary,E3,13
3,18,18,1.392330141334954,1.342500704313494,0.25924800826034977,0.48359562446531906,0.551865351076619,boundary_like,Rand-dominanter Feinkern (Basis: bridge_like),0.618791141488727,1.6812088585112723,0.06912505362819422,0.7309603732657708,boundary,E3,13
4,12,12,1.4372833165845005,1.334232348113341,0.32292406592968875,0.38200471538942815,0.37983226025730105,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.4565030007873328,1.2684969992126676,0.05198021969011774,0.7353605792537202,boundary,E3,13
5,12,6,1.460000519031313,1.1497042659687569,0.3513432728898882,0.2866208209767575,0.20440808265650276,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.4271296473177153,0.9478703526822847,0.047911457708706424,0.689360256496207,boundary,E3,13
6,6,6,1.5217855554623663,1.179538902497539,0.7647069993193144,0.4261304646219576,0.3797011525039054,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.4311674475616193,0.6938325524383807,0.06129610105800191,0.616740046611894,boundary,E3,13
7,6,6,0.8995518793360704,1.5776504757053231,0.7987877905644382,0.6982952857473068,0.6747565165604478,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.2184256026345695,0.9815743973654308,0.0337524821453118,0.817978664471192,boundary,E3,13
0,198,102,0.0012191278648558987,1.015863382760236,0.0,1.0091552207100072,1.0705785731392696,beta_like,oberer beta-Restkern,2.2131927989040716,2.0368072010959284,0.08884994041197192,0.479248753199042,transfer,E3,14
1,192,108,0.0,1.1698022266494605,0.0,1.1401633038535497,1.3724789681215572,beta_like,oberer beta-Restkern,1.5843846545994336,1.5406153454005664,0.06596740152627457,0.4929969105281813,transfer,E3,14
2,102,102,1.1190058668903538,1.4185951192143076,3.1926767465336607,0.6074123462313564,0.5086566716703425,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.055229333685212496,2.4947706663147873,0.014467206956888046,0.9783414377705049,boundary,E3,14
3,18,18,1.3413359218665253,1.2982661126190609,0.19492089760270984,0.3568204587834888,0.2604172244089004,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.5597410626496041,1.7402589373503952,0.05905007883912292,0.7566343205871285,boundary,E3,14
4,12,12,1.4371980123690458,1.3342345796991033,0.3043244259859334,0.38166638383444507,0.39992013917903335,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.410244226866589,1.3147557731334114,0.04625877392074382,0.7621772597874846,boundary,E3,14
5,12,6,1.5119941191937305,1.1967353179199998,0.37695832227090265,0.3543587221865777,0.3103807205761418,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.38270613774053114,0.9922938622594689,0.04442350957718417,0.721668263461432,boundary,E3,14
6,6,6,1.545052380348173,1.1984257213962146,0.7423619402796107,0.4527024937113844,0.399640540825051,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.37763188066299475,0.7473681193370052,0.053535566898624536,0.6643272171884491,boundary,E3,14
7,6,6,0.8449080521330123,1.568077539741617,0.70078388999926,0.7026518449114292,0.6828579363019426,boundary_like,Rand-dominanter Feinkern (Basis: alpha_like),0.1901803736675706,1.0098196263324297,0.0282452289669989,0.8415163552770245,boundary,E3,14
0,198,102,0.0,1.0252522446892802,0.0,0.9875821971209501,1.0516956002630158,beta_like,oberer beta-Restkern,2.128273447561321,2.121726552438679,0.08491935134275046,0.4992297770443951,transfer,E3,15
1,192,108,0.0,1.073337256226603,0.0,1.0901715074573615,1.2707804800710731,beta_like,oberer beta-Restkern,1.5218857486940311,1.6031142513059689,0.06249890590540238,0.5129965604179101,boundary,E3,15
2,102,102,1.0949954866925213,1.4594898593403172,2.955856674518296,0.6767351817545967,0.6125372549584246,boundary_like,Rand-dominanter Feinkern (Basis: gamma_core),0.044199130772081825,2.505800869227918,0.011030202913130671,0.9826670075403601,boundary,E3,15
