M,twin_count,quadruple_count_all,quadruple_count_small_delta,exact_symmetric_count,near_symmetric_count_6,near_symmetric_count_12,weighted_cupola_all,weighted_cupola_small_delta,delta_histogram_small,eta_histogram_small
10903,9,18,2,0,0,1,0.093899401599,0.033653846154,"{48: 1, 78: 1}","{8: 1, 22: 1}"
10933,9,18,2,0,1,1,0.093899401599,0.033653846154,"{48: 1, 78: 1}","{38: 1, 68: 1}"
10963,9,20,1,0,1,2,0.086102245776,0.008333333333,{120: 1},{70: 1}
10993,9,20,1,0,0,2,0.086102245776,0.008333333333,{120: 1},{10: 1}
11023,8,15,1,0,1,2,0.073613200000,0.008333333333,{120: 1},{50: 1}
11053,9,18,1,0,1,2,0.080225681427,0.008333333333,{120: 1},{110: 1}
11083,9,20,6,0,0,1,0.126934588106,0.076990884073,"{48: 1, 60: 1, 90: 1, 102: 2, 114: 1}","{10: 1, 22: 1, 52: 1, 64: 2, 76: 1}"
11113,9,20,6,0,2,3,0.126934588106,0.076990884073,"{48: 1, 60: 1, 90: 1, 102: 2, 114: 1}","{4: 2, 8: 1, 16: 1, 38: 1, 50: 1}"
11143,9,18,6,0,2,3,0.122218645247,0.081818926401,"{42: 1, 54: 1, 90: 1, 102: 2, 114: 1}","{4: 1, 8: 1, 44: 1, 56: 2, 68: 1}"
11173,8,7,0,0,0,0,0.026564814099,0.000000000000,{},{}
11203,8,12,0,0,1,1,0.039770802495,0.000000000000,{},{}
11233,8,12,0,0,1,1,0.039770802495,0.000000000000,{},{}
11263,8,15,0,0,1,1,0.047184023037,0.000000000000,{},{}
11293,8,15,0,0,0,0,0.047184023037,0.000000000000,{},{}
11323,8,15,0,0,1,1,0.047184023037,0.000000000000,{},{}
11353,8,12,0,0,1,1,0.037496051902,0.000000000000,{},{}
11383,6,8,0,0,0,0,0.028684431048,0.000000000000,{},{}
11413,7,12,0,0,0,1,0.037021998570,0.000000000000,{},{}
11443,7,12,0,0,1,2,0.036656655618,0.000000000000,{},{}
11473,5,4,0,0,0,0,0.017902685518,0.000000000000,{},{}
11503,6,8,1,0,0,0,0.042290485110,0.016666666667,{60: 1},{34: 1}
11533,7,10,1,0,1,1,0.047297795051,0.016666666667,{60: 1},{26: 1}
11563,7,12,0,0,1,1,0.046131735156,0.000000000000,{},{}
11593,7,12,0,0,2,2,0.046131735156,0.000000000000,{},{}
11623,7,12,0,0,1,1,0.046131735156,0.000000000000,{},{}
11653,7,10,0,0,0,0,0.040881505113,0.000000000000,{},{}
11683,8,12,0,0,0,0,0.045345790827,0.000000000000,{},{}
11713,8,15,2,0,1,2,0.117739415721,0.068376068376,"{18: 1, 78: 1}","{8: 1, 52: 1}"
11743,9,20,3,0,1,3,0.095611380154,0.038259109312,"{60: 1, 78: 1, 114: 1}","{8: 1, 10: 1, 64: 1}"
11773,10,24,3,0,1,1,0.104758332825,0.038259109312,"{60: 1, 78: 1, 114: 1}","{4: 1, 50: 1, 68: 1}"
11803,9,20,2,0,1,1,0.093742557468,0.027290448343,"{54: 1, 114: 1}","{4: 1, 56: 1}"
11833,10,25,1,0,1,3,0.094225148846,0.009259259259,{108: 1},{106: 1}
11863,10,24,1,0,0,1,0.093590974182,0.009259259259,{108: 1},{46: 1}
11893,10,24,1,0,1,1,0.093590974182,0.009259259259,{108: 1},{14: 1}
11923,10,24,1,0,1,1,0.093590974182,0.009259259259,{108: 1},{74: 1}
11953,12,35,2,0,2,2,0.153754017340,0.043137254902,"{30: 1, 102: 1}","{4: 1, 76: 1}"
11983,12,36,3,0,1,2,0.143691339787,0.033496732026,"{72: 1, 102: 2}","{16: 1, 46: 1, 76: 1}"
12013,11,30,3,0,1,2,0.129800262524,0.033496732026,"{72: 1, 102: 2}","{14: 1, 16: 1, 44: 1}"
12043,10,25,4,0,1,2,0.149672258833,0.066622103387,"{30: 1, 66: 1, 102: 1, 120: 1}","{28: 1, 44: 1, 64: 1, 118: 1}"
12073,10,24,4,0,1,1,0.141788044541,0.062373737374,"{36: 1, 66: 1, 90: 1, 120: 1}","{4: 1, 34: 1, 58: 1, 88: 1}"
12103,10,25,4,0,3,3,0.144689119617,0.062373737374,"{36: 1, 66: 1, 90: 1, 120: 1}","{2: 1, 26: 1, 28: 1, 56: 1}"
12133,9,20,3,0,1,1,0.111986567125,0.037962962963,"{54: 1, 90: 1, 120: 1}","{4: 1, 32: 1, 62: 1}"
12163,9,18,2,0,1,2,0.092872019886,0.023931623932,"{78: 1, 90: 1}","{76: 1, 88: 1}"
12193,9,18,2,0,0,0,0.092872019886,0.023931623932,"{78: 1, 90: 1}","{16: 1, 28: 1}"
12223,9,18,2,0,1,1,0.092872019886,0.023931623932,"{78: 1, 90: 1}","{32: 1, 44: 1}"
12253,9,14,0,0,1,1,0.049876406052,0.000000000000,{},{}
12283,8,12,0,0,0,0,0.045671039695,0.000000000000,{},{}
12313,9,18,0,0,1,2,0.058949576539,0.000000000000,{},{}
12343,8,15,0,0,1,1,0.052210967969,0.000000000000,{},{}
12373,7,12,0,0,0,0,0.044954390124,0.000000000000,{},{}
12403,7,10,0,0,0,0,0.031884515823,0.000000000000,{},{}
12433,6,8,0,0,1,1,0.027585574024,0.000000000000,{},{}
12463,5,6,0,0,0,1,0.022717849156,0.000000000000,{},{}
12493,5,6,0,0,1,1,0.022717849156,0.000000000000,{},{}
12523,6,9,0,0,0,0,0.028442700432,0.000000000000,{},{}
12553,4,4,1,0,0,0,0.023960744705,0.013888888889,{72: 1},{46: 1}
12583,4,4,1,0,0,0,0.023960744705,0.013888888889,{72: 1},{14: 1}
12613,4,3,0,0,0,0,0.010560256305,0.000000000000,{},{}
12643,5,6,0,0,0,1,0.018325584659,0.000000000000,{},{}
12673,5,6,0,0,0,0,0.018325584659,0.000000000000,{},{}
12703,5,6,0,0,0,0,0.018950085283,0.000000000000,{},{}
12733,6,8,0,0,0,1,0.023612089945,0.000000000000,{},{}
12763,6,8,0,0,1,1,0.023612089945,0.000000000000,{},{}
12793,6,8,0,0,0,0,0.023612089945,0.000000000000,{},{}
12823,6,9,1,0,0,0,0.036652652201,0.010416666667,{96: 1},{94: 1}
12853,5,6,1,0,0,0,0.029705895254,0.010416666667,{96: 1},{34: 1}
12883,5,6,1,0,0,0,0.029705895254,0.010416666667,{96: 1},{26: 1}
12913,4,3,1,0,2,2,0.021348566308,0.010416666667,{96: 1},{86: 1}
12943,5,6,2,0,0,0,0.039806358516,0.023015873016,"{84: 1, 90: 1}","{34: 1, 40: 1}"
12973,5,6,2,0,0,0,0.039806358516,0.023015873016,"{84: 1, 90: 1}","{20: 1, 26: 1}"
13003,5,6,2,0,1,1,0.193642337352,0.177777777778,"{6: 1, 90: 1}","{4: 1, 80: 1}"
13033,5,4,0,0,0,0,0.015250120250,0.000000000000,{},{}
13063,6,8,0,0,0,1,0.025575550634,0.000000000000,{},{}
13093,6,8,0,0,0,0,0.025575550634,0.000000000000,{},{}
13123,6,9,0,0,0,1,0.028285002035,0.000000000000,{},{}
13153,6,9,0,0,0,1,0.028285002035,0.000000000000,{},{}
13183,6,9,0,0,0,0,0.028285002035,0.000000000000,{},{}
13213,6,9,0,0,0,0,0.028285002035,0.000000000000,{},{}
13243,5,6,1,0,0,0,0.024984737485,0.008333333333,{120: 1},{70: 1}
13273,5,6,1,0,0,1,0.024984737485,0.008333333333,{120: 1},{10: 1}
13303,4,4,1,0,0,1,0.019483294483,0.008333333333,{120: 1},{50: 1}
13333,3,2,1,0,0,0,0.013888888889,0.008333333333,{120: 1},{110: 1}
13363,3,2,1,0,0,1,0.022222222222,0.016666666667,{60: 1},{10: 1}
13393,5,6,1,0,0,0,0.032245264393,0.016666666667,{60: 1},{50: 1}
13423,7,12,0,0,0,0,0.032571035983,0.000000000000,{},{}
13453,7,12,0,0,1,2,0.032571035983,0.000000000000,{},{}
13483,8,15,0,0,0,1,0.039581617994,0.000000000000,{},{}
13513,8,15,0,0,1,2,0.039581617994,0.000000000000,{},{}
13543,8,12,0,0,1,3,0.033786247167,0.000000000000,{},{}
13573,8,12,0,0,0,1,0.033786247167,0.000000000000,{},{}
13603,10,16,0,0,0,1,0.041478608982,0.000000000000,{},{}
13633,11,18,0,0,1,2,0.045034769841,0.000000000000,{},{}
13663,10,9,0,0,1,1,0.024271719879,0.000000000000,{},{}
13693,10,21,6,0,1,1,0.233069256564,0.174003774004,"{18: 1, 30: 2, 42: 1, 66: 1, 78: 1}","{4: 1, 16: 2, 28: 1, 52: 1, 64: 1}"
13723,11,28,6,0,1,2,0.194798440956,0.094175731676,"{36: 1, 48: 1, 66: 1, 78: 1, 108: 1, 120: 1}","{4: 1, 8: 1, 22: 1, 34: 1, 94: 1, 106: 1}"
13753,11,28,6,0,1,1,0.194798440956,0.094175731676,"{36: 1, 48: 1, 66: 1, 78: 1, 108: 1, 120: 1}","{26: 1, 34: 1, 38: 1, 46: 1, 56: 1, 68: 1}"
13783,12,35,4,0,1,2,0.174868049938,0.039814814815,"{72: 1, 108: 1, 120: 2}","{14: 1, 22: 1, 26: 1, 70: 1}"
13813,12,35,4,0,2,3,0.174868049938,0.039814814815,"{72: 1, 108: 1, 120: 2}","{10: 1, 38: 1, 74: 1, 86: 1}"
13843,12,36,4,0,3,4,0.189475859246,0.052859477124,"{48: 1, 72: 1, 102: 1, 120: 1}","{22: 1, 46: 1, 50: 1, 76: 1}"
13873,12,36,4,0,0,1,0.189475859246,0.052859477124,"{48: 1, 72: 1, 102: 1, 120: 1}","{14: 1, 16: 1, 38: 1, 110: 1}"
13903,12,32,6,0,2,2,0.194550459618,0.089665032680,"{30: 1, 54: 1, 96: 1, 102: 1, 108: 1, 120: 1}","{4: 1, 28: 1, 44: 1, 70: 1, 94: 1, 106: 1}"
13933,12,27,5,0,0,1,0.144384924498,0.055981287231,"{66: 1, 78: 1, 96: 1, 108: 1, 120: 1}","{10: 1, 34: 1, 46: 1, 64: 1, 76: 1}"
13963,13,36,5,0,2,2,0.164797078460,0.055981287231,"{66: 1, 78: 1, 96: 1, 108: 1, 120: 1}","{4: 1, 14: 1, 16: 1, 26: 1, 50: 1}"
13993,11,28,5,0,1,1,0.143611327984,0.055981287231,"{66: 1, 78: 1, 96: 1, 108: 1, 120: 1}","{44: 1, 56: 1, 74: 1, 86: 1, 110: 1}"
14023,10,21,2,0,0,0,0.088521715338,0.025793650794,"{72: 1, 84: 1}","{34: 1, 46: 1}"
14053,10,21,2,0,0,0,0.088521715338,0.025793650794,"{72: 1, 84: 1}","{14: 1, 26: 1}"
14083,9,14,0,0,0,0,0.044862685465,0.000000000000,{},{}
14113,10,21,0,0,1,2,0.061343759165,0.000000000000,{},{}
14143,9,18,0,0,1,1,0.055138171763,0.000000000000,{},{}
14173,10,24,0,0,1,1,0.067899611738,0.000000000000,{},{}
14203,8,16,0,0,1,2,0.050100386565,0.000000000000,{},{}
14233,7,12,0,0,1,2,0.040260662960,0.000000000000,{},{}
14263,9,20,1,0,1,1,0.070365769035,0.013888888889,{72: 1},{46: 1}
14293,10,24,1,0,1,1,0.078652244699,0.013888888889,{72: 1},{14: 1}
14323,8,15,1,0,1,2,0.069284762457,0.015151515152,{66: 1},{64: 1}
14353,9,18,1,0,2,3,0.077029740790,0.015151515152,{66: 1},{4: 1}
14383,8,12,1,0,1,1,0.063017154881,0.015151515152,{66: 1},{56: 1}
14413,8,15,1,0,0,1,0.078274522979,0.016666666667,{60: 1},{10: 1}
14443,8,15,1,0,1,2,0.078274522979,0.016666666667,{60: 1},{50: 1}
14473,8,16,2,0,2,3,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{52: 1, 64: 1}"
14503,8,16,2,0,1,3,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{4: 1, 8: 1}"
14533,8,16,2,0,0,1,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{56: 1, 68: 1}"
14563,7,10,4,0,0,0,0.113655190126,0.085114885115,"{30: 1, 42: 1, 66: 1, 78: 1}","{16: 1, 28: 1, 52: 1, 64: 1}"
14593,8,12,3,0,2,3,0.085071605724,0.055749805750,"{36: 1, 66: 1, 78: 1}","{4: 1, 8: 1, 34: 1}"
14623,7,10,3,0,0,1,0.079972130036,0.055749805750,"{36: 1, 66: 1, 78: 1}","{26: 1, 56: 1, 68: 1}"
14653,7,6,0,0,0,1,0.018666768731,0.000000000000,{},{}
14683,7,6,0,0,0,0,0.018666768731,0.000000000000,{},{}
14713,6,5,0,0,1,2,0.016583435398,0.000000000000,{},{}
14743,6,5,0,0,0,1,0.016583435398,0.000000000000,{},{}
14773,5,4,0,0,0,0,0.014202483017,0.000000000000,{},{}
14803,5,4,0,0,0,0,0.014202483017,0.000000000000,{},{}
14833,5,4,0,0,0,0,0.014202483017,0.000000000000,{},{}
14863,4,4,0,0,1,1,0.011582141218,0.000000000000,{},{}
14893,3,2,0,0,0,0,0.005664488017,0.000000000000,{},{}
14923,3,2,0,0,0,0,0.005664488017,0.000000000000,{},{}
14953,2,1,0,0,0,0,0.003703703704,0.000000000000,{},{}
14983,3,2,0,0,0,0,0.006191265893,0.000000000000,{},{}
15013,4,3,0,0,0,0,0.008572218274,0.000000000000,{},{}
15043,5,4,0,0,0,0,0.010736720438,0.000000000000,{},{}
15073,6,5,0,0,0,2,0.012769240763,0.000000000000,{},{}
15103,6,5,0,0,0,1,0.012769240763,0.000000000000,{},{}
15133,6,5,0,0,0,0,0.012769240763,0.000000000000,{},{}
15163,6,8,0,0,0,0,0.033020799140,0.000000000000,{},{}
15193,5,4,0,0,0,0,0.023955262080,0.000000000000,{},{}
15223,5,4,0,0,0,0,0.023955262080,0.000000000000,{},{}
15253,5,4,0,0,0,1,0.023955262080,0.000000000000,{},{}
15283,6,8,3,0,0,1,0.105170218295,0.083333333333,"{18: 1, 60: 1, 90: 1}","{8: 1, 34: 1, 64: 1}"
15313,6,9,4,0,1,2,0.084047769316,0.065476190476,"{42: 1, 60: 1, 72: 1, 90: 1}","{4: 1, 8: 1, 22: 1, 26: 1}"
15343,7,12,3,0,1,1,0.086367118797,0.058333333333,"{30: 1, 72: 1, 90: 1}","{4: 1, 38: 1, 56: 1}"
15373,8,15,0,0,0,0,0.045580825802,0.000000000000,{},{}
15403,8,15,0,0,0,0,0.045580825802,0.000000000000,{},{}
15433,9,20,0,0,2,2,0.056856816134,0.000000000000,{},{}
15463,9,20,0,0,1,3,0.058431608297,0.000000000000,{},{}
15493,9,20,0,0,0,1,0.058431608297,0.000000000000,{},{}
15523,9,20,0,0,0,0,0.058431608297,0.000000000000,{},{}
15553,9,20,0,0,0,1,0.058431608297,0.000000000000,{},{}
15583,8,16,2,0,0,0,0.078612536980,0.031818181818,"{60: 1, 66: 1}","{58: 1, 64: 1}"
15613,8,15,2,0,2,3,0.075489453916,0.031818181818,"{60: 1, 66: 1}","{2: 1, 4: 1}"
15643,7,12,4,0,1,1,0.234455733484,0.203345959596,"{6: 1, 66: 1, 90: 1, 96: 1}","{4: 1, 56: 1, 88: 1, 94: 1}"
15673,7,12,4,0,0,0,0.077801080391,0.044543650794,"{84: 1, 90: 2, 96: 1}","{28: 1, 34: 2, 40: 1}"
15703,7,12,4,0,0,0,0.077801080391,0.044543650794,"{84: 1, 90: 2, 96: 1}","{20: 1, 26: 2, 32: 1}"
15733,7,12,3,0,2,2,0.225362130452,0.188194444444,"{6: 1, 90: 1, 96: 1}","{4: 1, 80: 1, 86: 1}"
15763,8,15,0,0,1,2,0.054694067973,0.000000000000,{},{}
15793,9,20,0,0,0,0,0.067486544869,0.000000000000,{},{}
15823,9,20,0,0,2,2,0.067486544869,0.000000000000,{},{}
15853,10,25,0,0,5,6,0.078257754600,0.000000000000,{},{}
15883,9,20,0,0,0,0,0.066492616982,0.000000000000,{},{}
15913,10,25,1,0,1,2,0.083791576148,0.011904761905,{84: 1},{34: 1}
15943,10,24,1,0,0,2,0.080876111057,0.011904761905,{84: 1},{26: 1}
15973,9,20,2,0,1,2,0.083031519257,0.021527777778,"{90: 1, 96: 1}","{88: 1, 94: 1}"
16003,9,20,2,0,0,0,0.083031519257,0.021527777778,"{90: 1, 96: 1}","{28: 1, 34: 1}"
16033,8,15,2,0,0,1,0.070373030774,0.021527777778,"{90: 1, 96: 1}","{26: 1, 32: 1}"
16063,8,15,3,0,1,2,0.242038974621,0.189903846154,"{6: 1, 78: 1, 96: 1}","{4: 1, 76: 1, 86: 1}"
16093,8,16,3,0,0,0,0.091196508005,0.035042735043,"{72: 1, 78: 1, 120: 1}","{16: 1, 22: 1, 70: 1}"
16123,8,16,3,0,2,3,0.091196508005,0.035042735043,"{72: 1, 78: 1, 120: 1}","{10: 1, 38: 1, 44: 1}"
16153,9,20,3,0,0,1,0.103245200738,0.040277777778,"{48: 1, 90: 1, 120: 1}","{22: 1, 50: 1, 64: 1}"
16183,9,20,3,0,1,1,0.103245200738,0.040277777778,"{48: 1, 90: 1, 120: 1}","{4: 1, 38: 1, 110: 1}"
16213,8,15,2,0,3,4,0.084716861311,0.034920634921,"{42: 1, 90: 1}","{8: 1, 56: 1}"
16243,8,12,0,0,0,0,0.045875299020,0.000000000000,{},{}
16273,7,10,0,0,1,1,0.041227863123,0.000000000000,{},{}
16303,7,10,0,0,0,0,0.041227863123,0.000000000000,{},{}
16333,8,15,0,0,0,0,0.051527633500,0.000000000000,{},{}
16363,8,15,1,0,0,1,0.049158551531,0.011111111111,{90: 1},{88: 1}
16393,8,16,1,0,1,1,0.052053648542,0.011111111111,{90: 1},{28: 1}
16423,8,16,1,0,0,1,0.052053648542,0.011111111111,{90: 1},{32: 1}
16453,7,12,0,0,0,0,0.038412854364,0.000000000000,{},{}
16483,7,12,0,0,0,0,0.038412854364,0.000000000000,{},{}
16513,6,9,0,0,0,0,0.032011972963,0.000000000000,{},{}
16543,6,8,0,0,1,1,0.029761211011,0.000000000000,{},{}
16573,6,8,0,0,1,1,0.029761211011,0.000000000000,{},{}
16603,7,10,0,0,0,0,0.033835285085,0.000000000000,{},{}
16633,7,12,2,0,1,1,0.105552456802,0.072222222222,"{18: 1, 60: 1}","{16: 1, 58: 1}"
16663,6,9,2,0,1,1,0.067788600289,0.040476190476,"{42: 1, 60: 1}","{2: 1, 16: 1}"
16693,7,12,0,0,0,0,0.046424052584,0.000000000000,{},{}
16723,7,12,0,0,0,0,0.046424052584,0.000000000000,{},{}
16753,7,12,0,0,0,0,0.047809333969,0.000000000000,{},{}
16783,7,12,0,0,0,0,0.047809333969,0.000000000000,{},{}
16813,7,12,0,0,1,1,0.047809333969,0.000000000000,{},{}
16843,7,12,1,0,0,1,0.055562957158,0.013888888889,{72: 1},{46: 1}
16873,7,12,1,0,0,0,0.055562957158,0.013888888889,{72: 1},{14: 1}
16903,8,15,1,0,1,1,0.061899225268,0.012820512821,{78: 1},{76: 1}
16933,8,16,1,0,0,2,0.064351870522,0.012820512821,{78: 1},{16: 1}
16963,7,12,1,0,1,1,0.055032098299,0.012820512821,{78: 1},{44: 1}
16993,7,12,1,0,0,0,0.063065425430,0.020833333333,{48: 1},{22: 1}
17023,7,12,1,0,0,1,0.063065425430,0.020833333333,{48: 1},{38: 1}
17053,7,12,0,0,1,1,0.044761352959,0.000000000000,{},{}
17083,7,12,0,0,1,1,0.044761352959,0.000000000000,{},{}
17113,8,16,0,0,0,3,0.053839838993,0.000000000000,{},{}
17143,8,15,0,0,1,1,0.051245133793,0.000000000000,{},{}
17173,8,15,0,0,0,0,0.051245133793,0.000000000000,{},{}
17203,8,15,2,0,0,3,0.109265060116,0.065359477124,"{18: 1, 102: 1}","{8: 1, 76: 1}"
17233,8,16,2,0,1,1,0.069536305606,0.021708683473,"{84: 1, 102: 1}","{16: 1, 34: 1}"
17263,8,16,2,0,0,1,0.069536305606,0.021708683473,"{84: 1, 102: 1}","{26: 1, 44: 1}"
17293,8,16,1,0,0,2,0.068079516097,0.010416666667,{96: 1},{94: 1}
17323,9,20,1,0,0,0,0.078116958874,0.010416666667,{96: 1},{34: 1}
17353,8,15,1,0,1,2,0.067044596200,0.010416666667,{96: 1},{26: 1}
17383,10,21,1,0,1,1,0.080842138527,0.010416666667,{96: 1},{86: 1}
17413,10,24,2,0,0,0,0.120031968499,0.043137254902,"{30: 1, 102: 1}","{20: 1, 52: 1}"
17443,10,25,2,0,2,3,0.103186086960,0.023692810458,"{72: 1, 102: 1}","{8: 1, 22: 1}"
17473,11,30,2,0,1,3,0.114831116772,0.023692810458,"{72: 1, 102: 1}","{38: 1, 68: 1}"
17503,11,30,2,0,0,3,0.115874264927,0.020370370370,"{90: 1, 108: 1}","{64: 1, 82: 1}"
17533,10,24,2,0,2,3,0.102719998546,0.020370370370,"{90: 1, 108: 1}","{4: 1, 22: 1}"
17563,11,28,2,0,1,2,0.112028238199,0.020370370370,"{90: 1, 108: 1}","{38: 1, 56: 1}"
17593,10,24,4,0,0,2,0.164237143403,0.087439249204,"{18: 1, 78: 1, 102: 1, 108: 1}","{8: 1, 52: 1, 76: 1, 98: 1}"
17623,12,35,4,0,0,4,0.158464573599,0.051195862961,"{60: 1, 78: 1, 84: 1, 102: 1}","{8: 1, 10: 1, 16: 1, 34: 1}"
17653,12,35,4,0,1,2,0.158464573599,0.051195862961,"{60: 1, 78: 1, 84: 1, 102: 1}","{26: 1, 44: 1, 50: 1, 68: 1}"
17683,13,42,3,0,1,2,0.170543398165,0.035521885522,"{66: 1, 90: 1, 108: 1}","{40: 1, 64: 1, 106: 1}"
17713,13,42,3,0,1,3,0.172588859959,0.035521885522,"{66: 1, 90: 1, 108: 1}","{4: 1, 20: 1, 46: 1}"
17743,13,40,3,0,1,3,0.168476840443,0.035521885522,"{66: 1, 90: 1, 108: 1}","{14: 1, 56: 1, 80: 1}"
17773,15,54,3,0,1,5,0.214010910297,0.044179894180,"{42: 1, 90: 1, 108: 1}","{8: 1, 40: 1, 74: 1}"
17803,14,48,3,0,1,2,0.202283825590,0.040277777778,"{48: 1, 90: 1, 120: 1}","{20: 1, 22: 1, 94: 1}"
17833,16,60,3,0,2,4,0.229761792032,0.040277777778,"{48: 1, 90: 1, 120: 1}","{34: 1, 38: 1, 80: 1}"
17863,16,63,4,0,3,6,0.239718380643,0.042460317460,"{72: 1, 84: 1, 120: 2}","{22: 1, 26: 1, 34: 1, 70: 1}"
17893,15,54,4,0,2,6,0.218619584277,0.042460317460,"{72: 1, 84: 1, 120: 2}","{10: 1, 26: 1, 38: 1, 86: 1}"
17923,14,49,6,0,1,2,0.267294316666,0.093249805750,"{36: 1, 48: 1, 66: 1, 78: 1, 120: 2}","{22: 1, 34: 1, 50: 1, 52: 1, 64: 1, 118: 1}"
17953,15,56,6,0,3,5,0.283250572039,0.093249805750,"{36: 1, 48: 1, 66: 1, 78: 1, 120: 2}","{4: 1, 8: 1, 26: 1, 38: 1, 58: 1, 110: 1}"
17983,13,42,7,0,4,6,0.255782723680,0.102458489223,"{30: 1, 66: 1, 78: 1, 84: 1, 90: 1, 102: 1, 120: 1}","{2: 1, 20: 1, 34: 1, 40: 1, 52: 1, 56: 1, 68: 1}"
18013,15,56,7,0,2,5,0.280560570884,0.090227201992,"{54: 1, 60: 1, 72: 1, 84: 1, 90: 1, 102: 1, 120: 1}","{4: 1, 8: 1, 10: 1, 20: 1, 22: 1, 26: 1, 62: 1}"
18043,15,56,8,0,3,5,0.480641119525,0.297624434389,"{6: 1, 18: 1, 60: 1, 72: 1, 78: 1, 90: 2, 102: 1}","{4: 1, 16: 1, 38: 1, 50: 1, 68: 1, 76: 1, 80: 1, 88: 1}"
18073,14,45,6,0,1,1,0.226334734951,0.080280830281,"{60: 1, 72: 2, 78: 1, 84: 1, 90: 1}","{16: 1, 22: 1, 28: 1, 34: 2, 46: 1}"
18103,13,40,6,0,2,3,0.214292212208,0.080280830281,"{60: 1, 72: 2, 78: 1, 84: 1, 90: 1}","{14: 1, 26: 2, 32: 1, 38: 1, 44: 1}"
18133,13,30,1,0,1,2,0.120580552210,0.008333333333,{120: 1},{118: 1}
18163,12,27,1,0,1,2,0.113833166410,0.008333333333,{120: 1},{58: 1}
18193,12,27,1,0,1,1,0.113833166410,0.008333333333,{120: 1},{2: 1}
18223,11,28,1,0,1,1,0.112504392649,0.008333333333,{120: 1},{62: 1}
18253,12,32,2,0,1,2,0.140639859720,0.044444444444,"{36: 1, 60: 1}","{34: 1, 58: 1}"
18283,11,28,2,0,3,3,0.131293435229,0.044444444444,"{36: 1, 60: 1}","{2: 1, 26: 1}"
18313,10,16,0,0,0,0,0.046930577294,0.000000000000,{},{}
18343,9,14,0,0,0,0,0.042839211833,0.000000000000,{},{}
18373,7,10,0,0,0,0,0.034449151368,0.000000000000,{},{}
18403,7,10,0,0,1,1,0.034449151368,0.000000000000,{},{}
18433,5,6,0,0,0,0,0.024565553842,0.000000000000,{},{}
