M,twin_count,quadruple_count_all,quadruple_count_small_delta,exact_symmetric_count,near_symmetric_count_6,near_symmetric_count_12,weighted_cupola_all,weighted_cupola_small_delta,delta_histogram_small,eta_histogram_small
10001,10,24,2,0,2,3,0.105737639893,0.022079772080,"{78: 1, 108: 1}","{34: 1, 64: 1}"
10031,10,24,4,0,0,2,0.149195477867,0.071164021164,"{30: 1, 60: 1, 84: 1, 108: 1}","{14: 1, 16: 1, 38: 1, 94: 1}"
10061,11,30,5,0,0,2,0.179918879270,0.090227201992,"{30: 1, 54: 1, 60: 1, 84: 1, 102: 1}","{8: 1, 16: 1, 22: 1, 46: 1, 56: 1}"
10091,10,25,5,0,1,2,0.171691736163,0.095782757547,"{24: 1, 54: 1, 72: 1, 84: 1, 102: 1}","{4: 1, 22: 1, 26: 1, 52: 1, 82: 1}"
10121,10,24,3,0,0,2,0.124472905611,0.044526143791,"{48: 1, 72: 1, 102: 1}","{10: 1, 34: 1, 64: 1}"
10151,11,28,0,0,0,2,0.100953594122,0.000000000000,{},{}
10181,11,30,0,0,2,4,0.107359903412,0.000000000000,{},{}
10211,12,36,0,0,1,3,0.120854884852,0.000000000000,{},{}
10241,12,35,0,0,0,1,0.118058755413,0.000000000000,{},{}
10271,12,35,0,0,2,3,0.118058755413,0.000000000000,{},{}
10301,12,36,2,0,3,4,0.162012632837,0.050000000000,"{30: 1, 60: 1}","{2: 1, 28: 1}"
10331,11,30,2,0,0,1,0.151760555779,0.050000000000,"{30: 1, 60: 1}","{28: 1, 58: 1}"
10361,10,24,1,0,0,2,0.105410299618,0.010416666667,{96: 1},{38: 1}
10391,9,20,1,0,0,2,0.095589102297,0.010416666667,{96: 1},{22: 1}
10421,9,20,1,0,0,3,0.094280559994,0.010416666667,{96: 1},{82: 1}
10451,8,16,3,0,0,0,0.116376229445,0.057026143791,"{30: 1, 72: 1, 102: 1}","{16: 1, 26: 1, 56: 1}"
10481,8,15,4,0,2,2,0.104986454346,0.061391223156,"{42: 1, 72: 2, 102: 1}","{4: 2, 26: 1, 34: 1}"
10511,8,12,3,0,0,2,0.089994428827,0.057026143791,"{30: 1, 72: 1, 102: 1}","{8: 1, 34: 1, 64: 1}"
10541,8,7,0,0,0,0,0.025211401637,0.000000000000,{},{}
10571,9,14,0,0,1,2,0.041208593810,0.000000000000,{},{}
10601,9,18,0,0,0,3,0.050538800804,0.000000000000,{},{}
10631,8,15,0,0,0,0,0.044595025444,0.000000000000,{},{}
10661,8,16,0,0,2,2,0.047041671772,0.000000000000,{},{}
10691,8,16,0,0,0,2,0.047041671772,0.000000000000,{},{}
10721,8,15,0,0,1,1,0.045818045330,0.000000000000,{},{}
10751,7,12,0,0,0,0,0.039377944037,0.000000000000,{},{}
10781,8,15,0,0,1,3,0.045435866602,0.000000000000,{},{}
10811,7,10,0,0,0,0,0.034264380577,0.000000000000,{},{}
10841,7,6,0,0,0,0,0.024710508523,0.000000000000,{},{}
10871,8,12,2,0,0,1,0.083441622370,0.046153846154,"{30: 1, 78: 1}","{8: 1, 56: 1}"
10901,9,18,2,0,1,1,0.093899401599,0.033653846154,"{48: 1, 78: 1}","{4: 1, 26: 1}"
10931,9,18,2,0,0,1,0.093899401599,0.033653846154,"{48: 1, 78: 1}","{34: 1, 64: 1}"
10961,9,20,1,0,1,2,0.086102245776,0.008333333333,{120: 1},{74: 1}
10991,9,20,1,0,1,1,0.086102245776,0.008333333333,{120: 1},{14: 1}
11021,8,15,1,0,0,2,0.073613200000,0.008333333333,{120: 1},{46: 1}
11051,8,15,1,0,1,2,0.073613200000,0.008333333333,{120: 1},{106: 1}
11081,9,20,6,0,0,0,0.126934588106,0.076990884073,"{48: 1, 60: 1, 90: 1, 102: 2, 114: 1}","{14: 1, 26: 1, 56: 1, 68: 2, 80: 1}"
11111,9,20,6,0,1,4,0.126934588106,0.076990884073,"{48: 1, 60: 1, 90: 1, 102: 2, 114: 1}","{4: 1, 8: 2, 20: 1, 34: 1, 46: 1}"
11141,9,18,6,0,1,3,0.122218645247,0.081818926401,"{42: 1, 54: 1, 90: 1, 102: 2, 114: 1}","{4: 1, 8: 1, 40: 1, 52: 2, 64: 1}"
11171,8,12,4,0,0,1,0.149256565353,0.120427703245,"{12: 1, 54: 1, 102: 1, 114: 1}","{10: 1, 52: 1, 100: 1, 112: 1}"
11201,8,12,0,0,0,1,0.039770802495,0.000000000000,{},{}
11231,8,12,0,0,0,1,0.039770802495,0.000000000000,{},{}
11261,8,15,0,0,1,2,0.047184023037,0.000000000000,{},{}
11291,8,15,0,0,0,0,0.047184023037,0.000000000000,{},{}
11321,8,15,0,0,0,1,0.047184023037,0.000000000000,{},{}
11351,8,15,0,0,0,1,0.047184023037,0.000000000000,{},{}
11381,6,8,0,0,0,0,0.028684431048,0.000000000000,{},{}
11411,7,12,0,0,1,1,0.037021998570,0.000000000000,{},{}
11441,7,12,0,0,1,3,0.036656655618,0.000000000000,{},{}
11471,6,8,0,0,0,0,0.027418283477,0.000000000000,{},{}
11501,6,8,1,0,0,0,0.042290485110,0.016666666667,{60: 1},{38: 1}
11531,6,8,1,0,0,2,0.042290485110,0.016666666667,{60: 1},{22: 1}
11561,7,12,0,0,0,1,0.046131735156,0.000000000000,{},{}
11591,7,12,0,0,1,2,0.046131735156,0.000000000000,{},{}
11621,7,12,0,0,0,1,0.046131735156,0.000000000000,{},{}
11651,8,15,0,0,0,1,0.052618740214,0.000000000000,{},{}
11681,8,12,0,0,0,0,0.045345790827,0.000000000000,{},{}
11711,8,15,2,0,1,2,0.117739415721,0.068376068376,"{18: 1, 78: 1}","{4: 1, 56: 1}"
11741,8,16,3,0,1,2,0.085756869265,0.038259109312,"{60: 1, 78: 1, 114: 1}","{4: 1, 14: 1, 68: 1}"
11771,9,20,3,0,0,3,0.095611380154,0.038259109312,"{60: 1, 78: 1, 114: 1}","{8: 1, 46: 1, 64: 1}"
11801,9,20,2,0,0,2,0.093742557468,0.027290448343,"{54: 1, 114: 1}","{8: 1, 52: 1}"
11831,10,24,2,0,2,3,0.103580058150,0.027290448343,"{54: 1, 114: 1}","{52: 1, 112: 1}"
11861,9,20,1,0,1,1,0.083539750068,0.009259259259,{108: 1},{50: 1}
11891,10,24,1,0,0,3,0.093590974182,0.009259259259,{108: 1},{10: 1}
11921,10,24,1,0,0,1,0.093590974182,0.009259259259,{108: 1},{70: 1}
11951,11,30,2,0,1,2,0.142373978734,0.043137254902,"{30: 1, 102: 1}","{8: 1, 80: 1}"
11981,12,36,3,0,1,3,0.143691339787,0.033496732026,"{72: 1, 102: 2}","{20: 1, 50: 1, 80: 1}"
12011,11,30,3,0,1,4,0.129800262524,0.033496732026,"{72: 1, 102: 2}","{10: 1, 20: 1, 40: 1}"
12041,10,24,3,0,2,3,0.115284261209,0.033496732026,"{72: 1, 102: 2}","{40: 1, 70: 1, 100: 1}"
12071,10,25,4,0,0,2,0.149672258833,0.066622103387,"{30: 1, 66: 1, 102: 1, 120: 1}","{8: 1, 28: 1, 62: 1, 100: 1}"
12101,10,25,4,0,1,4,0.144689119617,0.062373737374,"{36: 1, 66: 1, 90: 1, 120: 1}","{2: 1, 22: 1, 32: 1, 52: 1}"
12131,10,24,3,0,0,1,0.121680304760,0.037962962963,"{54: 1, 90: 1, 120: 1}","{8: 1, 28: 1, 58: 1}"
12161,9,20,3,0,2,3,0.111986567125,0.037962962963,"{54: 1, 90: 1, 120: 1}","{52: 1, 88: 1, 118: 1}"
12191,9,18,2,0,0,0,0.092872019886,0.023931623932,"{78: 1, 90: 1}","{20: 1, 32: 1}"
12221,9,18,2,0,0,1,0.092872019886,0.023931623932,"{78: 1, 90: 1}","{28: 1, 40: 1}"
12251,9,18,2,0,0,2,0.153720124390,0.094444444444,"{12: 1, 90: 1}","{10: 1, 88: 1}"
12281,8,12,0,0,0,0,0.045671039695,0.000000000000,{},{}
12311,8,12,0,0,1,3,0.045671039695,0.000000000000,{},{}
12341,9,18,0,0,1,1,0.058949576539,0.000000000000,{},{}
12371,8,15,0,0,0,0,0.052210967969,0.000000000000,{},{}
12401,7,10,0,0,0,1,0.031884515823,0.000000000000,{},{}
12431,6,8,0,0,1,2,0.027585574024,0.000000000000,{},{}
12461,6,8,0,0,1,1,0.027585574024,0.000000000000,{},{}
12491,5,6,0,0,0,1,0.022717849156,0.000000000000,{},{}
12521,5,6,0,0,0,0,0.022717849156,0.000000000000,{},{}
12551,5,6,1,0,0,0,0.028492908448,0.013888888889,{72: 1},{50: 1}
12581,4,4,1,0,0,1,0.023960744705,0.013888888889,{72: 1},{10: 1}
12611,4,4,1,0,0,0,0.023960744705,0.013888888889,{72: 1},{70: 1}
12641,5,6,0,0,0,0,0.018325584659,0.000000000000,{},{}
12671,5,6,0,0,0,0,0.018325584659,0.000000000000,{},{}
12701,4,4,0,0,0,0,0.014221480554,0.000000000000,{},{}
12731,6,8,0,0,1,1,0.023612089945,0.000000000000,{},{}
12761,6,8,0,0,0,1,0.023612089945,0.000000000000,{},{}
12791,6,8,0,0,0,0,0.023612089945,0.000000000000,{},{}
12821,6,8,0,0,0,0,0.023612089945,0.000000000000,{},{}
12851,5,6,1,0,0,0,0.029705895254,0.010416666667,{96: 1},{38: 1}
12881,5,6,1,0,0,0,0.029705895254,0.010416666667,{96: 1},{22: 1}
12911,5,6,1,0,1,2,0.029705895254,0.010416666667,{96: 1},{82: 1}
12941,5,6,2,0,0,0,0.039806358516,0.023015873016,"{84: 1, 90: 1}","{38: 1, 44: 1}"
12971,5,6,2,0,0,0,0.039806358516,0.023015873016,"{84: 1, 90: 1}","{16: 1, 22: 1}"
13001,5,6,2,0,0,0,0.039806358516,0.023015873016,"{84: 1, 90: 1}","{76: 1, 82: 1}"
13031,5,4,0,0,0,0,0.015250120250,0.000000000000,{},{}
13061,6,8,0,0,0,0,0.025575550634,0.000000000000,{},{}
13091,6,8,0,0,0,0,0.025575550634,0.000000000000,{},{}
13121,7,12,0,0,0,0,0.034484350167,0.000000000000,{},{}
13151,6,9,0,0,0,0,0.028285002035,0.000000000000,{},{}
13181,6,9,0,0,0,0,0.028285002035,0.000000000000,{},{}
13211,6,9,0,0,0,0,0.028285002035,0.000000000000,{},{}
13241,5,6,1,0,0,0,0.024984737485,0.008333333333,{120: 1},{74: 1}
13271,5,6,1,0,0,0,0.024984737485,0.008333333333,{120: 1},{14: 1}
13301,5,6,1,0,0,0,0.024984737485,0.008333333333,{120: 1},{46: 1}
13331,3,2,1,0,0,0,0.013888888889,0.008333333333,{120: 1},{106: 1}
13361,3,2,1,0,0,0,0.022222222222,0.016666666667,{60: 1},{14: 1}
13391,4,4,1,0,0,0,0.027310700995,0.016666666667,{60: 1},{46: 1}
13421,6,9,0,0,0,0,0.024896322579,0.000000000000,{},{}
13451,7,12,0,0,1,2,0.032571035983,0.000000000000,{},{}
13481,8,15,0,0,0,0,0.039581617994,0.000000000000,{},{}
13511,8,15,0,0,1,2,0.039581617994,0.000000000000,{},{}
13541,8,12,0,0,1,2,0.033786247167,0.000000000000,{},{}
13571,8,12,0,0,0,0,0.033786247167,0.000000000000,{},{}
13601,9,14,0,0,0,0,0.037721432352,0.000000000000,{},{}
13631,10,16,0,0,0,0,0.041478608982,0.000000000000,{},{}
13661,10,9,0,0,0,1,0.024271719879,0.000000000000,{},{}
13691,10,16,4,0,0,2,0.194212254075,0.153296703297,"{12: 1, 30: 1, 42: 1, 78: 1}","{8: 1, 10: 1, 20: 1, 56: 1}"
13721,11,24,7,0,1,3,0.274414467039,0.197614885115,"{12: 1, 30: 1, 42: 1, 48: 1, 66: 1, 78: 1, 120: 1}","{4: 1, 8: 1, 10: 1, 26: 1, 28: 1, 40: 1, 98: 1}"
13751,11,28,6,0,0,1,0.194798440956,0.094175731676,"{36: 1, 48: 1, 66: 1, 78: 1, 108: 1, 120: 1}","{22: 1, 34: 1, 38: 1, 50: 1, 52: 1, 64: 1}"
13781,11,30,4,0,1,3,0.161264015611,0.039814814815,"{72: 1, 108: 1, 120: 2}","{10: 1, 22: 1, 26: 1, 74: 1}"
13811,12,35,4,0,2,4,0.174868049938,0.039814814815,"{72: 1, 108: 1, 120: 2}","{14: 1, 34: 1, 70: 1, 82: 1}"
13841,12,36,4,0,1,4,0.189475859246,0.052859477124,"{48: 1, 72: 1, 102: 1, 120: 1}","{26: 1, 46: 1, 50: 1, 80: 1}"
13871,12,36,4,0,0,2,0.189475859246,0.052859477124,"{48: 1, 72: 1, 102: 1, 120: 1}","{10: 1, 20: 1, 34: 1, 106: 1}"
13901,12,35,5,0,1,3,0.218515942958,0.092211328976,"{24: 1, 54: 1, 72: 1, 102: 1, 120: 1}","{8: 1, 22: 1, 40: 1, 70: 1, 74: 1}"
13931,12,32,6,0,0,0,0.194550459618,0.089665032680,"{30: 1, 54: 1, 96: 1, 102: 1, 108: 1, 120: 1}","{14: 1, 28: 1, 38: 1, 50: 1, 52: 1, 100: 1}"
13961,13,36,5,0,0,4,0.164797078460,0.055981287231,"{66: 1, 78: 1, 96: 1, 108: 1, 120: 1}","{8: 1, 10: 1, 20: 1, 22: 1, 46: 1}"
13991,12,32,5,0,1,2,0.154380173187,0.055981287231,"{66: 1, 78: 1, 96: 1, 108: 1, 120: 1}","{40: 1, 52: 1, 70: 1, 82: 1, 106: 1}"
14021,10,16,2,0,0,0,0.075899007384,0.025793650794,"{72: 1, 84: 1}","{38: 1, 50: 1}"
14051,10,21,2,0,0,1,0.088521715338,0.025793650794,"{72: 1, 84: 1}","{10: 1, 22: 1}"
14081,9,18,2,0,0,2,0.081629725614,0.025793650794,"{72: 1, 84: 1}","{70: 1, 82: 1}"
14111,10,21,0,0,2,2,0.061343759165,0.000000000000,{},{}
14141,9,18,0,0,0,1,0.055138171763,0.000000000000,{},{}
14171,10,24,0,0,0,3,0.067899611738,0.000000000000,{},{}
14201,9,20,0,0,2,2,0.059244017164,0.000000000000,{},{}
14231,8,16,0,0,1,2,0.050100386565,0.000000000000,{},{}
14261,8,16,1,0,0,1,0.061492663649,0.013888888889,{72: 1},{50: 1}
14291,9,20,1,0,0,2,0.070365769035,0.013888888889,{72: 1},{10: 1}
14321,8,12,1,0,2,3,0.051995959641,0.013888888889,{72: 1},{70: 1}
14351,9,18,1,0,1,3,0.077029740790,0.015151515152,{66: 1},{8: 1}
14381,9,18,1,0,0,1,0.077029740790,0.015151515152,{66: 1},{52: 1}
14411,8,15,1,0,0,1,0.078274522979,0.016666666667,{60: 1},{14: 1}
14441,8,15,1,0,2,3,0.078274522979,0.016666666667,{60: 1},{46: 1}
14471,8,16,2,0,1,3,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{56: 1, 68: 1}"
14501,8,16,2,0,1,2,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{4: 1, 8: 1}"
14531,8,16,2,0,0,0,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{52: 1, 64: 1}"
14561,7,12,4,0,0,1,0.167189397902,0.128735299788,"{12: 1, 42: 1, 78: 1, 114: 1}","{10: 1, 20: 1, 56: 1, 112: 1}"
