M,twin_count,quadruple_count_all,quadruple_count_small_delta,exact_symmetric_count,near_symmetric_count_6,near_symmetric_count_12,weighted_cupola_all,weighted_cupola_small_delta,delta_histogram_small,eta_histogram_small
16297,7,10,0,0,2,2,0.041227863123,0.000000000000,{},{}
16327,7,10,0,0,0,0,0.041227863123,0.000000000000,{},{}
16357,9,20,0,0,2,2,0.061452765689,0.000000000000,{},{}
16387,7,12,1,0,1,1,0.043063122160,0.011111111111,{90: 1},{40: 1}
16417,8,16,1,0,2,2,0.052053648542,0.011111111111,{90: 1},{20: 1}
16447,7,12,1,0,0,0,0.043043621495,0.011111111111,{90: 1},{80: 1}
16477,7,12,0,0,0,0,0.038412854364,0.000000000000,{},{}
16507,6,9,0,0,1,1,0.032011972963,0.000000000000,{},{}
16537,6,8,0,0,0,1,0.029761211011,0.000000000000,{},{}
16567,6,8,0,0,0,1,0.029761211011,0.000000000000,{},{}
16597,6,8,0,0,1,1,0.029761211011,0.000000000000,{},{}
16627,7,10,0,0,0,1,0.033835285085,0.000000000000,{},{}
16657,7,12,2,0,0,1,0.074807507308,0.040476190476,"{42: 1, 60: 1}","{10: 1, 28: 1}"
16687,7,12,2,0,0,0,0.075586405931,0.040476190476,"{42: 1, 60: 1}","{32: 1, 50: 1}"
16717,7,12,0,0,1,1,0.046424052584,0.000000000000,{},{}
16747,8,16,0,0,0,0,0.056307109342,0.000000000000,{},{}
16777,7,12,0,0,1,1,0.047809333969,0.000000000000,{},{}
16807,7,12,0,0,1,1,0.047809333969,0.000000000000,{},{}
16837,7,12,1,0,2,2,0.055562957158,0.013888888889,{72: 1},{58: 1}
16867,7,12,1,0,1,1,0.055562957158,0.013888888889,{72: 1},{2: 1}
16897,8,16,1,0,0,0,0.063992733611,0.013888888889,{72: 1},{62: 1}
16927,9,20,1,0,2,2,0.073278912072,0.012820512821,{78: 1},{28: 1}
16957,7,12,1,0,0,0,0.055032098299,0.012820512821,{78: 1},{32: 1}
16987,7,12,1,0,0,0,0.062053899597,0.020833333333,{48: 1},{34: 1}
17017,7,12,1,0,1,1,0.063065425430,0.020833333333,{48: 1},{26: 1}
17047,7,12,0,0,1,1,0.044761352959,0.000000000000,{},{}
17077,7,12,0,0,0,0,0.044761352959,0.000000000000,{},{}
17107,8,16,0,0,2,2,0.053839838993,0.000000000000,{},{}
17137,8,15,0,0,1,1,0.051245133793,0.000000000000,{},{}
17167,8,15,0,0,0,0,0.051245133793,0.000000000000,{},{}
17197,9,20,2,0,3,3,0.120793414474,0.065359477124,"{18: 1, 102: 1}","{4: 1, 88: 1}"
17227,8,16,2,0,0,1,0.069536305606,0.021708683473,"{84: 1, 102: 1}","{28: 1, 46: 1}"
17257,8,16,2,0,1,1,0.069536305606,0.021708683473,"{84: 1, 102: 1}","{14: 1, 32: 1}"
17287,8,15,2,0,1,1,0.066700176482,0.021708683473,"{84: 1, 102: 1}","{74: 1, 92: 1}"
17317,9,20,1,0,0,2,0.078116958874,0.010416666667,{96: 1},{46: 1}
17347,8,15,1,0,1,1,0.067044596200,0.010416666667,{96: 1},{14: 1}
17377,9,18,1,0,0,0,0.074135810996,0.010416666667,{96: 1},{74: 1}
17407,10,24,2,0,0,2,0.120031968499,0.043137254902,"{30: 1, 102: 1}","{8: 1, 64: 1}"
17437,10,25,2,0,3,4,0.103186086960,0.023692810458,"{72: 1, 102: 1}","{4: 1, 34: 1}"
17467,11,30,2,0,1,1,0.114831116772,0.023692810458,"{72: 1, 102: 1}","{26: 1, 56: 1}"
17497,11,30,2,0,2,3,0.115874264927,0.020370370370,"{90: 1, 108: 1}","{76: 1, 94: 1}"
17527,10,24,2,0,0,1,0.102719998546,0.020370370370,"{90: 1, 108: 1}","{16: 1, 34: 1}"
17557,11,28,2,0,0,0,0.112028238199,0.020370370370,"{90: 1, 108: 1}","{26: 1, 44: 1}"
17587,11,30,4,0,3,4,0.178833976677,0.087439249204,"{18: 1, 78: 1, 102: 1, 108: 1}","{4: 1, 64: 1, 86: 1, 88: 1}"
17617,11,30,4,0,2,3,0.146282576263,0.051195862961,"{60: 1, 78: 1, 84: 1, 102: 1}","{4: 1, 22: 1, 28: 1, 46: 1}"
17647,12,35,4,0,1,1,0.158464573599,0.051195862961,"{60: 1, 78: 1, 84: 1, 102: 1}","{14: 1, 32: 1, 38: 1, 56: 1}"
17677,13,42,4,0,0,2,0.203319470165,0.074486461251,"{24: 1, 84: 1, 90: 1, 102: 1}","{14: 1, 52: 1, 74: 1, 92: 1}"
17707,13,42,3,0,2,4,0.172588859959,0.035521885522,"{66: 1, 90: 1, 108: 1}","{8: 1, 16: 1, 58: 1}"
17737,12,35,3,0,2,2,0.156866547379,0.035521885522,"{66: 1, 90: 1, 108: 1}","{2: 1, 44: 1, 68: 1}"
17767,15,54,3,0,4,4,0.214010910297,0.044179894180,"{42: 1, 90: 1, 108: 1}","{4: 1, 52: 1, 62: 1}"
17797,14,48,3,0,1,4,0.202283825590,0.040277777778,"{48: 1, 90: 1, 120: 1}","{8: 1, 34: 1, 106: 1}"
17827,15,54,3,0,2,4,0.216217468515,0.040277777778,"{48: 1, 90: 1, 120: 1}","{26: 1, 46: 1, 68: 1}"
17857,16,63,4,0,4,7,0.239718380643,0.042460317460,"{72: 1, 84: 1, 120: 2}","{14: 1, 34: 1, 46: 1, 82: 1}"
17887,15,54,4,0,2,2,0.218619584277,0.042460317460,"{72: 1, 84: 1, 120: 2}","{14: 1, 22: 1, 26: 1, 74: 1}"
17917,14,48,5,0,3,4,0.307551920548,0.137225274725,"{12: 1, 48: 1, 78: 1, 84: 1, 120: 1}","{2: 1, 34: 1, 38: 1, 64: 1, 74: 1}"
17947,14,49,6,0,2,3,0.267294316666,0.093249805750,"{36: 1, 48: 1, 66: 1, 78: 1, 120: 2}","{4: 1, 14: 1, 16: 1, 26: 1, 70: 1, 98: 1}"
17977,14,49,7,0,3,5,0.273465931607,0.102458489223,"{30: 1, 66: 1, 78: 1, 84: 1, 90: 1, 102: 1, 120: 1}","{8: 1, 10: 1, 44: 1, 46: 1, 52: 1, 56: 1, 64: 1}"
18007,14,49,7,0,1,2,0.263799164522,0.090227201992,"{54: 1, 60: 1, 72: 1, 84: 1, 90: 1, 102: 1, 120: 1}","{4: 1, 8: 1, 14: 1, 16: 1, 22: 1, 34: 1, 50: 1}"
18037,15,56,7,0,2,2,0.280560570884,0.090227201992,"{54: 1, 60: 1, 72: 1, 84: 1, 90: 1, 102: 1, 120: 1}","{26: 1, 38: 1, 44: 1, 56: 1, 68: 1, 74: 1, 110: 1}"
18067,14,45,6,0,0,1,0.226334734951,0.080280830281,"{60: 1, 72: 2, 78: 1, 84: 1, 90: 1}","{28: 1, 34: 1, 40: 1, 46: 2, 58: 1}"
18097,13,40,6,0,2,2,0.214292212208,0.080280830281,"{60: 1, 72: 2, 78: 1, 84: 1, 90: 1}","{2: 1, 14: 2, 20: 1, 26: 1, 32: 1}"
18127,13,36,4,0,1,2,0.245878842841,0.120238095238,"{12: 1, 72: 1, 84: 1, 90: 1}","{2: 1, 62: 1, 74: 1, 80: 1}"
18157,12,27,1,0,1,1,0.113833166410,0.008333333333,{120: 1},{70: 1}
18187,12,27,1,0,2,3,0.113833166410,0.008333333333,{120: 1},{10: 1}
18217,11,24,1,0,1,2,0.105776124967,0.008333333333,{120: 1},{50: 1}
18247,12,35,1,0,1,1,0.126990018470,0.008333333333,{120: 1},{110: 1}
18277,11,28,2,0,0,2,0.131293435229,0.044444444444,"{36: 1, 60: 1}","{10: 1, 14: 1}"
18307,10,21,2,0,0,0,0.118339766302,0.058333333333,"{24: 1, 60: 1}","{14: 1, 50: 1}"
18337,10,16,0,0,1,1,0.046930577294,0.000000000000,{},{}
18367,7,10,0,0,0,0,0.034449151368,0.000000000000,{},{}
