M,twin_count,quadruple_count_all,quadruple_count_small_delta,exact_symmetric_count,near_symmetric_count_6,near_symmetric_count_12,weighted_cupola_all,weighted_cupola_small_delta,delta_histogram_small,eta_histogram_small
12210,9,18,2,1,2,2,0.092872019886,0.023931623932,"{78: 1, 90: 1}","{6: 1, 18: 1}"
12240,10,18,1,1,2,2,0.066961980807,0.011111111111,{90: 1},{66: 1}
12270,9,14,0,1,1,1,0.049876406052,0.000000000000,{},{}
12300,8,12,0,0,0,1,0.045671039695,0.000000000000,{},{}
12330,9,18,0,0,1,2,0.058949576539,0.000000000000,{},{}
12360,8,15,0,1,1,1,0.052210967969,0.000000000000,{},{}
12390,7,10,0,1,2,3,0.031884515823,0.000000000000,{},{}
12420,6,8,0,0,0,1,0.027585574024,0.000000000000,{},{}
12450,6,8,0,0,0,0,0.027585574024,0.000000000000,{},{}
12480,5,6,0,0,0,0,0.022717849156,0.000000000000,{},{}
12510,5,6,0,0,0,0,0.022717849156,0.000000000000,{},{}
12540,6,6,0,0,1,1,0.015464305370,0.000000000000,{},{}
12570,4,4,1,0,0,1,0.023960744705,0.013888888889,{72: 1},{12: 1}
12600,4,4,1,1,1,1,0.023960744705,0.013888888889,{72: 1},{48: 1}
12630,5,6,0,0,0,0,0.018325584659,0.000000000000,{},{}
12660,5,6,0,0,0,0,0.018325584659,0.000000000000,{},{}
12690,4,4,0,0,0,0,0.014221480554,0.000000000000,{},{}
12720,6,8,0,0,1,1,0.023612089945,0.000000000000,{},{}
12750,6,8,0,0,0,0,0.023612089945,0.000000000000,{},{}
12780,6,8,0,0,0,1,0.023612089945,0.000000000000,{},{}
12810,6,8,0,1,2,2,0.023612089945,0.000000000000,{},{}
12840,6,9,1,0,0,0,0.036652652201,0.010416666667,{96: 1},{60: 1}
12870,5,6,1,1,1,1,0.029705895254,0.010416666667,{96: 1},{0: 1}
12900,5,6,1,0,0,0,0.029705895254,0.010416666667,{96: 1},{60: 1}
12930,5,6,2,0,0,0,0.039806358516,0.023015873016,"{84: 1, 90: 1}","{60: 1, 66: 1}"
12960,5,6,2,1,2,2,0.039806358516,0.023015873016,"{84: 1, 90: 1}","{0: 1, 6: 1}"
12990,5,6,2,0,0,0,0.039806358516,0.023015873016,"{84: 1, 90: 1}","{54: 1, 60: 1}"
13020,5,4,0,1,1,1,0.015250120250,0.000000000000,{},{}
13050,6,8,0,0,0,0,0.025575550634,0.000000000000,{},{}
13080,6,8,0,1,1,1,0.025575550634,0.000000000000,{},{}
13110,7,12,0,2,3,3,0.034484350167,0.000000000000,{},{}
13140,6,9,0,0,0,0,0.028285002035,0.000000000000,{},{}
13170,6,9,0,1,2,2,0.028285002035,0.000000000000,{},{}
13200,6,9,0,1,2,2,0.028285002035,0.000000000000,{},{}
13230,5,6,1,0,0,0,0.024984737485,0.008333333333,{120: 1},{96: 1}
13260,5,6,1,0,0,0,0.024984737485,0.008333333333,{120: 1},{36: 1}
13290,5,6,1,0,0,0,0.024984737485,0.008333333333,{120: 1},{24: 1}
13320,3,2,1,0,0,0,0.013888888889,0.008333333333,{120: 1},{84: 1}
13350,3,2,1,0,0,0,0.022222222222,0.016666666667,{60: 1},{36: 1}
13380,4,4,1,0,0,0,0.027310700995,0.016666666667,{60: 1},{24: 1}
13410,6,9,0,0,0,0,0.024896322579,0.000000000000,{},{}
13440,7,12,0,0,0,0,0.032571035983,0.000000000000,{},{}
13470,8,15,0,1,1,2,0.039581617994,0.000000000000,{},{}
13500,8,15,0,0,0,0,0.039581617994,0.000000000000,{},{}
13530,8,12,0,1,1,2,0.033786247167,0.000000000000,{},{}
13560,8,12,0,1,1,2,0.033786247167,0.000000000000,{},{}
13590,9,14,0,0,0,1,0.037721432352,0.000000000000,{},{}
13620,10,16,0,1,1,2,0.041478608982,0.000000000000,{},{}
13650,10,9,0,1,1,1,0.024271719879,0.000000000000,{},{}
13680,10,8,0,0,0,0,0.020725620589,0.000000000000,{},{}
13710,11,16,4,0,1,1,0.139443692694,0.085114885115,"{30: 1, 42: 1, 66: 1, 78: 1}","{6: 1, 18: 2, 30: 1}"
13740,11,28,6,1,1,2,0.194798440956,0.094175731676,"{36: 1, 48: 1, 66: 1, 78: 1, 108: 1, 120: 1}","{0: 1, 12: 1, 30: 1, 42: 1, 60: 1, 72: 1}"
13770,11,30,4,1,1,2,0.161264015611,0.039814814815,"{72: 1, 108: 1, 120: 2}","{0: 1, 12: 1, 48: 1, 96: 1}"
13800,12,35,4,1,2,6,0.174868049938,0.039814814815,"{72: 1, 108: 1, 120: 2}","{12: 1, 36: 1, 48: 1, 60: 1}"
13830,12,30,1,1,2,2,0.129473524978,0.008333333333,{120: 1},{24: 1}
13860,12,36,4,2,2,6,0.189475859246,0.052859477124,"{48: 1, 72: 1, 102: 1, 120: 1}","{12: 2, 42: 1, 84: 1}"
13890,12,35,5,1,2,4,0.218515942958,0.092211328976,"{24: 1, 54: 1, 72: 1, 102: 1, 120: 1}","{0: 1, 18: 1, 30: 1, 48: 1, 96: 1}"
13920,12,32,6,2,3,4,0.194550459618,0.089665032680,"{30: 1, 54: 1, 96: 1, 102: 1, 108: 1, 120: 1}","{6: 1, 30: 1, 36: 1, 60: 1, 72: 1, 78: 1}"
13950,13,36,5,1,1,4,0.164797078460,0.055981287231,"{66: 1, 78: 1, 96: 1, 108: 1, 120: 1}","{0: 1, 12: 1, 24: 1, 30: 1, 42: 1}"
13980,13,36,5,2,2,3,0.164797078460,0.055981287231,"{66: 1, 78: 1, 96: 1, 108: 1, 120: 1}","{18: 1, 30: 1, 48: 1, 60: 1, 84: 1}"
14010,11,16,1,0,1,2,0.062383475723,0.011904761905,{84: 1},{60: 1}
14040,10,21,2,3,3,4,0.088521715338,0.025793650794,"{72: 1, 84: 1}","{0: 1, 12: 1}"
14070,9,18,2,0,0,3,0.081629725614,0.025793650794,"{72: 1, 84: 1}","{48: 1, 60: 1}"
14100,10,21,0,1,1,1,0.061343759165,0.000000000000,{},{}
14130,10,21,0,1,3,4,0.061343759165,0.000000000000,{},{}
14160,10,24,0,2,3,5,0.067899611738,0.000000000000,{},{}
14190,9,20,0,1,2,2,0.059244017164,0.000000000000,{},{}
14220,8,16,0,0,1,1,0.050100386565,0.000000000000,{},{}
14250,8,12,0,0,0,0,0.031973559564,0.000000000000,{},{}
14280,9,20,1,2,2,5,0.070365769035,0.013888888889,{72: 1},{12: 1}
14310,9,18,1,0,0,1,0.065511354628,0.013888888889,{72: 1},{48: 1}
14340,9,18,1,0,1,1,0.077029740790,0.015151515152,{66: 1},{30: 1}
14370,9,18,1,0,0,0,0.077029740790,0.015151515152,{66: 1},{30: 1}
14400,8,15,1,1,1,2,0.078274522979,0.016666666667,{60: 1},{36: 1}
14430,8,15,1,0,0,1,0.078274522979,0.016666666667,{60: 1},{24: 1}
14460,8,16,2,0,1,1,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{78: 1, 90: 1}"
14490,8,16,2,1,1,1,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{18: 1, 30: 1}"
14520,8,16,2,1,1,1,0.079696694718,0.018575851393,"{102: 1, 114: 1}","{30: 1, 42: 1}"
14550,8,12,1,0,0,0,0.056000635398,0.008771929825,{114: 1},{90: 1}
14580,8,15,4,0,1,1,0.126363605616,0.085114885115,"{30: 1, 42: 1, 66: 1, 78: 1}","{6: 1, 18: 2, 30: 1}"
14610,8,12,3,1,1,1,0.085071605724,0.055749805750,"{36: 1, 66: 1, 78: 1}","{0: 1, 30: 1, 42: 1}"
14640,7,6,0,0,0,0,0.018666768731,0.000000000000,{},{}
14670,7,6,0,0,0,0,0.018666768731,0.000000000000,{},{}
14700,6,5,0,0,0,0,0.016583435398,0.000000000000,{},{}
14730,6,5,0,1,1,1,0.016583435398,0.000000000000,{},{}
14760,5,4,0,0,0,0,0.014202483017,0.000000000000,{},{}
14790,5,4,0,0,0,0,0.014202483017,0.000000000000,{},{}
14820,5,4,0,0,0,0,0.014202483017,0.000000000000,{},{}
14850,6,8,0,1,1,2,0.021431560545,0.000000000000,{},{}
14880,4,3,0,0,1,1,0.007495989849,0.000000000000,{},{}
14910,3,2,0,0,0,0,0.005664488017,0.000000000000,{},{}
14940,2,1,0,0,0,0,0.003703703704,0.000000000000,{},{}
14970,3,2,0,0,0,0,0.006191265893,0.000000000000,{},{}
15000,4,3,0,0,1,1,0.008572218274,0.000000000000,{},{}
15030,5,4,0,0,0,0,0.010736720438,0.000000000000,{},{}
15060,6,5,0,0,0,0,0.012769240763,0.000000000000,{},{}
15090,6,5,0,0,0,0,0.012769240763,0.000000000000,{},{}
15120,6,5,0,0,0,1,0.012769240763,0.000000000000,{},{}
15150,6,8,0,0,0,0,0.033020799140,0.000000000000,{},{}
15180,5,4,0,0,0,0,0.023955262080,0.000000000000,{},{}
15210,5,4,0,0,1,2,0.023955262080,0.000000000000,{},{}
15240,5,4,0,0,0,1,0.023955262080,0.000000000000,{},{}
15270,5,3,0,0,0,0,0.016379504505,0.000000000000,{},{}
15300,6,9,4,1,1,1,0.084047769316,0.065476190476,"{42: 1, 60: 1, 72: 1, 90: 1}","{0: 1, 18: 1, 30: 1, 48: 1}"
15330,6,6,2,0,0,1,0.038363245506,0.025000000000,"{72: 1, 90: 1}","{12: 1, 30: 1}"
15360,8,12,0,1,1,1,0.034057999784,0.000000000000,{},{}
15390,8,15,0,1,2,2,0.045580825802,0.000000000000,{},{}
15420,8,15,0,0,0,1,0.045580825802,0.000000000000,{},{}
15450,9,20,0,0,0,2,0.058431608297,0.000000000000,{},{}
15480,9,20,0,0,0,1,0.058431608297,0.000000000000,{},{}
15510,9,20,0,1,2,4,0.058431608297,0.000000000000,{},{}
15540,9,20,0,0,0,2,0.058431608297,0.000000000000,{},{}
15570,9,20,0,0,0,0,0.058431608297,0.000000000000,{},{}
15600,8,15,2,0,0,0,0.075489453916,0.031818181818,"{60: 1, 66: 1}","{24: 1, 30: 1}"
15630,8,15,2,0,0,1,0.075489453916,0.031818181818,"{60: 1, 66: 1}","{30: 1, 36: 1}"
15660,7,12,4,1,2,2,0.076347869126,0.044543650794,"{84: 1, 90: 2, 96: 1}","{54: 1, 60: 2, 66: 1}"
15690,7,12,4,2,4,4,0.077801080391,0.044543650794,"{84: 1, 90: 2, 96: 1}","{0: 2, 6: 2}"
15720,7,12,4,0,0,0,0.077801080391,0.044543650794,"{84: 1, 90: 2, 96: 1}","{54: 1, 60: 2, 66: 1}"
15750,7,10,0,0,0,0,0.041697600538,0.000000000000,{},{}
15780,9,20,0,0,1,1,0.067486544869,0.000000000000,{},{}
15810,9,20,0,2,4,4,0.067486544869,0.000000000000,{},{}
15840,10,25,0,0,0,0,0.078257754600,0.000000000000,{},{}
15870,10,25,0,0,0,0,0.078257754600,0.000000000000,{},{}
15900,10,25,1,2,4,5,0.083791576148,0.011904761905,{84: 1},{60: 1}
15930,11,30,1,1,1,3,0.094174998541,0.011904761905,{84: 1},{0: 1}
15960,9,18,1,1,2,2,0.067390694750,0.011904761905,{84: 1},{60: 1}
15990,9,20,2,0,0,1,0.083031519257,0.021527777778,"{90: 1, 96: 1}","{54: 1, 60: 1}"
16020,9,20,2,1,2,3,0.083031519257,0.021527777778,"{90: 1, 96: 1}","{0: 1, 6: 1}"
16050,7,10,2,0,0,1,0.057514003254,0.021527777778,"{90: 1, 96: 1}","{60: 1, 66: 1}"
16080,8,16,3,1,1,1,0.091196508005,0.035042735043,"{72: 1, 78: 1, 120: 1}","{42: 1, 48: 1, 96: 1}"
16110,8,16,3,0,0,1,0.091196508005,0.035042735043,"{72: 1, 78: 1, 120: 1}","{12: 1, 18: 1, 36: 1}"
16140,8,12,1,0,0,1,0.054566471375,0.008333333333,{120: 1},{24: 1}
16170,9,20,3,1,2,3,0.103245200738,0.040277777778,"{48: 1, 90: 1, 120: 1}","{12: 1, 30: 1, 84: 1}"
16200,8,15,2,0,0,0,0.084716861311,0.034920634921,"{42: 1, 90: 1}","{18: 1, 30: 1}"
16230,8,10,0,0,0,0,0.033795036940,0.000000000000,{},{}
16260,8,12,0,1,2,2,0.045875299020,0.000000000000,{},{}
16290,7,10,0,0,0,2,0.041227863123,0.000000000000,{},{}
16320,7,10,0,1,1,1,0.041227863123,0.000000000000,{},{}
16350,9,20,0,1,2,3,0.061452765689,0.000000000000,{},{}
16380,7,12,1,0,0,1,0.043063122160,0.011111111111,{90: 1},{54: 1}
16410,8,16,1,1,2,3,0.052053648542,0.011111111111,{90: 1},{6: 1}
16440,8,16,1,2,2,2,0.052053648542,0.011111111111,{90: 1},{66: 1}
16470,7,12,0,0,0,0,0.038412854364,0.000000000000,{},{}
16500,6,9,0,0,1,2,0.032011972963,0.000000000000,{},{}
16530,7,12,0,1,2,2,0.038460894412,0.000000000000,{},{}
16560,6,8,0,0,0,0,0.029761211011,0.000000000000,{},{}
16590,6,8,0,0,0,1,0.029761211011,0.000000000000,{},{}
16620,7,10,0,0,0,0,0.033835285085,0.000000000000,{},{}
16650,7,9,1,0,0,0,0.041474173974,0.016666666667,{60: 1},{24: 1}
16680,7,12,2,0,1,1,0.075586405931,0.040476190476,"{42: 1, 60: 1}","{18: 1, 36: 1}"
16710,7,12,0,0,0,1,0.046424052584,0.000000000000,{},{}
16740,8,16,0,2,2,2,0.056307109342,0.000000000000,{},{}
16770,7,12,0,0,1,2,0.047809333969,0.000000000000,{},{}
16800,7,12,0,0,1,2,0.047809333969,0.000000000000,{},{}
16830,7,9,0,1,1,2,0.029956896552,0.000000000000,{},{}
16860,7,12,1,1,1,2,0.055562957158,0.013888888889,{72: 1},{12: 1}
16890,8,16,1,0,0,0,0.063992733611,0.013888888889,{72: 1},{48: 1}
16920,9,20,1,2,2,2,0.073278912072,0.012820512821,{78: 1},{42: 1}
16950,8,16,1,1,1,1,0.064351870522,0.012820512821,{78: 1},{18: 1}
16980,7,9,0,0,0,0,0.032072696590,0.000000000000,{},{}
17010,7,12,1,1,1,2,0.063065425430,0.020833333333,{48: 1},{12: 1}
17040,7,12,0,0,0,1,0.044761352959,0.000000000000,{},{}
17070,7,12,0,0,0,0,0.044761352959,0.000000000000,{},{}
17100,8,16,0,0,1,2,0.053839838993,0.000000000000,{},{}
17130,9,20,0,0,0,2,0.062325711348,0.000000000000,{},{}
17160,8,15,0,2,2,2,0.051245133793,0.000000000000,{},{}
17190,9,15,0,0,0,2,0.042664134053,0.000000000000,{},{}
17220,8,16,2,0,1,1,0.069536305606,0.021708683473,"{84: 1, 102: 1}","{42: 1, 60: 1}"
17250,8,16,2,1,1,1,0.069536305606,0.021708683473,"{84: 1, 102: 1}","{0: 1, 18: 1}"
17280,9,20,2,1,1,1,0.078266841083,0.021708683473,"{84: 1, 102: 1}","{60: 1, 78: 1}"
17310,9,20,1,0,2,4,0.078116958874,0.010416666667,{96: 1},{60: 1}
17340,8,15,1,2,2,2,0.067044596200,0.010416666667,{96: 1},{0: 1}
17370,9,18,1,0,0,0,0.074135810996,0.010416666667,{96: 1},{60: 1}
17400,10,24,2,0,2,4,0.120031968499,0.043137254902,"{30: 1, 102: 1}","{6: 1, 78: 1}"
17430,10,25,2,0,1,4,0.103186086960,0.023692810458,"{72: 1, 102: 1}","{18: 1, 48: 1}"
17460,11,30,2,0,0,1,0.114831116772,0.023692810458,"{72: 1, 102: 1}","{12: 1, 42: 1}"
17490,12,30,0,1,3,4,0.089777014725,0.000000000000,{},{}
17520,10,24,2,1,2,2,0.102719998546,0.020370370370,"{90: 1, 108: 1}","{30: 1, 48: 1}"
17550,11,28,2,1,1,2,0.112028238199,0.020370370370,"{90: 1, 108: 1}","{12: 1, 30: 1}"
17580,11,24,1,0,1,3,0.086063732026,0.009259259259,{108: 1},{72: 1}
17610,11,30,4,0,1,2,0.146282576263,0.051195862961,"{60: 1, 78: 1, 84: 1, 102: 1}","{18: 1, 36: 1, 42: 1, 60: 1}"
17640,12,35,4,2,2,2,0.158464573599,0.051195862961,"{60: 1, 78: 1, 84: 1, 102: 1}","{0: 1, 18: 1, 24: 1, 42: 1}"
17670,13,42,4,2,4,7,0.203319470165,0.074486461251,"{24: 1, 84: 1, 90: 1, 102: 1}","{0: 1, 60: 1, 66: 1, 78: 1}"
17700,13,42,3,1,3,5,0.172588859959,0.035521885522,"{66: 1, 90: 1, 108: 1}","{6: 1, 30: 1, 72: 1}"
17730,12,35,3,0,0,3,0.156866547379,0.035521885522,"{66: 1, 90: 1, 108: 1}","{12: 1, 30: 1, 54: 1}"
17760,15,54,3,2,2,4,0.214010910297,0.044179894180,"{42: 1, 90: 1, 108: 1}","{18: 1, 48: 1, 66: 1}"
17790,15,48,1,1,3,6,0.160062798223,0.011111111111,{90: 1},{6: 1}
17820,15,54,3,3,5,7,0.216217468515,0.040277777778,"{48: 1, 90: 1, 120: 1}","{12: 1, 54: 1, 60: 1}"
17850,16,63,4,3,5,7,0.239718380643,0.042460317460,"{72: 1, 84: 1, 120: 2}","{0: 1, 48: 1, 60: 1, 96: 1}"
17880,16,63,4,1,1,3,0.239718380643,0.042460317460,"{72: 1, 84: 1, 120: 2}","{0: 1, 12: 1, 36: 1, 60: 1}"
17910,14,40,2,0,2,4,0.159809530741,0.020238095238,"{84: 1, 120: 1}","{24: 1, 60: 1}"
17940,14,49,6,3,4,6,0.267294316666,0.093249805750,"{36: 1, 48: 1, 66: 1, 78: 1, 120: 2}","{0: 1, 12: 1, 18: 1, 30: 1, 84: 2}"
17970,14,49,7,0,2,3,0.273465931607,0.102458489223,"{30: 1, 66: 1, 78: 1, 84: 1, 90: 1, 102: 1, 120: 1}","{6: 1, 24: 1, 30: 1, 42: 1, 60: 1, 66: 1, 78: 1}"
18000,14,49,7,2,3,3,0.263799164522,0.090227201992,"{54: 1, 60: 1, 72: 1, 84: 1, 90: 1, 102: 1, 120: 1}","{0: 1, 6: 1, 18: 1, 30: 1, 36: 2, 48: 1}"
18030,15,56,7,1,2,3,0.280560570884,0.090227201992,"{54: 1, 60: 1, 72: 1, 84: 1, 90: 1, 102: 1, 120: 1}","{12: 1, 24: 1, 30: 1, 42: 1, 54: 1, 60: 1, 96: 1}"
18060,14,40,4,1,2,3,0.182216627182,0.049725274725,"{72: 1, 78: 1, 84: 1, 90: 1}","{42: 1, 48: 1, 54: 1, 60: 1}"
18090,14,45,6,2,4,6,0.226334734951,0.080280830281,"{60: 1, 72: 2, 78: 1, 84: 1, 90: 1}","{0: 2, 6: 1, 12: 2, 18: 1}"
18120,13,32,3,1,3,3,0.143809037646,0.036904761905,"{72: 1, 84: 1, 90: 1}","{48: 1, 60: 1, 66: 1}"
18150,12,27,1,2,3,4,0.113833166410,0.008333333333,{120: 1},{84: 1}
18180,12,27,1,1,2,5,0.113833166410,0.008333333333,{120: 1},{24: 1}
18210,12,27,1,1,1,3,0.113833166410,0.008333333333,{120: 1},{36: 1}
18240,12,35,1,1,1,1,0.126990018470,0.008333333333,{120: 1},{96: 1}
18270,11,28,2,1,1,2,0.131293435229,0.044444444444,"{36: 1, 60: 1}","{0: 1, 24: 1}"
18300,10,21,2,2,2,3,0.118339766302,0.058333333333,"{24: 1, 60: 1}","{0: 1, 36: 1}"
18330,10,16,0,1,2,3,0.046930577294,0.000000000000,{},{}
18360,8,12,0,0,0,0,0.038696986866,0.000000000000,{},{}
18390,7,10,0,0,1,2,0.034449151368,0.000000000000,{},{}
18420,7,10,0,0,1,3,0.034449151368,0.000000000000,{},{}
18450,5,6,0,0,0,0,0.024565553842,0.000000000000,{},{}
18480,5,6,0,0,0,0,0.024565553842,0.000000000000,{},{}
18510,5,6,0,0,0,0,0.024565553842,0.000000000000,{},{}
18540,5,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
18570,4,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
18600,3,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
18630,4,4,0,0,0,0,0.010423029778,0.000000000000,{},{}
18660,4,4,0,0,0,0,0.010423029778,0.000000000000,{},{}
18690,4,4,0,0,0,0,0.010423029778,0.000000000000,{},{}
18720,4,4,0,1,2,3,0.010423029778,0.000000000000,{},{}
18750,4,4,0,0,0,0,0.010423029778,0.000000000000,{},{}
18780,5,6,0,0,0,0,0.014066996325,0.000000000000,{},{}
18810,5,6,0,1,1,1,0.014066996325,0.000000000000,{},{}
18840,5,4,0,1,1,1,0.008852193207,0.000000000000,{},{}
18870,4,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
18900,5,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
18930,6,8,0,0,0,0,0.035241966244,0.000000000000,{},{}
18960,6,8,0,0,0,0,0.035241966244,0.000000000000,{},{}
18990,6,8,0,0,0,1,0.035241966244,0.000000000000,{},{}
